vf_LossBefore,MinReturn,Iteration,LossAfter,Entropy,vf_MeanKL,AverageDiscountedReturn,MaxReturn,AveragePolicyStd,MeanKL,ExplainedVariance,vf_LossAfter,Perplexity,NumTrajs,LossBefore,AverageReturn,StdReturn,dLoss,MeanKLBefore,vf_dLoss
6.1485941934,5711.07483804,1000,-0.0178691522354,29.2418124571,0.000818481368912,547.472484285,5963.13207969,0.863040387919,0.00640526624733,0.0673293676995,6.14777821936,5.00677172535e+12,209,2.78862525841e-17,5874.13977231,35.4587210607,0.0178691522354,0.0,0.000815974039735
6.15593740942,5628.8698639,1001,-0.0219120216784,29.2365026269,0.0016887451233,548.499057878,5955.04737926,0.862844264071,0.00995766012788,0.0523887180975,6.15452817833,4.98025707393e+12,209,-5.96311941877e-17,5875.2092603,48.0504167076,0.0219120216784,0.0,0.00140923108768
6.15099933412,5595.78505866,1002,-0.0220788723042,29.238458711,0.00227517389113,547.834166998,5945.28058765,0.862917199586,0.00996838581285,0.0601880242035,6.14913666388,4.99000840992e+12,209,2.49114923267e-17,5872.85263722,41.4878936516,0.0220788723042,0.0,0.00186267023553
6.15553758746,5372.69504961,1003,-0.0221730260442,29.2402503435,0.00203611559234,548.199447892,5957.0411217,0.862984189632,0.00997075528147,0.0543626987819,6.15397272072,4.99895668443e+12,209,-7.96385817473e-17,5873.10642006,49.9344473,0.0221730260442,0.0,0.00156486674719
6.14924026706,5094.37142013,1004,-0.0220257238105,29.236787558,0.00209633511207,547.525158164,5950.23930572,0.86285623794,0.00999022117969,0.0645269323473,6.14762067867,4.98167630612e+12,209,-1.37102450605e-16,5868.86452627,69.3949286009,0.0220257238105,0.0,0.00161958838695
6.13943706789,5413.80063281,1005,-0.0176717975829,29.2339745298,0.00312175454778,546.842410336,5955.14842524,0.862752687329,0.00641391334856,0.0830211661981,6.13629009203,4.96768240212e+12,209,7.76029957997e-17,5868.44903151,49.0846882911,0.0176717975829,0.0,0.00314697585919
6.15397422983,5701.34794803,1006,-0.0223742452268,29.231115396,0.00212276697654,547.194679028,5957.12531308,0.862647868461,0.00998815806334,0.0566375066794,6.15158421667,4.95349941888e+12,209,-1.312719205e-17,5871.17289064,38.3734021013,0.0223742452268,0.0,0.00239001315355
6.14135087071,5671.18786629,1007,-0.0222515226439,29.2289629863,0.00212613553512,547.150113008,5950.12954144,0.862565872975,0.00994494245321,0.0771594621764,6.13953430875,4.9428489245e+12,209,3.06697782535e-17,5871.44342724,39.7507924664,0.0222515226439,0.0,0.00181656195666
6.14640384646,5112.92366146,1008,-0.0221837664739,29.2291617641,0.00247607854375,546.60290988,5951.72618822,0.862572843344,0.00997727304794,0.0718380508918,6.14392980228,4.94383155114e+12,209,4.16678918907e-17,5862.30947861,95.6182534205,0.0221837664739,0.0,0.00247404418386
6.1551980781,5136.37788056,1009,-0.0221267489891,29.2267231215,0.0040413922172,547.517875915,5948.62204767,0.862483714826,0.00999548275821,0.0568032535691,6.15146863346,4.931790001e+12,209,-4.9253530547e-18,5873.8573095,64.5149911672,0.0221267489891,0.0,0.0037294446404
6.1540184969,5644.40667606,1010,-0.0222974475333,29.2240362696,0.002463879463,548.228421554,5951.34748646,0.862381894085,0.00998021937361,0.0583392057687,6.1515820173,4.91855679763e+12,209,1.37527416356e-16,5877.83397555,37.4471392073,0.0222974475333,0.0,0.00243647960061
6.14369027682,5079.44415197,1011,-0.0222971127422,29.220454386,0.00320741038986,547.965355763,5946.46107268,0.862248042083,0.00998578521494,0.0765529310802,6.14069571496,4.90097061426e+12,209,4.91515387668e-17,5870.50135418,71.1849125254,0.0222971127422,0.0,0.0029945618598
6.15068060316,5497.30965527,1012,-0.0220032288839,29.2186798078,0.00252256626875,549.03684352,5954.34416167,0.862184455647,0.00998217396316,0.0650955578101,6.14748485325,4.89228117111e+12,209,-4.42559333146e-17,5878.31273981,46.6025915871,0.0220032288839,0.0,0.00319574990784
6.14650467104,5693.99555198,1013,-0.022262574314,29.2173014031,0.00114410398563,547.815037734,5954.83956538,0.862132656,0.00995073239669,0.0709405455614,6.1453939163,4.88554227337e+12,209,4.76981558982e-17,5874.81136092,37.0321675923,0.022262574314,0.0,0.00111075473892
