LossAfter,ExplainedVariance,AveragePolicyStd,Perplexity,Iteration,LossBefore,AverageDiscountedReturn,MeanKL,MinReturn,StdReturn,vf_MeanKL,vf_LossBefore,MaxReturn,vf_LossAfter,vf_dLoss,NumTrajs,MeanKLBefore,dLoss,Entropy,AverageReturn
-0.0242739177898,-0.000715682790436,1.0,1.4909223597e+14,1,3.56550514791e-16,-547.064110933,0.0099760342477,-5679.12481168,54.1423684162,0.0,129589.623449,-5397.77600983,129589.623449,0.0,209,0.0,0.0242739177898,32.6355862637,-5505.35345517
-0.024884053321,-0.000694457152939,1.00000442787,1.49106612337e+14,2,5.11267795776e-16,-547.766940674,0.0099613054101,-5680.1254583,54.7717785815,0.0,129879.09786,-5411.7048769,129879.09786,0.0,209,0.0,0.024884053321,32.6356826851,-5511.04885383
-0.0244191795751,-0.000743734625819,0.999581686598,1.47663044088e+14,3,-9.91827566382e-17,-547.017526223,0.00999749700868,-5649.09194708,52.0778986942,0.0,129094.02502,-5380.99901659,129094.02502,0.0,209,0.0,0.0244191795751,32.6259540649,-5495.17031551
-0.0243782019693,-0.00082766721393,0.999305908167,1.46728039232e+14,4,3.2811180673e-16,-547.356752404,0.00998021131102,-5676.14848453,52.052832529,0.0,129557.565927,-5375.09477265,129557.565927,0.0,209,0.0,0.0243782019693,32.619601916,-5504.31936052
-0.0246550583923,-0.00072394075097,0.99927353478,1.46618099873e+14,5,2.5520468248e-16,-547.719060427,0.00999252400719,-5669.99420607,52.3389318933,0.0,128902.323535,-5372.30455124,128902.323535,0.0,209,0.0,0.0246550583923,32.6188523621,-5492.03147579
-0.0243241199201,-0.000790578221136,0.999101522568,1.4603758695e+14,6,1.44774782274e-15,-546.358738059,0.00992277434486,-5663.46883404,49.3379373579,0.0,128774.735516,-5380.83446267,128774.735516,0.0,209,0.0,0.0243241199201,32.6148851494,-5488.97661038
-0.0244430809555,-0.000660224683741,0.999018625201,1.45758205518e+14,7,6.4302842689e-16,-546.905190346,0.00995065921682,-5699.56350209,52.7122809198,0.0,128976.122515,-5391.65988702,128976.122515,0.0,209,0.0,0.0244430809555,32.6129702382,-5493.27313556
-0.0242505211885,-0.000872555749078,0.998738326435,1.44819186047e+14,8,3.90802754326e-16,-546.081031503,0.0099784578048,-5685.5456148,53.9091763626,0.0,128818.489282,-5365.55615847,128818.489282,0.0,209,0.0,0.0242505211885,32.6065070874,-5489.11839461
-0.0244328506629,-0.000650344251767,0.998617261088,1.44415281097e+14,9,4.66013192947e-16,-547.188023271,0.00994539778547,-5669.21514229,50.2653395128,0.0,128962.516119,-5371.62309312,128962.516119,0.0,209,0.0,0.0244328506629,32.6037141616,-5493.86704282
-0.024635533954,-0.000761148468698,0.998512466266,1.4406575919e+14,10,6.76485980471e-16,-546.448750114,0.00998611330394,-5663.74275555,53.1989013748,0.0,128921.37286,-5375.29425135,128921.37286,0.0,209,0.0,0.024635533954,32.6012909723,-5490.74926197
-0.0240572047277,-0.000930833898041,0.998433032956,1.43800467597e+14,11,-3.68810776709e-16,-545.628459246,0.00996476525645,-5734.2766754,58.6789377676,0.0,128774.800494,-5366.1249411,128774.800494,0.0,209,0.0,0.0240572047277,32.5994478129,-5488.05692186
-0.0242200572566,-0.000759346419517,0.998211729129,1.43069793982e+14,12,-4.42474339996e-17,-546.173603195,0.00998403265073,-5919.33468004,59.7917596999,0.0,128654.662214,-5376.14827652,128654.662214,0.0,209,0.0,0.0242200572566,32.5943536969,-5486.03421193
-0.0238221970514,-0.000807324205665,0.99826665878,1.43249798154e+14,13,4.07231930261e-16,-545.765517445,0.00995994189066,-5702.73018074,53.8437827045,0.0,128182.180798,-5360.43392079,128182.180798,0.0,209,0.0,0.0238221970514,32.5956110625,-5476.76489993
-0.0245731293117,-0.000854174152196,0.998031049352,1.42474384919e+14,14,-8.56943436998e-17,-545.373237018,0.00996077617945,-5646.47280447,51.7460659269,0.0,128130.374545,-5360.77947599,128130.374545,0.0,209,0.0,0.0245731293117,32.5901833445,-5475.10971997
-0.0244008909753,-0.000833352207958,0.997697718452,1.41383664596e+14,15,-7.28157566141e-16,-545.003068698,0.00995761849472,-5678.99795728,54.2132494349,0.0,128105.209,-5368.96510789,128105.209,0.0,209,0.0,0.0244008909753,32.5824983365,-5474.70789652
-0.0242027265729,-0.000933222108845,0.997676790807,1.41315069273e+14,16,6.27976139988e-16,-545.704327319,0.00998975540543,-5623.48853909,46.1268610843,0.0,128010.537007,-5378.26743456,128010.537007,0.0,209,0.0,0.0242027265729,32.5820130473,-5473.81853665
-0.0242590397428,-0.000756392735267,0.997593329987,1.41043147953e+14,17,-4.50416949883e-16,-545.152724013,0.00997950224821,-5641.74639887,48.1070615058,0.0,127534.883605,-5362.75786509,127534.883605,0.0,209,0.0,0.0242590397428,32.5800869733,-5464.16089009
-0.0241734633076,-0.000731987450161,0.997447990994,1.4056926252e+14,18,1.36315838999e-15,-545.39423899,0.00998441978212,-5617.94854744,46.4634609147,0.0,127527.687152,-5359.0708173,127527.687152,0.0,209,0.0,0.0241734633076,32.5767214549,-5463.82915072
-0.0243766975749,-0.000900043894822,0.997159584058,1.39634647643e+14,19,1.88115339361e-16,-544.612562052,0.00998167949821,-5654.44038612,47.8582619101,0.0,127546.542247,-5357.36067363,127546.542247,0.0,209,0.0,0.0243766975749,32.5700504677,-5463.99701976
-0.024699277685,-0.000775504101188,0.996993154091,1.39099706741e+14,20,9.37814419423e-17,-544.896877985,0.00996800380347,-5620.2584649,49.0168804795,0.0,127282.875946,-5348.65358984,127282.875946,0.0,209,0.0,0.024699277685,32.5662121066,-5458.94214469
-0.0250099661284,-0.000781936613697,0.996930822489,1.38898207714e+14,21,1.02448193469e-15,-543.851200547,0.00998086987817,-5634.25871481,44.2552680088,0.0,127317.192624,-5353.83350785,127317.192624,0.0,209,0.0,0.0250099661284,32.5647624622,-5458.52415667
-0.0241259054926,-0.00069937841243,0.996957206426,1.38982183119e+14,22,-2.24993867237e-16,-544.646646938,0.00997318558018,-5732.01788495,50.3834700101,0.0,127368.524256,-5342.52303675,127368.524256,0.0,209,0.0,0.0241259054926,32.5653668618,-5460.26832467
-0.0246732499046,-0.000938667598883,0.996580771697,1.37777029646e+14,23,-1.36006463933e-15,-543.655379889,0.00997052667435,-5629.7429064,52.0275974108,0.0,127062.064686,-5338.56876072,127062.064686,0.0,209,0.0,0.0246732499046,32.5566577672,-5453.11227298
-0.0244326639858,-0.00080694804526,0.996681962704,1.38097680276e+14,24,4.75706661728e-17,-544.114412789,0.00996488704123,-5597.80688813,44.5163230238,0.0,127127.568553,-5336.32006715,127127.568553,0.0,209,0.0,0.0244326639858,32.5589823788,-5454.89554383
-0.0245261773168,-0.0007471364078,0.99663582112,1.37949185768e+14,25,-9.2643383661e-16,-544.187723213,0.0099512059157,-5648.95975599,45.4758086657,0.0,126833.360757,-5344.33290997,126833.360757,0.0,209,0.0,0.0245261773168,32.5579065142,-5449.32135433
-0.0246576730824,-0.00073109975872,0.996527967216,1.37602849283e+14,26,4.49728505367e-16,-543.646035961,0.0099562085489,-5623.02385057,47.9439130171,0.0,126846.802382,-5364.81767643,126846.802382,0.0,209,0.0,0.0246576730824,32.5553927482,-5449.23512288
