LossAfter,ExplainedVariance,AveragePolicyStd,Perplexity,Iteration,LossBefore,AverageDiscountedReturn,MeanKL,MinReturn,StdReturn,vf_MeanKL,vf_LossBefore,MaxReturn,vf_LossAfter,vf_dLoss,NumTrajs,MeanKLBefore,dLoss,Entropy,AverageReturn
-0.0243261712184,-0.000851863728769,0.996431181943,1.37294502078e+14,27,8.22308728287e-18,-543.739941905,0.00995316346811,-5580.61484114,42.0462782844,0.0,126781.454364,-5357.68541981,126781.454364,0.0,209,0.0,0.0243261712184,32.5531493848,-5448.64312479
-0.0244681369337,-0.000797321681669,0.996239569029,1.36687756681e+14,28,-1.04296369521e-15,-543.309830669,0.0099791037966,-5569.91046896,42.7791461681,0.0,126550.467115,-5332.64802152,126550.467115,0.0,209,0.0,0.0244681369337,32.5487202922,-5443.11074311
-0.0243811083576,-0.000583052861092,0.996153975704,1.36419014229e+14,29,-6.12936602058e-16,-543.114058603,0.00995544797343,-5638.56331816,45.7592880867,0.0,126702.434704,-5336.91353815,126702.434704,0.0,209,0.0,0.0243811083576,32.5467522521,-5445.94058011
-0.0245845714163,-0.000838171334749,0.995876824232,1.35546957258e+14,30,8.83503796439e-18,-543.215974125,0.00997311577812,-5724.29509644,50.6690073008,0.0,126732.289892,-5343.92675188,126732.289892,0.0,209,0.0,0.0245845714163,32.5403392442,-5446.56820209
-0.0242914544195,-0.000641459776134,0.995822557114,1.35375355608e+14,31,1.2732823833e-16,-543.482428187,0.00997992585129,-5567.65784088,43.5816913073,0.0,126545.377382,-5348.95988303,126545.377382,0.0,209,0.0,0.0242914544195,32.5390724481,-5443.1677463
-0.0243236380352,-0.0008576904652,0.995851948435,1.35467924035e+14,32,-5.5730008593e-16,-543.277255696,0.00996702148093,-5567.15086494,40.7145467081,0.0,126550.543749,-5353.702682,126550.543749,0.0,209,0.0,0.0243236380352,32.5397560052,-5442.94115027
-0.0239339905746,-0.000734095831282,0.995737934806,1.35107754985e+14,33,-7.84376285348e-16,-543.763837053,0.00998889065579,-5654.31187711,45.9258877923,0.0,126449.120432,-5338.31244942,126449.120432,0.0,209,0.0,0.0239339905746,32.5370937611,-5441.04442594
-0.0240816954481,-0.000609662756026,0.995605730858,1.34690690015e+14,34,-1.38927678505e-15,-542.967117126,0.00998104509952,-5611.63501621,40.5256674014,0.0,126026.786581,-5344.7270721,126026.786581,0.0,209,0.0,0.0240816954481,32.5340020805,-5432.84534335
-0.0242779304935,-0.000687017387429,0.995763546379,1.35181023016e+14,35,-2.54851960906e-16,-542.694236579,0.0099560281644,-5633.01408704,44.2735035251,0.0,126008.302647,-5338.10009395,126008.302647,0.0,209,0.0,0.0242779304935,32.5376359074,-5432.19811873
-0.0243422269075,-0.000637732562191,0.995624925117,1.34746679468e+14,36,1.43765913581e-16,-542.444841206,0.00996762746879,-5610.78453286,43.4535178521,0.0,125937.069177,-5304.35847271,125937.069177,0.0,209,0.0,0.0243422269075,32.5344176832,-5430.23981312
-0.0244763273386,-0.000680148188052,0.995575450922,1.34592627145e+14,37,1.7276982609e-16,-542.496580661,0.00996283532886,-5545.83011798,40.447137127,0.0,125556.021396,-5328.85627922,125556.021396,0.0,209,0.0,0.0244763273386,32.5332737556,-5423.2626146
-0.0246664045558,-0.000919751871362,0.995439835955,1.34168278857e+14,38,-6.4482178236e-16,-542.486860688,0.00995800411193,-5569.95446987,40.9705551647,0.0,125772.247677,-5342.36012861,125772.247677,0.0,209,0.0,0.0246664045558,32.5301159404,-5427.00751648
-0.0248362035127,-0.000788185269679,0.995434399232,1.34151913018e+14,39,-4.06127019309e-16,-542.996533019,0.00997276133504,-5584.00347514,42.165332173,0.0,125795.008073,-5331.78316023,125795.008073,0.0,209,0.0,0.0248362035127,32.529993953,-5427.62254214
-0.0250201741891,-0.000888306432789,0.99517744966,1.33353745819e+14,40,3.67378642128e-16,-541.251998254,0.00997480620792,-5546.69502486,43.1494982721,0.0,125471.469074,-5302.38584866,125471.469074,0.0,209,0.0,0.0250201741891,32.5240264563,-5420.2884635
-0.0244658498241,-0.000797602952715,0.994958345173,1.326781958e+14,41,8.28292246062e-16,-541.187108346,0.00997434122998,-5565.67807851,40.5656688702,0.0,125366.321518,-5330.77706699,125366.321518,0.0,209,0.0,0.0244658498241,32.5189477318,-5417.71820854
-0.0244702616571,-0.000817403534025,0.994687857732,1.31852781411e+14,42,1.5655313303e-16,-541.806276377,0.00994316109195,-5536.56685473,44.4618944397,0.0,125501.030226,-5313.2341562,125501.030226,0.0,209,0.0,0.0244702616571,32.5127071238,-5421.07978943
-0.0247553748363,-0.000778340926911,0.994490738874,1.31254059589e+14,43,-2.99218385316e-16,-541.576751494,0.00998917421897,-5544.01666071,40.0546696718,0.0,125311.751234,-5321.27856749,125311.751234,0.0,209,0.0,0.0247553748363,32.5081559471,-5417.620839
-0.0244699304741,-0.000762131554215,0.994484279546,1.31238028077e+14,44,1.63424829225e-16,-540.424261229,0.00997030243673,-5537.05943899,38.8800332716,0.0,124759.664114,-5293.98996456,124759.664114,0.0,209,0.0,0.0244699304741,32.5080337986,-5405.7249465
-0.0248766941889,-0.000732167216222,0.994570631722,1.31500899711e+14,45,-7.11324672742e-16,-540.932087477,0.00996755900645,-5530.36963888,40.083130989,0.0,125041.658462,-5319.96413535,125041.658462,0.0,209,0.0,0.0248766941889,32.5100348094,-5411.92487095
-0.024535492258,-0.000857500997244,0.99459035248,1.31556842079e+14,46,-2.78004095024e-16,-541.215261556,0.00996535690328,-5571.89358212,40.254987526,0.0,124944.413533,-5331.16231506,124944.413533,0.0,209,0.0,0.024535492258,32.5104601333,-5409.94210825
-0.0247299529832,-0.000794140205523,0.994587684329,1.31550593386e+14,47,-6.43330152574e-16,-540.907931126,0.00997784680159,-5519.90028437,40.1722426972,0.0,124875.616795,-5293.98592293,124875.616795,0.0,209,0.0,0.0247299529832,32.5104126341,-5408.31681209
-0.0245595209616,-0.000835268478504,0.994454008156,1.31146994536e+14,48,-8.18781512553e-16,-540.229920754,0.00996432060915,-5555.73507185,42.2332719451,0.0,124610.133639,-5292.03273748,124610.133639,0.0,209,0.0,0.0245595209616,32.5073399057,-5402.40949886
-0.02448004286,-0.000921500766854,0.994419233081,1.31035950993e+14,49,6.39773189237e-16,-540.390292729,0.0099695782598,-5520.78863322,37.6479079107,0.0,124780.326901,-5293.59974316,124780.326901,0.0,209,0.0,0.02448004286,32.5064928365,-5406.24812963
-0.0241510838994,-0.00095918511215,0.994237725198,1.30484071907e+14,50,6.28277865671e-16,-541.270369879,0.00996620396354,-5560.71221216,41.4278028653,0.0,124852.240559,-5321.77467259,124852.240559,0.0,209,0.0,0.0241510838994,32.5022722809,-5408.22955235
-0.0243910355028,-0.000736129999134,0.994234730009,1.30473943415e+14,51,1.29179814108e-15,-539.764728611,0.00996217860726,-5546.37152916,42.1850302206,0.0,124527.931458,-5294.83578584,124527.931458,0.0,209,0.0,0.0243910355028,32.5021946554,-5400.36340911
-0.0246395285773,-0.00081521467969,0.994043825435,1.29901164907e+14,52,4.86403049682e-16,-539.934949791,0.00994577888698,-5545.13162411,41.8372058362,0.0,124362.529531,-5282.45293137,124362.529531,0.0,209,0.0,0.0246395285773,32.4977950073,-5397.68295846
-0.0246602353011,-0.000681919285756,0.993920578197,1.29536743864e+14,53,2.26974207637e-17,-539.348965633,0.00997491554617,-5552.89344563,40.4489388273,0.0,124058.692902,-5299.34733993,124058.692902,0.0,209,0.0,0.0246602353011,32.4949856932,-5390.99576883
-0.0245728688589,-0.000649270801685,0.993793388629,1.29159396851e+14,54,5.9844102029e-16,-539.926235602,0.00998046378989,-5545.63946622,40.392389385,0.0,124255.755924,-5296.68661631,124255.755924,0.0,209,0.0,0.0245728688589,32.492068392,-5395.45469777
-0.0246151199657,-0.000960852195422,0.993633491358,1.28685383292e+14,55,-6.64705929852e-16,-538.999727007,0.00997646601907,-5549.81049249,42.2391408283,0.0,124110.896432,-5300.85245949,124110.896432,0.0,209,0.0,0.0246151199657,32.4883916521,-5391.3092226
-0.0248471703219,-0.000853491960239,0.993432999668,1.28089413023e+14,56,4.58555044016e-16,-539.945515626,0.00996002560137,-5540.86055769,40.7309104558,0.0,123882.634402,-5305.67458948,123882.634402,0.0,209,0.0,0.0248471703219,32.4837496752,-5387.97102713
-0.0244744474283,-0.000744725325669,0.9932643722,1.27588996493e+14,57,-6.96344630017e-16,-539.454156198,0.00998950152804,-5502.33896085,38.297585265,0.0,123640.80605,-5276.94822103,123640.80605,0.0,209,0.0,0.0244744474283,32.4798352487,-5382.74138392
-0.0243825688519,-0.000941730645542,0.993149922288,1.27250591861e+14,58,-4.12412262767e-16,-538.508390345,0.0099793537158,-5514.82228158,37.2011579442,0.0,123752.531907,-5280.73514325,123752.531907,0.0,209,0.0,0.0243825688519,32.4771794225,-5384.45817248
-0.024622609126,-0.000808054400626,0.993023225834,1.26877711859e+14,59,6.43784865927e-16,-538.826853725,0.00997944702599,-5521.92305549,40.0323261339,0.0,123817.893737,-5290.45333319,123817.893737,0.0,209,0.0,0.024622609126,32.4742448398,-5385.61841125
-0.02457887606,-0.000817545429035,0.992796381042,1.26212518782e+14,60,6.38264560821e-16,-538.969897835,0.0099870072625,-5503.24813759,35.6944008651,0.0,123783.669348,-5293.82842837,123783.669348,0.0,209,0.0,0.02457887606,32.4689882591,-5385.3339115
-0.0247094451118,-0.000900856041537,0.992716223317,1.25978998954e+14,61,5.66806569782e-16,-539.1915388,0.00996867997996,-5530.78497898,38.7007070029,0.0,123875.626105,-5300.23737247,123875.626105,0.0,209,0.0,0.0247094451118,32.467136334,-5387.67274483
-0.0245463899487,-0.000832459192817,0.992625031638,1.25713669386e+14,62,-8.13894406416e-17,-538.859417621,0.00996547312009,-5509.29830247,39.1410357309,0.0,123734.627077,-5289.34819673,123734.627077,0.0,209,0.0,0.0245463899487,32.4650279717,-5383.90089191
-0.0245638050079,-0.000717283776951,0.992385398908,1.25017541785e+14,63,-5.68752912921e-16,-538.982653835,0.00997900755738,-5511.32603956,35.5884747273,0.0,123793.266103,-5291.17355163,123793.266103,0.0,209,0.0,0.0245638050079,32.4594751777,-5385.46978066
-0.0246993734734,-0.000826540328959,0.992370174342,1.24973914265e+14,64,5.33247024421e-17,-538.542331973,0.00996575738972,-5493.55533427,38.2305763952,0.0,123316.627747,-5279.77416348,123316.627747,0.0,209,0.0,0.0246993734734,32.4591261456,-5375.4701283
-0.0248328077479,-0.000750861726835,0.992111182977,1.24221382608e+14,65,3.50401260373e-16,-538.234797395,0.00994964110935,-5489.10876363,35.2499324588,0.0,123286.539273,-5289.41963298,123286.539273,0.0,209,0.0,0.0248328077479,32.4530864333,-5374.50309474
-0.0250121556218,-0.000842616611592,0.99205954867,1.24071432333e+14,66,-1.59445449932e-15,-538.386346868,0.00995284643412,-5567.560032,39.5127212862,0.0,123358.77977,-5291.82455615,123358.77977,0.0,209,0.0,0.0250121556218,32.4518785829,-5376.38467333
-0.0245382881675,-0.000667093017373,0.992055985667,1.24060394858e+14,67,-5.24964441933e-16,-538.678335503,0.00999243971499,-5494.76005946,37.0063550657,0.0,123308.845102,-5290.0939879,123308.845102,0.0,209,0.0,0.0245382881675,32.4517896183,-5375.83669431
-0.0242041444494,-0.000827887670481,0.992122994714,1.24255518906e+14,68,1.26937269839e-15,-538.047244587,0.00995746101416,-5524.37665485,36.5301375742,0.0,123082.405916,-5280.36850205,123082.405916,0.0,209,0.0,0.0242041444494,32.4533611977,-5370.52276567
-0.0247666231018,-0.000764641007349,0.992087553399,1.24151980452e+14,69,-9.39531281057e-16,-538.156274687,0.0099795881009,-5492.71683988,37.8985490793,0.0,123028.889991,-5275.78155038,123028.889991,0.0,209,0.0,0.0247666231018,32.4525275798,-5369.74982014
-0.0241475640526,-0.000843934603607,0.991889343688,1.23583099283e+14,70,-1.3038374208e-16,-537.47228955,0.00998240926213,-5561.00248442,36.763855033,0.0,122942.615933,-5279.70329999,122942.615933,0.0,209,0.0,0.0241475640526,32.4479349144,-5367.59963089
-0.0243853664809,-0.000869795869999,0.991820587868,1.23389091066e+14,71,1.08311020971e-16,-538.047556368,0.00996113812864,-5526.99511235,36.6921831997,0.0,122801.004397,-5276.09244943,122801.004397,0.0,209,0.0,0.0243853664809,32.4463638205,-5364.97414354
-0.0249170634505,-0.000775785032771,0.9916856569,1.23004889176e+14,72,-1.17829403863e-15,-537.200897681,0.0099682947587,-5489.69820377,35.5249483155,0.0,122772.682254,-5272.12188722,122772.682254,0.0,209,0.0,0.0249170634505,32.4432452199,-5363.64564974
-0.0243485424334,-0.000761254611568,0.991544558185,1.22605348657e+14,73,1.58003116173e-15,-537.340617622,0.00997112382673,-5498.6478241,38.3709072519,0.0,122861.22954,-5281.51147296,122861.22954,0.0,209,0.0,0.0243485424334,32.4399917654,-5365.98942516
-0.0240486156627,-0.00105381531294,0.991487487094,1.22445697514e+14,74,-4.07928874093e-16,-537.001179489,0.00998742109711,-5468.8387077,37.4298849823,0.0,122495.998342,-5260.53277449,122495.998342,0.0,209,0.0,0.0240486156627,32.438688762,-5358.09487418
-0.0248444327846,-0.000829995329941,0.991388516369,1.22161059402e+14,75,5.4914074351e-17,-537.30101923,0.00997241865635,-5493.34283607,35.8221246811,0.0,122537.218719,-5254.82441414,122537.218719,0.0,209,0.0,0.0248444327846,32.4363614491,-5359.16345676
-0.0196886353667,-0.00082284742584,0.991589696462,1.2272806552e+14,76,-8.4586033021e-16,-537.19402279,0.00640976410986,-5458.01804391,34.4628557216,0.0,122500.480977,-5276.99950558,122500.480977,0.0,209,0.0,0.0196886353667,32.4409921743,-5358.18692682
-0.0244845736821,-0.000804659131673,0.991343525363,1.22027840663e+14,77,-3.15222595501e-16,-537.143077717,0.00999112062369,-5542.27235081,39.8823845847,0.0,122512.390844,-5271.94567164,122512.390844,0.0,209,0.0,0.0244845736821,32.4352703368,-5358.69852223
-0.0249853847368,-0.00109097501685,0.991202966175,1.21633643378e+14,78,1.05306513111e-16,-537.087274159,0.00998569452955,-5485.81252704,34.9785593469,0.0,122262.454018,-5257.0121482,122262.454018,0.0,209,0.0,0.0249853847368,32.4320347197,-5353.66962463
-0.0246483872634,-0.000794452395243,0.991063162842,1.2124451087e+14,79,6.50809549792e-16,-536.749942138,0.00992367172217,-5463.15146232,35.2658065009,0.0,122433.87335,-5267.79548441,122433.87335,0.0,209,0.0,0.0246483872634,32.4288303735,-5356.85037726
-0.0245653435604,-0.000911883655626,0.991150970456,1.21489053749e+14,80,-7.92463383591e-16,-535.872033664,0.00997449084538,-5463.35457603,34.6487238468,0.0,122452.938816,-5260.08990277,122452.938816,0.0,209,0.0,0.0245653435604,32.430845282,-5356.39385247
-0.0245904438181,-0.000907547405934,0.991121417946,1.21406475167e+14,81,-1.65627001747e-15,-536.701458635,0.00999542354312,-5452.94555654,35.2415800071,0.0,122270.37645,-5267.23418467,122270.37645,0.0,209,0.0,0.0245904438181,32.4301653306,-5353.0293844
-0.0244620361871,-0.000914065007713,0.991076754662,1.2127862108e+14,82,-1.31526899951e-16,-536.954312364,0.00998870513404,-5431.63733338,33.5719984577,0.0,122029.998198,-5269.63106165,122029.998198,0.0,209,0.0,0.0244620361871,32.429111668,-5348.74016081
-0.0247570369016,-0.000804561760076,0.990982279605,1.21012910089e+14,83,1.07489562174e-15,-536.933228897,0.00995175354804,-5479.79664894,35.6673379808,0.0,122490.198585,-5266.3327312,122490.198585,0.0,209,0.0,0.0247570369016,32.4269183508,-5358.13761814
-0.024911940257,-0.000788617110459,0.991034745119,1.21154826023e+14,84,-5.0979316462e-16,-536.471981819,0.00997873170433,-5471.90290039,34.3964219539,0.0,122108.656648,-5263.55781201,122108.656648,0.0,209,0.0,0.024911940257,32.4280903975,-5349.84742795
-0.0247202001193,-0.000831420202291,0.990903556968,1.20788631564e+14,85,-2.62165621482e-16,-536.236288374,0.0099575121623,-5476.91088929,35.7234952334,0.0,121877.902012,-5245.7625588,121877.902012,0.0,209,0.0,0.0247202001193,32.4250632874,-5345.13836499
-0.0240836366126,-0.000864337141912,0.990765467518,1.20400070832e+14,86,8.32873376858e-16,-536.146724385,0.00994130957735,-5474.36361324,35.6355552492,0.0,122055.285122,-5254.93866467,122055.285122,0.0,209,0.0,0.0240836366126,32.4218412371,-5348.3470069
-0.0247684136543,-0.000877747084992,0.990653806765,1.20085497495e+14,87,5.44589360317e-16,-535.745640292,0.0099536383045,-5444.53080237,33.9952838995,0.0,121636.835706,-5245.13328765,121636.835706,0.0,209,0.0,0.0247684136543,32.4192250841,-5339.81769226
-0.0251704237307,-0.000800232684609,0.990627671469,1.2001157395e+14,88,2.8043489912e-16,-535.784010669,0.00993662120513,-5460.91313524,38.8184271993,0.0,121606.18776,-5251.34183206,121606.18776,0.0,209,0.0,0.0251704237307,32.4186093036,-5339.63467109
-0.0245397993389,-0.0008279303943,0.990508352645,1.1967646999e+14,89,2.18173166933e-16,-535.605643788,0.00996564015833,-5423.7331851,30.6098192012,0.0,121303.732829,-5254.84435256,121303.732829,0.0,209,0.0,0.0245397993389,32.4158131343,-5333.80448563
-0.0246965478838,-0.000754202163953,0.990215400495,1.18863205536e+14,90,-2.84612312453e-16,-535.129598829,0.00998176869329,-5458.87950867,31.8565748874,0.0,121357.967887,-5268.12287099,121357.967887,0.0,209,0.0,0.0246965478838,32.4089944145,-5333.90993999
-0.024857619896,-0.000771103107294,0.989691882231,1.17427229741e+14,91,3.28218048168e-16,-535.371327252,0.0099623732237,-5494.59150988,36.4944494718,0.0,121253.490063,-5245.05582117,121253.490063,0.0,209,0.0,0.024857619896,32.3968399363,-5332.19953184
-0.0246419008558,-0.000855346345704,0.98946969902,1.16823970073e+14,92,5.33816478527e-16,-535.087801331,0.00996869612016,-5489.01382062,34.5868691212,0.0,121216.727342,-5246.34477589,121216.727342,0.0,209,0.0,0.0246419008558,32.3916893885,-5331.08831939
-0.0248468919528,-0.000723122608527,0.98933415858,1.16453759573e+14,93,-5.45779264419e-16,-534.940429455,0.00997735229807,-5490.19279926,34.2930199957,0.0,121361.304579,-5243.90377843,121361.304579,0.0,209,0.0,0.0248468919528,32.3885153966,-5333.95902974
-0.0243621305234,-0.000864893505136,0.989244946624,1.16210704243e+14,94,7.38161259921e-16,-534.767200184,0.00998095227487,-5447.66233658,33.3884835445,0.0,120851.558104,-5236.53358122,120851.558104,0.0,209,0.0,0.0243621305234,32.3864260752,-5323.46966571
-0.0246651671575,-0.000799158763426,0.989027716239,1.1562452482e+14,95,-1.06719099267e-15,-536.316805594,0.00995667549095,-5446.07195423,37.100668919,0.0,121187.300775,-5258.23694155,121187.300775,0.0,209,0.0,0.0246651671575,32.3813692021,-5331.50295115
-0.0246143983378,-0.000918049445106,0.988789938497,1.14984596132e+14,96,1.71005368292e-15,-534.801995581,0.00996524321449,-5487.08120594,35.2810545501,0.0,120968.876375,-5235.28531955,120968.876375,0.0,209,0.0,0.0246143983378,32.3758192886,-5326.0168627
-0.02466171608,-0.000762088572602,0.988377360021,1.1388205956e+14,97,1.81351159501e-15,-534.870315217,0.00996322463876,-5492.96831708,37.4963240219,0.0,120879.397161,-5245.31501795,120879.397161,0.0,209,0.0,0.02466171608,32.3661844635,-5324.09015091
-0.0245592431101,-0.000788816138997,0.988087926984,1.1311621915e+14,98,-8.62442493816e-16,-534.636327878,0.00997078063664,-5446.88795671,32.0585901297,0.0,120847.072891,-5247.27615359,120847.072891,0.0,209,0.0,0.0245592431101,32.3594368942,-5323.7937065
-0.0249469649834,-0.000942813654996,0.987892794166,1.12603990692e+14,99,-1.84120661301e-16,-534.416914155,0.00996582947477,-5450.91339225,33.3360390739,0.0,120722.484226,-5235.90632232,120722.484226,0.0,209,0.0,0.0249469649834,32.3548982723,-5321.07770404
-0.0248586193082,-0.000918427429648,0.987884279609,1.1258391163e+14,100,5.30484747039e-17,-534.741317233,0.00998540490969,-5413.65219706,32.0378474767,0.0,120615.8343,-5235.57048325,120615.8343,0.0,209,0.0,0.0248586193082,32.3547199407,-5319.01229776
-0.0248315505872,-0.000759970667282,0.987846972397,1.12486073384e+14,101,8.58116342471e-16,-534.449114449,0.00997672666236,-5426.63861257,36.0927062351,0.0,120560.813293,-5219.25498315,120560.813293,0.0,209,0.0,0.0248315505872,32.3538505378,-5317.33056819
-0.0244840438487,-0.00082994814311,0.987632391741,1.11923542336e+14,102,-3.90076062891e-16,-533.982801679,0.00997237372041,-5445.02125532,36.2510233496,0.0,120499.250506,-5223.2606312,120499.250506,0.0,209,0.0,0.0244840438487,32.3488370964,-5315.99749366
