AverageReturn,ExplainedVariance,dLoss,LossBefore,MaxReturn,MeanKL,NumTrajs,vf_dLoss,Iteration,Perplexity,vf_LossAfter,StdReturn,vf_MeanKL,AveragePolicyStd,Entropy,AverageDiscountedReturn,MinReturn,vf_LossBefore,LossAfter,MeanKLBefore
-316300.97039,-0.0462462585624,0.0128703850185,4.53060599462e-16,-159977.318378,0.00999997018173,411,21.367466642,3851,75316100.1701,103.813828404,70440.4321657,0.0097181341006,0.544291120026,18.1372044836,-55895.6906244,-575304.736228,125.181295046,-0.0128703850185,0.0
-319115.562789,-0.0501774668706,0.0134335120028,2.58714648954e-16,-144722.824246,0.00997414488228,411,14.9909232177,3852,75212337.2028,89.9082928712,72437.0742667,0.00689408697727,0.544264295453,18.135825834,-55870.3012165,-809080.404215,104.899216089,-0.0134335120028,0.0
-315596.93997,-0.0425680884912,0.0136791007921,-1.98029757702e-16,-147858.590815,0.00999880128738,410,10.6463801892,3853,74926579.69,78.224265092,73014.0254452,0.00494537034414,0.544149197119,18.1320192546,-55378.962154,-910892.295656,88.8706452812,-0.0136791007921,0.0
-314647.467266,-0.0635492856515,0.012623890804,-6.04477086909e-16,-127429.48457,0.00999903345249,411,7.83640832532,3854,74765872.4898,69.1431465045,68787.784297,0.00366364901263,0.544084724241,18.1298720887,-55157.3077622,-534459.338835,76.9795548298,-0.012623890804,0.0
-313978.543517,-0.0604758728895,0.0101279083852,5.05055339392e-16,-152085.096299,0.00640490092699,411,6.15690602177,3855,74846244.81,62.7959729498,68674.3289604,0.00289333688596,0.544132122341,18.130946498,-55105.9303853,-540638.018792,68.9528789716,-0.0101279083852,0.0
-312025.72896,-0.060408807271,0.0100186903947,1.5350640475e-16,-144742.190397,0.00640686478814,411,8.83781086304,3856,74306974.4414,53.0804056612,69955.8831565,0.00808350769431,0.54394222896,18.1237153739,-54898.1264119,-504455.351174,61.9182165243,-0.0100186903947,0.0
-317575.144121,-0.0495659370671,0.0110609414787,2.59473819964e-16,-159553.509901,0.00641001095264,411,6.78029642117,3857,73859857.2734,48.222341903,73061.5646172,0.00625268454051,0.543816938235,18.117680035,-55351.9393574,-603377.473699,55.0026383242,-0.0110609414787,0.0
-305617.000405,-0.0467247106438,0.0126794474663,2.12070601203e-16,-157697.201871,0.00997373021039,411,4.28930837905,3858,73588702.9095,40.9505627033,68578.6783299,0.00399803032972,0.543719724382,18.1140020788,-54203.8774522,-502665.564437,45.2398710824,-0.0126794474663,0.0
-312581.74229,-0.0394929884802,0.0100602780923,-8.4937147278e-17,-171978.642886,0.00640541760499,411,3.68854131109,3859,74643172.6077,38.8955266299,69077.508171,0.00344761766049,0.54407859723,18.1282296191,-54968.1625899,-542877.729701,42.584067941,-0.0100602780923,0.0
-308659.696661,-0.0497767810237,0.0121195399528,-2.09297794481e-16,-153052.419077,0.00999453472021,411,4.9769435727,3860,74358543.0754,32.8673479236,63521.6552874,0.00907613525988,0.544009505339,18.1244091278,-55489.0173877,-525238.741013,37.8442914963,-0.0121195399528,0.0
-311190.767032,-0.0252756217232,0.0130643251056,4.96725346334e-16,-150548.902277,0.00996660233233,413,3.70576117514,3861,73828558.7991,30.1141092698,72512.6923394,0.00681403479046,0.543839323794,18.1172561903,-54997.7386164,-571536.551234,33.8198704449,-0.0130643251056,0.0
-319006.354573,-0.0402929946851,0.0102041459159,-1.66728693977e-16,-150856.267617,0.00640984412555,411,2.78981791557,3862,74346310.7316,27.8312703033,70199.6404093,0.00511918083111,0.544007196494,18.1242446094,-55328.9046144,-646370.539032,30.6210882189,-0.0102041459159,0.0
-309429.370548,-0.0392719506628,0.0124416694777,-3.17020793683e-16,-133571.509494,0.00999123243868,411,1.92633620442,3863,74296332.5441,25.0550771033,72700.333507,0.00357964136498,0.54398516317,18.1235721484,-55037.4929766,-508180.850384,26.9814133077,-0.0124416694777,0.0
-304955.285944,-0.0334011843975,0.013065010458,1.98485674078e-16,-141801.279722,0.00999649892089,411,2.59127264666,3864,73562007.8374,21.9221207218,67838.4659562,0.00948366046633,0.543766544996,18.1136392526,-53786.7216576,-512427.686865,24.5133933684,-0.013065010458,0.0
-306936.85264,-0.029112294313,0.0104050593305,-5.06611000903e-16,-152048.991116,0.00640580010252,411,1.79209519926,3865,73385044.1107,20.2530634832,68903.4490985,0.00659943170276,0.54371306732,18.1112307141,-54288.7846007,-533570.490271,22.0451586824,-0.0104050593305,0.0
-314242.207268,-0.0202510111547,0.0133046530167,-4.13521002365e-16,-131363.848357,0.00999898235709,411,1.49854606408,3866,73001179.9817,19.4944568027,71011.6519134,0.00562026591624,0.543627604927,18.1059861631,-54807.1288868,-785409.417186,20.9930028668,-0.0133046530167,0.0
-313167.880608,0.00090846433149,0.0128017975162,6.48140689009e-16,-108391.759237,0.00998364105049,412,1.0476021286,3867,72637440.1077,18.306435589,69643.5247992,0.00384004776663,0.543487717425,18.1009910508,-55126.5966027,-563222.721315,19.3540377176,-0.0128017975162,0.0
-307820.613114,-0.000274260264095,0.0129691300382,-5.5493679367e-16,-124926.237424,0.0099875002739,412,0.781511183054,3868,72598662.3138,17.2812302167,70366.2589887,0.00294359211332,0.543525728602,18.1004570542,-54489.5474849,-497881.408042,18.0627413998,-0.0129691300382,0.0
-308114.748336,0.00683849833921,0.0127515075834,-1.87849096314e-16,-128714.976649,0.00999368347451,411,1.11967663999,3869,72321593.0518,16.1535135386,69501.3236392,0.00814664671157,0.543421097933,18.0966333016,-54465.5864076,-621412.944254,17.2731901786,-0.0127515075834,0.0
-302336.010322,0.0185920466245,0.0129490514823,-1.93901283143e-16,-139928.597495,0.00999452195256,411,0.718881089817,3870,71985212.867,15.1985622407,67232.6865704,0.00539557688753,0.543273620963,18.091971279,-53728.7408577,-631266.276457,15.9174433305,-0.0129490514823,0.0
-310579.962473,0.0267384809205,0.0135136118866,-1.07885074108e-16,-147264.457471,0.00999515948923,411,0.580234768179,3871,71720719.5441,14.8279625567,66363.8746693,0.00438988832871,0.54320866209,18.0882902393,-54450.5240597,-511996.084085,15.4081973249,-0.0135136118866,0.0
-307149.589128,0.0357344245301,0.0104804180569,-2.70094676209e-16,-127450.539499,0.00640528992734,411,0.698545013159,3872,71089336.0993,14.038111641,67044.4106745,0.00950011538372,0.542979815027,18.079447899,-53926.5469224,-503420.088668,14.7366566542,-0.0104804180569,0.0
-298597.958192,0.0438174859245,0.0125387470903,3.50264975026e-16,-119037.340556,0.00999783104495,412,0.455142843971,3873,71182350.0017,13.4556837329,73269.8018415,0.00657377358512,0.543003973051,18.0807554524,-53273.2773428,-497079.664576,13.9108265769,-0.0125387470903,0.0
-303155.216018,0.0594207404051,0.0128182548815,2.32020578557e-17,-93193.1654124,0.0099791844776,412,0.341728798107,3874,71087323.1685,13.1784976375,67265.53889,0.00510179878588,0.542994837484,18.0794195831,-53699.3782635,-529112.904405,13.5202264356,-0.0128182548815,0.0
-302982.684771,0.07072790268,0.0104220076478,-6.47860471176e-16,-113988.162303,0.00640436237175,412,0.246522363479,3875,70608356.6797,12.9266063411,72564.6417101,0.00365120024025,0.542872062352,18.072659062,-54701.3757233,-513754.803351,13.1731287046,-0.0104220076478,0.0
-301601.784874,0.0711807787865,0.0104648353232,-1.82516305302e-16,-119583.840552,0.00640066971047,412,0.32940883172,3876,70250109.7183,12.6016624527,70379.7626492,0.00952150317633,0.542737091434,18.067572428,-53317.2076742,-510838.707224,12.9310712844,-0.0104648353232,0.0
-305143.001029,0.0770436831003,0.0130333927018,6.90593977158e-17,-138611.767365,0.00999627220368,411,0.226444838555,3877,70013720.9086,12.3925719207,69353.751832,0.00660925843792,0.542657503026,18.0642017938,-54274.152941,-513754.144786,12.6190167593,-0.0130333927018,0.0
-304556.516945,0.098673685466,0.0103402968408,3.72166158051e-16,-145258.81441,0.0064137657907,411,0.15860240137,3878,69324692.4504,12.2202109424,70621.7476905,0.00475341000723,0.54243082955,18.0543117131,-53708.1882171,-521418.813298,12.3788133437,-0.0103402968408,0.0
-306951.54745,0.110125211142,0.0136200836771,-1.32381217725e-16,-130924.903176,0.00999244906107,412,0.12531511749,3879,69123229.8953,12.1402945423,71547.3196741,0.00376469404491,0.542373092563,18.0514014102,-54712.4984162,-609614.558292,12.2656096598,-0.0136200836771,0.0
-300067.440447,0.114961091328,0.0129308808401,2.66174758948e-16,-146367.281156,0.00997583632688,412,0.152177404346,3880,68900747.0188,11.9334184068,72799.0611204,0.00876644470552,0.542289332952,18.048177578,-53261.4960885,-752707.381602,12.0855958111,-0.0129308808401,0.0
-295657.408155,0.155987455783,0.00998644537633,-1.90301960456e-16,-137884.405302,0.0064013316679,411,0.0993868458781,3881,69255214.3164,11.7841294519,67072.6437549,0.0058665726821,0.5424198487,18.0533089972,-52584.8981377,-532331.608552,11.8835162978,-0.00998644537633,0.0
-299553.251859,0.160253121854,0.0110119497187,-5.74332186752e-17,-147785.788051,0.00640494119792,413,0.0810859864126,3882,68506824.5934,11.7437987659,64549.8996848,0.0047045079561,0.542160041025,18.0424439274,-53533.840888,-507890.378532,11.8248847523,-0.0110119497187,0.0
-302079.21246,0.179756415738,0.0133379287316,-1.17242689026e-16,-114044.343626,0.0099825198186,413,0.0672019909474,3883,68605031.8894,11.7011104843,72196.7428184,0.00388621941059,0.542208578463,18.0438764412,-53127.0204349,-641015.267778,11.7683124753,-0.0133379287316,0.0
-296475.515578,0.243237331237,0.0101606261086,-1.29092173643e-16,-142966.20409,0.00640215854331,411,0.0590141540834,3884,68645867.5188,11.5812605831,67835.723884,0.00373876844706,0.542198474101,18.044471492,-53010.06228,-485226.246521,11.6402747372,-0.0101606261086,0.0
-292640.895154,0.241920312967,0.013243443988,2.66080715094e-16,-134668.079723,0.00999163365179,413,0.0841064712395,3885,68458992.2155,11.4996357189,68520.3793094,0.00954956242702,0.542162607508,18.0417454702,-52464.6712556,-482210.165177,11.5837421902,-0.013243443988,0.0
-291617.024279,0.279502590427,0.013924780646,-5.0719026441e-16,-138325.854485,0.00998506336009,410,0.0724915987639,3886,68151045.1066,11.4184613509,65060.9920609,0.0084826211122,0.542021322487,18.0372370514,-52477.4708785,-609022.387068,11.4909529496,-0.013924780646,0.0
-299872.918331,0.305163627509,0.0134244735798,-1.04317013866e-16,-136332.09471,0.00999277794661,411,0.0606692409617,3887,68374082.1343,11.3944626365,72144.0803165,0.0070229602865,0.542081322961,18.0405043946,-53403.3131349,-813698.14337,11.4551318775,-0.0134244735798,0.0
-292022.168931,0.335874466537,0.0136705677206,1.90220031878e-16,-132348.189165,0.00999693008763,411,0.0531336636557,3888,69359893.0188,11.3062299053,66260.9888136,0.00620984184059,0.542425400244,18.054819348,-52874.4641628,-496845.4566,11.3593635689,-0.0136705677206,0.0
-294203.283281,0.308997307222,0.0112762674828,-7.15573412643e-17,-137516.423723,0.0064090118183,412,0.0450494246645,3889,69438021.2176,11.2889748292,67354.7463056,0.00521021306065,0.542439559935,18.0559451316,-53067.2784518,-531851.185423,11.3340242538,-0.0112762674828,0.0
-292862.373961,0.342144684017,0.0110563097031,1.96810834769e-16,-154481.37872,0.00640690145807,412,0.0351420208754,3890,69165529.9522,11.2377441425,65235.1325215,0.0037175204539,0.542402146595,18.0520131744,-53049.0927156,-537447.962171,11.2728861633,-0.0110563097031,0.0
-297284.553967,0.322571040362,0.0145857694229,-2.65252498813e-16,-130795.407805,0.00999113205423,413,0.0279711101706,3891,69359420.1676,11.2411632821,68378.23692,0.00312663150209,0.542489900972,18.0548125306,-53281.3425702,-615504.282397,11.2691343922,-0.0145857694229,0.0
-291107.65721,0.341509269882,0.011537532123,-5.20345988226e-17,-144857.221134,0.00640069431003,412,0.0421944057528,3892,69120143.9114,11.181115843,67270.9004438,0.00923225906096,0.542462126551,18.0513567645,-52122.9746375,-507979.859074,11.2233102487,-0.011537532123,0.0
-293229.403854,0.375636384495,0.0136225241404,-6.24686298836e-17,-150973.146142,0.00996976333644,413,0.0295046277581,3893,68965380.6419,11.1235720667,63469.9197389,0.00337635327391,0.542414108024,18.0491152068,-52314.1016816,-479813.98192,11.1530766945,-0.0136225241404,0.0
-295242.959229,0.336498871367,0.0151261089372,-1.28509911635e-16,-130400.187111,0.00999020499144,412,0.0260385022926,3894,68464878.4058,11.2658306039,75650.35429,0.00779013809257,0.542202035579,18.0418314477,-52813.8522671,-668134.030259,11.2918691062,-0.0151261089372,0.0
-296760.194431,0.4136546607,0.0145188598982,-8.8483036022e-17,-137545.730657,0.00999037703999,411,0.0338465903513,3895,68462830.8666,11.1133229582,72677.6732845,0.00666389924182,0.542251391379,18.0418015409,-52861.0612003,-571662.57017,11.1471695485,-0.0145188598982,0.0
-291526.254309,0.464960251783,0.014122581763,1.71939605153e-16,-140135.580302,0.00999997068008,411,0.0261608273601,3896,68738137.6652,11.0326466331,64335.4975102,0.00505840875419,0.542324222825,18.0458147366,-52416.7532383,-523245.673341,11.0588074605,-0.014122581763,0.0
-292779.79243,0.457114627669,0.0143313547956,-4.98244685416e-17,-142627.222198,0.00999637823379,411,0.0182813643393,3897,68257805.6862,11.0615115575,67079.0880323,0.00384903328613,0.542118812255,18.0388023545,-53060.0916591,-526802.058165,11.0797929219,-0.0143313547956,0.0
-295042.705642,0.417807719129,0.0141441084713,5.28038979199e-17,-145602.180799,0.00999044826486,413,0.0211472601205,3898,67949491.8053,11.1165622565,67915.9213257,0.00685775123453,0.542000499015,18.0342752196,-52663.1015739,-570037.123209,11.1377095167,-0.0141441084713,0.0
-288437.312137,0.421310939271,0.013323038012,5.29230817357e-17,-129752.290263,0.00640653459671,411,0.020417308974,3899,67951179.7758,11.1292247366,70447.7496376,0.00627451935895,0.54197281669,18.0343000608,-51717.4109537,-715027.134573,11.1496420455,-0.013323038012,0.0
-289511.177121,0.478855053356,0.0125188376028,4.65816388339e-17,-144703.850098,0.00641199518187,411,0.0244912904109,3900,67703014.4075,11.0224384783,68116.6652674,0.00817193069718,0.541919970722,18.0306412629,-51919.5677914,-543328.547268,11.0469297687,-0.0125188376028,0.0
-292424.782376,0.496738789013,0.0144943191301,-6.6520305121e-18,-143155.037259,0.00999909246445,412,0.0218965379466,3901,67305742.0747,10.9910483817,64619.6214298,0.00780925623018,0.541799852818,18.0247561116,-52958.4961002,-534163.110217,11.0129449196,-0.0144943191301,0.0
-293848.238783,0.489675997422,0.0138159745821,-5.40982426294e-17,-136179.485469,0.00999256713704,411,0.02121746515,3902,67390171.713,11.0122329151,72782.238808,0.00863063933036,0.541854204464,18.026009745,-52298.9894639,-678427.336752,11.0334503803,-0.0138159745821,0.0
-285945.982745,0.498362880397,0.0118655833952,3.85972160937e-17,-133861.058373,0.00640137922357,412,0.0174940142104,3903,67547625.2579,11.0096486685,68532.1873139,0.0079456739004,0.541919399138,18.0283434664,-51837.57343,-501616.469577,11.0271426827,-0.0118655833952,0.0
-292942.489338,0.48258935885,0.0125263664375,-9.34600526599e-18,-129072.53037,0.00640713099488,412,0.0207780262458,3904,67392530.6386,11.059763133,73238.1707354,0.00681607065829,0.541860430823,18.0260447484,-52122.636846,-681068.999969,11.0805411593,-0.0125263664375,0.0
-285904.534663,0.540319512242,0.0148361852175,2.5907085875e-17,-124221.082218,0.00998629422561,413,0.0190313205514,3905,67158508.4037,10.9499937149,66672.4557731,0.00651986813836,0.541777688816,18.0225661803,-51897.5184522,-514963.010503,10.9690250355,-0.0148361852175,0.0
-287032.537612,0.551776894009,0.0152896948963,-2.37576087344e-18,-141316.106008,0.00999508514402,412,0.016455765497,3906,67323679.4912,10.9503056807,68794.4905974,0.00884980890153,0.541785941489,18.0250225825,-52335.6145088,-523500.679098,10.9667614462,-0.0152896948963,0.0
-280088.979718,0.557698805477,0.0138520370413,-2.85591366593e-16,-127357.261786,0.00999946422947,411,0.0160366785136,3907,67084002.8127,10.9184292682,68690.7033808,0.00571963899417,0.541734551614,18.0214561654,-51314.110213,-462290.870968,10.9344659467,-0.0138520370414,0.0
-286340.170037,0.542643780287,0.0145789957039,-1.33252154239e-16,-118924.636955,0.00998651321858,412,0.0157395608009,3908,67423230.6383,10.94318859,69677.6083639,0.00712725657543,0.541799639231,18.0265001847,-51576.3747698,-536920.242143,10.9589281508,-0.0145789957039,0.0
-274977.94952,0.543935310476,0.014939439131,-1.58769060988e-18,-118547.745966,0.00999023882567,413,0.0163864536666,3909,67139321.8164,10.9098160763,62421.1115933,0.00830076054501,0.54168163974,18.0222804484,-50730.0882504,-487576.470435,10.9262025299,-0.014939439131,0.0
-276172.193454,0.540609038783,0.0145541385964,-2.10915142322e-18,-139256.088907,0.00997893471866,412,0.0159061600386,3910,66653957.4152,10.9344081513,66060.5788167,0.00738687928098,0.541539515244,18.0150249789,-50907.3046367,-507050.824464,10.9503143113,-0.0145541385964,0.0
-276549.45562,0.470938689355,0.0161682853095,1.33637223473e-16,-131506.925544,0.00999490308643,412,0.0468554614405,3911,66290756.4776,11.1218862256,75340.7124455,0.00881911061346,0.541375622408,18.0095610258,-50192.7939723,-757324.789886,11.168741687,-0.0161682853095,0.0
-278324.021569,0.481179144836,0.0121249637166,1.3040205385e-17,-122160.799938,0.00640494278169,413,0.0181483333291,3912,66591656.9786,11.0732725724,67866.8666163,0.00725765720105,0.541480007378,18.0140898571,-51492.8275965,-742476.532928,11.0914209058,-0.0121249637166,0.0
-280437.11406,0.562601548628,0.0118472191354,-5.27997887253e-17,-139196.723774,0.0064164103922,412,0.0208611634312,3913,66161432.1049,10.9078569305,64967.9390414,0.00756725506223,0.541339439473,18.0076082545,-50969.1175622,-491381.917215,10.928718094,-0.0118472191354,0.0
-270773.706123,0.589355835871,0.0113698487215,-3.69810156322e-16,-139997.18824,0.00640846937086,412,0.0188843740679,3914,66019484.332,10.8613313895,66028.2436712,0.00644250498325,0.541315206533,18.0054604736,-50271.0465966,-492063.870252,10.8802157636,-0.0113698487215,0.0
-273559.320912,0.588771622205,0.0118997832153,-6.18572991741e-17,-79464.8593489,0.00641050864416,413,0.0154911364807,3915,65548911.8444,10.8468241821,65669.2999585,0.00809002942135,0.541167484706,17.9983071676,-50681.0488101,-495748.368306,10.8623153186,-0.0118997832153,0.0
-279411.329224,0.558051409632,0.0144709666779,-4.00301546025e-16,-98594.7974843,0.00998587461842,412,0.0142957846972,3916,65339709.4259,10.9152367778,68098.7212669,0.00842278525945,0.541115062825,17.995110517,-50533.0987312,-600259.396755,10.9295325625,-0.0144709666779,0.0
-273884.902483,0.58627748736,0.0145064266594,1.39954894479e-16,-138300.148347,0.00999853874658,411,0.0170495147824,3917,65094960.3047,10.8524761602,65660.0264327,0.00898916168741,0.541044315311,17.9913576895,-50005.642535,-479253.945779,10.869525675,-0.0145064266594,0.0
-278826.703208,0.560983318933,0.0150302000551,8.68477018535e-21,-126414.282667,0.00999543355001,411,0.0181946964287,3918,64714586.3732,10.9305774345,67518.0062001,0.00837982515006,0.540913120475,17.9854971803,-50855.3778715,-551125.506557,10.948772131,-0.0150302000551,0.0
-272681.864015,0.510453720605,0.0149436714378,-2.04804968825e-16,-113002.848209,0.00997938290846,412,0.022977466045,3919,64440753.5333,11.0185312654,69116.803556,0.00702022501816,0.540814771709,17.9812568098,-50054.896569,-701562.699191,11.0415087315,-0.0149436714378,0.0
-271816.852681,0.558752402539,0.012171850804,2.10429310791e-16,-132319.337267,0.00640647305303,415,0.0143370511534,3920,64487453.7071,10.9569333507,69895.3382803,0.00679012211795,0.54078899564,17.9819812467,-49802.0152162,-505001.345255,10.9712704018,-0.012171850804,0.0
-273246.888974,0.557668847007,0.0119785361576,-1.85107723146e-17,-114492.310719,0.0064034994574,412,0.0161674299587,3921,64129944.2234,10.9453968948,70503.8952291,0.0076241461842,0.54067330687,17.9764219614,-50416.9378753,-597143.744137,10.9615643247,-0.0119785361576,0.0
-275258.443835,0.579827199517,0.0113432268292,-2.54703352779e-17,-126001.981379,0.00640881030402,412,0.0133428440852,3922,63503625.7565,10.8994143401,70416.265217,0.00699155172532,0.540430070872,17.9666075608,-50512.586963,-474478.478316,10.9127571842,-0.0113432268292,0.0
-274301.78629,0.59448532036,0.0117396614776,2.82332106182e-16,-110567.460852,0.0064074487357,413,0.012971560872,3923,63074005.5061,10.8689230767,69716.706342,0.00975681506222,0.540269996137,17.9598192855,-50309.8544523,-506183.994237,10.8818946376,-0.0117396614776,0.0
-268627.029049,0.60398721942,0.0118774000185,-9.85548531556e-18,-130954.692385,0.00640371869968,411,0.0133194540728,3924,62427284.1509,10.8405050403,65117.4888444,0.0071916964953,0.540023541131,17.9495129838,-50302.926542,-486891.323328,10.8538244943,-0.0118774000185,0.0
-273038.465511,0.528935561004,0.0150452840344,1.69705929764e-16,-121771.413839,0.00997231736709,414,0.0308823430425,3925,61924626.2513,10.966052584,65710.3958075,0.00933152264078,0.539842783652,17.9414284978,-49640.7023227,-493096.207396,10.996934927,-0.0150452840344,0.0
-270303.766086,0.565712032717,0.0152224109332,7.98779008845e-17,-133664.877635,0.00998467929009,411,0.0149989917773,3926,61777160.6686,10.9085141112,67160.2923738,0.00744628394412,0.539792904958,17.9390442857,-49906.9453549,-564809.337949,10.9235131029,-0.0152224109332,0.0
-271252.697145,0.588378366331,0.0116100541046,-3.77742279728e-17,-114026.946344,0.00640382017955,413,0.0144337049892,3927,61658182.2299,10.8867534556,72681.0713723,0.00952708883332,0.539703430332,17.9371164994,-49491.080494,-515485.235671,10.9011871606,-0.0116100541046,0.0
-268437.293733,0.584539369624,0.0145153390919,1.55969847466e-16,-135490.171589,0.00998023471864,412,0.0166211733498,3928,61024663.8758,10.8563313176,68657.8764429,0.00831377659691,0.53949643318,17.9267886663,-49251.7977058,-468134.599387,10.8729524909,-0.0145153390919,0.0
-267332.63138,0.560797937741,0.012151355892,6.39789539614e-18,-91313.2503284,0.00640178409784,413,0.0213067909622,3929,60370639.8629,10.9323748008,72286.1360981,0.00661278797946,0.539257946198,17.9160134497,-48548.6726627,-675297.375548,10.9536815917,-0.012151355892,0.0
-268552.735996,0.595609867208,0.0123573576946,-2.0530248874e-16,-127839.886348,0.00640874819041,412,0.0122811559356,3930,60377782.8557,10.8512746226,66328.6216323,0.00956942817317,0.53927137707,17.9161317617,-49698.046884,-474407.341544,10.8635557785,-0.0123573576946,0.0
-265480.965126,0.608837230439,0.0146747440118,1.4848111295e-16,-117139.147754,0.00996920513417,412,0.0121956517342,3931,60213351.4304,10.8161458759,67933.0797849,0.00850109653965,0.539227815507,17.9134046702,-49472.2195005,-448707.61078,10.8283415276,-0.0146747440118,0.0
-262795.702254,0.619572482184,0.0150994264773,-8.34834201173e-17,-120858.082075,0.00999249378321,412,0.0151440411801,3932,60141207.9702,10.7962240075,66172.3446214,0.00996520878067,0.539195635947,17.9122058213,-49183.6693942,-451139.477982,10.8113680487,-0.0150994264773,0.0
-261012.182075,0.622061617409,0.0123855089943,3.29110594507e-16,-121975.518277,0.0064059622124,411,0.0149160661522,3933,60093923.768,10.7977550555,66728.7245205,0.00715774330542,0.539235740098,17.9114192924,-49412.0788913,-501844.236271,10.8126711217,-0.0123855089943,0.0
-262190.844861,0.596185192189,0.0123368703407,-1.67327255546e-16,-111290.030661,0.00640539869263,415,0.0221676766558,3934,59746309.1281,10.8830334434,72013.1480156,0.00993678197863,0.539114441505,17.905617975,-49249.8027026,-521166.186112,10.9052011201,-0.0123368703407,0.0
