AverageReturn,ExplainedVariance,dLoss,LossBefore,MaxReturn,MeanKL,NumTrajs,vf_dLoss,Iteration,Perplexity,vf_LossAfter,StdReturn,vf_MeanKL,AveragePolicyStd,Entropy,AverageDiscountedReturn,MinReturn,vf_LossBefore,LossAfter,MeanKLBefore
-55567.5922883,0.845617235957,0.0107644063916,3.52296295912e-16,-3189.34290891,0.0064214413014,409,0.0190176606077,5039,38461.8981377,9.35071794978,33921.5815286,0.00792432605501,0.405839139245,10.5574233715,-17691.3760224,-261594.255733,9.36973561039,-0.0107644063916,0.0
-53126.0112974,0.858106670951,0.010391106865,3.04052355149e-16,-5986.64818409,0.00998088143538,409,0.0187394037623,5040,38283.0911955,9.25349710989,32088.5453919,0.00809769565515,0.40577541749,10.5527635945,-17509.8518201,-185671.964865,9.27223651366,-0.010391106865,0.0
-55341.8100512,0.788425909985,0.0135183055997,1.17038171813e-17,-6521.08745251,0.00640448479847,411,0.0858139085404,5041,37947.3223466,9.82586521007,39526.606974,0.00382301138214,0.405637656678,10.5439542229,-17924.2811521,-452677.414783,9.91167911861,-0.0135183055997,0.0
-54639.3267523,0.74954984264,0.00784798334709,-6.92413837938e-17,-4598.31634251,0.00640431321489,410,0.0515943649831,5042,37968.8956847,9.6975952968,32637.7307667,0.0044929429653,0.405667822341,10.5445225689,-17733.8362581,-250986.317014,9.74918966178,-0.00784798334709,0.0
-52381.6016445,0.854502896549,0.00791024377865,3.56834909352e-17,-11860.1514145,0.00641421283846,409,0.0266568100743,5043,37815.815847,9.23669865064,30021.3632069,0.00812068501328,0.405624152879,10.5404827027,-17642.8094185,-160225.221042,9.26335546071,-0.00791024377865,0.0
-53319.6988142,0.855942340133,0.0158222772351,-8.85560337505e-17,-1701.22363449,0.00640989058808,410,0.0191890719965,5044,37648.823759,9.33510447173,34718.4520428,0.00885556241281,0.405576911546,10.5360569913,-17368.8513796,-277863.140855,9.35429354373,-0.0158222772351,0.0
-55802.9906623,0.810667537289,0.0213360234261,-2.88014276645e-16,-8157.16290217,0.00996258537849,410,0.0965338020492,5045,37259.5595414,9.70648164239,41713.7042272,0.00863845715084,0.405412176569,10.5256638229,-18121.6952468,-490111.675396,9.80301544444,-0.0213360234261,0.0
-52133.4745955,0.840111480461,0.0154781075886,-9.0413957223e-17,-5429.44444061,0.00999147229416,409,0.0197811459571,5046,37206.2329488,9.30763861599,31108.8181465,0.00609919077374,0.405426646568,10.5242315786,-17286.5047134,-247771.197714,9.32741976195,-0.0154781075886,0.0
-56891.7742657,0.85705715026,0.0141993931924,2.90395254705e-16,-8668.21429078,0.00998694038381,409,0.0209265864917,5047,37080.6548478,9.36322953017,36185.760811,0.0095239267893,0.405365441102,10.5208506799,-18074.5885996,-353129.571607,9.38415611666,-0.0141993931924,0.0
-54517.2458485,0.822142843131,0.00948854155783,-3.65288074216e-16,-2018.47309982,0.00640282643961,410,0.0360536060443,5048,37018.8429703,9.52620351454,36410.6270551,0.00934985038394,0.40534942437,10.5191823315,-17544.4417064,-228327.019812,9.56225712059,-0.00948854155783,0.0
-54874.9363894,0.838445446621,0.0131640847822,4.18666181484e-16,-7966.32122898,0.00642143740651,410,0.0225221394426,5049,36957.2589916,9.37643926662,34633.9968757,0.00969858256367,0.405321578613,10.5175173615,-17373.4839567,-317679.878287,9.39896140606,-0.0131640847822,0.0
-49891.6156586,0.851008851309,0.01074156877,8.66256265307e-17,-4332.83568399,0.00999551550089,409,0.0316039116264,5050,36522.1646278,9.27711800118,32654.7181066,0.00970421034796,0.405125392164,10.5056746053,-16801.0750015,-258992.139167,9.30872191281,-0.01074156877,0.0
-53905.3137221,0.816003629068,0.0103282367018,-1.1221197244e-16,-5177.0645033,0.00641519642202,410,0.0258431058367,5051,36410.011202,9.47041000887,33666.9643153,0.00658844392456,0.405116545226,10.5025990488,-17734.5341097,-193003.704466,9.4962531147,-0.0103282367018,0.0
-55494.0774112,0.844559799793,0.0159342474941,-1.77154595611e-16,-8744.37405681,0.00640867305501,410,0.0267750239306,5052,36211.0078809,9.31667261708,32278.8098886,0.00829033175994,0.405049354955,10.4971184367,-17921.10751,-182260.550981,9.34344764102,-0.0159342474941,0.0
-51211.6453255,0.869141898732,0.0082087471602,8.41896506326e-17,-1794.32247735,0.00640431974855,409,0.0199656459376,5053,36098.5515319,9.23878908415,32335.4338063,0.00588817796162,0.405003357411,10.4940080197,-17468.9805007,-206500.181179,9.25875473009,-0.0082087471602,0.0
-56251.6235221,0.867518316907,0.00846056627952,-1.40699731138e-16,-8833.44144623,0.00642600574234,409,0.0174603094312,5054,36145.6348364,9.25164693715,32900.0583816,0.0078512505275,0.405066668127,10.4953114689,-18181.566418,-179972.992583,9.26910724658,-0.00846056627952,0.0
-54768.7989521,0.831883777127,0.0150716431827,-1.63663703616e-16,-7737.21937295,0.00640817597726,409,0.0492033702712,5055,36007.468235,9.56520234978,39591.8546821,0.0040577200489,0.404991473216,10.4914816469,-17706.3835409,-369946.692455,9.61440572005,-0.0150716431827,0.0
-55223.3041586,0.796749922111,0.0123789373758,-5.61558094905e-16,-9377.61986701,0.00640375431387,409,0.0915260999297,5056,35944.0016449,9.73102246578,40139.022824,0.00809658694822,0.404976995521,10.4897174965,-17872.6020443,-394590.004675,9.82254856571,-0.0123789373758,0.0
-53907.490766,0.849283007145,0.00787818902473,1.44095547773e-17,-7042.88635854,0.00640201969183,409,0.0205790131539,5057,35942.896544,9.32747589649,34151.9503695,0.00988751790864,0.405006028073,10.489686751,-17576.7331017,-208967.16873,9.34805490965,-0.00787818902473,0.0
-56198.4878605,0.853354960776,0.0129264615387,-3.31970256772e-17,-8154.74281216,0.0099946677621,409,0.0209404685648,5058,35704.8796611,9.33019401473,34490.112941,0.00582297988372,0.404915919628,10.4830426436,-17808.8426775,-247545.79874,9.35113448329,-0.0129264615387,0.0
-54925.7765719,0.757919381816,0.0131676661791,1.89096185316e-16,-8562.61811112,0.00999000187001,411,0.134670639757,5059,35493.5777376,10.0932632857,42864.8813237,0.00614049315958,0.404855796702,10.4771070503,-17786.5406191,-322171.943652,10.2279339255,-0.0131676661791,0.0
-53718.6847369,0.839323931535,0.0150259113144,-4.6655123124e-17,-6285.78502954,0.00994189786124,410,0.0278697497448,5060,35513.3450191,9.46273610649,35880.0562001,0.00461423425397,0.404870821116,10.4776638209,-17846.5067862,-303423.449109,9.49060585624,-0.0150259113144,0.0
-56905.5240985,0.845864826678,0.0115252975541,2.43391289193e-16,-6625.26876687,0.00640366638297,409,0.0202349287767,5061,35475.2524867,9.49130940643,40414.6985004,0.0059213320358,0.404869469904,10.4765906193,-17737.3131748,-317446.4445,9.5115443352,-0.0115252975541,0.0
-53025.9380085,0.867526360858,0.0108544517032,-9.58169804027e-17,-7229.48029216,0.00998357462895,409,0.0248102084757,5062,35310.6802392,9.3132775083,35240.4363294,0.00735124498343,0.404810452339,10.4719407535,-17524.3072052,-248989.944981,9.33808771677,-0.0108544517032,0.0
-54244.0228872,0.864554572553,0.0167643704825,-1.45846931381e-16,-5862.33566335,0.00640609237792,409,0.0219470848821,5063,34919.8333123,9.29949125703,34751.5840489,0.0063078890628,0.404651548865,10.4608102365,-17943.3141763,-310631.080724,9.32143834191,-0.0167643704825,0.0
-52543.80279,0.86058606339,0.010400101338,4.21381212998e-16,-7765.35641298,0.00641157845608,409,0.0318008880942,5064,34765.1192732,9.3171182063,35922.6060694,0.00960633645246,0.404593122302,10.4563698434,-17418.207056,-426257.510272,9.34891909439,-0.010400101338,0.0
-53609.1164074,0.866509903759,0.0127367281486,8.98840903907e-17,-8558.28644506,0.00640339463982,409,0.0173267524711,5065,34521.9992604,9.24907856088,32579.2058344,0.00509313479496,0.4044748827,10.4493520595,-17745.4957428,-219393.639555,9.26640531335,-0.0127367281486,0.0
-52348.9793795,0.875784076959,0.0112486163017,3.97421840072e-17,-9580.94152602,0.00640446823758,409,0.0161241659679,5066,34508.6365129,9.25556186525,34653.2884617,0.00737156860155,0.404487503809,10.4489649054,-17742.7293854,-327048.906308,9.27168603122,-0.0112486163017,0.0
-56188.2258017,0.858967939806,0.0102662385145,-8.74215125718e-17,-7745.59667383,0.00642263098518,409,0.0206467997404,5067,34198.2244796,9.36361943934,36282.4636456,0.00555406579173,0.404353943382,10.4399290059,-18226.6149108,-343978.871194,9.38426623908,-0.0102662385145,0.0
-53956.8302993,0.833501082854,0.0139504229671,-1.88406747416e-17,-10504.0766864,0.00640675183159,409,0.0232178103432,5068,34000.9399729,9.36469676497,32868.4506826,0.00620796379064,0.40427042747,10.4341434495,-17722.6845453,-209666.787556,9.38791457531,-0.0139504229671,0.0
-53830.7821517,0.861193794605,0.0107994983493,-7.19999990082e-17,-6464.36355713,0.00640761130466,409,0.016502045541,5069,33936.7470726,9.26649354315,32158.1593585,0.00802778650187,0.404256135218,10.4322536907,-18010.1422343,-201313.324753,9.28299558869,-0.0107994983493,0.0
-54588.3301614,0.686539424696,0.00932871833605,-3.72592604773e-16,-4562.62533662,0.00642647959463,410,0.167616844399,5070,33687.7363024,10.119338714,36358.5362236,0.00740409104924,0.404140015107,10.4248891422,-17820.4871228,-338330.69386,10.2869555584,-0.00932871833605,0.0
-53940.6321958,0.850771481881,0.0230550808454,-1.04257814009e-16,-3034.87383088,0.00997954432615,409,0.0228647707204,5071,33624.5377729,9.38823748855,36424.9044976,0.00700555956111,0.404130192532,10.4230113703,-17842.6695928,-337443.64936,9.41110225927,-0.0230550808454,0.0
-52623.2028481,0.844574183398,0.0112234224226,3.73373160697e-16,-9808.28678772,0.00641986498562,409,0.0195678707654,5072,33463.3906449,9.36256908514,34726.8911698,0.00547759176839,0.404045861857,10.4182073037,-17462.9250524,-319319.860456,9.38213695591,-0.0112234224226,0.0
-54148.042074,0.799310794557,0.0158666956624,-6.18113875999e-18,-6083.83045589,0.00998635639662,410,0.0498747315625,5073,33411.7200553,9.58577143251,35993.17459,0.00770487345817,0.404040157659,10.4166620173,-18098.602427,-289603.204139,9.63564616407,-0.0158666956624,0.0
-52488.0481842,0.873199843882,0.00828456474251,-3.71194517666e-17,-4769.3086587,0.00640601350685,409,0.0255963991772,5074,33397.5090558,9.22035069723,31563.2078162,0.00426082726739,0.404051869198,10.416236597,-17475.8391999,-209369.0855,9.24594709641,-0.00828456474251,0.0
-53540.7984619,0.85059673777,0.00940886871316,3.20787677866e-16,-7050.99977083,0.00640287997448,409,0.0189094437003,5075,33032.879491,9.26449984312,30614.6325127,0.00551147275202,0.403865874288,10.4052586926,-17801.5087604,-180524.170511,9.28340928682,-0.00940886871316,0.0
-52090.4356313,0.870626308878,0.00953812301305,2.45753974085e-16,-9532.51630985,0.00999561900226,409,0.0170831118936,5076,33107.5533019,9.21224290905,32240.8617103,0.00521343380891,0.403942153312,10.4075167318,-17494.4969578,-205859.130927,9.22932602094,-0.00953812301305,0.0
-52972.5291496,0.858025661636,0.00962019351033,1.08486976533e-17,-7440.62971692,0.00640241293962,409,0.0141450966584,5077,33206.6481816,9.23304154368,30426.3853062,0.00749408945357,0.404020140589,10.4105053813,-17954.3160493,-263426.191089,9.24718664034,-0.00962019351033,0.0
-52279.9264218,0.867932273607,0.0143960105217,-3.09299991215e-16,-4261.21997226,0.00998993354507,409,0.0153290110152,5078,32899.5375522,9.24432842789,33224.0649551,0.00995930107595,0.403864295554,10.4012138805,-17467.0985615,-195660.27649,9.2596574389,-0.0143960105217,0.0
-54915.7940575,0.854508220483,0.0139571950072,7.11498233327e-17,-4258.17539746,0.00999438141639,409,0.0305854722802,5079,32608.2677956,9.37488093812,35771.2864617,0.00797495395805,0.403743765421,10.3923211486,-17869.1352284,-233136.147509,9.4054664104,-0.0139571950072,0.0
-50457.2279189,0.86325439494,0.00834513928799,-2.53393611445e-16,-2576.4985327,0.00641141551418,409,0.0147929074083,5080,32346.5815543,9.22944005827,31608.9849172,0.00437850608117,0.403620902521,10.3842636237,-17301.2312169,-181328.65952,9.24423296568,-0.00834513928799,0.0
-50817.1985778,0.862710433838,0.0189634707916,-1.71047093902e-16,-9510.14477506,0.0099913673139,409,0.0152429874847,5081,32237.970523,9.18506637144,29981.9630322,0.00425292681015,0.403574875241,10.3809002456,-17231.6839897,-195110.247393,9.20030935893,-0.0189634707916,0.0
-53258.3836171,0.877121901063,0.00865688518553,1.21956234842e-17,-6250.43307619,0.00641233520833,409,0.0182585151622,5082,32076.8740469,9.21504837563,33802.4036028,0.00838440055313,0.403518532614,10.3758906148,-17718.4012648,-252269.146577,9.2333068908,-0.00865688518553,0.0
-52483.8615268,0.877519656271,0.00996199652473,1.87603260826e-16,-6977.55284131,0.00640138277142,409,0.0201571669206,5083,31678.2618753,9.26184413875,35625.6157617,0.00868934936772,0.403330734441,10.3633859794,-17684.6460878,-253809.870801,9.28200130567,-0.00996199652473,0.0
-50745.3945269,0.878665059864,0.0101422844805,2.17123792458e-16,-5952.28576696,0.00998793732621,409,0.017953474115,5084,31479.4829443,9.16595629918,31552.1389473,0.00822671868624,0.403222184908,10.3570912775,-17714.7551881,-173200.939191,9.18390977329,-0.0101422844805,0.0
-51943.850686,0.861419771097,0.0127085490416,-1.47504936817e-17,-7888.91190719,0.00997342752751,409,0.0145799729551,5085,31143.5321621,9.20511107209,30105.8660804,0.0064175819071,0.403071936116,10.3463618674,-17514.5186124,-191185.706983,9.21969104504,-0.0127085490416,0.0
-51771.5026137,0.871425660489,0.00917823550495,1.82052145703e-16,-5868.04586065,0.00641292254915,409,0.0170336957039,5086,30875.1932788,9.19935041899,32104.9399457,0.00826551955711,0.402954019865,10.337708334,-17388.1307234,-178600.575659,9.21638411469,-0.00917823550495,0.0
-52106.4032839,0.839261084334,0.0128795065295,1.71667081528e-16,-3846.24697585,0.00641506135048,409,0.0470464658559,5087,30691.2841686,9.38493694159,33621.6391657,0.00727182237744,0.402882908977,10.33173399,-17828.1199794,-319989.988725,9.43198340744,-0.0128795065295,0.0
-53003.5119812,0.853593773625,0.0104403280644,1.95655567271e-16,-9745.08839446,0.00640098073538,409,0.037453964934,5088,30537.1421014,9.39137054074,37153.7958697,0.00584412372357,0.402809239383,10.3266989955,-17697.6228756,-385052.980228,9.42882450567,-0.0104403280644,0.0
-54566.1287351,0.877348800432,0.00993674796598,-1.26192997915e-16,-5646.9403887,0.00640852634982,409,0.014293399023,5089,30311.4580254,9.23091559912,33732.7042063,0.00660718995329,0.402676489486,10.3192810727,-17939.9519619,-180323.611713,9.24520899814,-0.00993674796598,0.0
-53858.8227366,0.864601556132,0.0113428074226,-3.31924653479e-16,-5458.29574131,0.00640608512098,409,0.0426130044029,5090,30156.8124934,9.42474227146,40270.1018541,0.0097351919711,0.402600333852,10.31416613,-17765.1508837,-356848.953051,9.46735527586,-0.0113428074226,0.0
-50459.316642,0.85871816708,0.00915146163588,1.74824023772e-16,-7114.4849126,0.00641461952358,409,0.0202023168727,5091,29886.3453425,9.21764723359,30358.7872613,0.00880785473405,0.402434544796,10.3051569776,-17298.7742946,-177204.767221,9.23784955046,-0.00915146163588,0.0
-49084.3948566,0.875337962324,0.0079802187613,1.2239095909e-16,-8810.83301713,0.00640439940693,409,0.0188311855325,5092,29628.4073345,9.16142138936,31179.5618958,0.00599821115621,0.402308010996,10.2964888873,-16729.2337897,-279675.325454,9.18025257489,-0.0079802187613,0.0
-53693.0599114,0.857508763538,0.0112995838956,-8.87345073811e-17,-6943.53494661,0.00640757005476,409,0.0288732783976,5093,29580.5364606,9.2876003157,33454.8429147,0.00772449933102,0.402302766586,10.294871872,-17670.6115972,-265162.257978,9.3164735941,-0.0112995838956,0.0
-51945.1147599,0.865859809424,0.0081112182068,-6.55047871419e-17,-5949.53456357,0.00641383776341,409,0.0112408890966,5094,29416.7134438,9.24100420341,32407.7108271,0.00757146229793,0.402208329514,10.2893182763,-17417.8149338,-191366.588621,9.2522450925,-0.0081112182068,0.0
-51903.8288711,0.865063298868,0.0101593526236,-2.48511258034e-16,-1987.82978257,0.00999929034398,410,0.0176823617527,5095,29248.354063,9.24509013694,32023.4361069,0.00844266930368,0.402118956421,10.2835785797,-17523.0950867,-192951.899994,9.26277249869,-0.0101593526236,0.0
-51727.8093658,0.868256718539,0.0174406457623,6.08089780648e-16,-4431.93692278,0.00996416394598,409,0.0136656003741,5096,29001.2843846,9.19286716944,30768.6183926,0.00651029003104,0.401998257619,10.2750953971,-17473.2235515,-176011.139464,9.20653276982,-0.0174406457623,0.0
-54749.7416335,0.852216030249,0.0155188939053,-1.17528372256e-16,-8028.7022421,0.00997206051213,409,0.0342338548267,5097,28789.2521821,9.39910898625,36504.6846463,0.0052774812038,0.401909813618,10.2677574084,-17801.0542439,-285690.647565,9.43334284107,-0.0155188939053,0.0
-54100.594305,0.874814531869,0.00810133361198,-4.2826921037e-17,-4292.5920516,0.00641996745057,409,0.011649498598,5098,28583.3701085,9.25645262733,34882.3895225,0.00536067161333,0.40183304689,10.260580363,-17729.4782088,-203512.417729,9.26810212592,-0.00810133361198,0.0
-51189.5097181,0.864483257873,0.0218235628687,2.33373599558e-16,-4988.82673866,0.00996093790255,410,0.0182240576117,5099,28370.3513359,9.30967213055,35394.3702713,0.00803500982756,0.401757966321,10.2530999118,-17138.7743287,-284723.821408,9.32789618817,-0.0218235628687,0.0
-51869.1367695,0.85969509242,0.00919397838692,-1.28234016722e-16,-2760.32639738,0.00641009375388,409,0.0147252149374,5100,28229.1657939,9.25531136238,32692.6725375,0.00709338272961,0.401700158379,10.2481109705,-17064.6432113,-186332.644027,9.27003657732,-0.00919397838693,0.0
-52380.7844282,0.856246764814,0.0149860398996,2.70795000115e-16,-4108.75037734,0.00999635848942,409,0.0209220945874,5101,28033.5685489,9.31420996462,34106.1430259,0.00574069168511,0.401598531074,10.2411579478,-17391.9822134,-177237.362689,9.3351320592,-0.0149860398996,0.0
-52909.2201199,0.86937973926,0.00905134790611,-1.43183481914e-16,-5594.20307502,0.00640890122674,409,0.0129776782764,5102,28076.938156,9.28760773493,35217.3436845,0.00804382097395,0.401644092929,10.2427038122,-17729.9030624,-215305.041719,9.3005854132,-0.00905134790611,0.0
-53964.21487,0.849868897148,0.0107303376643,4.32905545152e-17,-7855.52404821,0.00641684180769,409,0.0190144541985,5103,28048.9225238,9.30508472108,33015.9951235,0.0085029752859,0.401638214638,10.2417054975,-17519.6986574,-190008.53196,9.32409917528,-0.0107303376643,0.0
-52646.2829747,0.862280744289,0.00897004329747,-1.28593549826e-16,-8441.8796901,0.00640368111353,409,0.0163996823979,5104,27865.5291792,9.357645843,37034.6854958,0.00722052141102,0.401525919163,10.2351456906,-17723.7910628,-347930.517759,9.3740455254,-0.00897004329747,0.0
-51031.9214347,0.864852620366,0.0111558041929,1.48041861302e-16,-1412.77386727,0.00640493141555,409,0.0233472799682,5105,27718.506572,9.22831440671,31193.5537901,0.00717981054076,0.401435739179,10.2298555764,-17621.1811596,-234977.628934,9.25166168668,-0.0111558041929,0.0
-54371.9438888,0.839139901543,0.0118366685906,1.32589393216e-16,-7078.61445128,0.00641463326398,410,0.0330358928306,5106,27580.2716128,9.41779603759,35115.4593787,0.00872218374266,0.401352202754,10.2248559995,-17816.1582401,-284027.808662,9.45083193043,-0.0118366685906,0.0
-49731.0759226,0.861835844661,0.0089325989112,-8.58208876353e-17,-1904.56099507,0.00640823911749,410,0.0259092573935,5107,27491.2828381,9.18810539792,28628.7185602,0.0080453652238,0.401312783488,10.2216242457,-17208.8374238,-206762.608667,9.21401465531,-0.0089325989112,0.0
-55904.2848679,0.869310698594,0.0175967378527,1.82405571223e-16,-4907.62058091,0.00999816581481,409,0.0211699592924,5108,27325.2211586,9.37789047307,39767.2440317,0.00595337907322,0.401230624703,10.2155654066,-17813.4689799,-347789.357326,9.39906043236,-0.0175967378527,0.0
-54020.9855625,0.872001552328,0.00918615606636,7.9609179884e-16,-5138.283754,0.00641755563877,409,0.0187694808877,5109,27127.1925963,9.27359790502,35044.7164216,0.00845952104144,0.40111592584,10.2082919206,-17928.1853155,-343924.441523,9.29236738591,-0.00918615606636,0.0
-53497.8841143,0.874388930865,0.00877234186908,3.09329307618e-16,-6350.27587305,0.00998370114617,409,0.0161762825975,5110,26750.3496834,9.23860913079,34093.756408,0.00810400553759,0.400891737456,10.1943028245,-17576.3049872,-199134.447494,9.25478541339,-0.00877234186908,0.0
-51216.5521479,0.878301851519,0.00825990552715,-1.69851636152e-16,-3808.83422505,0.00640050692236,409,0.0179511392607,5111,26764.5335932,9.18022571522,32082.7028437,0.00901383918023,0.40092162384,10.1948329167,-17424.6457539,-258118.304134,9.19817685448,-0.00825990552715,0.0
-53855.146273,0.821155413168,0.00964976501506,-2.01375455295e-16,-9119.49806435,0.00641130930214,409,0.0552824311692,5112,26679.9227298,9.5601819047,37180.6551012,0.00467057564945,0.40087879994,10.1916666038,-17364.6480428,-418054.252006,9.61546433587,-0.00964976501506,0.0
-53278.4791167,0.853622842489,0.012528859716,-4.55565504385e-16,-6298.81951607,0.00640723535263,410,0.0174450960978,5113,26539.9731706,9.28856286049,32352.0249426,0.00789942640782,0.400775076349,10.186407297,-17523.7254123,-203967.265384,9.30600795659,-0.012528859716,0.0
-50332.4082978,0.877572124795,0.00861626360817,-1.70921684847e-16,-4356.13833415,0.00640388178411,409,0.0164323678579,5114,26427.9724436,9.20000917272,32855.5970675,0.00489390678075,0.40072752189,10.1821782905,-17201.6462902,-208422.545176,9.21644154058,-0.00861626360817,0.0
-52713.4858592,0.884622778351,0.011669531413,1.56484442356e-17,-3857.07126841,0.00997213665314,409,0.0157389532527,5115,26373.3158943,9.21540113669,35130.9654792,0.00974354717783,0.400701330874,10.1801080164,-17801.4482959,-275235.368366,9.23114008995,-0.011669531413,0.0
-52454.696535,0.874021312021,0.0130982145654,-5.59400393435e-18,-828.786519916,0.00996658829713,409,0.0167904060875,5116,26288.9516518,9.21203176272,32624.4966896,0.00751752021376,0.40066295409,10.1769040406,-17718.0702484,-177929.477159,9.2288221688,-0.0130982145654,0.0
-50283.7204761,0.835437090126,0.0104772400162,-2.74452904435e-16,-989.36586343,0.00640277039797,410,0.0321391772888,5117,26105.971018,9.35178859642,31338.9354334,0.0086551415434,0.400586068869,10.1699193418,-17193.2685631,-201653.702934,9.38392777371,-0.0104772400162,0.0
-53422.3479755,0.857985154304,0.00898377329139,-1.34997533712e-16,-3388.35905493,0.0064053085092,410,0.0172471431247,5118,25979.4447625,9.34498020049,34999.3095033,0.00658338946156,0.400504885164,10.1650609183,-17771.8576115,-207089.852703,9.36222734361,-0.00898377329139,0.0
-51343.1191181,0.861452373058,0.00984906479341,-1.06735592926e-16,-5889.44759889,0.00641130168354,409,0.016996670821,5119,25976.4071181,9.23439086884,31758.5702183,0.00836938201629,0.400532325027,10.1649439865,-17329.3713095,-185065.238602,9.25138753966,-0.00984906479341,0.0
-54247.1964474,0.865424995672,0.0109544435337,-3.35271066546e-17,-3330.61554778,0.00640459897691,409,0.0252276841558,5120,25764.4533931,9.31222913124,35835.216316,0.00698950763016,0.400425786437,10.1567510454,-17811.1925355,-259376.354857,9.33745681539,-0.0109544435337,0.0
-50894.2035384,0.890509432755,0.00743907933808,3.25911533566e-17,-9991.8418229,0.00640208780953,409,0.0257428033791,5121,25653.3163479,9.12558228851,32103.9261662,0.00793184546113,0.400360304021,10.1524281346,-17175.2212635,-163404.217584,9.15132509189,-0.00743907933808,0.0
-53453.4279743,0.867020103017,0.0115864968756,3.79627869482e-16,-2040.39441135,0.00999368916515,409,0.0175314479252,5122,25466.7737643,9.23117657613,32378.5536044,0.00806643136264,0.400259807463,10.1451298919,-17816.792619,-272534.209261,9.24870802405,-0.0115864968756,0.0
-54831.7385147,0.824108773627,0.0132159688294,1.29859454038e-16,-3856.12094443,0.00640361620966,410,0.0797539535403,5123,25396.1740321,9.63180765722,39505.4857731,0.00677814091614,0.40027482213,10.142353813,-18017.3142685,-346149.32895,9.71156161076,-0.0132159688294,0.0
-55855.0080345,0.859977708867,0.0114633637585,-5.70261150937e-17,-3181.19350917,0.009976615797,410,0.0181689259916,5124,25348.0315985,9.37320926241,36120.8357896,0.00515531612333,0.400240145846,10.140456357,-18174.2567327,-270808.080669,9.3913781884,-0.0114633637585,0.0
-52556.6808192,0.856938556849,0.00778578789328,-1.75933161003e-16,-5812.26354443,0.0064079810195,409,0.0139896479824,5125,25130.5151783,9.26420233711,31913.2286984,0.0076936379389,0.400129740425,10.1318381309,-17573.1769073,-192688.696132,9.27819198509,-0.00778578789328,0.0
-54521.3091122,0.85510442385,0.0124933423519,-9.58885239616e-17,-8292.6782519,0.00641672599328,409,0.021726278841,5126,24947.5648669,9.31861325506,34748.7413434,0.00930326823116,0.40000998315,10.1245314959,-17700.5325837,-207965.792607,9.3403395339,-0.0124933423519,0.0
-53504.4157653,0.834511145173,0.0111221925982,2.53615113154e-16,-8187.65741044,0.00641057907592,409,0.0468923265788,5127,24828.2747568,9.52942371405,39951.2452948,0.00727527066831,0.399963940464,10.1197383939,-17730.1889188,-347507.311637,9.57631604063,-0.0111221925982,0.0
-51920.6542065,0.869181007738,0.00923435216472,1.65083920454e-17,-6369.99451823,0.00640937165045,409,0.0198375762624,5128,24726.4604884,9.23981573565,32508.2006809,0.00603414235414,0.399885331313,10.115629224,-17647.2898357,-177396.027506,9.25965331192,-0.00923435216472,0.0
-53744.1950824,0.865531884976,0.00964827480955,-1.08483719155e-16,-7095.62597062,0.00640845846036,409,0.0182042769004,5129,24514.0219559,9.29121256674,34843.8828865,0.00864078834057,0.399736032944,10.1070005575,-17526.1850505,-231255.822848,9.30941684364,-0.00964827480955,0.0
-51933.1263146,0.667463153317,0.0105452054815,4.59846611265e-17,-7174.60339031,0.00642391216764,410,0.17464746467,5130,24369.7416115,10.4990172481,38984.8981448,0.00400336627208,0.399638161073,10.1010975438,-17162.1357787,-371353.914022,10.6736647127,-0.0105452054815,0.0
-52349.7158314,0.81846734319,0.00893104841528,-5.94006403559e-17,-5393.26363081,0.00640579393633,410,0.0221254231077,5131,24352.5686973,9.45617736256,33720.1642869,0.00579078729904,0.39959246906,10.1003926136,-17322.3731031,-232588.432739,9.47830278567,-0.00893104841528,0.0
-54662.629513,0.869958039462,0.00989716773579,1.63403113371e-16,-927.069513116,0.00997131368654,409,0.018343615092,5132,24200.4039801,9.30593898035,35718.1360538,0.0079226994942,0.399493846673,10.0941246054,-17842.3058501,-205564.127555,9.32428259544,-0.00989716773579,0.0
-47814.0285821,0.786194856287,0.0114962682775,-3.78963186176e-17,-6141.19212282,0.00999155529131,410,0.0399899659112,5133,24179.0071416,9.52598833686,31320.166788,0.00729456318284,0.399468401544,10.0932400622,-17029.7779937,-256798.15157,9.56597830277,-0.0114962682775,0.0
-50583.6652241,0.875065732568,0.00853810731205,9.87140652444e-17,-5497.7453198,0.00640344321146,408,0.0245789484657,5134,24175.9523605,9.22351714072,32188.3333042,0.00455280867118,0.399479987274,10.093113714,-17385.6632273,-211202.163634,9.24809608918,-0.00853810731205,0.0
-49257.572849,0.877594569475,0.0100301340977,-6.77317479473e-18,-2791.10622828,0.00999745309715,409,0.0228995173374,5135,24005.6869357,9.20973555542,33371.8043013,0.00725099473114,0.399382673075,10.0860460369,-16960.0168512,-185737.051886,9.23263507276,-0.0100301340977,0.0
-51491.6189659,0.871238094055,0.0114307110595,-1.9498393663e-16,-8829.54484808,0.00998891877391,409,0.0138586452478,5136,23943.6377763,9.24950059603,34203.3744149,0.00945139136239,0.399379598919,10.0834579215,-17366.5852942,-272785.277719,9.26335924128,-0.0114307110595,0.0
-52079.0487777,0.867900930995,0.0100540776685,-2.23239926952e-16,-6119.19900575,0.00640161201271,409,0.0202109431594,5137,23788.4064531,9.30833373625,36167.2105791,0.00862621818472,0.399263775491,10.0769536172,-17488.8092555,-366067.542567,9.32854467941,-0.0100540776685,0.0
