MinReturn,StdReturn,dLoss,MeanKL,vf_dLoss,AverageReturn,Perplexity,LossAfter,vf_LossBefore,AverageDiscountedReturn,vf_MeanKL,ExplainedVariance,Iteration,MeanKLBefore,vf_LossAfter,AveragePolicyStd,MaxReturn,Entropy,LossBefore,NumTrajs
-673981452806.0,21335386808.8,0.00262751915563,0.00646173124548,0.0,-820999314.165,1.45922435147e+14,-0.00262751915563,4.95722011197e+19,-137646175.699,0.0,-2.96935809274e-11,11,0.0,4.95722011197e+19,0.999077281157,-39887.2553711,32.6140963303,-6.29629073547e-17,1017
-38888839224.8,1348393302.35,0.00250785904057,0.00651939469629,0.0,-70698167.001,1.44929265174e+14,-0.00250785904057,2.03571718248e+17,-12517383.3642,0.0,-8.83645379091e-10,12,0.0,2.03571718248e+17,0.998780894015,-1348.28637827,32.6072669129,2.07795958114e-16,1019
-1.6279351173e+12,52641938192.2,0.00266680580348,0.00987310185956,0.0,-2379473452.73,1.46042093583e+14,-0.00266680580348,3.22502108899e+20,-498346497.539,0.0,-1.79487535945e-11,13,0.0,3.22502108899e+20,0.999112029649,-43353.5072476,32.6149160083,6.64342298401e-17,1014
-131705463744.0,5480315744.4,0.00225161964855,0.00999770590954,0.0,-276500045.748,1.45500276162e+14,-0.00225161964855,3.47204034118e+18,-50175273.9669,0.0,-1.6314349871e-10,14,0.0,3.47204034118e+18,0.998949613594,6.98108368177,32.6111991006,-2.86478707615e-16,1015
-733023295884.0,26303102226.7,0.00323273857754,0.00970208306842,0.0,-1256713339.19,1.4683393981e+14,-0.00323273857754,7.99837073874e+19,-224421540.609,0.0,-4.48558967747e-11,15,0.0,7.99837073874e+19,0.99934996053,-40753.1357521,32.620323403,6.44411841882e-17,1016
-992908809554.0,31170204397.1,0.00236271605857,0.00661383320101,0.0,-1020486327.82,1.4629756793e+14,-0.00236271605857,1.1356537842e+20,-213620928.875,0.0,-1.9052315281e-11,16,0.0,1.1356537842e+20,0.999194136067,-41537.996787,32.6166638,1.3988460628e-16,1014
-18526670791.1,721071828.711,0.0024403418789,0.00984059210371,0.0,-47272156.5864,1.4596786961e+14,-0.0024403418789,5.95329934506e+16,-9792567.19322,0.0,-2.42273689999e-09,17,0.0,5.95329934506e+16,0.999095802382,-46463.7059563,32.6144076423,-5.55906630792e-16,1013
-79927067546.0,3560693519.96,0.00253008074918,0.00641436365409,0.0,-203608090.814,1.4957454829e+14,-0.00253008074918,1.48144307587e+18,-37800406.1751,0.0,-5.84499115774e-10,18,0.0,1.48144307587e+18,1.00016049547,-46168.0888038,32.6388160352,1.3307539289e-17,1015
-221072469816.0,7336970359.39,0.00244760107702,0.00656416358746,0.0,-296730208.032,1.47915901879e+14,-0.00244760107702,6.08242014307e+18,-76693433.4277,0.0,-1.84336546027e-10,19,0.0,6.08242014307e+18,0.999674785624,-46011.6443783,32.6276649976,-2.78127508974e-16,1015
-5432899837.07,243185290.232,0.00276039579804,0.00985207685639,0.0,-19036020.6923,1.47296870215e+14,-0.00276039579804,6.73766066329e+15,-3317800.424,0.0,-7.82553155609e-09,20,0.0,6.73766066329e+15,0.999499297605,-47872.8907966,32.6234711915,-6.98050305837e-18,1013
-98116422966.5,3345862250.84,0.00244333171605,0.00996875091734,0.0,-146418593.577,1.4763191776e+14,-0.00244333171605,1.23585000345e+18,-33823696.9472,0.0,-3.93777010999e-10,21,0.0,1.23585000345e+18,0.999600491819,-64849.4288164,32.6257432497,-4.90780605032e-17,1014
-255965049877.0,8079227790.04,0.00261449106306,0.00979088083726,0.0,-304869788.13,1.46114546317e+14,-0.00261449106306,7.86585179594e+18,-43150849.475,0.0,-1.07398978599e-10,22,0.0,7.86585179594e+18,0.999158784453,-47532.381543,32.6154119938,-2.40302487663e-16,1016
-1.77939187542e+12,55882155639.5,0.00239190916087,0.00640861293136,0.0,-1778690812.42,1.47061219247e+14,-0.00239190916087,3.49028617768e+20,-271304953.805,0.0,-1.3329115589e-11,23,0.0,3.49028617768e+20,0.999444360257,-51990.4246277,32.6218700735,-1.61387627737e-17,1013
-8800903061.73,279908909.839,0.00290930421642,0.00979386401865,0.0,-12406829.3411,1.4760901478e+14,-0.00290930421642,8.85169089457e+15,-2177662.70435,0.0,-4.68938776699e-09,24,0.0,8.85169089457e+15,0.999600326376,-50715.8285406,32.625588102,-8.03108877685e-17,1015
-166624799672.0,5875242862.12,0.00292203987955,0.00969940229094,0.0,-250307213.632,1.48673745012e+14,-0.00292203987955,4.00251853585e+18,-40197510.1482,0.0,-2.74311240389e-10,25,0.0,4.00251853585e+18,0.999914203637,-1119.1191286,32.6327753903,-1.17425759463e-16,1014
-5753249596.99,188888679.972,0.00182618343313,0.00640840409433,0.0,-10271647.4154,1.47167461736e+14,-0.00182618343313,4.04913283006e+15,-2307248.64717,0.0,-8.16895506794e-09,26,0.0,4.04913283006e+15,0.999471546389,-36184.1917725,32.6225922498,-2.03017668869e-17,1015
-6371559450.42,231705232.171,0.0022966809352,0.00642134135254,0.0,-14292038.8241,1.48058721843e+14,-0.0022966809352,5.78950295422e+15,-2577651.87772,0.0,-9.18327813793e-09,27,0.0,5.78950295422e+15,0.999734531922,-56750.6699332,32.6286300802,-4.96306035599e-16,1013
-32160983513.4,1013710279.28,0.00185670912416,0.0064180017711,0.0,-38933325.9496,1.47159435079e+14,-0.00185670912416,1.19195081572e+17,-8092003.71542,0.0,-1.26939614375e-09,28,0.0,1.19195081572e+17,0.999471693592,-70744.6572302,32.6225377073,-1.44762097366e-16,1016
-193098543.85,8519667.01824,0.00282810249679,0.00997674943149,0.0,-2060743.31093,1.47233621754e+14,-0.00282810249679,8.16044850187e+12,-506087.989471,0.0,-4.00502363718e-07,29,0.0,8.16044850187e+12,0.999498334454,-49955.161025,32.6230417048,-7.67286771647e-17,1014
-3171310424.0,104229764.013,0.0021728984152,0.00992021334895,0.0,-5630929.20041,1.4872951553e+14,-0.0021728984152,1.23396307567e+15,-1037492.98017,0.0,-1.27328725341e-08,30,0.0,1.23396307567e+15,0.999940711864,-65393.5784907,32.6331504402,-6.2474148665e-17,1011
-390200535148.0,12253777715.9,0.00272132560538,0.00965669577045,0.0,-390354966.7,1.50132613309e+14,-0.00272132560538,1.72753845618e+19,-57298647.6125,0.0,-9.70852287452e-11,31,0.0,1.72753845618e+19,1.00035305569,-314.728116343,32.6425401082,-1.57106729311e-16,1013
-318155865486.0,9991365371.54,0.00322063777728,0.00987983654242,0.0,-317995414.506,1.48611272873e+14,-0.00322063777728,1.17131683947e+19,-54861100.5517,0.0,-1.09262598968e-10,32,0.0,1.17131683947e+19,0.999911308738,-69597.087655,32.6323551059,2.7750324243e-16,1013
-90316060.0764,4214405.51324,0.0028166342116,0.00996048315161,0.0,-1252585.26587,1.46772435579e+14,-0.0028166342116,1.81489039062e+12,-323096.513383,0.0,-6.34057857329e-07,33,0.0,1.81489039062e+12,0.999368734555,-43730.8598212,32.6199044459,8.14874245762e-17,1012
-374701534.388,14783051.9826,0.00253831418151,0.00974316663156,0.0,-2285316.52404,1.47126726444e+14,-0.00253831418151,2.51797888971e+13,-509993.50276,0.0,-1.2869832533e-07,34,0.0,2.51797888971e+13,0.999476755232,-44147.2520345,32.622315416,1.88774697475e-16,1012
-374660826722.0,12114175568.0,0.0027037557008,0.00976340932423,0.0,-461367659.289,1.44846142462e+14,-0.0027037557008,1.64560693273e+19,-68357930.4666,0.0,-8.98499052937e-11,35,0.0,1.64560693273e+19,0.99880633216,-61372.94959,32.6066932085,-1.68240191659e-16,1010
-769640358911.0,24188073803.6,0.00283082868857,0.00973704098389,0.0,-780447332.314,1.44788573919e+14,-0.00283082868857,6.97121516615e+19,-135020082.83,0.0,-4.77360373452e-11,36,0.0,6.97121516615e+19,0.99878966429,-55540.8063172,32.6062956834,-1.09418178384e-17,1012
-70629427.2215,3289891.11417,0.00271497761695,0.00989347182125,0.0,-1080610.5809,1.44072576696e+14,-0.00271497761695,1.15851591492e+12,-282788.966396,0.0,-6.23348662021e-07,37,0.0,1.15851591492e+12,0.998585653286,-43732.5598753,32.6013382934,-2.49135122034e-17,1012
-33791786592.0,1061534211.18,0.00297462047141,0.00978828408281,0.0,-35820837.3955,1.4510121125e+14,-0.00297462047141,1.27067503756e+17,-7807634.93909,0.0,-1.02890029829e-09,38,0.0,1.27067503756e+17,0.998897571518,-81610.5067737,32.6084526235,-1.89595956768e-16,1013
-61549986.3005,3491657.2989,0.00242479353086,0.00644573320229,0.0,-1077426.11616,1.44598719873e+14,-0.00242479353086,1.30387535883e+12,-282457.372175,0.0,-9.9178499946e-07,39,0.0,1.30387535883e+12,0.998747745047,-68955.2963583,32.6049835727,-2.21349629421e-16,1011
-37871343.9938,2369258.66235,0.00238902404141,0.00664378851023,0.0,-859138.094606,1.46593304029e+14,-0.00238902404141,631989130204.0,-232727.249217,0.0,-9.73245526392e-07,40,0.0,631989130204.0,0.999344447369,-75002.2669153,32.6186832292,9.88414124806e-17,1011
-59840492.5917,2475261.98961,0.00282361198386,0.00990290019756,0.0,-838314.557132,1.47519794266e+14,-0.00282361198387,634347537641.0,-222175.549391,0.0,-1.05496202596e-06,41,0.0,634347537641.0,0.999619537582,-66600.5220317,32.6249834811,-3.24864295799e-16,1009
-347886633.499,11174480.6726,0.00281061965945,0.00977557414433,0.0,-1096338.31052,1.47077083257e+14,-0.00281061965945,1.45667787772e+13,-250915.853449,0.0,-1.63153740518e-07,42,0.0,1.45667787772e+13,0.999488969851,-81575.0009982,32.6219779412,-1.35594489433e-16,1011
-87488366.6618,3207238.85976,0.00180580364772,0.00933617078519,0.0,-783075.839983,1.45558235655e+14,-0.00180580364771,1.11465904899e+12,-208373.3729,0.0,-8.75682015788e-07,43,0.0,1.11465904899e+12,0.999043306748,-75094.8265113,32.6115973675,1.82192140965e-16,1010
-136935258.218,4445281.29542,0.00294506327718,0.00998369660341,0.0,-748189.001125,1.46572653255e+14,-0.00294506327718,2.13061315511e+12,-214515.891166,0.0,-3.85124741875e-07,44,0.0,2.13061315511e+12,0.999346481898,-145.886180101,32.6185423481,1.09716479636e-16,1011
-256213517527.0,8057965274.59,0.00245717563054,0.00984505302649,0.0,-254182614.243,1.46608400821e+14,-0.00245717563054,7.73975629644e+18,-42298404.2347,0.0,-1.2602985322e-10,45,0.0,7.73975629644e+18,0.999355459921,-69058.0119834,32.6187862081,3.064664226e-16,1010
-168661240307.0,5304421521.86,0.00160194159987,0.00645838522253,0.0,-167564704.351,1.46838259683e+14,-0.00160194159987,3.06913410387e+18,-25930438.5532,0.0,-1.7688539522e-10,46,0.0,3.06913410387e+18,0.999424079854,-81948.2867256,32.6203528227,8.07738724706e-17,1010
-1000282630.42,31492066.6266,0.00256578387104,0.00646845236963,0.0,-1626996.7913,1.4963319687e+14,-0.00256578387104,1.11798978512e+14,-325232.437934,0.0,-3.66048964473e-08,47,0.0,1.11798978512e+14,1.00025167554,-77708.1915436,32.6392080611,-4.31741713818e-16,1010
-85158176.9951,3012573.52758,0.00233344498625,0.00644958169604,0.0,-678780.996463,1.48517794685e+14,-0.00233344498625,1.05662147408e+12,-178165.788888,0.0,-5.6966812445e-07,48,0.0,1.05662147408e+12,0.999926491873,-79830.8347772,32.6317258965,3.67576774096e-17,1010
-63127912.8123,2472658.01465,0.00239841866655,0.00640281916328,0.0,-646071.73563,1.48534360584e+14,-0.00239841866655,640288890454.0,-177306.953437,0.0,-9.5706286718e-07,49,0.0,640288890454.0,0.999927776404,-73514.2258368,32.6318374318,2.10972187888e-16,1010
-38125181.4608,1371734.89619,0.00289202935136,0.00963650305758,0.0,-547931.025717,1.47606377693e+14,-0.00289202935136,216576158810.0,-157050.383438,0.0,-2.32716264525e-06,50,0.0,216576158810.0,0.999655727364,-50010.2982622,32.6255702365,-6.16040699751e-17,1010
-61480069.2886,2126591.97229,0.00267990457031,0.00984353340308,0.0,-590992.981882,1.46518212585e+14,-0.00267990457031,513083791801.0,-164952.923808,0.0,-9.66113050005e-07,51,0.0,513083791801.0,0.999334658713,-456.301739565,32.6181708546,-1.9878764951e-16,1012
-73000655.2362,2466065.26666,0.00235057087096,0.00990195725715,0.0,-549696.70214,1.46595781336e+14,-0.00235057087096,658853364787.0,-145783.935805,0.0,-8.84039140781e-07,52,0.0,658853364787.0,0.999360730079,-67496.1074442,32.6187001283,1.17044079527e-16,1009
-11187837.4682,820105.356847,0.00243605196294,0.00642649164767,0.0,-542164.113143,1.44310718932e+14,-0.00243605196294,84342238878.0,-149934.025303,0.0,-4.69797798841e-06,53,0.0,84342238878.0,0.998675131967,-579.703596942,32.6029898612,-2.11319872072e-16,1010
-9191380.54555,563697.964173,0.002370808207,0.00642590217571,0.0,-432041.209766,1.45038876692e+14,-0.002370808207,39257636558.4,-129157.824381,0.0,-6.92894097565e-06,54,0.0,39257636558.4,0.998897867258,-59862.7706071,32.6080229375,-2.14802297742e-16,1009
-45151609.4036,1788072.76069,0.0018126936561,0.0097452048945,0.0,-488081.12636,1.45050015032e+14,-0.0018126936561,336740269893.0,-138784.634135,0.0,-1.40184250297e-06,55,0.0,336740269893.0,0.998897281868,-63921.406758,32.6080997301,9.47648427742e-17,1010
-25589235.9292,1280471.14767,0.00256322176984,0.00990073299003,0.0,-507936.692721,1.46748578477e+14,-0.00256322176984,179174314172.0,-141620.054908,0.0,-2.88680561034e-06,56,0.0,179174314172.0,0.999405706594,-64790.4418034,32.6197418879,2.4583509831e-16,1010
-4369177.31045,348502.676624,0.00294246732721,0.00994618279703,0.0,-362141.010009,1.4601334887e+14,-0.00294246732721,19087337810.3,-105803.95511,0.0,-1.00765806028e-05,57,0.0,19087337810.3,0.99919547288,-61947.5754708,32.6147191641,1.9798060339e-17,1009
-6548432.28586,443133.21633,0.00348633516929,0.0096523519629,0.0,-359266.920572,1.4609417216e+14,-0.00348633516929,26241261292.8,-103295.225151,0.0,-8.46526676379e-06,58,0.0,26241261292.8,0.999224616424,-55413.6426069,32.6152725445,3.58438089253e-16,1009
-12766460.9442,607048.182366,0.00293101518728,0.00990216575973,0.0,-342896.42758,1.46123481646e+14,-0.00293101518728,39468773890.7,-97641.2188261,0.0,-6.53315377375e-06,59,0.0,39468773890.7,0.999233788903,-59544.7102039,32.6154731449,1.59858361544e-16,1009
-9192006.6199,427198.407209,0.00285615894708,0.00941455371305,0.0,-318536.55382,1.45698192481e+14,-0.00285615894708,23746512725.8,-91031.3276301,0.0,-1.2983437379e-05,60,0.0,23746512725.8,0.999109928797,-62890.5898175,32.6125584233,3.83110842907e-16,1009
-30109634.3833,1155557.02446,0.00253165798631,0.00985981519367,0.0,-339898.847553,1.46213104093e+14,-0.00253165798631,149973666876.0,-90523.6925364,0.0,-1.9100489228e-06,61,0.0,149973666876.0,0.99927182052,-60672.9625097,32.6160862905,-1.66601614771e-17,1010
-55793449.3974,1903631.40938,0.0023133130981,0.00966010019156,0.0,-361315.461814,1.45739250697e+14,-0.0023133130981,376515244052.0,-94819.1056554,0.0,-1.4575808871e-06,62,0.0,376515244052.0,0.999131383751,-49681.4031633,32.6128401868,-3.76653614145e-16,1009
-4936564.39854,326128.941067,0.00284440983012,0.0098027599407,0.0,-300025.994441,1.46622566523e+14,-0.00284440983012,15484334730.3,-86948.5708006,0.0,-1.97206052581e-05,63,0.0,15484334730.3,0.99939620764,-56365.0338356,32.6188828262,-1.21081429213e-16,1009
-25797746.6342,989509.190565,0.0027796878839,0.0098809095628,0.0,-323883.66659,1.45722076921e+14,-0.0027796878839,105761202952.0,-88138.2640901,0.0,-3.24081936576e-06,64,0.0,105761202952.0,0.99912917228,-57142.7470302,32.6127223408,2.4350084772e-17,1009
-57207426.7929,1807917.57367,0.00183042686601,0.00643540559743,0.0,-328252.054394,1.45082342984e+14,-0.00183042686601,361559839501.0,-87995.8552295,0.0,-1.02669369872e-06,65,0.0,361559839501.0,0.99894322814,-64602.2181156,32.6083225798,-3.99700094628e-16,1009
-18920807.4531,917128.359376,0.00229351684894,0.00644303759156,0.0,-333333.664133,1.44883681548e+14,-0.00229351684894,91887296498.0,-90476.6573935,0.0,-5.57381219335e-06,66,0.0,91887296498.0,0.998878467169,-61760.3153934,32.6069523402,1.15458686153e-16,1010
-38447802.7053,1581281.64161,0.00220207221023,0.00994085169686,0.0,-349697.523853,1.45308606134e+14,-0.00220207221023,247081910664.0,-93386.5546676,0.0,-2.20675976714e-06,67,0.0,247081910664.0,0.999003360063,-59104.8989578,32.6098809149,1.5180118933e-16,1010
-2755743.04778,243633.131909,0.00330849973309,0.00995605424314,0.0,-256307.78714,1.45890015509e+14,-0.00330849973309,9709895544.23,-74473.9259251,0.0,-2.16731674187e-05,68,0.0,9709895544.23,0.999177623654,-24.424712992,32.6138741353,1.98494836326e-16,1010
-19847639.6684,728108.61563,0.00243817332264,0.00993954080442,0.0,-285076.678733,1.46952259474e+14,-0.00243817332264,61159419620.6,-78071.9884946,0.0,-5.49203807565e-06,69,0.0,61159419620.6,0.99949283667,-50866.4525994,32.6211288845,8.68488190735e-16,1009
-7857114.05786,363675.129243,0.00203972031702,0.0064240303545,0.0,-257048.987652,1.46491394268e+14,-0.00203972031702,16833282746.7,-73770.1205146,0.0,-1.64987741595e-05,70,0.0,16833282746.7,0.999357532055,-27.5739769085,32.6179878005,1.52161845581e-16,1010
-19265770.0647,897029.952353,0.00269133020591,0.00995737527778,0.0,-303222.743453,1.46386442616e+14,-0.00269133020591,82480367017.5,-82409.8277884,0.0,-5.0414647208e-06,71,0.0,82480367017.5,0.999329860123,-34376.3207187,32.6172711081,2.96772454782e-16,1010
-3901243.96681,287287.371891,0.00277519030076,0.00994791372364,0.0,-243038.88085,1.46737274856e+14,-0.00277519030076,11632446309.1,-70086.4361627,0.0,-2.19914359711e-05,72,0.0,11632446309.1,0.999431842455,-53012.7483306,32.6196648578,7.8692640995e-16,1009
-12414047.3736,452801.23589,0.0023664658495,0.00984565488649,0.0,-255162.064756,1.46403741141e+14,-0.0023664658495,24281200106.0,-71761.0647608,0.0,-9.24721058881e-06,73,0.0,24281200106.0,0.999344355733,-51273.9461586,32.6173892714,-2.45107865289e-16,1009
-23837261.6489,763457.0014,0.00286017450914,0.00990298759049,0.0,-244494.589727,1.47392464849e+14,-0.00286017450914,63889742725.9,-68329.6925419,0.0,-3.61192351273e-06,74,0.0,63889742725.9,0.999629388399,-41217.3014144,32.624119974,-4.14832660019e-16,1009
-6893559.84096,317310.557175,0.00298995276285,0.00999241613143,0.0,-239145.249287,1.46526254584e+14,-0.00298995276285,13084254685.6,-68315.1904426,0.0,-1.91031555854e-05,75,0.0,13084254685.6,0.999374446305,-43331.7190684,32.6182257405,-2.33333889596e-17,1009
-9633720.56247,435403.133948,0.00277786277632,0.00791279507525,0.0,-243460.349809,1.44217961625e+14,-0.00277786277632,21402496213.6,-68121.9624186,0.0,-1.23101685472e-05,76,0.0,21402496213.6,0.998684878334,-45818.5812489,32.6023468935,-2.48403324119e-16,1009
-11910343.005,633598.668329,0.00262657890233,0.00993304676081,0.0,-259741.968272,1.44956931056e+14,-0.00262657890233,44346283292.3,-70475.5926527,0.0,-6.59608829134e-06,77,0.0,44346283292.3,0.998908301067,-546.929891921,32.607457787,2.09355430151e-17,1010
-34066833.6487,1085699.71142,0.00293767602864,0.00988098252982,0.0,-245244.697532,1.45182025454e+14,-0.00293767602864,118695887117.0,-67960.093687,0.0,-2.48411056947e-06,78,0.0,118695887117.0,0.998974152911,-242.413850956,32.609009419,3.97379016208e-16,1011
-9218853.01666,396395.856653,0.00192163500043,0.00643491163041,0.0,-217037.988535,1.45328331064e+14,-0.00192163500043,18886975203.5,-61578.7248007,0.0,-1.21938206545e-05,79,0.0,18886975203.5,0.999016034795,-49760.811592,32.6100166507,-6.04746953978e-17,1009
-2250423.11878,194147.048497,0.00267459701215,0.0099948126785,0.0,-214034.452004,1.45176633334e+14,-0.00267459701215,6398323926.65,-62359.9985339,0.0,-4.22786697751e-05,80,0.0,6398323926.65,0.998973653918,-49531.9074356,32.6089722779,-2.17769861168e-17,1009
-10692163.5441,369497.893938,0.00285122921308,0.00997115752059,0.0,-210161.298787,1.45576668225e+14,-0.00285122921308,16542328534.6,-60121.1354531,0.0,-1.14736552803e-05,81,0.0,16542328534.6,0.999098694629,-48112.8420685,32.6117239931,-2.30520095909e-16,1009
-5103679.48252,285309.799173,0.00258588794205,0.00990390543144,0.0,-220474.896507,1.45127645217e+14,-0.00258588794205,11350561657.8,-62328.4108827,0.0,-2.7319270606e-05,82,0.0,11350561657.8,0.998962269803,-37907.3552188,32.6086347829,-2.75679710312e-17,1009
-3750634.10457,262478.196258,0.00194176974853,0.00644320752437,0.0,-216248.954153,1.451517333e+14,-0.00194176974853,9561344499.67,-61295.3754885,0.0,-2.72675234365e-05,83,0.0,9561344499.67,0.998973328238,-44604.1887056,32.6088007478,-1.17200049907e-16,1009
-16460927.0923,740302.172873,0.00235859873164,0.00650887709751,0.0,-249301.402775,1.44888594386e+14,-0.00235859873164,59688730216.1,-68814.5635784,0.0,-5.24539988533e-06,84,0.0,59688730216.1,0.998899731223,-47625.3567813,32.6069862485,-8.83055226974e-17,1010
-70944970.3599,2247394.15456,0.00260601452841,0.0066718095233,0.0,-282591.472628,1.43366825652e+14,-0.00260601452841,532498203244.0,-72752.8942439,0.0,-9.95629275025e-07,85,0.0,532498203244.0,0.998440447967,-46122.200838,32.596427676,-5.8835801719e-17,1010
-5430223.57077,317131.878416,0.00254669941867,0.00986257537968,0.0,-220987.049915,1.43512045358e+14,-0.00254669941867,12675961128.0,-61455.7123913,0.0,-2.38040661764e-05,86,0.0,12675961128.0,0.998484912447,-45505.2921631,32.5974400874,-1.14260544644e-16,1009
-1375574.1322,154952.112021,0.00231634563793,0.00641887568452,0.0,-198854.331277,1.42986111001e+14,-0.00231634563793,4931881566.4,-56641.0610103,0.0,-6.68164169764e-05,87,0.0,4931881566.4,0.998328679687,-46.9991836596,32.5937686156,1.83947578845e-16,1011
-30344237.4247,965810.335898,0.00288528065919,0.009596051715,0.0,-224662.632021,1.4194528235e+14,-0.00288528065919,94373149283.6,-61561.6906817,0.0,-3.43861568841e-06,88,0.0,94373149283.6,0.998015789602,-41804.4010764,32.5864627637,-1.63521052221e-16,1009
-5382207.95014,258384.539499,0.00285448537156,0.00981471441209,0.0,-209526.428192,1.42832139993e+14,-0.00285448537156,9292709867.24,-59286.7376303,0.0,-3.17157877106e-05,89,0.0,9292709867.24,0.998287858838,-40787.5619815,32.5926912105,7.65228646884e-17,1009
-5095126.83765,226669.904413,0.00264455393951,0.0095492054949,0.0,-194873.833889,1.40624782412e+14,-0.0026445539395,7368108378.85,-55393.0958314,0.0,-3.70238093335e-05,90,0.0,7368108378.85,0.997613420643,-67.9171823954,32.5771163416,3.35318062002e-16,1010
-2916303.22604,197305.691554,0.00276694841621,0.0099192153738,0.0,-195357.18918,1.40522545465e+14,-0.00276694841621,6197303039.65,-55143.5261294,0.0,-5.25803063451e-05,91,0.0,6197303039.65,0.997581114745,-28842.4799844,32.5763890578,4.66637520387e-16,1009
-1780701.82836,167081.207635,0.00311729239938,0.00979426088022,0.0,-192212.498908,1.39932492939e+14,-0.00311729239938,5081770282.57,-54637.1615464,0.0,-6.53873556331e-05,92,0.0,5081770282.57,0.997398174101,-41419.5222447,32.572181229,3.60701997947e-16,1009
-6018491.55947,302593.274776,0.00247265769497,0.00990357049829,0.0,-201940.343767,1.39019486599e+14,-0.00247265769497,11143593929.7,-56703.2579244,0.0,-2.91560624068e-05,93,0.0,11143593929.7,0.99711342423,-41.7505798726,32.5656352306,-9.46243312746e-17,1010
-3365053.0134,257445.862079,0.00280709624378,0.00996512979568,0.0,-201697.843678,1.406032119e+14,-0.00280709624378,9037949263.4,-55963.7985421,0.0,-3.33858895365e-05,94,0.0,9037949263.4,0.997614958468,-41504.0970968,32.5769629393,-4.30626792896e-17,1009
-7050343.82845,318406.882439,0.00235873595068,0.00999251812874,0.0,-199497.410943,1.38800409432e+14,-0.00235873595068,12894997723.9,-55184.420338,0.0,-2.26870050426e-05,95,0.0,12894997723.9,0.997057733386,-218.71528587,32.5640581138,2.43563049803e-16,1010
-5240680.48395,226158.368639,0.00276254973046,0.00999768609556,0.0,-186387.871409,1.37536979631e+14,-0.00276254973046,7130458286.15,-52698.4730173,0.0,-3.84620576339e-05,96,0.0,7130458286.15,0.996665232426,-365.916376006,32.5549139396,1.47732664899e-17,1010
