Iteration,AverageReturn,AveragePolicyStd,dLoss,LossAfter,vf_dLoss,NumTrajs,MaxReturn,StdReturn,vf_MeanKL,vf_LossAfter,MeanKLBefore,Perplexity,MeanKL,AverageDiscountedReturn,MinReturn,ExplainedVariance,vf_LossBefore,LossBefore,Entropy
25,4550.54351927,0.997243850541,0.023294218985,-0.023294218985,587.157336968,209,4637.37877335,44.1955862628,0.00878920177177,2752.16476954,0.0,1.3989816279e+14,0.00997230965619,456.206338943,4392.31182654,-0.00136190074293,3339.32210651,1.32221293988e-15,32.5719358652
26,4553.73044338,0.997001394616,0.022885720263,-0.022885720263,412.464811598,209,4657.72435565,46.3186695342,0.00624208551279,2343.64360597,0.0,1.39114458363e+14,0.00997577035024,456.330380041,4400.65675536,-0.00144157510394,2756.10841757,3.68445306163e-17,32.5663181517
27,4558.78221429,0.997021056364,0.0188179542257,-0.0188179542257,306.486910457,209,4645.43299041,47.9699624226,0.00467450393088,2043.42679343,0.0,1.39177441678e+14,0.0064092019731,456.383279425,4253.20455619,-0.00162595025554,2349.91370389,-4.00402730642e-16,32.5667707938
28,4558.19457621,0.996886900151,0.0233859126772,-0.0233859126772,235.375310373,209,4658.69978467,41.1724125143,0.00361237985806,1806.45407168,0.0,1.38746031655e+14,0.00993127969906,456.890282623,4403.59584162,-0.00128367154936,2041.82938205,1.63739303881e-16,32.5636662675
29,4563.90840459,0.996675721024,0.0229876806438,-0.0229876806438,187.557269947,209,4660.06675294,43.3867426305,0.00289114284559,1623.68921869,0.0,1.38073217322e+14,0.00994545159215,457.15582582,4438.00331174,-0.00152289598588,1811.24648863,-4.69544658338e-16,32.5588052207
30,4561.3023057,0.99669974911,0.0229029263838,-0.0229029263838,278.008745784,209,4654.83698349,40.9442154077,0.00834086218978,1344.06019183,0.0,1.38148342982e+14,0.00999268045401,456.745638166,4453.69835794,-0.00146406604789,1622.06893761,-5.28368417599e-16,32.5593491729
31,4568.84916278,0.99647324372,0.0232290455096,-0.0232290455096,197.652084512,209,4655.90794302,42.310582428,0.00598872857555,1150.9769806,0.0,1.37426999547e+14,0.00995321447506,457.476331129,4412.04194747,-0.00152148882211,1348.62906511,-8.85866606014e-16,32.5541139797
32,4565.92351101,0.996471946027,0.0226277715911,-0.0226277715911,146.566303789,209,4666.76070595,44.5736390945,0.00447552173523,1002.54626819,0.0,1.37422401805e+14,0.00995464631699,457.838191326,4406.34410095,-0.00122780563799,1149.11257198,4.45470348541e-16,32.5540805232
33,4564.52497668,0.99626486977,0.0228461128479,-0.0228461128479,113.284341703,209,4661.21122039,43.2737561668,0.00347983450183,889.035606099,0.0,1.36764096937e+14,0.00998358089592,456.998790583,4411.16276025,-0.00130305709955,1002.3199478,1.49319366016e-15,32.5492786374
34,4570.72265145,0.995940666122,0.0230879648467,-0.0230879648467,164.416647345,209,4686.43720534,43.2990763884,0.00980567965348,726.694014891,0.0,1.35741253693e+14,0.00997698174577,457.864944056,4411.8771414,-0.0014702315165,891.110662236,1.45155551587e-16,32.5417716431
35,4577.59118,0.995809236679,0.0230376124192,-0.0230376124193,113.660737042,209,4679.89941597,43.8186400458,0.00686017180684,615.381475429,0.0,1.35329592832e+14,0.00997571372635,457.848386614,4333.22958276,-0.00142432100796,729.042212471,-6.89103213619e-16,32.5387343473
36,4577.61869405,0.995460752331,0.0233443159348,-0.0233443159348,82.8599147177,209,4672.25983977,42.0725058717,0.00504500433938,532.532849226,0.0,1.34240699951e+14,0.00997478128356,458.133341196,4320.32773421,-0.00148011178098,615.392763944,-2.64940647836e-16,32.5306555728
37,4581.06192253,0.995374053108,0.0228406302745,-0.0228406302745,63.2838508338,209,4666.44229778,34.5337247634,0.00387856954297,470.102045704,0.0,1.33970510573e+14,0.00999134679927,458.286977885,4483.97135584,-0.00139679546715,533.385896538,-1.06243137626e-15,32.5286408213
38,4580.60723894,0.994988178328,0.0227906526816,-0.0227906526816,49.7956701524,209,4657.56816773,40.2771258704,0.00306774734287,420.40010753,0.0,1.32778149398e+14,0.00996816096611,457.499655682,4420.90120583,-0.00133367890854,470.195777683,-2.14654450514e-15,32.5197008018
39,4581.79805784,0.994977264808,0.0231042172841,-0.0231042172841,73.2934403013,209,4679.54340545,44.4479303614,0.00877463817065,347.223459401,0.0,1.32741113665e+14,0.00996615243483,458.072430608,4377.64772158,-0.00118180741421,420.516899702,-6.1974455339e-16,32.5194218334
40,4587.2489194,0.9948210961,0.0230700534953,-0.0230700534953,51.5957643247,209,4723.47289886,40.9955275892,0.00624800196039,296.446252612,0.0,1.32265639027e+14,0.00996015880063,458.607035144,4452.12608305,-0.00135524903593,348.042016937,-1.0486752349e-15,32.5158334332
41,4589.54499733,0.994799852696,0.0191175897109,-0.0191175897109,38.1904658107,209,4700.74409196,36.5332489305,0.00466063809688,258.538236308,0.0,1.32194577185e+14,0.00640327433978,458.581542535,4474.54987354,-0.00161067776843,296.728702118,-5.54750291424e-16,32.5152960227
42,4591.80703876,0.994718786397,0.0229158390524,-0.0229158390524,29.4354732553,209,4672.41559865,37.6797434667,0.00361395865432,229.411404784,0.0,1.31947951245e+14,0.00997428978756,458.748035692,4489.91099863,-0.00146571234562,258.84687804,4.07588901492e-16,32.513428652
43,4593.02613614,0.994790896161,0.0231768200981,-0.0231768200981,23.3399603775,209,4673.68354972,35.8403636908,0.00287728824792,206.182220477,0.0,1.32171102622e+14,0.0099601323452,458.981557787,4477.55126896,-0.00149128101038,229.522180854,1.93970517479e-15,32.5151184311
44,4592.23730109,0.994619725383,0.0186320701579,-0.0186320701579,34.6556127359,209,4689.35139494,39.3498464589,0.00831366779258,171.526765251,0.0,1.31651845229e+14,0.00640567051039,458.72364983,4470.77738929,-0.00150097929102,206.182377986,-1.40845973906e-15,32.5111820179
45,4594.98864987,0.99430053187,0.0230461085838,-0.0230461085838,24.5186711516,209,4689.61617204,39.4169629985,0.00594388211695,147.122259116,0.0,1.30682289645e+14,0.00996816511091,459.72832726,4475.4426194,-0.00146831187961,171.640930268,9.22396661975e-16,32.5037902235
46,4595.89600856,0.993971385511,0.0229988580504,-0.0229988580504,18.2598709499,209,4680.92610247,37.9051463848,0.00446112280132,128.932420849,0.0,1.29688383398e+14,0.00997937852454,459.36709514,4441.60509082,-0.00127070768959,147.192291799,-3.40979769672e-16,32.4961556381
47,4593.13813982,0.993947864508,0.0230770519559,-0.0230770519559,14.0732305865,209,4688.39340806,44.3248666304,0.00345690503675,114.706864844,0.0,1.29618142702e+14,0.00997577539215,459.189546628,4441.06650846,-0.00132464644823,128.78009543,9.54473076864e-18,32.49561388
48,4592.26775105,0.993673484585,0.0230518257423,-0.0230518257423,20.3173668513,209,4691.31366059,39.1850554982,0.00969172871506,94.3402957013,0.0,1.28796450041e+14,0.00997599368041,459.02883844,4476.85179642,-0.00145785840958,114.657662553,-3.53248530905e-16,32.4892543674
49,4600.33353748,0.993411501209,0.0229593067192,-0.0229593067192,14.0663192472,209,4718.27880162,39.3966767289,0.00678985482113,80.617530563,0.0,1.28017721839e+14,0.0099436418608,459.669321351,4479.35339269,-0.00134655784856,94.6838498103,-9.44091163566e-16,32.4831898221
50,4603.13487857,0.993227763609,0.022974913326,-0.022974913326,10.2675023309,209,4695.66387184,36.3362966985,0.00499675907872,70.4256834558,0.0,1.27470960926e+14,0.00996125158081,460.417739636,4436.49691024,-0.00135022366165,80.6931857866,5.87753131651e-16,32.4789096971
51,4608.25138926,0.993189852773,0.0230011374942,-0.0230011374942,7.8549556433,209,4691.97372431,37.3204463185,0.00384892297112,62.7398838689,0.0,1.2735756598e+14,0.00995415741277,460.178094461,4443.55830205,-0.00151192804147,70.5948395122,2.9451826411e-16,32.4780197265
52,4612.08390084,0.993123036689,0.0230511265663,-0.0230511265663,6.19303789085,209,4716.34177073,38.5877000574,0.00305039374915,56.6416448447,0.0,1.27166509451e+14,0.00997567547935,460.719117846,4480.6334214,-0.00160651866377,62.8346827355,4.62197000502e-16,32.4765184417
53,4611.75855318,0.992910520331,0.0231440523137,-0.0231440523137,9.0947692224,209,4703.39122185,38.5407224453,0.00870231804815,47.5528928819,0.0,1.26544852867e+14,0.00997807814972,460.076117691,4448.3090106,-0.0014769476011,56.6476621043,8.26192915252e-16,32.4716179294
54,4607.73224269,0.992861842187,0.023052383783,-0.023052383783,6.33348699195,209,4701.34076153,42.8627868067,0.00612629459952,41.1317095319,0.0,1.26405262011e+14,0.00998132170954,460.781397592,4407.68084959,-0.00150667157441,47.4651965239,-4.22071734288e-16,32.4705142266
55,4610.5912751,0.992655820141,0.023234023789,-0.023234023789,4.71071415417,208,4712.55465933,36.7838206773,0.00461319736117,36.4763131288,0.0,1.25804857974e+14,0.00992757864669,460.192391866,4489.00907468,-0.00154924558212,41.187027283,-5.13478148889e-17,32.4657530761
56,4615.50485313,0.992534828044,0.0229807115873,-0.0229807115873,3.63057282288,209,4697.30326269,40.1877383842,0.00357619538096,32.9196148596,0.0,1.25452483973e+14,0.00997969326089,460.214234881,4454.91611424,-0.00164025821405,36.5501876824,1.23220944346e-15,32.462948189
57,4618.85124451,0.992557318973,0.022906239644,-0.022906239644,5.20042562727,209,4705.19402095,35.2119997669,0.00992141926772,27.7559886142,0.0,1.2551763517e+14,0.00996118522298,460.628887734,4506.28857971,-0.00151171095017,32.9564142415,-8.34921711778e-16,32.4634673839
58,4617.03072202,0.992394797838,0.0229854865244,-0.0229854865244,3.53414933465,209,4714.27917718,35.8490220158,0.00682962505207,24.1971339484,0.0,1.25045528045e+14,0.00996618663345,462.083441357,4492.44493262,-0.00162742126777,27.7312832831,5.8538182276e-16,32.4596990113
59,4622.1433172,0.992207331089,0.0231732910083,-0.0231732910083,2.5747718616,209,4721.70296974,38.0889371067,0.00502363957595,21.6736437834,0.0,1.24500053074e+14,0.00994152909265,460.804837339,4483.98507887,-0.0015332158015,24.248415645,6.72725033574e-16,32.4553272581
60,4623.35259304,0.992139182166,0.0230544587333,-0.0230544587333,1.94819105981,209,4720.11036441,38.1761763661,0.00382438306339,19.7341747684,0.0,1.24303786207e+14,0.00996231132045,461.605055084,4506.69396065,-0.00187652424808,21.6823658282,-1.96933378695e-16,32.4537495742
61,4624.58339549,0.992106533523,0.0227819754642,-0.0227819754642,1.52509381226,209,4704.06234132,37.3365156399,0.00300874191131,18.2169083448,0.0,1.2421169614e+14,0.0099514189551,461.496981496,4471.59578872,-0.00215082529311,19.7420021571,-4.876014531e-16,32.4530084528
62,4624.3456152,0.991928736769,0.0225463856719,-0.0225463856719,2.22647538898,209,4706.48631802,35.7527736375,0.00853411551123,15.9921674654,0.0,1.23699099391e+14,0.00997109137466,461.339638371,4488.90061913,-0.00228777754124,18.2186428544,-6.05682436688e-16,32.4488731147
63,4628.8951825,0.991709545571,0.0227149396915,-0.0227149396915,1.54907445945,209,4731.82618835,35.7049143905,0.00599527595292,14.4618222656,0.0,1.23068956576e+14,0.00997222314245,461.766231369,4500.53949837,-0.00246258575887,16.010896725,-4.03810955965e-16,32.4437659368
64,4630.59016458,0.991613964483,0.0227721962677,-0.0227721962677,1.13932847243,209,4713.38791781,39.5049533402,0.00445501444352,13.3273849382,0.0,1.22799331271e+14,0.00999037689145,462.276776783,4489.65677909,-0.00270830545189,14.4667134106,-4.99589736938e-17,32.4415726859
65,4636.92036437,0.991517028748,0.0230950269439,-0.0230950269439,0.871215091826,209,4744.62232434,35.555145854,0.00341240061022,12.4817038514,0.0,1.22521173812e+14,0.0099771805044,462.219004678,4524.65899165,-0.00304259962368,13.3529189433,8.98526335738e-16,32.4393049784
66,4636.10095895,0.991190069114,0.0228463222386,-0.0228463222386,1.23857509294,209,4719.43749113,35.2117977347,0.00943118636147,11.2426586208,0.0,1.21595074078e+14,0.00998033085908,462.063233567,4485.63820528,-0.00375267414188,12.4812337137,-1.43711942931e-15,32.4317175754
67,4634.27762439,0.99114131482,0.0229193385498,-0.0229193385498,0.832429466713,209,4724.16310767,36.4324358901,0.00641130671987,10.4050829924,0.0,1.21458526803e+14,0.00997999882487,462.413924332,4531.94131667,-0.00536096269665,11.2375124591,4.76246368232e-16,32.4305939773
68,4638.76580139,0.99075614482,0.0230127743242,-0.0230127743242,0.600187974157,209,4743.32909861,37.6694814368,0.00466399931093,9.815847446,0.0,1.20376170566e+14,0.00997241298913,462.359581276,4499.3903666,-0.00673495773453,10.4160354202,2.95389443899e-16,32.4216427103
69,4639.22578312,0.990488351564,0.0230494396885,-0.0230494396885,0.449972089051,209,4741.34788693,37.9450122824,0.00351552991994,9.36712519147,0.0,1.19631932533e+14,0.00997518502974,461.933449226,4488.29862985,-0.00702536198068,9.81709728052,-3.03850512003e-16,32.4154409162
70,4639.84001625,0.990486363332,0.0186917485289,-0.0186917485289,0.624674306001,209,4724.03527266,33.0169799269,0.0094443260004,8.74251916761,0.0,1.19625861589e+14,0.00640494806638,462.701901849,4539.06778171,-0.00839379328704,9.36719347361,3.87598512563e-16,32.4153901681
71,4647.04833553,0.990197609675,0.0227296802828,-0.0227296802828,0.415300804732,209,4730.9456498,31.7769224975,0.00634634733645,8.33742095986,0.0,1.18826070261e+14,0.00999758422174,463.594031673,4553.85578832,-0.0127421409577,8.75272176459,-1.83419467812e-16,32.4086819454
72,4647.29483891,0.989871895428,0.0229310406959,-0.0229310406959,0.294290606141,209,4728.37043296,38.9103932754,0.00453784166466,8.04541476152,0.0,1.17933377082e+14,0.00999108971289,462.989563692,4504.96874192,-0.0164792374464,8.33970536766,-3.29254964601e-16,32.4011409799
73,4646.97389841,0.98982780877,0.0231056490833,-0.0231056490833,0.218524639562,209,4725.1826509,33.0542461236,0.00339270691561,7.82635796289,0.0,1.17816391299e+14,0.00994894703732,462.61470366,4557.28745706,-0.0209829615394,8.04488260246,-5.50411391106e-16,32.4001485226
74,4648.16550869,0.989699009273,0.0229345634022,-0.0229345634022,0.299114941963,209,4746.26741421,36.0650244079,0.00894726018674,7.5282876937,0.0,1.17463339696e+14,0.00995213253579,463.38126728,4522.58182219,-0.0258019107969,7.82740263566,-4.30715537664e-16,32.3971473982
75,4654.29596505,0.98955274945,0.0229859506209,-0.0229859506209,0.199931233144,209,4762.71171058,37.3004005596,0.00607937031785,7.33319855404,0.0,1.17061336268e+14,0.00994683654484,464.243249626,4519.51195615,-0.0347992350572,7.53312978719,1.28416150653e-16,32.393719155
76,4650.31907526,0.989483203465,0.02281558674,-0.02281558674,0.142429246329,209,4751.83960675,35.4604194128,0.00437877784203,7.18850638595,0.0,1.16871907071e+14,0.00996790600953,463.463759663,4534.96621453,-0.0440537656444,7.33093563228,3.13208257841e-16,32.3920996396
77,4655.66558479,0.989348564201,0.0232069976222,-0.0232069976222,0.109192367662,209,4748.31307926,33.8777753679,0.00338744854636,7.0839355423,0.0,1.16506630437e+14,0.00997502310471,464.155093057,4523.47428091,-0.0530458762842,7.19312790996,4.28123246583e-16,32.3889693009
78,4660.94457649,0.988990463984,0.0232476788894,-0.0232476788894,0.154206211628,209,4768.74105292,35.4292490957,0.00924257875278,6.93215949325,0.0,1.15543558053e+14,0.00997068027255,464.589524478,4538.62811468,-0.0598676447245,7.08636570488,-5.26541064869e-16,32.3806687008
79,4657.15240028,0.988836448643,0.0228150412274,-0.0228150412274,0.110367236464,209,4751.464687,36.6545846867,0.00673480387139,6.82056347579,0.0,1.15134236346e+14,0.00997141196562,464.661525912,4498.0365728,-0.0709736434416,6.93093071225,3.90688013573e-16,32.3771198361
80,4666.92574739,0.988484472583,0.0233098118384,-0.0233098118384,0.0879458858692,209,4776.90719109,36.5685460469,0.00543404425275,6.73732700332,0.0,1.14196896959e+14,0.00996987436119,466.031902427,4499.27444217,-0.0795402110263,6.82527288919,-1.32410828713e-16,32.3689452408
81,4664.85715481,0.988201542929,0.0230917479517,-0.0230917479517,0.0725373180859,209,4739.1747197,32.2952072559,0.00453580441248,6.66148438575,0.0,1.13444731704e+14,0.00998237798028,464.678344391,4559.68340441,-0.0793461043432,6.73402170384,-3.18014620485e-16,32.3623368889
82,4666.27776717,0.98798924924,0.0226741790577,-0.0226741790577,0.06336210765,209,4752.41917123,37.4477612892,0.00398975092173,6.59814949335,0.0,1.1288371866e+14,0.00997569058031,464.519965333,4543.7298407,-0.0904985673988,6.661511601,-5.60784805089e-17,32.3573793664
83,4667.85305997,0.987754665415,0.0230417790856,-0.0230417790856,0.0573779146124,209,4757.28068611,33.0695938128,0.00361717252533,6.54279863846,0.0,1.12268505399e+14,0.00999264806533,464.650326582,4566.45568553,-0.0905087888157,6.60017655307,1.36800724921e-16,32.3519144878
84,4674.43979563,0.987475274587,0.0223470184322,-0.0223470184322,0.0534286252804,209,4772.75311633,38.4553307912,0.00341055551748,6.49029674653,0.0,1.11539574632e+14,0.00996245911687,465.09733363,4532.68794774,-0.0670827243529,6.54372537181,-1.8253553905e-16,32.3454005733
85,4670.64420746,0.987508502515,0.0227752524047,-0.0227752524047,0.0503945272264,209,4789.33053243,34.7720323324,0.00326043659425,6.44277172241,0.0,1.11624938584e+14,0.00997770325557,465.063471462,4547.3332943,-0.0743089085824,6.49316624963,2.21152176848e-17,32.3461656049
86,4676.36025041,0.987256146856,0.023142031071,-0.023142031071,0.0452459816132,209,4770.98821745,32.7677159205,0.00285051922492,6.39276206759,0.0,1.10969003167e+14,0.00998349545344,465.594904547,4549.50100268,-0.0530046794753,6.4380080492,-3.25358028663e-16,32.3402720275
87,4672.05967253,0.987013638015,0.0231713663297,-0.0231713663297,0.078812240632,209,4757.98293087,31.0336091289,0.0097400446495,6.31574911529,0.0,1.10341346498e+14,0.00996278583872,464.954096582,4529.77171421,-0.0517220456786,6.39456135593,2.21662135749e-17,32.3345998269
88,4676.60736131,0.986897202947,0.0235571053982,-0.0235571053982,0.0692326902041,209,4766.91853712,35.2736433095,0.00844974695449,6.25238085494,0.0,1.10041700669e+14,0.0099809379599,466.343459918,4561.5749873,-0.0374754323397,6.32161354514,-1.8762237909e-16,32.3318805069
89,4680.32960938,0.986651765755,0.0228048896321,-0.0228048896321,0.0609298343903,209,4747.58203868,31.9495566638,0.00741585121078,6.18766282177,0.0,1.09413938073e+14,0.00993931564245,466.129798937,4574.37376503,-0.00943219109511,6.24859265616,8.75811916344e-17,32.3261594025
90,4682.98531091,0.986963810088,0.0230289690365,-0.0230289690365,0.0542536143105,209,4765.04378562,35.0015884602,0.00665431340618,6.1326808062,0.0,1.10211130639e+14,0.00996942418,466.17522324,4541.38058509,-0.00414252142938,6.18693442051,-5.58213762295e-17,32.3334190115
91,4679.98205244,0.986908193481,0.0228434738755,-0.0228434738755,0.0459687436455,209,4755.10655149,33.5739819532,0.00557289387939,6.08828899064,0.0,1.10068287931e+14,0.00993389541936,465.672643051,4571.8922901,0.00533016185021,6.13425773428,6.83174941392e-17,32.3321220885
92,4683.70051835,0.986858452807,0.0232937822861,-0.0232937822861,0.0378787028474,209,4775.04459281,36.516956673,0.00459030398554,6.05446557708,0.0,1.09943128346e+14,0.00999290489633,465.575208923,4590.7618907,-0.00104811495414,6.09234427993,4.38054696185e-17,32.330984333
93,4684.55042295,0.986742478124,0.0231846370586,-0.0231846370586,0.033438997188,209,4770.56156926,34.583824933,0.00398802323166,6.01856807552,0.0,1.0964763891e+14,0.00999400757555,465.56743688,4566.39560621,0.0292108967579,6.05200707271,-3.09205080466e-17,32.3282930576
94,4689.27969392,0.986477326225,0.0231591321136,-0.0231591321136,0.0273315195307,209,4774.60336797,33.4555118605,0.00331174291739,5.99518018044,0.0,1.08969925137e+14,0.00997419113698,466.753687266,4595.5735178,0.0322091351276,6.02251169997,2.74740358056e-17,32.3220930439
95,4686.75879133,0.986568969149,0.0232691329741,-0.0232691329741,0.0345923574591,209,4778.6512515,36.2830911286,0.00764123989831,5.96444485533,0.0,1.09202765441e+14,0.0099697954327,466.282497996,4574.42577506,0.0285030569066,5.99903721279,1.83755190755e-17,32.3242275035
96,4689.88765671,0.98650042606,0.0231009769603,-0.0231009769603,0.0260242433916,209,4781.65686882,35.8150285867,0.00557615341594,5.93293523166,0.0,1.09026257298e+14,0.00994305798909,466.509894375,4591.05957294,0.0742603767145,5.95895947505,-1.74992396968e-16,32.3226098618
97,4693.1195146,0.986441327934,0.0232290620372,-0.0232290620372,0.0243890999696,209,4773.49735057,31.0923580267,0.00899438043851,5.91936439873,0.0,1.08876692036e+14,0.00999655375175,466.68217302,4598.64221446,0.0698219342792,5.9437534987,1.62132933342e-16,32.3212370921
98,4698.29285178,0.986439562651,0.023394364014,-0.023394364014,0.0158211203781,209,4790.75456472,35.2446561914,0.00881182766704,5.89741720482,0.0,1.08869172294e+14,0.00996335063171,467.50454432,4598.36223554,0.0951704883634,5.9132383252,-2.83498902185e-16,32.3211680231
