Iteration,AverageReturn,AveragePolicyStd,dLoss,LossAfter,vf_dLoss,NumTrajs,MaxReturn,StdReturn,vf_MeanKL,vf_LossAfter,MeanKLBefore,Perplexity,MeanKL,AverageDiscountedReturn,MinReturn,ExplainedVariance,vf_LossBefore,LossBefore,Entropy
209,4851.54210938,0.967217576258,0.0231414089941,-0.0231414089941,0.00319641952581,209,4919.23367149,24.6035246019,0.00314781399398,5.89423488001,0.0,6.9192648246e+13,0.00996985332569,479.573703766,4780.57387237,0.169478619617,5.89743129953,2.26368631442e-16,31.8679157337
210,4853.47229761,0.967135959076,0.023280460052,-0.023280460052,0.00468967357529,209,4914.42300709,25.1166834159,0.00491742504144,5.8879872442,0.0,6.90555654619e+13,0.00998256104401,479.758594644,4742.0272861,0.173030768295,5.89267691777,9.18945940076e-17,31.865932593
211,4860.966423,0.966973207062,0.0231290904189,-0.0231290904189,0.00287575489164,209,4931.41986529,26.1032911444,0.00310378816045,5.89043201559,0.0,6.87891319591e+13,0.00994639249253,480.788608263,4783.08290988,0.17810159152,5.89330777048,-4.37077274958e-17,31.8620668827
212,4858.66697558,0.966801700638,0.0232776626111,-0.0232776626111,0.00469260616823,209,4921.59493463,26.5895108719,0.00461091535274,5.90446253574,0.0,6.85098946948e+13,0.00998750195152,479.881497736,4781.14544251,0.149591794345,5.90915514191,6.91950484152e-17,31.8579992989
213,4858.96589889,0.966570545494,0.0231500412001,-0.0231500412001,0.0068694747077,209,4916.8986816,27.0318964875,0.00684231256901,5.89511345347,0.0,6.81343726383e+13,0.00997616803085,480.256143863,4767.46719719,0.165143784331,5.90198292818,-1.25857856832e-16,31.8525029395
214,4862.4110006,0.966476366128,0.0233280595435,-0.0233280595435,0.00311094130954,209,4927.30163399,24.0381794108,0.00333016615041,5.90404793793,0.0,6.79798289747e+13,0.00996611199272,480.489723044,4795.26701641,0.153467894071,5.90715887924,-7.25246550747e-17,31.8502321444
215,4861.81828555,0.966365206722,0.0230558982519,-0.0230558982519,0.00518208103447,209,4958.1894157,28.1973195689,0.00555798848271,5.91048864732,0.0,6.77992244741e+13,0.00996391765138,481.189875784,4791.16963201,0.141912068286,5.91567072836,2.623738547e-17,31.8475718724
216,4867.53499294,0.966186621616,0.0232898713599,-0.0232898713599,0.00355747423711,209,4923.02153446,26.0942798351,0.00353945182714,5.90850047828,0.0,6.75094819803e+13,0.00997542421902,481.231689469,4801.04901988,0.14942924085,5.91205795251,1.89492228394e-17,31.8432891777
217,4866.36180396,0.966155946441,0.022772639862,-0.022772639862,0.00509559378644,209,4928.35979437,24.3411860382,0.00478424316303,5.90319750528,0.0,6.74609449945e+13,0.0099832775912,480.951267405,4799.34650641,0.151633753255,5.90829309906,1.40859147844e-16,31.8425699537
218,4865.53793477,0.965951238788,0.0231722716886,-0.0231722716886,0.00591381880073,209,4939.25655444,27.5867373084,0.00611402781045,5.92363624036,0.0,6.71313231317e+13,0.0099633877671,481.220416108,4800.8050666,0.121897991125,5.92955005916,3.54421436378e-18,31.8376718637
219,4866.02960231,0.965796396759,0.0229509186137,-0.0229509186137,0.00491673880245,209,4943.74872344,26.0637421624,0.00511251102063,5.9069695318,0.0,6.68805845543e+13,0.00994832395624,481.430821726,4797.96034762,0.152050276655,5.9118862706,1.88264077374e-16,31.833929825
220,4867.95119565,0.96558026798,0.0229154051185,-0.0229154051185,0.00262252481748,209,4947.32006991,25.7295921792,0.00269361412519,5.90753969581,0.0,6.65350318533e+13,0.00998223138881,481.685348009,4797.90215069,0.149794694712,5.91016222063,-2.47755032864e-17,31.8287497197
221,4867.05577666,0.965482332529,0.0231536967974,-0.0231536967974,0.00503011537857,209,4945.14686821,25.8395489443,0.00549648721581,5.89939034248,0.0,6.63769634592e+13,0.00999129066669,480.90260999,4786.51763172,0.160610208055,5.90442045786,-5.03584414997e-18,31.8263711764
222,4867.56482501,0.965269561193,0.0230813487369,-0.0230813487369,0.00476906753388,209,4944.2608732,30.2013920855,0.00498394046571,5.89853028493,0.0,6.60441250101e+13,0.00997198650049,481.078494869,4767.24626259,0.165141344677,5.90329935246,1.20817763024e-16,31.8213441953
223,4873.54360782,0.96523872866,0.0229578985954,-0.0229578985954,0.00282193223701,209,4938.02194742,24.3705992796,0.0029428877047,5.90697327448,0.0,6.59917923216e+13,0.00995873559078,482.208461827,4793.17091927,0.154406784393,5.90979520672,-1.13406360326e-16,31.8205514915
224,4872.57093681,0.965228601212,0.0232939327788,-0.0232939327788,0.00454026937292,209,4942.34108134,27.3081341936,0.00459954829122,5.9023074114,0.0,6.59747810584e+13,0.00998763615775,482.00183583,4809.18372881,0.159507069838,5.90684768077,1.4533828686e-17,31.8202936798
225,4871.09208461,0.965130010239,0.0231715247044,-0.0231715247044,0.00416083885192,209,4922.15772457,24.8812749119,0.00438837161068,5.91144188399,0.0,6.5817802151e+13,0.0099717913657,481.410499525,4775.87765918,0.144094358188,5.91560272285,2.09015154998e-16,31.8179114671
226,4871.62535707,0.965051917131,0.0231652208216,-0.0231652208216,0.00376131254886,209,4941.35428274,27.5413334894,0.00347752236169,5.91127375985,0.0,6.56953190629e+13,0.00996722553009,481.239226303,4767.33382459,0.145224349329,5.9150350724,1.77605936337e-16,31.8160487917
227,4871.29723782,0.964926103249,0.0231110560584,-0.0231110560584,0.00353969273209,209,4969.1169076,27.0683403559,0.00318456193481,5.89773404756,0.0,6.55002753719e+13,0.00996825845997,482.209954248,4778.90758158,0.169416477825,5.90127374029,-3.61050902094e-17,31.8130754627
228,4875.270006,0.964990048625,0.0231482682186,-0.0231482682186,0.00405835764804,209,4942.50746804,25.7250761674,0.00396892510972,5.90338619611,0.0,6.56013669862e+13,0.00999507477266,482.619207246,4811.85399283,0.160013043363,5.90744455376,5.89937455611e-17,31.8146176499
229,4872.56250301,0.964911114061,0.0231581961957,-0.0231581961957,0.00328737245516,209,4956.16179624,28.4949973312,0.00354140583472,5.89967184165,0.0,6.54782138594e+13,0.00998161641591,481.690407773,4790.89827494,0.167393351692,5.9029592141,-1.61941698754e-16,31.8127385904
230,4875.40027993,0.964701011528,0.0226682769851,-0.0226682769851,0.00701350513757,209,4942.19475418,25.7945426421,0.00669993770706,5.91625128249,0.0,6.51487686992e+13,0.00997900134016,482.147998103,4800.78453229,0.133627235911,5.92326478763,4.60743617634e-16,31.8076945198
231,4872.53241023,0.964562273156,0.0235733025116,-0.0235733025116,0.00423315624003,209,4935.51099093,26.190111381,0.00417760997494,5.90481721843,0.0,6.49344073776e+13,0.00995879219175,481.12510593,4795.89028161,0.1528876231,5.90905037467,-1.83772189385e-16,31.8043987591
232,4879.75905979,0.964382998998,0.0229108734807,-0.0229108734807,0.00282797715913,209,4940.38121385,26.4394631541,0.00288864345304,5.90937679481,0.0,6.46611180319e+13,0.00997602161076,482.462316911,4792.66322682,0.154669348676,5.91220477197,5.38644089459e-17,31.800181179
233,4880.32587163,0.964247056228,0.0229899017956,-0.0229899017956,0.00325346191277,209,4945.79568022,24.8396430198,0.00331671847064,5.90521331437,0.0,6.44518976763e+13,0.00998337233505,482.881534295,4818.67066057,0.159793853965,5.90846677629,-4.69089944984e-16,31.796940289
234,4882.34280341,0.964114558782,0.0234593217439,-0.0234593217439,0.00204972420168,209,4951.61428239,27.0216598745,0.00189922917348,5.91544476778,0.0,6.42491034872e+13,0.00997402703524,482.548895603,4784.8439821,0.145861099508,5.91749449198,7.10032776859e-17,31.7937888861
235,4880.64031158,0.963663331183,0.0235526999131,-0.0235526999131,0.00382591274735,209,4954.65353815,27.8016664711,0.00381581485153,5.90706186803,0.0,6.35613198781e+13,0.00997637207497,483.360343693,4802.15197147,0.154547106811,5.91088778078,1.8398679709e-16,31.7830262232
236,4882.71421754,0.96340024904,0.0232282932171,-0.0232282932171,0.00458380390515,209,4955.92474916,27.2083164615,0.0045516748222,5.91267581376,0.0,6.31624632751e+13,0.00997418204647,482.569164232,4813.24399631,0.144848594165,5.91725961766,-3.19744231092e-16,31.7767313051
237,4883.84091889,0.963422030236,0.0233772973254,-0.0233772973254,0.00606166622387,209,4957.02156438,25.4140026214,0.00687400463719,5.91622773548,0.0,6.31950050546e+13,0.00997757730978,483.2723604,4792.97054013,0.135609783523,5.92228940171,-1.08523503846e-16,31.77724638
238,4886.40360171,0.963406513341,0.0234206462152,-0.0234206462152,0.00581459112016,209,4950.35333987,23.85592018,0.00513150155602,5.92233156339,0.0,6.31705723813e+13,0.00999288914694,483.347258138,4826.73793633,0.128679113205,5.92814615451,-6.83238686255e-17,31.7768596818
239,4884.40684976,0.963457480708,0.0237276674284,-0.0237276674284,0.00409006693664,209,4940.46130115,22.9283242724,0.00436709491087,5.90243867132,0.0,6.32472259632e+13,0.0099656546268,483.161858369,4818.78717872,0.164715415759,5.90652873826,-2.83537149102e-17,31.7780723843
240,4887.73423199,0.96306133054,0.0229707320443,-0.0229707320443,0.00291295057899,209,4972.99401978,22.0934603823,0.00287727582741,5.91234449688,0.0,6.26515377729e+13,0.00995270040767,483.601245085,4829.40799683,0.150173477159,5.91525744746,1.22249897605e-16,31.7686093424
241,4885.38546944,0.963085919976,0.0231894765497,-0.0231894765497,0.00564183453208,209,4964.66538663,26.8978750068,0.00591261621616,5.91966323337,0.0,6.26904807312e+13,0.009957410559,483.660475107,4802.77601958,0.134109036543,5.9253050679,-1.73891735673e-16,31.7692307296
242,4888.01903041,0.963188025724,0.0231112495892,-0.0231112495892,0.00350684058284,209,4962.10272395,25.5713160452,0.00368295533456,5.91350931597,0.0,6.2843537129e+13,0.00997886937177,483.242004664,4803.78726716,0.146258703639,5.91701615655,2.22095600815e-16,31.7716692156
243,4889.59896732,0.963041761124,0.0231315147311,-0.0231315147311,0.00364236912002,209,4957.055049,24.6570811962,0.00374514125871,5.90929204959,0.0,6.26224088138e+13,0.00994364153666,483.501128729,4802.05210341,0.154758837658,5.91293441871,2.06444112204e-16,31.7681442983
244,4887.30710365,0.962795827986,0.0235043851901,-0.0235043851901,0.00392225092549,209,4959.65202852,26.423360756,0.00418753434385,5.9008286577,0.0,6.22543203407e+13,0.00994347292452,483.57701701,4824.58573133,0.168428355081,5.90475090863,-2.83239673077e-17,31.7622490519
245,4890.37933538,0.962781548782,0.0233559313233,-0.0233559313233,0.0062607402679,209,4964.3546636,25.9629435355,0.00581684575289,5.90896107486,0.0,6.22316981446e+13,0.00996629190912,482.980063782,4800.5656025,0.155899348969,5.91522181513,-1.87579882515e-17,31.7618856023
246,4889.91652154,0.962500821711,0.0230548218177,-0.0230548218177,0.00859282369027,209,4962.48333371,25.5224737998,0.00815278519043,5.90723978998,0.0,6.18144005604e+13,0.00996832540912,483.316366947,4817.17296017,0.149254657313,5.91583261367,-7.98128177052e-17,31.755157472
247,4892.48990454,0.962473988194,0.0231864798169,-0.0231864798169,0.00733479267104,209,4950.10325403,24.5014166743,0.00675548322831,5.92125821861,0.0,6.17738833453e+13,0.00995859554243,483.719650338,4821.20877187,0.130210039361,5.92859301128,1.02714222029e-17,31.7545017915
248,4892.98653575,0.96211867479,0.0232751160926,-0.0232751160926,0.00286303306566,209,4957.88146419,25.6815669112,0.00281256322999,5.92159197721,0.0,6.12517720208e+13,0.00996787330571,484.205462201,4819.85112621,0.136207391451,5.92445501028,1.41046132774e-17,31.7460138959
249,4896.98376097,0.962065770187,0.0231181627548,-0.0231181627548,0.00358761696935,209,4950.69291786,25.4264348899,0.00391197685805,5.91084336356,0.0,6.11733619991e+13,0.00999457448749,483.891073542,4797.8957414,0.154570698552,5.91443098053,1.23805272254e-16,31.7447329492
250,4896.46697652,0.96189982502,0.0186585640125,-0.0186585640125,0.00440864558499,209,4963.63652448,25.1175216646,0.00458811554114,5.9018942038,0.0,6.09347293757e+13,0.00640353170329,484.413898785,4836.84747357,0.167600572221,5.90630284938,8.3973232408e-18,31.740824397
251,4891.42640044,0.961705342033,0.023468646494,-0.023468646494,0.00326496435,209,4946.82908812,23.0114401171,0.00324580407675,5.90336077774,0.0,6.06509864414e+13,0.00995930508592,483.723627398,4833.60047524,0.16821113902,5.90662574209,1.43799910841e-16,31.7361570157
252,4895.33220923,0.961338013871,0.0231846050264,-0.0231846050264,0.00357889301213,209,4966.90608096,24.8448259232,0.00365487074014,5.9071680121,0.0,6.01234610914e+13,0.00996423041591,484.356568866,4823.0655319,0.160808153738,5.91074690512,4.24753268177e-17,31.7274212489
253,4899.03043645,0.961298427761,0.0234368619044,-0.0234368619044,0.00592508489995,209,4976.33234376,24.5966067993,0.00618251104136,5.91753414008,0.0,6.00652736733e+13,0.00996220087012,484.455384609,4820.21378805,0.138882275616,5.92345922498,-8.43429526114e-17,31.7264529814
254,4903.08046901,0.961320278773,0.0232528717464,-0.0232528717464,0.00409881239998,209,4992.12323776,25.0427711449,0.00444018112157,5.90855889765,0.0,6.00928758309e+13,0.00997749757446,484.271836601,4817.22253133,0.164677283586,5.91265771005,2.50559806821e-16,31.7269124119
255,4897.29450433,0.961053887435,0.0234162899858,-0.0234162899858,0.00437116031952,209,4963.52697854,25.8660401789,0.00463036108455,5.90178830087,0.0,5.97103800078e+13,0.00996770649571,484.316435889,4790.8529985,0.166718333085,5.90615946119,2.46990094512e-17,31.7205269907
256,4901.28541682,0.960975385868,0.0228994634944,-0.0228994634944,0.0039035450137,209,4976.54152725,23.6907148084,0.00419656991704,5.91724733679,0.0,5.95964426284e+13,0.00999434907125,484.655967787,4827.92182512,0.143376593829,5.9211508818,1.00806125807e-16,31.7186170008
257,4902.44549248,0.960833437587,0.0231979931391,-0.0231979931391,0.00475702487971,209,4982.94118258,23.9382313334,0.00498924083693,5.90881895777,0.0,5.93925786504e+13,0.00997200158391,484.756921476,4839.40166458,0.16107735315,5.91357598265,1.06611157967e-16,31.7151903959
258,4903.63600915,0.960664758241,0.0230554300776,-0.0230554300776,0.00429310522893,209,4974.48835593,27.5907271002,0.00426549846061,5.90850986803,0.0,5.91528350568e+13,0.0099635964168,484.374852418,4819.82621938,0.159569823002,5.91280297326,1.48304547802e-16,31.7111456352
259,4905.41038956,0.960524472595,0.0229712453689,-0.0229712453689,0.00485941632779,209,4962.64393821,24.7634465603,0.00497987198329,5.89507158464,0.0,5.8954414258e+13,0.00995330793416,484.899675502,4820.27334855,0.182806695811,5.89993100097,1.90554642772e-17,31.7077856215
260,4902.7368747,0.96053068673,0.0232874931744,-0.0232874931744,0.00453583142944,209,4971.23454594,25.3934563139,0.00439633510855,5.92043470942,0.0,5.89607588393e+13,0.00997650868532,484.460776406,4832.32090684,0.142202911919,5.92497054085,1.73173543554e-17,31.7078932341
261,4904.25047002,0.960215654007,0.0230321505726,-0.0230321505726,0.00343111386467,209,4965.92286477,21.6500414515,0.00322578410202,5.92548395449,0.0,5.85164843569e+13,0.00997326351961,484.740681749,4844.1583858,0.132100671724,5.92891506836,-5.11133931565e-16,31.7003296144
262,4905.04274965,0.959919313331,0.0230017405239,-0.0230017405239,0.00493562396311,209,4965.33730688,23.9574340976,0.00476994055926,5.92757393481,0.0,5.80991241822e+13,0.00994543727943,484.783474047,4850.72016667,0.125740739407,5.93250955877,7.36890612325e-18,31.6931717054
263,4904.71401913,0.960141654266,0.0233067629051,-0.0233067629051,0.00330117509704,209,4964.4276606,24.2877636964,0.00334810597942,5.92407638856,0.0,5.84087359589e+13,0.00999003311506,484.66812275,4816.15851635,0.134582559277,5.92737756365,-6.22404838992e-17,31.6984865829
264,4906.47012283,0.959838574405,0.0229666396341,-0.0229666396341,0.00519652869654,209,4965.25744428,24.2905342868,0.00530149457567,5.90942314072,0.0,5.79888682477e+13,0.00995413379453,484.705440654,4834.51646874,0.162177847758,5.91461966942,2.90166614819e-17,31.6912721813
265,4907.09911081,0.959511262734,0.0232548146161,-0.0232548146161,0.00331512617205,209,4976.48160503,25.2268876239,0.00375843495747,5.91414505043,0.0,5.75327577724e+13,0.00995437175876,485.157098431,4824.61927836,0.152490386547,5.9174601766,-2.30926389122e-17,31.6833756019
266,4906.7902064,0.959560861215,0.0231760223184,-0.0231760223184,0.00495902764678,209,4984.13227789,26.0659661171,0.00492712520768,5.9140194376,0.0,5.76025914069e+13,0.00995697079886,485.482186747,4843.47891115,0.151469952808,5.91897846524,-1.73664378996e-16,31.6845886723
267,4912.49686683,0.959365502737,0.0231919077711,-0.0231919077711,0.00310589140147,209,4982.91180091,24.1722014571,0.00317015486523,5.92111302076,0.0,5.7331797127e+13,0.00996749387384,485.27674289,4833.34916055,0.14523508718,5.92421891216,-1.64257762097e-16,31.6798765094
268,4911.29731144,0.959083269751,0.0233783375517,-0.0233783375517,0.00394298800192,209,4987.33496723,26.4158024457,0.00391805031815,5.92923975613,0.0,5.69417942497e+13,0.00996556385078,485.171376251,4825.58486185,0.130330929407,5.93318274413,1.85582543485e-17,31.6730507085
269,4911.85353411,0.958825693152,0.0232699370238,-0.0232699370238,0.00303457132429,209,4977.66512761,25.9893079025,0.00319289767225,5.92677485746,0.0,5.65931571266e+13,0.00996507646393,485.42260458,4819.71336546,0.133244178247,5.92980942878,1.67105032629e-16,31.666909195
270,4907.43394014,0.95864216709,0.0229895298634,-0.0229895298634,0.00444071089974,209,4966.67090039,27.634721977,0.00471005391037,5.90759837529,0.0,5.634726944e+13,0.00997259535911,484.862266283,4814.4037712,0.16286763766,5.91203908619,-1.41815320784e-16,31.6625548981
271,4915.09136998,0.958663210756,0.0231669109386,-0.0231669109386,0.00396948492022,209,4976.95472181,24.585994126,0.00422525408663,5.90412448821,0.0,5.63765296402e+13,0.00998903525886,485.772383587,4849.09401936,0.171756281445,5.90809397313,8.86861025872e-17,31.6630740467
272,4908.36920398,0.958512435155,0.0230784731349,-0.0230784731349,0.00451802877248,209,4985.28483592,26.7788744053,0.00451395581622,5.90848806086,0.0,5.61676308436e+13,0.00995533427124,485.509094181,4820.94634723,0.159192097897,5.91300608963,2.00719823537e-16,31.6593617433
273,4913.33032759,0.95838798025,0.0233161268573,-0.0233161268573,0.00485381187407,209,4977.55534932,25.8337912974,0.00494319676081,5.911873164,0.0,5.59992461493e+13,0.00995608802741,485.728513851,4830.33212509,0.158970433911,5.91672697588,2.01433765999e-17,31.656359345
274,4913.33373442,0.958046849571,0.0235702791946,-0.0235702791946,0.0057555462409,209,5001.27303577,28.2126168393,0.00596364878175,5.92692068418,0.0,5.55427296644e+13,0.00997916507468,486.102442165,4839.83850881,0.132624937975,5.93267623043,4.94320161624e-17,31.6481737443
275,4914.75164819,0.958062383985,0.0232459557075,-0.0232459557075,0.00649019068693,209,4982.86059508,25.0797065708,0.00693090478456,5.91666124833,0.0,5.55646437993e+13,0.00998766167426,486.052007212,4848.15282372,0.151732081337,5.92315143902,-1.22266896235e-16,31.648568212
276,4915.75432399,0.957450697467,0.0231298438149,-0.0231298438149,0.00232026880862,209,5003.59652385,25.8770512217,0.00236514206776,5.91582559489,0.0,5.4753702617e+13,0.00998269649519,486.002622932,4841.64155896,0.158201038195,5.9181458637,8.15764255721e-17,31.63386611
277,4919.13170427,0.957069936331,0.0232827458985,-0.0232827458985,0.00284420122835,209,4989.60395359,24.141636354,0.00283397041822,5.91214572798,0.0,5.42537293678e+13,0.00995685521992,485.969029446,4860.74832217,0.160832660877,5.91498992921,-1.87469391419e-16,31.6246928501
278,4921.06794007,0.957101553007,0.0233136396164,-0.0233136396164,0.00245610852097,209,4988.24175542,25.8856074239,0.0028071699921,5.91426965321,0.0,5.42984352782e+13,0.00997201434936,486.472522703,4841.92914013,0.160630853233,5.91672576173,-3.92039404661e-16,31.6255165262
279,4920.36587064,0.957116174075,0.0234695546631,-0.0234695546631,0.00315930378834,209,4982.48222018,24.6509945965,0.00295921377276,5.9235073717,0.0,5.43138842963e+13,0.00996883551998,486.143861865,4839.06073974,0.143537966435,5.92666667549,-2.64145961882e-16,31.6258010062
280,4919.69820628,0.956853577801,0.0231805548503,-0.0231805548503,0.00394569231374,209,5003.03474655,27.2295216961,0.00405901061165,5.91495287086,0.0,5.39716596623e+13,0.00995890475174,486.343282804,4829.88762604,0.155174373697,5.91889856318,2.73760811999e-16,31.6194802037
281,4922.41545481,0.956553680483,0.0232165212278,-0.0232165212278,0.00457334057363,209,4979.11653226,25.5642366955,0.00426150816969,5.90470402091,0.0,5.35849944534e+13,0.0099607668877,486.460328089,4855.79580149,0.171366736293,5.90927736149,-5.146760211e-17,31.6122901906
282,4924.96703475,0.956747347686,0.0234600352477,-0.0234600352477,0.00407501316253,209,4997.01391317,24.6225541162,0.00398749691263,5.91927039859,0.0,5.38358333545e+13,0.00996034191962,486.946380591,4863.77931377,0.152533485892,5.92334541175,-5.66033132115e-16,31.6169604089
283,4920.94837819,0.956585030709,0.0231699573872,-0.0231699573872,0.00413472827669,209,4981.20267516,23.7040891756,0.00444965505017,5.92249981588,0.0,5.36245387075e+13,0.00999790428761,486.379337627,4870.20716342,0.143235405418,5.92663454416,6.59674335359e-17,31.6130278909
284,4923.26191258,0.956438503462,0.0188552822227,-0.0188552822227,0.00841403272493,209,4996.7047644,24.6640292269,0.00885274632773,5.93033612774,0.0,5.34354996148e+13,0.00640269608889,486.239564222,4860.87489958,0.121961332734,5.93875016047,-7.98383156503e-17,31.6094964278
285,4923.05047409,0.956361224189,0.0232547310362,-0.0232547310362,0.00571904293747,209,4994.10795286,22.9045377245,0.00607933007989,5.92140518612,0.0,5.33367947777e+13,0.00994182219996,486.783299357,4869.15263986,0.1443323604,5.92712422906,-1.14660009292e-16,31.6076475425
286,4922.98365608,0.956389485887,0.0234385348232,-0.0234385348232,0.0027246118562,209,4984.50801632,24.6622686829,0.00284594875852,5.92329971789,0.0,5.33725755545e+13,0.00997187532138,486.528595538,4851.94301799,0.14723290313,5.92602432975,-9.51030854281e-17,31.6083181636
287,4924.69077245,0.956211885876,0.0232595884308,-0.0232595884308,0.00416513448202,209,4995.56032575,25.2823030096,0.00430056074796,5.9081954368,0.0,5.31463752996e+13,0.00996066252391,485.97294578,4850.57607434,0.167210641375,5.91236057128,-5.70261541338e-17,31.6040710208
288,4927.87536063,0.956009667037,0.0228450954759,-0.0228450954759,0.00417966819253,209,4992.58208485,25.2027301675,0.00418606653537,5.93238870572,0.0,5.28859690109e+13,0.00995980738714,486.983438234,4868.9239835,0.128911442969,5.93656837391,9.42829015286e-17,31.5991591835
289,4928.41488503,0.955764041681,0.0230577433159,-0.0230577433159,0.00322060327286,209,5002.19178292,24.5919824096,0.00351531517924,5.91969477186,0.0,5.25750777699e+13,0.00998578998324,486.964555182,4865.66818006,0.15365629559,5.92291537513,-2.39415079999e-16,31.5932633167
290,4927.65886095,0.95581259876,0.0230736949223,-0.0230736949223,0.00311458994377,209,5008.65877596,24.9814772061,0.00308189880334,5.91169047167,0.0,5.26382226734e+13,0.00997628873833,486.808622386,4862.13344839,0.164088749424,5.91480506161,-1.3743392389e-17,31.5944636386
291,4929.24979025,0.955462660094,0.0232788655195,-0.0232788655195,0.00602353119512,209,5001.46766799,25.9156537631,0.00606303091572,5.93491673434,0.0,5.21979571821e+13,0.00997495039159,487.581187476,4846.88006303,0.124395984589,5.94094026553,-1.93911872205e-16,31.5860644756
292,4927.90954501,0.955086516838,0.0187655890458,-0.0187655890458,0.00290513452051,209,5013.45752789,27.0327677634,0.00348510707585,5.93820452825,0.0,5.17269273254e+13,0.00640415069293,486.993658605,4835.43067423,0.117653822303,5.94110966277,3.25736248182e-17,31.5769995999
293,4926.95508942,0.954956707036,0.023517179811,-0.023517179811,0.00339572731531,209,5002.80827244,23.7498826048,0.00425012174046,5.91671615882,0.0,5.15644759139e+13,0.00997025545293,487.417966906,4817.67364837,0.156085184377,5.92011188614,-1.1186373465e-16,31.5738541
294,4927.73102303,0.95491123648,0.023125660212,-0.023125660212,0.00520355289647,208,4989.26074866,26.960520889,0.00563905242499,5.90949743264,0.0,5.15062696008e+13,0.00997052280138,486.890596204,4797.47600913,0.164373352793,5.91470098554,-5.68135282409e-17,31.572724656
295,4928.57845383,0.954762258724,0.0230742978737,-0.0230742978737,0.00548861461862,209,5004.91409739,25.6907412804,0.00595372761147,5.91902847093,0.0,5.131966268e+13,0.00996795424529,486.517739859,4845.73412788,0.149201499477,5.92451708554,-5.95759486401e-17,31.5690950828
296,4931.91191989,0.954624572811,0.0233069950465,-0.0233069950465,0.00465279902344,209,4999.15983722,26.7987377011,0.00467337033322,5.92736499864,0.0,5.11484496429e+13,0.00999930197659,487.415782316,4855.51258908,0.13517452958,5.93201779766,1.24565960949e-16,31.5657532979
297,4931.09959737,0.954465987532,0.0233572468798,-0.0233572468798,0.00448058854958,209,4990.05451552,23.5822344252,0.00496995472112,5.93963955836,0.0,5.09527554778e+13,0.00996803781125,487.156413391,4847.45404545,0.117851085448,5.94412014691,-3.66107994532e-17,31.5619199561
298,4935.13376958,0.954233037013,0.0230200654374,-0.0230200654374,0.00458400067183,209,5001.71819873,25.8267349692,0.00478338315351,5.92911830522,0.0,5.06700333871e+13,0.00999415427076,488.289188524,4842.83605364,0.135287236953,5.93370230589,-4.55180815953e-17,31.5563557943
299,4933.52565102,0.954099044354,0.0233149615111,-0.0233149615111,0.00501195186896,209,4987.63269517,23.405423692,0.00516081861175,5.91347949941,0.0,5.0504524322e+13,0.00999016062696,487.392428786,4822.11224246,0.161949414344,5.91849145128,-6.17050270529e-17,31.5530840387
300,4934.3541147,0.95385500072,0.0229416972722,-0.0229416972722,0.00510544686407,209,5009.94961781,26.3574132282,0.00493347141077,5.93272527586,0.0,5.02069558168e+13,0.00995252312001,487.906964362,4869.05098272,0.126324829997,5.93783072273,-3.88418696462e-17,31.5471746951
301,4933.35119244,0.954016398346,0.023199555717,-0.023199555717,0.00381036366405,209,5006.61054081,24.6193230338,0.00389129777281,5.93134505674,0.0,5.03990832965e+13,0.00997473182379,487.559026979,4867.54228415,0.134360031549,5.9351554204,-2.97008563411e-17,31.5509941023
302,4937.2603598,0.953828236733,0.0233232721094,-0.0233232721094,0.00785379233945,209,5004.24734856,25.2557615596,0.00772919514141,5.93156413544,0.0,5.01717519633e+13,0.0099790748829,487.332279669,4861.12274064,0.12571117077,5.93941792778,8.71434769109e-17,31.5464732744
303,4936.87179335,0.953595407365,0.0236760356437,-0.0236760356437,0.00681421711596,209,5034.65918277,25.237903857,0.00714749636045,5.93556814511,0.0,4.98883107332e+13,0.0099909074444,487.286624713,4877.17855582,0.120088756251,5.94238236223,-4.39384838986e-16,31.5408078374
304,4935.63076272,0.953304017314,0.0232342262961,-0.0232342262961,0.00610931142984,209,4992.81499745,23.6365635995,0.00584347546462,5.93936598189,0.0,4.95439868086e+13,0.00997975419327,487.93625586,4877.84333554,0.117062128404,5.94547529332,-7.13220019992e-17,31.5338820133
305,4939.55036607,0.953106599499,0.0230897420867,-0.0230897420867,0.00274529417714,209,5002.73406429,23.0376302367,0.00303019137399,5.92174402081,0.0,4.93059093265e+13,0.00995493502742,488.225850267,4877.36717999,0.154085882154,5.92448931499,3.70612631493e-17,31.5290650544
306,4935.92095127,0.953062143948,0.0233265605459,-0.0233265605459,0.00590904874247,209,4995.40850094,25.082443076,0.00602453807377,5.9177009837,0.0,4.92523560772e+13,0.00995537644285,487.629027101,4863.78184002,0.157394639087,5.92361003244,1.07284728682e-16,31.5279783215
307,4939.84187935,0.952931366572,0.0230909212413,-0.0230909212413,0.00397086696787,209,5002.8439907,26.7251363895,0.0041780632281,5.92348095753,0.0,4.90963456177e+13,0.00997241358905,487.891487206,4852.41973286,0.149352708114,5.9274518245,2.36166216833e-16,31.5248057206
308,4940.59775191,0.952946920091,0.0235445948886,-0.0235445948886,0.00558476200875,209,5000.83534575,24.7155855484,0.00547146148967,5.92026894735,0.0,4.91148981878e+13,0.00998957849068,487.717269339,4874.67945812,0.150886535984,5.92585370935,3.80301850617e-17,31.5251835301
