LossAfter,MeanKLBefore,vf_LossAfter,Perplexity,AverageDiscountedReturn,MeanKL,Entropy,NumTrajs,MaxReturn,ExplainedVariance,dLoss,vf_dLoss,StdReturn,vf_MeanKL,MinReturn,AveragePolicyStd,vf_LossBefore,AverageReturn,Iteration,LossBefore
-0.0457702005009,0.0,728.641992841,1.37162550392e+14,163.336928409,0.00998298298476,32.5521878376,4521,546.077752342,-0.00168383043076,0.0457702005009,166.119416872,78.5610612951,0.00991150960183,-502.661819098,0.996389237808,894.761409713,166.821437641,16,1.75775522297e-18
-0.0444987652882,0.0,581.576739821,1.35972675367e+14,166.650981627,0.00996874070431,32.5434750651,4577,516.336521285,-0.00260457367467,0.0444987652882,100.914607815,72.298994303,0.00611593231309,-555.191171334,0.99601358382,682.491347636,170.713998437,17,7.93975127868e-17
-0.0366932392811,0.0,537.594610267,1.34512029799e+14,168.997155998,0.00641016236545,32.5326747519,4604,459.450953524,-0.0022372965417,0.0366932392811,84.9607166483,73.6915613764,0.00517000384336,-604.954889863,0.995547067906,622.555326915,173.268220718,18,3.68327837006e-17
-0.0360423718057,0.0,433.570692326,1.3268849454e+14,172.175465364,0.00640363771662,32.5190253507,4685,455.643698433,-0.00271901452582,0.0360423718057,53.4902977352,66.4447101693,0.00328971265359,-379.87303257,0.994958586939,487.060990061,177.009994682,19,-3.42574752038e-17
-0.0451852511505,0.0,362.219072234,1.31274527293e+14,173.256300287,0.00999122373335,32.5083118746,4641,500.715284262,-0.00269725429311,0.0451852511505,81.2206460902,65.9597482795,0.00969266780362,-396.59421655,0.994496892622,443.439718324,178.131298892,20,2.07403887587e-16
-0.0363500469145,0.0,320.424781742,1.29831832464e+14,177.041760016,0.00640765445825,32.4972611325,4706,482.262618326,-0.00239827926459,0.0363500469145,61.8082173256,65.4907646792,0.00744657926702,-810.688956519,0.994023235874,382.232999067,182.345957023,21,-1.32753583618e-16
-0.0446702367229,0.0,273.969603201,1.28662355881e+14,177.679048416,0.0099961156269,32.4882126926,4639,491.95320272,-0.00206539842506,0.0446702367229,43.7635280166,65.8184393779,0.00532242449809,-614.58644684,0.993634338206,317.733131218,182.962343756,22,-1.63373562621e-16
-0.0444653078057,0.0,227.293592473,1.26522520562e+14,179.437104359,0.00996029412384,32.4714414364,4670,446.881659261,-0.00274264786059,0.0444653078057,29.1723960481,62.1681059025,0.00358099430896,-431.652711279,0.992913097681,256.465988521,185.128954153,23,4.43744021522e-17
-0.0351245279915,0.0,218.285394896,1.25644177309e+14,182.233384801,0.00640387139282,32.4644750383,4716,501.185027661,-0.00276605306302,0.0351245279915,26.7196324737,63.6490531638,0.00328554066683,-509.711461796,0.992616309026,245.00502737,188.235800413,24,1.20931408956e-16
-0.0446763834689,0.0,173.178753804,1.23974215859e+14,183.355387184,0.00998509937447,32.4510947233,4687,453.234845794,-0.00284784806333,0.0446763834689,35.9881438523,60.0231304593,0.00862317067376,-441.551938526,0.992042821436,209.166897656,189.524854083,25,2.03810554651e-16
-0.0438868396725,0.0,152.277989447,1.22957096873e+14,184.592920048,0.00995702467821,32.4428566045,4624,561.122404034,-0.002038631157,0.0438868396725,26.9450000518,62.5572607934,0.00651246906432,-352.033489443,0.991688688196,179.222989499,190.785618273,26,-2.1458505505e-16
-0.0355532965225,0.0,136.517582294,1.20500642601e+14,188.839765603,0.00642185848647,32.4226762016,4558,585.636621863,-0.00204599642291,0.0355532965225,21.2250008405,62.7659194777,0.00518272356338,-598.009109782,0.990824637235,157.742583135,195.530188631,27,1.86287307239e-16
-0.0437412873525,0.0,121.374739586,1.19257270497e+14,188.667695842,0.00997695645984,32.4123042124,4558,462.53760844,-0.00163435442093,0.0437412873525,16.3125684839,61.75311407,0.00399730280083,-395.001326633,0.990379855226,137.68730807,195.23191873,28,-7.91383155458e-17
-0.0371880575902,0.0,113.936835095,1.18174580081e+14,191.552492242,0.00640352598758,32.4031841392,4490,1361.74810043,-0.000909155257698,0.0371880575902,14.1843727736,64.5086078905,0.00348621888771,-416.99968874,0.989988351463,128.121207868,198.521008953,29,-1.84350876603e-16
-0.0439850683077,0.0,90.7659618004,1.16707858287e+14,192.012664835,0.00995681325026,32.3906949905,4491,546.118116597,-0.000971321593706,0.0439850683077,19.0853475656,62.7927377364,0.00911070532437,-249.382496986,0.989455286696,109.851309366,198.963960534,30,-6.48165271228e-17
-0.0434376383766,0.0,78.5011387093,1.15363807559e+14,194.097526727,0.0099784771456,32.3791117948,4466,483.198031954,4.22462626406e-05,0.0434376383766,13.6701247976,63.4499148374,0.00660010897861,-292.011634973,0.988962866077,92.1712635069,201.31175941,31,2.41388427784e-16
-0.0151810158458,0.0,337.41313617,1.13608576076e+14,191.924795424,0.00993103374849,32.363780113,4426,620.907245283,0.000126048085568,0.0151810158458,68.7705367736,292.852506914,0.00825159631913,-18833.4464652,0.98830730833,406.183672943,199.008218086,32,-3.61539845949e-17
-0.0351596897671,0.0,61.9718702797,1.13256857369e+14,196.458304214,0.00640737912627,32.3606794292,4421,571.350246575,0.00138816855376,0.0351596897671,7.96541670946,67.8385602758,0.00390596712855,-1061.51343136,0.988173352905,69.9372869891,203.795118042,33,-2.00966409544e-16
-0.0437919888821,0.0,56.5590825039,1.11784325028e+14,200.241513004,0.00999656107626,32.3475924613,4325,1124.86977098,0.0018252394225,0.0437919888821,6.46212383856,66.8845885327,0.00318191858085,-470.260688623,0.987615846187,63.0212063425,208.175625823,34,1.67371495723e-16
-0.041239935833,0.0,57.3147531433,1.10099107665e+14,200.004090919,0.0064036572575,32.3324020549,4330,2073.15243552,0.00212051560913,0.041239935833,6.6210679155,70.8023620435,0.00325355810806,-710.24040644,0.986971936373,63.9358210588,207.855818277,35,3.58678581917e-17
-0.0358098572422,0.0,42.7445402774,1.09357363096e+14,199.58836365,0.00640355531066,32.3256421959,4361,1088.49696646,0.00318840504176,0.0358098572422,7.44025744279,64.589548423,0.0071656860519,-311.215095972,0.986685674167,50.1847977202,207.332764018,36,-9.73862358645e-17
-0.0352995504993,0.0,37.5507096224,1.08743499032e+14,202.219450638,0.0064055646988,32.3200130051,4270,718.432974811,0.00502376025871,0.0352995504993,5.44567475787,65.6112389736,0.00530528342075,-461.033938486,0.986455001453,42.9963843802,210.25136633,37,1.09341522018e-16
-0.0433106902352,0.0,33.4488882157,1.07594145594e+14,202.844789499,0.00996415693977,32.3093873532,4222,517.218309566,0.00647108756363,0.0433106902352,4.0967917739,66.3432190208,0.00401191286334,-284.028864065,0.986004325646,37.5456799896,211.063504187,38,5.00217188564e-17
-0.0437262935812,0.0,31.7077703266,1.06526196064e+14,204.097358268,0.0099854208169,32.2994120433,4191,516.604249603,0.00765519984338,0.0437262935812,3.57138537623,66.9488782557,0.00350125404539,-716.640987415,0.985583078663,35.2791557028,212.075436666,39,5.51651943921e-17
-0.0436543678052,0.0,26.3556801055,1.05898372053e+14,206.676960597,0.00998148201848,32.2935009959,4149,642.982863976,0.00955051980629,0.0436543678052,5.00820737683,66.8177294054,0.00951966438343,-862.193301738,0.985337531106,31.3638874823,215.041699459,40,2.04596597847e-16
-0.0351986484398,0.0,22.5657456579,1.0504870042e+14,209.080262414,0.00642159912927,32.2854451721,4110,623.01590113,0.0127961051714,0.0351986484398,3.3321734889,65.2512085106,0.00645945402491,-263.664771602,0.984997170046,25.8979191468,217.996877282,41,3.04593004294e-16
-0.0431875232294,0.0,20.3435943023,1.03625116708e+14,208.694528621,0.00997542005654,32.2718008556,4090,619.081537111,0.0156281696447,0.0431875232294,2.48829883838,66.8454340682,0.00484183529703,-338.848552765,0.984420010525,22.8318931407,217.326026739,42,-4.79389312964e-17
-0.0352005369512,0.0,19.1574974104,1.01861975727e+14,210.268506396,0.00641304546556,32.2546398337,4004,632.0163728,0.0174694226736,0.0352005369512,2.10179089618,68.9733486526,0.00412960813242,-1014.12041663,0.983692430888,21.2592883066,218.934896605,43,1.39491830073e-17
-0.0447927356731,0.0,17.2633672185,1.00715742551e+14,212.581766002,0.00997893486336,32.2433232346,4003,797.631124802,0.0219120263338,0.0447927356731,1.56825499352,65.3999235958,0.00310253788447,-169.470144401,0.983212619544,18.8316222121,221.629482194,44,7.53990133395e-17
-0.0354043279922,0.0,15.1467704174,9.91124781059e+13,213.514085603,0.0064056102661,32.2272764636,3954,667.063299327,0.0244109077591,0.0354043279922,2.32567865725,66.292293853,0.00885168132862,-312.283414752,0.982527220234,17.4724490747,222.393799804,45,5.11562281707e-18
-0.0323883525264,0.0,141.932336565,9.82540057431e+13,213.398980513,0.00985829886774,32.2185771368,3903,1185.17045526,0.0016853375022,0.0323883525264,22.4281984703,254.642615491,0.0054475401134,-15049.3531928,0.982165393425,164.360535035,219.787087688,46,5.1157264881e-17
-0.0257694838135,0.0,19.4793726209,9.82387311323e+13,214.199731978,0.00997318439023,32.2184216642,3800,1029.12499554,0.0126583526205,0.0257694838135,2.06775725129,166.040714676,0.00406197035433,-9032.33191116,0.982158683326,21.5471298721,223.412509457,47,-4.05896439559e-17
-0.0532505312833,0.0,12.58913628,9.70590145871e+13,216.779431328,0.00997617437881,32.2063403072,3864,2131.9505386,0.0277363157404,0.0532505312833,1.22466718321,76.9259225989,0.00478667730598,-267.715148133,0.981649427766,13.8138034633,226.729104135,48,1.5305234811e-16
-0.0439866959549,0.0,10.1424947477,9.58881114241e+13,217.057738724,0.00997745058835,32.1942031217,3859,542.930685328,0.0439670087489,0.0439866959549,1.24204042399,66.9378173545,0.0094848272877,-110.50358946,0.981141414674,11.3845351717,226.637632063,49,-3.86664643763e-17
-0.047233549693,0.0,10.0448866132,9.38795716575e+13,221.848094327,0.00999301040346,32.1730339242,3708,1327.09693173,0.0451747353558,0.047233549693,1.13394053067,76.5312096405,0.00868826353199,-234.480767031,0.980249527059,11.1788271439,232.585408028,50,5.80711288225e-17
-0.0453173764427,0.0,9.01692465416,9.27336189958e+13,221.043457,0.00999374252119,32.1607521872,3718,950.447407032,0.0612326627847,0.0453173764427,0.680917186751,72.1476866758,0.00525442052096,-593.937623327,0.97973502316,9.69784184091,231.123935281,51,-1.95680820211e-18
-0.0450368517349,0.0,8.37599394693,9.04291471188e+13,223.563019203,0.00999914779084,32.1355877552,3681,723.750515829,0.0809819042077,0.0450368517349,0.468535448717,71.2032404556,0.00363844221529,-550.586500186,0.978673707279,8.84452939564,233.875437365,52,-2.9341197176e-16
-0.0363915574948,0.0,7.70215323871,8.94658618674e+13,223.012906981,0.00641644410204,32.1248782368,3660,929.867492572,0.0946198310501,0.0363915574948,0.628173317492,70.940663739,0.00940469588666,-172.334551485,0.978232189573,8.3303265562,233.362176535,53,1.64307522987e-16
-0.0518564415307,0.0,8.78510751663,8.80878006322e+13,226.224918181,0.00997426848552,32.1093551675,3562,2410.31864046,0.0643500840194,0.0518564415307,0.512771211366,90.2388462395,0.00400955287914,-852.919374564,0.977581705149,9.29787872799,237.20874924,54,7.67891517381e-17
-0.0622949436504,0.0,7.9034401236,8.70626763865e+13,228.524753437,0.00999944305925,32.0976493934,3493,3117.84184592,0.0770811721134,0.0622949436504,0.603078971034,89.5143568041,0.00904099716823,-147.973877379,0.977087574823,8.50651909464,240.089292747,55,-1.47282521477e-16
-0.0440900515319,0.0,6.8457146445,8.62278297411e+13,227.244691762,0.00997585137697,32.0880140923,3579,717.664689237,0.148651833985,0.0440900515319,0.228190405515,70.9828849552,0.003556167321,-333.717994418,0.976683879826,7.07390505002,237.880189865,56,-5.65088609194e-17
-0.0382451275987,0.0,7.06095822643,8.56963947633e+13,230.585068541,0.00640255982747,32.0818318725,3450,1568.15096657,0.128437138982,0.0382451275987,0.254630028056,83.30315095,0.003963292388,-522.035535697,0.976433106993,7.31558825449,242.128032077,57,-3.71401327766e-17
-0.0362564497359,0.0,6.41199890121,8.47772109127e+13,231.940512854,0.00640858763546,32.0710478834,3492,678.656955729,0.198853268252,0.0362564497359,0.232097600793,70.6497146551,0.00690090849243,-129.914146936,0.975985490081,6.644096502,243.265841598,58,-9.47040173268e-17
-0.036933438352,0.0,6.40394892711,8.31703616584e+13,234.0826194,0.00641316326227,32.0519121702,3376,1034.17861979,0.207322228565,0.036933438352,0.193966586524,78.1214777259,0.00592035537942,-502.511571354,0.975186988786,6.59791551364,245.581255961,59,-2.55122985812e-17
-0.0470126237332,0.0,6.32134772961,8.19896982079e+13,233.137254558,0.00997995038524,32.0376147237,3424,1331.91990301,0.225470509701,0.0470126237332,0.140384745338,78.80830847,0.00425163491562,-510.111739144,0.97458368458,6.46173247494,244.85820271,60,1.8211494821e-16
-0.0477195369369,0.0,6.21805353755,8.08315306682e+13,237.203459694,0.009988032067,32.0233882364,3356,1234.55340856,0.259825771702,0.0477195369369,0.104602130688,78.3177512546,0.00321957827814,-541.893808489,0.973992668279,6.32265566824,249.249768477,61,4.58422210494e-17
-0.0445181349525,0.0,6.37626752169,7.99320378194e+13,239.47094153,0.00640641706339,32.0121978623,3245,2418.55976403,0.217990901009,0.0445181349525,0.114939798019,88.4343356001,0.00350834761052,-140.096479369,0.973537734194,6.4912073197,252.597265977,62,1.98420156024e-16
-0.0383133916555,0.0,5.96919850555,7.92551107929e+13,240.291559426,0.00640262026212,32.0036930161,3268,1391.55865666,0.333812988568,0.0383133916555,0.099327775861,76.796114355,0.00591922404987,-130.075150229,0.973184950244,6.06852628141,252.983784139,63,6.58000945228e-17
-0.0561494843312,0.0,6.14013963261,7.73394125911e+13,241.709888866,0.00999186861293,31.9792248069,3216,2262.72213901,0.273528041713,0.0561494843312,0.0994823011044,88.6928190333,0.00577860279718,-346.338430507,0.97215317132,6.23962193371,255.24335384,64,3.39850644869e-18
-0.044645749879,0.0,6.68377755999,7.63343386101e+13,243.100201956,0.00641246114536,31.9661440003,3100,2892.58206954,0.160406739503,0.044645749879,0.129279012363,117.535205094,0.00390483182307,-741.148720118,0.971614149604,6.81305657235,258.143926045,65,-1.88415002862e-16
-0.054307551529,0.0,6.13351285078,7.52664457467e+13,243.052783497,0.00998830416622,31.9520555438,3098,2153.89557483,0.27233140103,0.054307551529,0.0922196368094,91.3371563635,0.00999559428962,-422.561897438,0.971018165029,6.22573248759,256.314532792,66,4.6229259575e-17
-0.0555918747072,0.0,6.16944865136,7.46866291182e+13,244.240208162,0.00999447715493,31.9443221976,3084,2415.10141334,0.267101563079,0.0555918747072,0.0636388165581,100.84737385,0.00712426717624,-794.746506585,0.970703522794,6.23308746792,257.958756601,67,2.0555101423e-16
-0.0439626892887,0.0,6.06822289089,7.3424351866e+13,246.843811171,0.00641581399862,31.9272767658,3087,1943.16605519,0.290561641926,0.0439626892887,0.0458893150386,98.3085592599,0.00547405654115,-212.917127995,0.969989825177,6.11411220593,262.023276378,68,-4.70192346133e-17
-0.0557161305226,0.0,6.11410577097,7.22741966974e+13,246.141622486,0.00994195368117,31.9114882892,3066,2211.28852237,0.28073936835,0.0557161305226,0.0457934518363,105.455489349,0.00961557824305,-1300.89153872,0.969328030052,6.1598992228,260.938120656,69,2.03915758766e-16
-0.0621990513112,0.0,6.17687571825,7.22278667265e+13,249.200463823,0.00999720716978,31.9108470531,3076,3094.45830455,0.263447799913,0.0621990513112,0.0468768490618,112.532536161,0.00898784465896,-370.819947765,0.969318359462,6.22375256731,265.114698607,70,1.57771096848e-16
-0.0350467006549,0.0,6.73370986661,7.13857401551e+13,250.41021549,0.00640944848357,31.8991192476,3040,2246.86544404,0.163487275826,0.0350467006549,0.108184310193,136.872554624,0.00624366167117,-4136.04499906,0.968837344225,6.8418941768,266.216897178,71,-2.57578911867e-16
-0.0523958119931,0.0,5.92573417781,7.09897850856e+13,250.076850234,0.00998518144565,31.8935571106,3030,1575.82883414,0.403409526146,0.0523958119931,0.027626447418,90.4617938173,0.00337175722528,-315.918771905,0.968609516239,5.95336062523,265.016241244,72,6.16544943586e-18
-0.0421872755075,0.0,6.02458463131,6.96382412529e+13,251.49710811,0.0064134958455,31.8743349757,2884,1936.93479272,0.327295674654,0.0421872755075,0.021337035938,104.055591477,0.00733850635076,-247.200667328,0.967803818162,6.04592166725,267.875007345,73,-1.20500973638e-16
-0.0550561212721,0.0,6.15881061366,6.91180787633e+13,251.899190706,0.00997804064913,31.8668374444,2890,1961.82482383,0.275102396412,0.0550561212721,0.0207721712059,112.243833147,0.00870182324134,-824.704401471,0.967492152194,6.17958278486,268.116343022,74,6.42610566416e-17
-0.0437238457187,0.0,6.10348555999,6.90143357425e+13,255.41231701,0.00640269324576,31.8653353633,2848,1921.48853032,0.296439042534,0.0437238457187,0.015322690618,113.194142347,0.00750221687946,-227.041006878,0.967433524204,6.11880825061,272.673553108,75,-2.91524790626e-16
-0.0530714025271,0.0,5.99873388018,6.85367385658e+13,255.660517553,0.0099830593149,31.8583910469,2855,1691.49158784,0.365484646943,0.0530714025271,0.0201049367352,101.68686031,0.00731402301448,-700.586270141,0.967158204204,6.01883881691,271.80261485,76,-2.51914564746e-16
-0.0386006804843,0.0,6.97233020306,6.75140803263e+13,254.682206865,0.00998486025167,31.8433572895,2776,1868.76879956,0.136257372542,0.0386006804843,0.122695260689,137.993558385,0.00372669940816,-4184.62449311,0.966538171387,7.09502546375,269.835150915,77,-7.63431676678e-17
-0.030260232597,0.0,23.3854192834,6.70478542712e+13,255.864613956,0.00990062635235,31.8364277232,2806,2704.30228898,0.0064502007009,0.030260232597,2.83007900348,437.909576637,0.00548815713494,-22017.2983805,0.966248381066,26.2154982869,267.857652501,78,-2.33016130245e-16
-0.0500445301881,0.0,6.27076664922,6.72035168562e+13,258.131607281,0.006404937668,31.8387466963,2796,2869.56508955,0.245854290408,0.0500445301881,0.0189926902539,122.511121396,0.00837354439084,-332.307706664,0.966347203102,6.28975933947,276.082925048,79,-5.02919178814e-17
-0.062044363025,0.0,6.29866061281,6.65726331728e+13,258.903815844,0.00999194076652,31.8293146957,2768,3072.73157731,0.253398640481,0.062044363025,0.0206388819153,130.260892115,0.00631618826349,-423.351781216,0.965949528857,6.31929949473,278.009561234,80,-1.0193476094e-16
-0.0568850083402,0.0,6.29083717,6.60564132435e+13,261.812838647,0.00998771310553,31.821530239,2716,2837.6872594,0.247993255722,0.0568850083402,0.0206028185263,125.316536606,0.00953875669164,-520.833621175,0.965632182904,6.31143998853,279.984838958,81,2.21559897692e-17
-0.0577283161704,0.0,6.18639223904,6.5481234414e+13,261.987024721,0.00999242592955,31.81278472,2740,2201.16124021,0.290060305155,0.0577283161704,0.0189324891247,124.073693911,0.00669374849679,-267.485232758,0.965272457202,6.20532472817,281.29119209,82,2.32403153048e-16
-0.0548407166882,0.0,6.26961464526,6.49911543743e+13,264.270845227,0.00997599676297,31.80527229,2675,2313.72619828,0.257716754215,0.0548407166882,0.0136806220727,132.220553175,0.00790570036464,-418.311365448,0.964973530959,6.28329526733,284.298626649,83,1.56386360766e-16
-0.0571631195291,0.0,6.35498839129,6.45857739412e+13,265.282001326,0.009988113912,31.7990152848,2604,3144.98764867,0.253431828126,0.0571631195291,0.0226374352183,147.623192751,0.00588817233337,-84.7590696725,0.964732470974,6.37762582651,286.675630111,84,-8.90183154914e-17
-0.0411187745595,0.0,6.29115481609,6.40468073082e+13,264.573754462,0.0064044132086,31.7906352962,2594,1840.18060578,0.269103286557,0.0411187745595,0.0121871607847,142.792270363,0.00950881840193,-843.390939142,0.964400290881,6.30334197687,286.034174862,85,1.84358215655e-18
-0.0385592438538,0.0,6.38253593751,6.33372315222e+13,265.673670484,0.00640924308742,31.7794944479,2602,2126.02324186,0.205560800639,0.0385592438538,0.0257218721908,138.053664556,0.00648252618131,-2286.84181427,0.963942331527,6.40825780971,285.039652984,86,-1.24285304104e-16
-0.0463691084009,0.0,6.57237072159,6.25326456675e+13,265.330164389,0.00640968618609,31.766709867,2538,4186.04469124,0.202105667033,0.0463691084009,0.057793457505,173.04273754,0.00867788187399,-362.629067508,0.963413602534,6.6301641791,289.375638672,87,-4.1734523956e-17
-0.0490471795677,0.0,6.40178183704,6.19177495761e+13,268.123153782,0.00996818804697,31.7568280005,2518,1977.09223854,0.225575186254,0.0490471795677,0.0131074670712,152.374104603,0.00877478752659,-2218.05696417,0.96301026372,6.41488930411,290.572844301,88,-5.53765680463e-17
-0.0564523903787,0.0,6.64134500058,6.15727183061e+13,272.554598471,0.009990338729,31.7512400037,2471,3528.6562395,0.184488511761,0.0564523903787,0.0502489447711,186.686184275,0.00775773576043,-743.902652121,0.96277318005,6.69159394535,298.49367022,89,-8.11226664063e-17
-0.0343179676796,0.0,10.7742235206,6.10866417074e+13,268.157508633,0.00998415741232,31.7433143282,2536,3647.37743813,0.0242533301501,0.0343179676796,0.50448196778,341.114422619,0.00294822500356,-14509.3788773,0.962448867695,11.2787054884,286.412801676,90,-2.19193860464e-16
-0.0537708875147,0.0,6.53992850943,6.10916515735e+13,269.150714463,0.00998524301311,31.7433963373,2469,3431.49178038,0.209859141146,0.0537708875147,0.0115740289283,176.429255467,0.00664525766524,-1445.02824749,0.96245196338,6.55150253835,292.971297232,91,-1.68733301668e-16
-0.054079138696,0.0,6.39611710516,6.0437465589e+13,269.6883438,0.00998950899045,31.7326303198,2471,2916.75890539,0.213175536746,0.054079138696,0.0240629506219,151.179746611,0.0070984576938,-679.618828789,0.962017957656,6.42018005578,292.068661911,92,4.66851104497e-17
-0.0445537767022,0.0,6.58775096424,6.02295845807e+13,273.542247525,0.00640366341265,31.7291847857,2436,3304.4483016,0.227621808107,0.0445537767022,0.0324026882722,188.458806281,0.00835675245291,-243.081129734,0.961878899369,6.62015365252,301.438928243,93,-1.18180191587e-17
-0.0492957865182,0.0,6.70518938552,5.95942476834e+13,274.347980215,0.00999618824726,31.71858017,2396,3410.27168715,0.168556559779,0.0492957865182,0.0340003129543,192.411082411,0.00868797508948,-3184.73866536,0.96143805525,6.73918969848,299.709698556,94,4.43474228409e-17
-0.0449011514256,0.0,6.64412442194,5.89893941578e+13,279.879097726,0.00640206632828,31.7083787836,2268,3778.28241973,0.193589508734,0.0449011514256,0.0173040208335,208.653128106,0.00712408018593,-580.930954249,0.961018238978,6.66142844277,310.574863728,95,-7.88619920297e-17
-0.0566142578877,0.0,6.62222376268,5.87531747962e+13,274.996218953,0.00998237382614,31.7043663066,2402,3412.96875363,0.207753198597,0.0566142578877,0.0147564998224,191.232961194,0.00765787845819,-1083.6055684,0.960861465863,6.6369802625,301.9310001,96,-7.46630438321e-17
-0.056413555575,0.0,6.61177102406,5.82227412822e+13,280.504727519,0.0099985431849,31.695297138,2336,3683.41411086,0.217447967573,0.056413555575,0.0146421890352,202.087099633,0.00926045132882,-12.8328788209,0.960486772575,6.6264132131,310.624073908,97,-1.27788259953e-16
-0.0532924989001,0.0,6.47343338624,5.80536437915e+13,276.627484296,0.00998233690859,31.692388592,2308,3423.48751292,0.250927551758,0.0532924989001,0.0217408968601,175.331500271,0.00630762232749,-215.856286709,0.960379715148,6.4951742831,303.75312825,98,-8.52420414903e-17
-0.0451625790918,0.0,6.70906996657,5.72468657634e+13,275.519065919,0.00996113075524,31.6783940104,2363,2275.38609753,0.177300883513,0.0451625790918,0.0289609071017,189.909291732,0.00726288239507,-3468.26163689,0.959798648034,6.73803087367,301.809845191,99,1.40178358376e-16
