LossBefore,Entropy,vf_dLoss,LossAfter,StdReturn,MinReturn,vf_MeanKL,ExplainedVariance,NumTrajs,vf_LossBefore,dLoss,AveragePolicyStd,Perplexity,MaxReturn,MeanKLBefore,Iteration,AverageDiscountedReturn,vf_LossAfter,MeanKL,AverageReturn
9.1745431029e-16,32.6531399677,42.066185737,-0.0223088302374,40.9689555221,-1479.55060014,0.00957719168409,-0.00318602819089,209,232.444377792,0.0223088302374,1.00076508208,1.51732462032e+14,-1300.43374417,0.0,26,-97.633528409,190.378192055,0.00999274746709,-1387.63963723
8.69267443778e-17,32.6531976545,28.5742700025,-0.017777645489,43.7791558098,-1492.35791807,0.00658883582297,-0.00326322541693,209,188.81453534,0.017777645489,1.00076760876,1.51741215238e+14,-1294.75014891,0.0,27,-97.0969720099,160.240265338,0.00640113137186,-1381.5140663
-1.00042887318e-15,32.6524958727,21.018812754,-0.0225118879945,40.2560780691,-1482.05952958,0.00488038090456,-0.00279042084238,209,160.649404466,0.0225118879945,1.00073719521,1.5163476338e+14,-1284.49839931,0.0,28,-97.7086020241,139.630591712,0.00997602633983,-1384.28121357
-1.09938639797e-17,32.656006377,15.8282295504,-0.02238141221,45.71667255,-1482.29877673,0.00370050797565,-0.00323831993649,209,138.56253562,0.02238141221,1.00088991583,1.52168013303e+14,-1273.12264959,0.0,29,-96.4896744569,122.734306069,0.00997697970367,-1378.05716045
3.57646926428e-16,32.655336484,21.84490828,-0.0220704949262,42.6271163014,-1505.32641156,0.00992226555317,-0.00373332008771,209,120.416705152,0.0220704949262,1.00086080717,1.52066111155e+14,-1266.53001633,0.0,30,-96.8095739502,98.5717968721,0.00999325950449,-1366.14790058
-8.94884379252e-16,32.6562212083,14.9226053688,-0.0175958680787,40.8923657667,-1488.42423034,0.00687062841408,-0.00318855413914,209,98.4030645491,0.0175958680787,1.00089940877,1.52200707266e+14,-1284.69118781,0.0,31,-96.7708899934,83.4804591803,0.00641374739542,-1364.93602905
3.11227917441e-16,32.6562682067,10.7927328106,-0.0223614263708,39.5343592062,-1482.25778148,0.00501101670837,-0.0032638183894,209,83.2396213983,0.0223614263708,1.00090140469,1.52207860632e+14,-1267.88947063,0.0,32,-95.7149857869,72.4468885877,0.009988921614,-1361.79948369
-3.73145427369e-16,32.6590738638,8.12409435244,-0.0220418213582,42.5172473352,-1452.30067212,0.00379835670372,-0.00335755571003,209,72.0490793871,0.0220418213582,1.00102392078,1.52635503317e+14,-1271.55311543,0.0,33,-95.9577012588,63.9249850347,0.00998600856864,-1358.68229648
4.3400052292e-16,32.6632265682,6.2814810686,-0.0222099022867,40.601143587,-1460.0127782,0.00295288281043,-0.00326248784573,209,63.3544377524,0.0222099022867,1.0012050323,1.53270671365e+14,-1276.25029563,0.0,34,-95.8097596682,57.0729566838,0.00999847910029,-1352.58085266
5.75747849184e-16,32.6644126399,9.14388756923,-0.0223188112234,40.8746185925,-1452.81348609,0.00835610801379,-0.00401503736483,209,56.6875174426,0.0223188112234,1.00125688491,1.53452569213e+14,-1252.6657182,0.0,35,-95.6816600279,47.5436298733,0.00996639252225,-1348.02601974
-8.90855703932e-17,32.6653710287,6.42466107228,-0.0222734257626,39.3602545481,-1444.20677663,0.00593532473071,-0.00300771774599,209,47.487671191,0.0222734257626,1.00129869,1.53599706944e+14,-1268.04434446,0.0,36,-94.8487410046,41.0630101187,0.00999813672082,-1346.66421349
-1.84847352735e-16,32.6666695727,4.75581233384,-0.0224367491091,41.574533359,-1470.77720914,0.0044276246328,-0.00354880288202,209,41.0131941552,0.0224367491091,1.00135525816,1.53799292468e+14,-1264.4045832,0.0,37,-95.1853520898,36.2573818214,0.00997657541945,-1345.98805693
6.38205065616e-16,32.6680449204,3.62051247259,-0.0222548987766,42.1508444742,-1447.2381513,0.00338989998429,-0.00379302991329,209,36.0346828034,0.0222548987766,1.00141532146,1.54010965505e+14,-1259.17778296,0.0,38,-94.5585045848,32.4141703308,0.00998313896901,-1341.12151426
-9.17870776726e-16,32.6693970244,5.17601685794,-0.0220614548286,36.8000019452,-1444.68748825,0.0094153213664,-0.00399621984567,209,32.2638619142,0.0220614548286,1.00147419171,1.54219345196e+14,-1272.24825451,0.0,39,-94.5320244737,27.0878450562,0.00999705131581,-1338.16743242
4.51453866316e-16,32.6680921364,3.52844640407,-0.0222480465614,41.59696855,-1449.7345406,0.00649852032815,-0.00441334405214,209,26.9784341922,0.0222480465614,1.00141768075,1.54018237454e+14,-1266.23943299,0.0,40,-94.6261159963,23.4499877882,0.00997214797566,-1335.25524415
-2.97939238406e-16,32.6694706266,2.54650730978,-0.0222055043856,38.6720896243,-1467.26060439,0.00473440581816,-0.00408035723408,209,23.3251792923,0.0222055043856,1.00147767751,1.54230696496e+14,-1248.93924793,0.0,41,-94.0002313311,20.7786719825,0.00997672972748,-1331.0548841
-4.93665714368e-16,32.6679341341,1.91577889585,-0.0219608789356,43.5515446665,-1452.5773135,0.00358949013025,-0.00502440071125,209,20.6518218617,0.0219608789356,1.00141091496,1.53993904155e+14,-1250.75915467,0.0,42,-93.932502746,18.7360429659,0.00999242568806,-1326.2845822
-4.41037955758e-16,32.6691068082,2.72585559487,-0.0224145308236,37.7630180887,-1434.95484801,0.00990706244112,-0.00444119081206,209,18.7338884966,0.0224145308236,1.00146187089,1.54174594741e+14,-1238.99551797,0.0,43,-92.972904484,16.0080329017,0.00999629915976,-1325.42970781
-4.63871365562e-16,32.6712293054,1.82504178069,-0.0222388750677,42.9882520253,-1451.92677302,0.00673405738365,-0.00574547914921,209,15.927168807,0.0222388750677,1.00155423115,1.54502177407e+14,-1245.46946705,0.0,44,-93.9246803404,14.1021270263,0.00999839730079,-1322.26498212
1.1787572513e-15,32.6741690807,1.31903344772,-0.0173354895943,38.1632510077,-1440.38691579,0.00492130140935,-0.00433765519626,209,14.1013053799,0.0173354895943,1.00168226913,1.54957047377e+14,-1248.62941836,0.0,45,-93.1802791848,12.7822719322,0.00640711494392,-1321.89836607
-7.68236086123e-16,32.6746071809,0.98074823099,-0.0220915498731,38.5745837968,-1438.0691252,0.00367993395797,-0.00603983348364,209,12.7265051749,0.0220915498731,1.00170149152,1.5502494895e+14,-1238.23520179,0.0,46,-92.9209446068,11.7457569439,0.0099916141358,-1317.78567483
-6.34125394406e-16,32.6751657064,1.33374420377,-0.0222449850357,35.5826371099,-1432.14811826,0.00963930876685,-0.00744661865506,209,11.6395834606,0.0222449850357,1.00172576154,1.55111558526e+14,-1222.61373055,0.0,47,-92.5067294723,10.3058392569,0.00998060200874,-1309.38939552
-7.96504807883e-16,32.6782467713,0.908841229136,-0.0221313694291,38.8615000892,-1427.94610045,0.00668246905278,-0.00681383950645,209,10.3357015041,0.0221313694291,1.00185993561,1.55590204295e+14,-1228.31043052,0.0,48,-92.9603941395,9.42686027496,0.00999193030559,-1312.92611179
-6.58352691873e-16,32.6791081437,0.62677190163,-0.0220897627358,33.9550666217,-1403.68049752,0.00468112052262,-0.00692949939342,209,9.32309460734,0.0220897627358,1.00189776843,1.55724283138e+14,-1239.03373718,0.0,49,-92.611577653,8.69632270571,0.00998711994836,-1301.86012725
5.46225478458e-16,32.6823233703,0.472622531911,-0.0218217509652,36.6050164634,-1433.57463441,0.00353459470737,-0.00866772205212,209,8.71745926517,0.0218217509652,1.00203816333,1.56225777781e+14,-1244.78651109,0.0,50,-92.1343761659,8.24483673326,0.00998512886504,-1302.9714019
2.04697502967e-16,32.6816461379,0.644706849378,-0.0177108960263,37.9427072622,-1420.47748945,0.00933185667239,-0.00598051463591,209,8.20844998812,0.0177108960263,1.00200846696,1.56120012444e+14,-1230.71794311,0.0,51,-91.3959941971,7.56374313874,0.00640341728853,-1297.25925245
-3.55517848016e-16,32.6819449426,0.428652025516,-0.0221606320051,37.7124167269,-1413.77819534,0.0062664119155,-0.00768515342306,209,7.56940434896,0.0221606320051,1.00202139741,1.56166668803e+14,-1243.4229232,0.0,52,-91.5915019626,7.14075232345,0.00997025920204,-1298.47037377
-1.51113571417e-16,32.6832054114,0.294923742983,-0.0218892063597,30.8698096113,-1396.91867983,0.00434877265508,-0.00373161129596,209,7.1002784174,0.0218892063597,1.00207631722,1.56363636119e+14,-1240.69941574,0.0,53,-91.4737870745,6.80535467442,0.00999385404724,-1290.95525045
8.94004700147e-16,32.6834246054,0.220038137136,-0.0219723117361,33.9679765286,-1398.32344015,0.0032693222737,-0.00624174962866,209,6.80231882493,0.0219723117361,1.00208572012,1.56397913858e+14,-1218.39269955,0.0,54,-91.5803217967,6.58228068779,0.00999855272094,-1289.71536703
3.74326832157e-16,32.6833747889,0.305195727079,-0.0222817559189,36.2056618009,-1397.96892306,0.0087740198533,-0.00187295615274,209,6.58545208303,0.0222817559189,1.00208337399,1.56390122855e+14,-1217.65736271,0.0,55,-90.2935046771,6.28025635595,0.00998857938498,-1289.20103981
3.35467963881e-16,32.685096293,0.198176970853,-0.0175781055895,35.1546887897,-1416.683757,0.00578389737303,-0.000518256438112,209,6.25823612337,0.0175781055895,1.00215834675,1.5665958095e+14,-1212.55797532,0.0,56,-89.1540907821,6.06005915251,0.00641522949792,-1280.58855123
-5.23919026185e-16,32.6847732282,0.140326840114,-0.0217955452179,30.9291701188,-1406.81524876,0.00412528605365,0.00298314279051,209,6.04924176585,0.0217955452179,1.00214438998,1.56608977931e+14,-1221.26845634,0.0,57,-90.1372386102,5.90891492574,0.00998689941084,-1277.68939121
1.74108468206e-16,32.6845933267,0.105667854652,-0.0173477239502,27.5319216973,-1391.48651539,0.00313427514225,0.00926919659096,209,5.8970145538,0.0173477239502,1.00213681016,1.56580806279e+14,-1219.20258246,0.0,58,-89.7333158287,5.79134669915,0.00641103795751,-1273.04969315
-9.65777165842e-17,32.6849005106,0.152902461305,-0.0173598659451,29.6507131835,-1392.0508466,0.00884288752535,0.0151473315149,209,5.79394158814,0.0173598659451,1.00215039468,1.56628912763e+14,-1217.46950674,0.0,59,-89.4373723775,5.64103912683,0.00640617848911,-1274.54215969
-9.25741142436e-16,32.6852549999,0.110845796021,-0.0214183170154,29.3460559207,-1400.06819852,0.00651256846838,0.0273293228938,209,5.64033834703,0.0214183170154,1.00216577927,1.56684445885e+14,-1217.88320824,0.0,60,-88.8233284296,5.52949255101,0.00998540595244,-1271.62639682
-3.37537547089e-16,32.6858281217,0.0893441984222,-0.0218054553834,30.5887343337,-1392.96484594,0.00548676161733,0.0385260785363,209,5.52335614372,0.0218054553834,1.00219079115,1.56774270891e+14,-1208.34992818,0.0,61,-89.2413671372,5.4340119453,0.00999978930556,-1270.83157219
3.9869861798e-16,32.6865397999,0.0734335907414,-0.0216705946184,33.7622085506,-1389.09708981,0.00436740031448,0.051895748163,209,5.4386438418,0.0216705946184,1.00222207248,1.56885883433e+14,-1181.01989962,0.0,62,-89.2344669479,5.36521025106,0.00996715534855,-1271.78098021
-1.78154142156e-16,32.6871900927,0.0626314872038,-0.0174174754931,28.6942641794,-1382.87456077,0.00373539992305,0.0817125485008,209,5.35315032736,0.0174174754931,1.00225055314,1.56987938374e+14,-1204.72562405,0.0,63,-88.37978397,5.29051884016,0.00640231567307,-1262.13119724
-1.54662035438e-16,32.6885934027,0.0581245915254,-0.0219548872354,31.6237696358,-1381.10236184,0.00352520923371,0.0954216027314,209,5.29410200497,0.0219548872354,1.0023114623,1.57208395763e+14,-1211.32763698,0.0,64,-88.771647375,5.23597741345,0.00998252777782,-1266.25635436
-3.17700145829e-16,32.6890484232,0.0510708099121,-0.0214684407169,27.7533574752,-1393.42442444,0.00295636130126,0.113765747978,209,5.22874146112,0.0214684407169,1.0023313596,1.57279945091e+14,-1177.13095298,0.0,65,-88.4336021921,5.17767065121,0.00998177822831,-1258.52370591
-8.18399043377e-17,32.6894237098,0.0493858376796,-0.0214310577296,26.9761855644,-1386.33437701,0.00293321067276,0.141393832028,209,5.17366473119,0.0214310577296,1.00234801997,1.57338981214e+14,-1206.64847663,0.0,66,-87.8777264262,5.12427889351,0.00998606217787,-1255.75628826
1.59825369313e-16,32.6913144656,0.0479788872842,-0.0219668831847,23.2289970217,-1346.32661865,0.00290841390648,0.152665916839,209,5.12760103779,0.0219668831847,1.00243039031,1.57636752227e+14,-1196.88098898,0.0,67,-87.3954855073,5.07962215051,0.00995925144308,-1252.43711716
1.50250890942e-16,32.6939622945,0.0847632541562,-0.0217990260665,24.4311221519,-1339.40325869,0.00999469687967,0.179131552397,209,5.07378951182,0.0217990260665,1.00254571518,1.58054700459e+14,-1180.80953363,0.0,68,-87.3738024305,4.98902625766,0.00998813072665,-1249.33476899
4.31637713344e-17,32.6946134432,0.0772788569873,-0.0172991466547,26.2066852816,-1348.42742136,0.0093327227807,0.237146502043,209,4.98340495428,0.0172991466547,1.002574117,1.58157651093e+14,-1176.97289832,0.0,69,-86.4680806076,4.9061260973,0.0064041649141,-1247.9163028
-3.57821162386e-17,32.6971210298,0.068984815242,-0.0216146844657,24.6521718002,-1344.80513292,0.00816467485604,0.238913243252,209,4.91270326507,0.0216146844657,1.00268362201,1.58554742763e+14,-1185.58019755,0.0,70,-86.6964739469,4.84371844983,0.00998828658183,-1244.47588782
2.90549083995e-17,32.6980692166,0.0640206530575,-0.0173958423055,25.5906422904,-1379.31097357,0.00758717848332,0.257079390653,209,4.84516131371,0.0173958423055,1.0027247515,1.58705153573e+14,-1186.46719988,0.0,71,-86.938603871,4.78114066066,0.00641461570737,-1244.57441487
6.19302589009e-17,32.6985635429,0.0568880831733,-0.0212932546034,25.8664728133,-1355.34274151,0.00674436853704,0.296519209484,209,4.77242851205,0.0212932546034,1.00274637238,1.58783625101e+14,-1167.50833923,0.0,72,-86.9952393783,4.71554042888,0.00998982280289,-1242.24076673
-1.52796435791e-16,32.7001226203,0.0485825522081,-0.0215841589124,32.3871504922,-1383.12409513,0.00565367654782,0.310013049353,209,4.7154766609,0.0215841589124,1.00281432899,1.59031374135e+14,-1159.21017334,0.0,73,-86.1160951727,4.6668941087,0.00999370755602,-1235.89238513
-1.24089999307e-16,32.6996810299,0.0411004145578,-0.0214355053848,31.5249030011,-1346.10940014,0.0047062543541,0.307454945772,209,4.66906736186,0.0214355053848,1.00279515776,1.58961162905e+14,-1165.25934994,0.0,74,-86.0713262055,4.6279669473,0.00998583149039,-1229.51632224
3.83884311898e-16,32.7017700697,0.0347525724964,-0.0172669376263,33.8639438966,-1368.6766848,0.0040419016644,0.313594298989,209,4.62963481058,0.0172669376263,1.00288635568,1.59293586205e+14,-1139.76689273,0.0,75,-85.0977877739,4.59488223808,0.00640696212181,-1226.28820172
2.67728423163e-18,32.7030505291,0.0312391306684,-0.0172662248143,27.8120682319,-1340.73926358,0.00370970828068,0.329195932572,209,4.58439058461,0.0172662248143,1.00294226593,1.59497685816e+14,-1135.22181513,0.0,76,-84.8788534106,4.55315145394,0.0064066856574,-1217.48213495
7.36040680823e-17,32.7033912758,0.0421490524459,-0.0171406851144,30.3363880093,-1342.18386946,0.00928754904433,0.342454890985,209,4.55014488945,0.0171406851144,1.00295716216,1.59552043389e+14,-1145.26974252,0.0,77,-84.4954802655,4.50799583701,0.00640056871183,-1213.89423144
1.20873008572e-16,32.7035698566,0.0248422274481,-0.0217328390455,31.3058579225,-1317.0748289,0.00523134232644,0.327782238007,209,4.51487971567,0.0217328390455,1.00296498887,1.59580538865e+14,-1132.35145259,0.0,78,-83.8620402698,4.49003748823,0.00998326143131,-1208.54082596
4.05289836779e-16,32.7043808148,0.0228188556288,-0.017181595062,29.3376519499,-1273.87935726,0.00823042832433,0.344155292523,209,4.48362772426,0.017181595062,1.00300027834,1.59710004509e+14,-1143.00598272,0.0,79,-84.1340011849,4.46080886864,0.0064098651998,-1206.41603697
1.1898191098e-16,32.706806104,0.0131099417055,-0.0172620914238,32.2224382245,-1263.98302025,0.00868752905639,0.346133718416,209,4.45738595861,0.0172620914238,1.00310614047,1.60097817549e+14,-1104.98309676,0.0,80,-83.3592883803,4.44427601691,0.00640467999981,-1196.15327534
-2.47325817455e-16,32.7066515741,0.00726467186264,-0.0172740582425,34.1259746986,-1307.31465347,0.00794739643866,0.370295653329,209,4.43331888035,0.0172740582425,1.00309951524,1.6007307955e+14,-1097.29608514,0.0,81,-82.263810964,4.42605420849,0.00640278518811,-1191.06070502
-1.56357648785e-16,32.7072700206,0.0080767985252,-0.0218189481315,39.1640658932,-1361.32046364,0.00783765606103,0.357317690579,209,4.4413993998,0.0218189481315,1.00312645907,1.60172106814e+14,-1088.60291858,0.0,82,-82.1968301884,4.43332260128,0.0099718386785,-1186.29728605
4.95000106826e-17,32.7080626526,0.00896891783586,-0.0173300630684,34.6454100266,-1336.1699062,0.00900109423236,0.357144554521,209,4.43487448521,0.0173300630684,1.00316117957,1.60299114669e+14,-1081.22552632,0.0,83,-81.9261298855,4.42590556738,0.00640906569017,-1182.83029867
-1.53338267124e-16,32.7087501084,0.00920191078947,-0.0218872780197,33.7520447712,-1267.30534871,0.00919481629016,0.37063460881,209,4.41411057991,0.0218872780197,1.00319102696,1.60409351116e+14,-1089.23586455,0.0,84,-81.8103079528,4.40490866912,0.00997928549929,-1174.03351556
2.22452572046e-16,32.7100047428,0.00673505834979,-0.0218708542097,35.5942984104,-1248.61126945,0.00701619035409,0.362401195956,209,4.41082311588,0.0218708542097,1.00324623067,1.60610732512e+14,-1081.73907043,0.0,85,-81.3274613281,4.40408805753,0.0099938337658,-1162.81531499
-3.03455293854e-16,32.7100570572,0.00667439758293,-0.0173475705504,37.7189624689,-1264.30606731,0.00636808546489,0.380100332764,209,4.40549007915,0.0173475705504,1.00324850871,1.60619134992e+14,-1031.51055279,0.0,86,-80.0033218171,4.39881568157,0.00640429068338,-1156.40004053
9.182234983e-17,32.7098684854,0.00796952787329,-0.0171870123123,36.5412537322,-1296.59527381,0.00759682861645,0.364654786403,209,4.41160045926,0.0171870123123,1.00324038694,1.60588849605e+14,-1070.80965998,0.0,87,-79.7434639648,4.40363093138,0.0064017761169,-1147.97301391
-2.19460813159e-16,32.7107897348,0.00697414504604,-0.0218440684317,39.3597743334,-1293.12083203,0.00719692214702,0.378711503913,209,4.391075189,0.0218440684317,1.00328083622,1.60736860143e+14,-1031.75082975,0.0,88,-78.5304725283,4.38410104395,0.00999600214624,-1139.72060098
1.71363189454e-16,32.709944523,0.00573809654422,-0.0172413393629,38.3848083367,-1298.45040761,0.00599121964001,0.385860260204,209,4.37552631551,0.0172413393629,1.00324415741,1.60601060861e+14,-1028.44235827,0.0,89,-78.3696461811,4.36978821896,0.00640073822057,-1128.63961996
2.07213300213e-17,32.7103980172,0.010348445929,-0.017260250531,38.3376658328,-1300.60154761,0.00974471600975,0.391841812937,209,4.37019627364,0.017260250531,1.00326392865,1.60673909015e+14,-1015.64668829,0.0,90,-77.61583567,4.35984782771,0.00640044475389,-1122.24000712
9.87195439695e-17,32.7094220433,0.0094061499539,-0.0170147185074,33.6645302013,-1196.15447962,0.00974416108123,0.395962606067,209,4.35402700225,0.0170147185074,1.00322143495,1.60517171985e+14,-1020.35472508,0.0,91,-76.5126097303,4.34462085229,0.00640033339211,-1108.17903498
1.33086524257e-16,32.7095778761,0.00959400261762,-0.0210755590623,35.7717609244,-1223.78405504,0.00892275501582,0.370290529851,209,4.36904015181,0.0210755590623,1.0032281852,1.60542187767e+14,-1025.31518202,0.0,92,-74.8876420052,4.35944614919,0.00998715159109,-1105.08368944
-4.6510376624e-16,32.7084021719,0.00634854120478,-0.0218339754172,38.529909988,-1248.52796305,0.0062267314175,0.397441291806,209,4.33871619562,0.0218339754172,1.00317713323,1.60353548559e+14,-984.096206502,0.0,93,-75.7587157002,4.33236765442,0.00998267084667,-1091.6769005
1.30090515712e-16,32.7077770245,0.00367838110666,-0.0170103499005,34.2263879885,-1211.83326454,0.00386026154614,0.393127670252,209,4.32855816533,0.0170103499005,1.00315040189,1.6025333528e+14,-1000.79555419,0.0,94,-74.7748630816,4.32487978423,0.00640505851087,-1083.29899338
-1.5539297653e-16,32.7101973619,0.00463573772415,-0.0170873851871,33.565735579,-1187.2239955,0.00426261810469,0.370242652558,209,4.33799298216,0.0170873851871,1.00325619009,1.60641672193e+14,-1006.03069773,0.0,95,-73.6684633262,4.33335724443,0.00640866696252,-1075.32696424
4.71159528192e-17,32.7097628606,0.00609959010372,-0.0214694425294,29.977760206,-1184.53722717,0.00589524701718,0.372111926675,209,4.32188510218,0.0214694425294,1.00323725775,1.60571888324e+14,-971.963203976,0.0,96,-72.9511793075,4.31578551208,0.00999933652691,-1065.81018518
