dLoss,Iteration,vf_MeanKL,NumTrajs,AverageReturn,MaxReturn,Perplexity,LossAfter,LossBefore,AverageDiscountedReturn,vf_LossAfter,MeanKL,MinReturn,vf_dLoss,vf_LossBefore,ExplainedVariance,Entropy,StdReturn,AveragePolicyStd,MeanKLBefore
0.00469469782401,1,0.0,286,-301.335319145,537.10430752,1.4909223597e+14,-0.00469469782401,2.14239408456e-16,-183.91486638,14663.4224108,0.00965326536922,-1100.09042463,0.0,14663.4224108,-0.00275292270702,32.6355862637,372.566730226,1.0,0.0
0.00401673333121,2,0.0087412873923,295,-259.070527717,518.661624694,1.45226875327e+14,-0.00401673333121,5.44823673037e-17,-167.922127529,11516.8373857,0.00649214939857,-985.030378056,2451.44859068,13968.2859764,-0.00293237286148,32.609318293,340.901768848,0.998863050016,0.0
0.00584348684221,3,0.00732563678996,289,-214.098616915,657.735065029,1.46282037546e+14,-0.00584348684221,1.99493299881e-16,-154.220761746,10617.8613439,0.00991245870086,-985.902444853,2045.48754236,12663.3488863,-0.00320427411804,32.6165576382,359.539302027,0.999180453931,0.0
0.00463369727558,4,0.00479572072752,297,-168.680005622,754.456511409,1.44253210652e+14,-0.00463369727558,-1.05427952189e-16,-133.49957197,8683.00910623,0.00954321605599,-912.759091473,1322.27217577,10005.281282,-0.00280726073403,32.6025912786,329.567781883,0.998577885105,0.0
0.00499881922464,5,0.00578792574976,289,-84.7064323831,765.982946866,1.42849532249e+14,-0.00499881922464,-3.77098579076e-16,-107.994253715,9472.97127505,0.00907960150177,-823.249748632,1600.30048911,11073.2717642,-0.00274662645447,32.5928129702,347.842998715,0.998158995385,0.0
0.00506811976641,6,0.00548340933406,289,-29.9048338391,845.917360312,1.43963233003e+14,-0.00506811976641,-1.88223280224e-16,-92.0020883294,9235.90677719,0.00998264206485,-930.659805109,1514.26691705,10750.1736942,-0.00243130804422,32.6005790565,342.520700842,0.998494814689,0.0
0.00482968346592,7,0.00666351550513,290,51.5190887229,921.790133128,1.44959449031e+14,-0.00482968346592,-1.79550771972e-16,-66.6472919403,10126.8864084,0.00642522483459,-971.837257275,1850.19961787,11977.0860263,-0.00233220035231,32.6074751574,369.542127694,0.998818163197,0.0
0.00388977447128,8,0.00450840325544,294,45.5765515822,907.068008344,1.40429551447e+14,-0.00388977447128,-1.63802993185e-16,-63.1064091216,8413.22061812,0.0064226425845,-978.961196584,1238.55043408,9651.7710522,-0.00245939207486,32.5757270658,363.084517078,0.997444528821,0.0
0.00471662816683,9,0.00294768978185,307,32.6196221219,903.418417097,1.3990479254e+14,-0.00471662816683,6.29988963137e-17,-69.1540053652,6862.08979402,0.00658338854038,-840.001482503,802.197039012,7664.28683303,-0.00279453487682,32.5719832539,320.118787127,0.997282009682,0.0
0.00507805860947,10,0.00968139473609,298,61.1863481659,816.21255382,1.37005984898e+14,-0.00507805860947,4.3259510345e-16,-55.0229908528,6034.06592282,0.00988089319699,-790.589336315,1361.08428721,7395.15021003,-0.00214583913697,32.5510457262,340.350320039,0.996385584058,0.0
0.00386817430142,11,0.00804355984967,289,113.200476088,830.562731745,1.41908067068e+14,-0.00386817430142,1.95532680741e-16,-37.8851416224,5532.38293307,0.00887018338213,-910.314803313,1123.21768417,6655.60061724,-0.00227291160547,32.5862005489,328.511328269,0.997932024999,0.0
0.00394434573193,12,0.00583974886777,297,110.437668517,1010.09452597,1.42393419381e+14,-0.00394434573193,1.3990864497e-16,-35.5336427135,4758.24050377,0.0064557701443,-784.533918109,807.597053513,5565.83755728,-0.00205767101561,32.5896149016,347.493172112,0.998084833056,0.0
0.00404709416358,13,0.005584728273,296,154.108948427,1080.91000739,1.42342440713e+14,-0.00404709416358,-1.56761108047e-16,-19.7144802121,4658.77486595,0.00983149643565,-851.848997376,771.386737715,5430.16160367,-0.00205542063524,32.5892568247,362.406774389,0.998065858335,0.0
0.00390569114865,14,0.00446879155549,305,168.019682843,1029.82946799,1.40449892897e+14,-0.00390569114865,1.74376093475e-18,-14.9458197967,4190.16961006,0.00655954545292,-691.136791948,613.696360678,4803.86597074,-0.00211015427082,32.5758719069,347.362504148,0.997489478151,0.0
0.00437845799691,15,0.00403707085181,294,215.179183896,1033.0078354,1.37983807071e+14,-0.00437845799691,8.29497929985e-18,-0.0427298766027,3991.59372535,0.00966576392387,-713.954054569,553.050431139,4544.64415649,-0.00189340257722,32.5581574541,349.595646723,0.996723548131,0.0
0.00357451687269,16,0.0029455276266,285,237.096180921,1155.92124584,1.37816615573e+14,-0.00357451687269,-3.1591241226e-16,14.5389654324,3429.69467525,0.00642631604917,-796.632057361,400.625154801,3830.31983006,-0.00176226228813,32.5569450447,315.771924947,0.996675547091,0.0
0.00442833898117,17,0.00286158335989,293,252.701000772,1187.48737697,1.36027761664e+14,-0.00442833898117,-1.82543425666e-16,19.9927555576,3384.09095239,0.00983482390372,-492.815770426,389.19181906,3773.28277145,-0.00181816622287,32.5438801107,340.752524529,0.996115191479,0.0
0.00410764783161,18,0.00958821247715,286,278.602571598,1166.67149969,1.36019766972e+14,-0.00410764783161,-7.40177279022e-17,30.5368660644,3004.36810677,0.00987932599181,-759.302945782,673.625565075,3677.99367184,-0.001639569012,32.5438213365,373.596054011,0.996114950691,0.0
0.00352991601808,19,0.00801669604262,294,314.814185645,1272.53341663,1.36095136248e+14,-0.00352991601808,9.77303737611e-17,41.2742494416,2763.86194715,0.00656762285347,-620.013464093,559.770868845,3323.63281599,-0.00156445556096,32.5443752883,375.890298531,0.996148482683,0.0
0.00382825524167,20,0.00528910797747,297,300.437072892,1193.07085218,1.36411857811e+14,-0.00382825524167,6.44946924831e-17,38.4679948519,2271.55122387,0.00987635491496,-660.232594653,364.742070834,2636.29329471,-0.00140044920705,32.5466997917,359.691894119,0.996255849211,0.0
0.00300307482857,21,0.00456442773508,292,341.533820251,1288.08069549,1.40232029588e+14,-0.00300307482857,1.00235324687e-16,55.2016115773,2117.79778626,0.00642434637054,-728.407314487,313.565194983,2431.36298124,-0.00149880825257,32.5743195208,365.85419699,0.997454307958,0.0
0.00368412830032,22,0.00340300672375,291,343.932263264,1293.10572959,1.41205665572e+14,-0.00368412830032,3.31943463608e-16,64.048276791,1840.61957035,0.00642851799371,-823.720368097,232.228572552,2072.8481429,-0.00114206502439,32.5812385646,372.067041255,0.997763445419,0.0
0.00441828645042,23,0.00290452605801,291,360.873049589,1259.31669004,1.41843978871e+14,-0.00441828645042,3.8778479715e-16,70.7392436207,1705.76807792,0.00640454543156,-745.655521298,197.568643704,1903.33672162,-0.000781632338284,32.5857488291,367.300786958,0.997965508488,0.0
