AverageReturn,LossBefore,vf_LossAfter,MeanKLBefore,NumTrajs,Iteration,Perplexity,AverageDiscountedReturn,LossAfter,StdReturn,dLoss,ExplainedVariance,vf_dLoss,MeanKL,Entropy,vf_MeanKL,AveragePolicyStd,MinReturn,MaxReturn,vf_LossBefore
-1640106.89235,-5.54627197789e-17,2.55774881621e+13,0.0,505,11,1.55870462467e+14,-638250.086654,-0.00412422680617,11077970.4566,0.00412422680617,-3.74671466519e-07,0.0,0.00971799445653,32.6800464094,0.0,1.00197409984,-193591540.535,-3693.33077855,2.55774881621e+13
-1016853.58758,-2.35627178543e-18,4.56817907017e+12,0.0,505,12,1.58085384114e+14,-410278.928783,-0.00672245518287,4778447.41809,0.00672245518287,7.44741114111e-07,0.0,0.00888099772689,32.6941564088,0.0,1.00259479302,-63755706.1884,-2640.50546574,4.56817907017e+12
-1092224.69094,-6.75537134972e-17,1.30396375883e+13,0.0,505,13,1.54497979377e+14,-445883.752968,-0.00434270267505,8288867.52697,0.00434270267505,-5.87022961795e-07,0.0,0.00989133555446,32.6712021337,0.0,1.00160225253,-159535474.114,-3523.9139686,1.30396375883e+13
-854638.736869,8.1228252457e-17,3.95753150979e+12,0.0,505,14,1.53370491831e+14,-344835.172472,-0.00466163684222,4430134.42103,0.00466163684222,-1.07787978543e-07,0.0,0.00661928110685,32.6638776254,0.0,1.00128833065,-55091835.9969,-3569.67150297,3.95753150979e+12
-619223.924802,-3.48519805746e-16,4.73128559372e+12,0.0,505,15,1.52438001002e+14,-249019.201298,-0.00410256622454,4822237.46307,0.00410256622454,-4.06420723076e-07,0.0,0.00967456293941,32.6577790785,0.0,1.0010243711,-96804693.0792,-3303.68166222,4.73128559372e+12
-484283.399865,1.05820546805e-16,2.78836602949e+12,0.0,505,16,1.51161026065e+14,-198121.854594,-0.00451083818139,3716143.35086,0.00451083818139,1.87574530353e-07,0.0,0.00996459465675,32.6493667823,0.0,1.00067345402,-78513089.3584,-2772.39856867,2.78836602949e+12
-2819637.78348,-3.81128321727e-17,3.6555935342e+14,0.0,505,17,1.53302503181e+14,-1088063.90065,-0.00296696813451,42113156.3389,0.00296696813451,-1.12876600067e-07,0.0,0.00643812984291,32.6634342303,0.0,1.0012978917,-923542589.856,-2054.94859319,3.6555935342e+14
-537299.791325,2.78181404899e-16,6.33200278973e+12,0.0,505,18,1.51037339195e+14,-212027.466711,-0.00399697412108,5545154.31442,0.00399697412108,-4.19345266511e-07,0.0,0.00999841632382,32.6485482016,0.0,1.00065145053,-122852465.341,-4152.02108427,6.33200278973e+12
-5516353.74877,-3.0575986688e-16,2.46727361854e+15,0.0,505,19,1.53752928425e+14,-2084401.73936,-0.00414483498152,108409808.354,0.00414483498152,-3.92629460055e-08,0.0,0.00986842873877,32.6663680691,0.0,1.00144798617,-2436611089.63,-3188.87566257,2.46727361854e+15
-498459.975499,3.04854770103e-16,2.32826201068e+12,0.0,505,20,1.56618194556e+14,-197864.548558,-0.00341918215619,3337004.88919,0.00341918215619,-5.59756326846e-07,0.0,0.00938146326096,32.6848320776,0.0,1.00225768097,-68231745.8523,-2705.797491,2.32826201068e+12
-1028967.47019,-1.54905551728e-16,1.3118321596e+13,0.0,505,21,1.53626071712e+14,-400381.653343,-0.00468267529226,7897640.67224,0.00468267529226,-5.93408156835e-07,0.0,0.00994791529196,32.6655426599,0.0,1.00141745139,-108472839.942,-3736.988256,1.3118321596e+13
-311012.410682,-4.73441935048e-17,297677007418.0,0.0,505,22,1.57645185478e+14,-127104.76357,-0.00526444926151,1204981.64672,0.00526444926151,2.85393541732e-06,0.0,0.00679153799499,32.6913679621,0.0,1.00253710738,-17276403.5178,-2026.29948672,297677007418.0
-831500.025932,6.98506703578e-17,4.20135377189e+13,0.0,505,23,1.57245507649e+14,-317048.782623,-0.00427092488984,14101597.0996,0.00427092488984,-2.43574296954e-07,0.0,0.00999370630068,32.6888294429,0.0,1.00242511536,-316868136.201,-3379.53620352,4.20135377189e+13
-228086.881789,2.56186058001e-16,155542643862.0,0.0,505,24,1.59821980395e+14,-93064.0631399,-0.00434723696513,867016.25424,0.00434723696513,-1.44078929276e-06,0.0,0.00785201301658,32.7050816892,0.0,1.00316259554,-10626787.1543,-3033.7851778,155542643862.0
-597318.159875,2.6009839426e-16,1.36079372601e+13,0.0,505,25,1.60890088181e+14,-232157.426394,-0.00340600606414,8132676.30659,0.00340600606415,-4.85635363257e-07,0.0,0.00646200042477,32.7117425657,0.0,1.00345716659,-177680597.406,-3210.66222226,1.36079372601e+13
-2662820.97135,2.12735154678e-16,5.79010540603e+14,0.0,505,26,1.6160496747e+14,-1004013.34338,-0.00417134120901,52605363.894,0.00417134120901,-5.52918071328e-08,0.0,0.00971736559423,32.7161760008,0.0,1.00363344674,-1182590385.54,-2826.65709607,5.79010540603e+14
-220585.300951,5.44253616023e-16,336014411822.0,0.0,505,27,1.61422171573e+14,-90810.3777839,-0.00569853977483,1293167.57223,0.00569853977483,5.06076755291e-06,0.0,0.00940724715336,32.7150442327,0.0,1.00360386367,-26569023.0168,-3477.41596591,336014411822.0
-132475.799414,2.99602406298e-16,29649659931.3,0.0,505,28,1.6621234641e+14,-55511.3051581,-0.00508874022204,374996.175803,0.00508874022204,2.74909681526e-05,0.0,0.00667725872306,32.7442872821,0.0,1.00489680956,-5124422.10794,-2309.66848453,29649659931.3
-195966.07813,3.70001603668e-16,114214438572.0,0.0,505,29,1.62582265187e+14,-81522.6695138,-0.00386252474317,758278.172044,0.00386252474317,-6.50077549325e-06,0.0,0.00653646184997,32.7222052369,0.0,1.00392993145,-11750374.0459,-3149.64673119,114214438572.0
-1435811.05163,1.13839353263e-16,1.39045015877e+14,0.0,505,30,1.61754831526e+14,-547866.06238,-0.00399185765759,25826096.6498,0.00399185765759,-1.84928438562e-07,0.0,0.00642784013766,32.7171029192,0.0,1.00370287104,-579477865.827,-3172.69237207,1.39045015877e+14
-113821.596449,-1.36967412436e-16,21003145012.9,0.0,505,31,1.64213881085e+14,-47659.3890855,-0.00581950992857,313717.572176,0.00581950992857,1.82181649664e-05,0.0,0.00907665990644,32.732190847,0.0,1.00437068094,-3613937.50862,-2461.38462689,21003145012.9
-129262.376777,-6.10878425146e-17,55983735820.7,0.0,505,32,1.62102027974e+14,-53860.8908956,-0.0064679096186,521327.08858,0.0064679096186,1.18036659247e-05,0.0,0.00983690757375,32.7192470552,0.0,1.00379848792,-9264125.42487,-3494.58484004,55983735820.7
-119648.904861,-1.13658823664e-16,44853873173.4,0.0,505,33,1.60402948029e+14,-50030.3954035,-0.00426819943407,462796.673892,0.00426819943407,2.52475660489e-07,0.0,0.00672037188616,32.7087101904,0.0,1.00335861817,-8437577.14401,-3553.82333699,44853873173.4
-201925.349877,-1.53880328623e-16,655229198959.0,0.0,505,34,1.57474176232e+14,-83193.7248018,-0.00440034502633,1827132.07012,0.00440034502633,-1.4832416031e-06,0.0,0.00991594708855,32.6902826003,0.0,1.00256058792,-40089804.8478,-3608.70386526,655229198959.0
-103290.483239,-4.43678902939e-16,27204825768.1,0.0,505,35,1.58674135079e+14,-42902.5712437,-0.00498211561713,361724.454945,0.00498211561713,-1.2298139072e-05,0.0,0.00992738240245,32.6978737502,0.0,1.0028673646,-5252515.94488,-3202.73739901,27204825768.1
-144918.770612,1.82623851451e-16,412244416953.0,0.0,505,36,1.60823827728e+14,-58717.3762775,-0.00377131769735,1416325.50637,0.00377131769735,3.49460841376e-08,0.0,0.00992478011375,32.7113306441,0.0,1.00345513271,-31476924.1588,-3689.1865471,412244416953.0
-141307.794532,-1.38932967561e-16,175798400076.0,0.0,505,37,1.62527368168e+14,-58241.5837254,-0.00378720130562,938272.522669,0.00378720130562,-4.81964901966e-06,0.0,0.00988665517498,32.721867523,0.0,1.00394107977,-16456332.0765,-2755.27253136,175798400076.0
-86195.9880288,1.78277264641e-16,35271835622.0,0.0,505,38,1.63477958797e+14,-36075.8521011,-0.00384508859429,413915.357298,0.00384508859429,-1.91567859931e-06,0.0,0.00644840670835,32.7276992886,0.0,1.0041791827,-8316207.13661,-3417.74692166,35271835622.0
-97852.2428395,2.78675121298e-16,17789892181.9,0.0,505,39,1.60928600754e+14,-41335.6829695,-0.00579598044577,294775.803069,0.00579598044577,1.0312053258e-06,0.0,0.00958015742047,32.711981909,0.0,1.0034894097,-4616873.49844,-3028.65271392,17789892181.9
-110142.247755,6.38750998091e-17,57239806001.9,0.0,505,40,1.56375934403e+14,-45888.9714917,-0.0036014825715,522482.229164,0.0036014825715,-7.41206047206e-07,0.0,0.00662832339472,32.6832840601,0.0,1.00222884161,-9862760.41969,-3183.46136329,57239806001.9
-87178.5696412,-3.13204570166e-17,8544458089.99,0.0,505,41,1.54234132036e+14,-36987.5471741,-0.00647243838766,194300.421885,0.00647243838766,1.87099752941e-05,0.0,0.00917716947357,32.6694929017,0.0,1.0016436943,-1515041.52361,-2236.56443963,8544458089.99
-163346.472524,6.35823344002e-17,260001292716.0,0.0,505,42,1.55984658697e+14,-67216.2084841,-0.00452473672736,1144732.5083,0.00452473672736,-2.92563539217e-06,0.0,0.00652278292049,32.6807787767,0.0,1.00214865335,-20209791.4648,-3453.70268645,260001292716.0
-77853.5118135,-2.37191065512e-16,7538415434.44,0.0,505,43,1.57195641571e+14,-32887.2770874,-0.00612863148605,184663.541333,0.00612863148605,5.83719444958e-05,0.0,0.00982419344245,32.6885122702,0.0,1.00247780397,-2279317.56863,-3443.90858208,7538415434.44
-83785.3380359,-1.41337670798e-16,27999234504.3,0.0,505,44,1.56303862824e+14,-35096.2147726,-0.00459768746789,371791.927415,0.00459768746789,-2.79647069124e-06,0.0,0.00980274306738,32.6828230672,0.0,1.00223362411,-5968374.06233,-3480.93929143,27999234504.3
-68539.1763118,-3.177342714e-16,6187524944.92,0.0,505,45,1.56320915191e+14,-29181.8622819,-0.00558116547906,169451.802277,0.00558116547906,1.18399657056e-05,0.0,0.00997512073084,32.6829321588,0.0,1.00224884128,-2034953.13556,-3113.9776664,6187524944.92
-215565.052913,-7.59541217077e-17,772306958756.0,0.0,505,46,1.55134782337e+14,-85636.6019863,-0.00525975601108,1936051.15405,0.00525975601108,-3.33875832537e-06,0.0,0.00997008931343,32.6753154185,0.0,1.00192564187,-35320767.3207,-3157.0815616,772306958756.0
-268426.89653,1.4555692098e-16,3.11060402263e+12,0.0,505,47,1.54838555191e+14,-105307.471174,-0.00940246507221,3860014.62055,0.00940246507221,9.62241482383e-07,0.0,0.00660306214693,32.6734041106,0.0,1.00186633221,-86348523.3152,-3064.35502463,3.11060402263e+12
-63499.8480702,-3.22746110463e-16,5560464450.51,0.0,505,48,1.54432457966e+14,-27150.2335905,-0.00532226950953,161956.55606,0.00532226950953,1.00428115625e-05,0.0,0.00969863570591,32.6707779514,0.0,1.0017486088,-2401132.42736,-2461.48086953,5560464450.51
-230414.925949,-2.62433171187e-17,2.00137447917e+12,0.0,505,49,1.55385081521e+14,-92365.3388117,-0.00431761215814,3166426.92794,0.00431761215814,-1.28041899905e-06,0.0,0.00976892030585,32.6769275487,0.0,1.00204421417,-70874597.2238,-2495.04279715,2.00137447917e+12
-119412.153632,-1.82042401935e-17,90702124987.9,0.0,505,50,1.56584463502e+14,-49509.5347304,-0.000168858071254,669076.96291,0.000168858071254,1.62838451034e-06,0.0,0.00267886148983,32.6846166832,0.0,1.00238539709,-11112336.0381,-2642.12942011,90702124987.9
-97797.2383441,-5.09533978473e-16,96999860335.3,0.0,505,51,1.55504723437e+14,-40708.6294442,-0.00294837151598,703146.601655,0.00294837151598,-3.28731485877e-06,0.0,0.00644835613863,32.6776972229,0.0,1.002086254,-15182282.4922,-2331.67243758,96999860335.3
-64964.3909181,-1.08758540193e-17,13750686986.2,0.0,505,52,1.56386526074e+14,-27464.436603,-0.00431765393814,259552.826837,0.00431765393814,-1.0725157058e-06,0.0,0.00646503772828,32.6833517899,0.0,1.00234244639,-4629606.29516,-2854.13398393,13750686986.2
-64794.4731889,4.24699215333e-16,10359697189.8,0.0,505,53,1.55126366304e+14,-27605.9938014,-0.00555725169986,224237.685294,0.00555725169986,3.71526825037e-05,0.0,0.0093241605227,32.6752611672,0.0,1.0019977033,-3914256.00287,-1971.65206697,10359697189.8
-166611.633158,5.30215569083e-17,619846470991.0,0.0,505,54,1.53124399542e+14,-68358.0922792,-0.00511957278545,1806390.91218,0.00511957278545,-2.20514732896e-06,0.0,0.00992892306984,32.6622717759,0.0,1.00145436572,-39458923.4035,-3300.90426687,619846470991.0
-115146.190898,2.15106391238e-16,391725442271.0,0.0,505,55,1.54636052692e+14,-46497.2964571,-0.00267956031796,1383979.48739,0.00267956031796,-2.2075380266e-06,0.0,0.00648230478386,32.6720954247,0.0,1.00188359881,-31114565.9661,-3019.17344157,391725442271.0
-180940.272059,1.74232013975e-16,1.47242922781e+12,0.0,505,56,1.55007726878e+14,-72014.1763401,-0.00365244354287,2687987.06775,0.00365244354287,-1.14187137057e-06,0.0,0.00990241787344,32.6744960824,0.0,1.00198089657,-60417620.9796,-2977.26474716,1.47242922781e+12
-65471.4854991,2.879875645e-17,6631082918.41,0.0,505,57,1.5637242808e+14,-28083.4372683,-0.00570675761204,177145.513842,0.00570675761204,2.28006645657e-05,0.0,0.00993703401428,32.6832616374,0.0,1.00236932221,-2400262.85753,-3052.66506073,6631082918.41
-88036.065968,-7.01869696565e-17,60362338151.3,0.0,505,58,1.5670876015e+14,-36337.8254595,-0.00606669929754,542995.430738,0.00606669929754,-1.63019752852e-06,0.0,0.00948783112584,32.6854101677,0.0,1.00244887279,-10706565.3027,-3386.29090939,60362338151.3
-78726.4619334,4.77149389938e-16,32193019756.6,0.0,505,59,1.54182078701e+14,-32806.1515228,-0.00422350457265,389728.303471,0.00422350457265,-5.61782811093e-06,0.0,0.00979378099845,32.6691553492,0.0,1.00174477191,-7858725.89586,-2983.04774928,32193019756.6
-72376.2955325,-3.13438564824e-17,17066208459.4,0.0,505,60,1.50496477025e+14,-30365.5371451,-0.00429600093992,288531.601518,0.00429600093992,-1.20867640778e-05,0.0,0.00978521639127,32.6449607914,0.0,1.00069713009,-3787716.16701,-2426.97042929,17066208459.4
-47498.331587,6.04533360708e-17,2803322469.6,0.0,505,61,1.53676226668e+14,-20426.2143602,-0.00660574969999,112414.319387,0.00660574969999,8.50834431353e-05,0.0,0.00976214632591,32.6658690809,0.0,1.00161364621,-1427737.52911,-2252.69313336,2803322469.6
-1846462.27479,6.41485470544e-17,3.31165386714e+14,0.0,505,62,1.5274398267e+14,-704286.564184,-0.00448167318933,40315620.055,0.00448167318933,-9.84760200051e-08,0.0,0.00994799003978,32.6597843199,0.0,1.00134974389,-906926425.712,-2692.68266171,3.31165386714e+14
-56843.7673125,-1.81798612152e-16,6706798298.11,0.0,505,63,1.52773197433e+14,-24189.5084826,-0.00712125472159,177729.189931,0.00712125472159,3.30203250393e-05,0.0,0.00815713157589,32.6599755678,0.0,1.00135185642,-2485370.15643,-3497.51405046,6706798298.11
-81147.6563426,6.28620661934e-16,47411064821.0,0.0,505,64,1.52553196629e+14,-33776.6019987,-0.00414918499637,488725.061291,0.00414918499637,-1.15926252062e-05,0.0,0.00978633413511,32.6585344815,0.0,1.00129912662,-8341918.14692,-2531.12425532,47411064821.0
-99973.9303084,2.03854513246e-16,87038053579.4,0.0,505,65,1.54020097657e+14,-41317.5223258,-0.0083233326348,656490.054363,0.0083233326348,-1.91840083685e-06,0.0,0.00857593052536,32.6681042141,0.0,1.00172456171,-11035017.8951,-2678.95736939,87038053579.4
-40680.3521853,1.75474226311e-17,1226863841.36,0.0,505,66,1.54221792288e+14,-17728.6952756,-0.00491234651176,71842.4545045,0.00491234651176,0.000132524366855,0.0,0.00706252672015,32.6694128919,0.0,1.00178049772,-638716.812287,-3376.92368462,1226863841.36
-113848.715947,1.2400247588e-16,185829260603.0,0.0,505,67,1.55867156154e+14,-45912.5772638,-0.00523433150743,943163.196247,0.00523433150743,-5.25251817729e-06,0.0,0.00996907195511,32.6800251973,0.0,1.00225036123,-20027780.2502,-2566.70183866,185829260603.0
-49022.7833362,8.90028610017e-17,4804492555.91,0.0,505,68,1.55337676281e+14,-21184.2705404,-0.00461998654465,152707.032354,0.00461998654465,1.1249745101e-05,0.0,0.00979031822254,32.6766224199,0.0,1.00210977275,-2624254.80578,-2378.25183945,4804492555.91
-78020.3435132,4.18141923182e-16,47683135456.6,0.0,505,69,1.51535478849e+14,-32724.6018106,-0.00444554066815,494470.731439,0.00444554066815,-4.9325679401e-06,0.0,0.00882292318692,32.6518408973,0.0,1.00102491927,-10364943.9502,-3488.61156932,47683135456.6
-54713.1151174,-1.20470244896e-16,7184010046.19,0.0,505,70,1.51559633935e+14,-23424.8598891,-0.00420828180489,187837.970321,0.00420828180489,-4.01821814711e-06,0.0,0.00980922268981,32.6520002868,0.0,1.00104167162,-3453612.02071,-3493.70999287,7184010046.19
-66421.320027,5.76203681921e-17,23157304229.6,0.0,505,71,1.51288470887e+14,-28215.3567516,-0.00492082534469,344490.702902,0.00492082534469,4.80145871506e-07,0.0,0.00984148268227,32.6502095335,0.0,1.00097387308,-6712349.99929,-2731.3401594,23157304229.6
-65076.7620681,5.36493155992e-16,15675239323.2,0.0,505,72,1.50626927938e+14,-27752.1035435,-0.00738109282067,277966.786547,0.00738109282067,8.75189492744e-06,0.0,0.00828989898055,32.6458272197,0.0,1.00079102718,-3508782.85122,-2803.68875366,15675239323.2
-41572.9167382,-1.59668159272e-16,2173123702.28,0.0,505,73,1.49273862295e+14,-18066.051254,-0.00497230525649,99202.5511399,0.00497230525649,-3.06307167741e-06,0.0,0.00662426459214,32.6368037368,0.0,1.00040704535,-1281298.17294,-3329.73083982,2173123702.28
-64668.1809541,-2.47516283847e-16,19029047698.5,0.0,505,74,1.48411054976e+14,-27383.5614435,-0.00627608431188,308554.416329,0.00627608431188,1.25418668971e-05,0.0,0.00908539693064,32.6310069383,0.0,1.00014190723,-6421038.93332,-2963.43962931,19029047698.5
-54807.0737347,2.0050675712e-16,8242155876.31,0.0,505,75,1.49298749866e+14,-23574.1310962,-0.00457797360797,203620.243444,0.00457797360797,9.1563833684e-06,0.0,0.00934684654823,32.6369704471,0.0,1.00041780743,-3648186.28754,-2941.58792907,8242155876.31
-59423.8469387,-4.89369896978e-17,14430751091.2,0.0,505,76,1.46442768948e+14,-25054.6177892,-0.00470272446033,263561.902962,0.00470272446033,-1.23155993517e-05,0.0,0.00983227006321,32.6176558124,0.0,0.999554601889,-4334111.84589,-3262.66740332,14430751091.2
-50724.8537524,-2.58950460003e-16,10708386336.7,0.0,505,77,1.46177964778e+14,-21904.4837695,-0.0041835518,240837.836293,0.0041835518,-1.18922909924e-05,0.0,0.00992979780831,32.6158459322,0.0,0.999486939573,-5073169.99553,-3997.2772456,10708386336.7
-114846.21593,-9.55536230693e-17,497415750368.0,0.0,505,78,1.42834558988e+14,-46373.3180874,-0.0039022390136,1578603.41513,0.0039022390136,-2.26127440728e-06,0.0,0.00973983445846,32.5927081463,0.0,0.998477597179,-35494238.6356,-3236.9980781,497415750368.0
-42712.35174,7.84513344614e-17,1586211378.81,0.0,505,79,1.43292553374e+14,-18569.9017962,-0.00593181367222,82490.8566404,0.00593181367222,0.000148322778482,0.0,0.00925551022869,32.5959094841,0.0,0.998677395915,-805990.380723,-3122.92168296,1586211378.81
-62618.4413198,3.12714813906e-17,18899310387.4,0.0,505,80,1.44525695759e+14,-26854.1539698,-0.00608905898757,314120.67121,0.00608905898757,2.76965239743e-07,0.0,0.00916435989429,32.604478433,0.0,0.999043178252,-6237250.09603,-3310.75360196,18899310387.4
-43281.3152772,-5.61064771743e-16,2788830571.88,0.0,505,81,1.43688752261e+14,-18815.0697168,-0.00604272475624,113343.76953,0.00604272475624,9.36490968353e-05,0.0,0.00656063017705,32.5986706336,0.0,0.998784008474,-2135675.86442,-3534.6301099,2788830571.88
-43410.216109,6.21000054525e-17,5384166964.57,0.0,505,82,1.41815894781e+14,-18752.8545651,-0.00419985429122,162080.269084,0.00419985429122,5.84981767004e-06,0.0,0.00719056306173,32.5855508167,0.0,0.998229387132,-2387888.12433,-3455.99057292,5384166964.57
-168352.910227,3.09891913239e-17,1.40679751755e+12,0.0,505,83,1.43071741521e+14,-66807.4179933,-0.00343147978322,2629717.55621,0.00343147978322,-1.3009396469e-06,0.0,0.00646363103082,32.5943673093,0.0,0.998628654951,-58971527.1936,-2577.71104051,1.40679751755e+12
-51251.7137498,9.32931258415e-17,7077992122.5,0.0,505,84,1.42532159773e+14,-21890.2292057,-0.00555949943767,182747.440178,0.00555949943767,-4.72264166129e-06,0.0,0.0097021091721,32.5905887728,0.0,0.998429493266,-2988640.35871,-3007.82393194,7077992122.5
-33644.303854,3.84938625432e-16,1092408854.07,0.0,505,85,1.42679412047e+14,-14841.8513091,-0.00642069147269,69092.7291544,0.00642069147269,0.000108928609841,0.0,0.00954643474796,32.5916213556,0.0,0.998445041379,-959041.53239,-3502.75330495,1092408854.07
-56036.6775872,-1.65525916232e-16,62756566484.2,0.0,505,86,1.43627499976e+14,-23524.7718467,-0.00432512334744,558410.191142,0.00432512334744,-4.75378663478e-06,0.0,0.00991618024872,32.5982442582,0.0,0.998752985404,-12464501.3869,-3069.8518878,62756566484.2
-90940.5653917,1.07127651846e-16,216467366041.0,0.0,505,87,1.427628802e+14,-37195.8327953,-0.00323837099514,1034908.4193,0.00323837099514,-3.51317668734e-06,0.0,0.00640900287559,32.5922061895,0.0,0.998499372143,-22922315.89,-3125.38038527,216467366041.0
-37654.2950351,3.62419632585e-16,2357145996.97,0.0,505,88,1.39687256752e+14,-16605.2470789,-0.00581083283092,108907.690817,0.00581083283092,6.48109052585e-05,0.0,0.00870759382551,32.5704271594,0.0,0.997544874702,-1825163.29452,-3205.60693128,2357145996.97
-41311.9675484,1.63247733361e-16,3735783493.8,0.0,505,89,1.40859215624e+14,-17963.6314537,-0.00965777734616,131749.642707,0.00965777734616,4.58278166718e-05,0.0,0.00993374671475,32.5787820368,0.0,0.997908102466,-2609716.663,-3700.51149365,3735783493.8
-32149.5085165,-1.98997763665e-16,765503929.4,0.0,505,90,1.4130603871e+14,-14262.850074,-0.00575129772069,56237.78332,0.00575129772069,0.000222177560915,0.0,0.00950543748492,32.5819491415,0.0,0.998027061812,-571885.800965,-3235.17740811,765503929.4
-44992.8710915,-1.80192755792e-16,17359529673.5,0.0,505,91,1.3981684076e+14,-19455.709478,-0.00340200452969,302271.147289,0.00340200452969,-5.42463590336e-06,0.0,0.00980388282979,32.5713544017,0.0,0.997569857073,-6728998.31227,-3802.06984801,17359529673.5
-76870.1269087,-5.10865027154e-16,100298552319.0,0.0,505,92,1.39457708531e+14,-31852.5570699,-0.00281646460764,699825.092421,0.00281646460764,-5.34277213737e-06,0.0,0.00643818278832,32.5687825066,0.0,0.997463852116,-15310591.1145,-3760.52010321,100298552319.0
-31402.8414033,9.15397984298e-17,871626547.84,0.0,505,93,1.38980580735e+14,-13934.3914123,-0.00539483110773,61267.7742821,0.00539483110773,0.000234747363771,0.0,0.00674334657531,32.5653553324,0.0,0.997302654067,-865575.420224,-3093.51217814,871626547.84
-33994.9823289,4.60751806171e-17,1384929567.21,0.0,505,94,1.37908959592e+14,-15004.3306563,-0.00633915808354,80022.0185594,0.00633915808354,7.61502224484e-05,0.0,0.0077841452508,32.5576148703,0.0,0.996962111609,-1186866.88801,-2687.57794009,1384929567.21
-36720.2229588,-3.02636718417e-16,1231642727.64,0.0,505,95,1.37121410226e+14,-16125.1069545,-0.00578191806301,73096.5795612,0.00578191806301,5.89633425162e-05,0.0,0.00961870937297,32.5518878553,0.0,0.99671904799,-750194.652235,-2444.73930715,1231642727.64
-36584.7932013,2.67919529649e-16,1528263301.52,0.0,505,96,1.37313013463e+14,-16112.2317011,-0.00620676879974,83033.7055514,0.00620676879974,5.14320822942e-05,0.0,0.00980586235787,32.5532842054,0.0,0.996773855604,-1124933.99279,-3486.87305035,1528263301.52
-34894.5353727,-1.80248805675e-16,1382756441.08,0.0,505,97,1.35500695002e+14,-15530.1237253,-0.00522481179898,82617.14153,0.00522481179898,8.20148829999e-05,0.0,0.00991621730735,32.5399978854,0.0,0.996202363225,-1445720.85666,-2901.19666803,1382756441.08
-50787.6478528,-2.02643726936e-16,27575383312.1,0.0,505,98,1.36212397077e+14,-21745.2070627,-0.00407564255426,381200.056248,0.00407564255426,-6.2065540043e-06,0.0,0.00992441745698,32.5452365266,0.0,0.996437714848,-8429268.42517,-3818.62102889,27575383312.1
