MeanKL,MeanKLBefore,vf_dLoss,AveragePolicyStd,Iteration,Entropy,vf_LossBefore,vf_MeanKL,MinReturn,LossAfter,AverageReturn,AverageDiscountedReturn,LossBefore,StdReturn,NumTrajs,dLoss,MaxReturn,ExplainedVariance,Perplexity,vf_LossAfter
0.00863795922325,0.0,0.0,1.0,1,32.6355862637,23504.8099325,0.0,-1588.82506176,-0.0026097195537,-723.467464965,-306.378027914,8.97603270529e-17,153.720956342,1011,0.0026097195537,-58.404436056,-0.0499129178399,1.4909223597e+14,23504.8099325
0.0095376763288,0.0,3432.56248539,0.999234933959,2,32.6179304149,22988.951281,0.00620014106914,-1014.60929833,-0.00310417792312,-719.121821765,-304.943802053,-2.23610360489e-16,146.463242104,1009,0.00310417792312,-424.467622441,-0.0497960361993,1.46482988023e+14,19556.3887956
0.00718945143,0.0,2473.82296765,0.999417208762,3,32.6220096621,19287.553389,0.00450273057623,-992.059895047,-0.00226794147144,-714.345923436,-302.872617477,-2.99524003666e-16,144.171660466,1010,0.00226794147144,-172.927012941,-0.0502626485521,1.4708174875e+14,16813.7304214
0.00642937367148,0.0,1830.48386323,0.998624269951,4,32.6037270682,16437.810533,0.0033520812603,-989.549567018,-0.00262977498993,-708.941997912,-301.048580275,6.17942658175e-16,136.87814402,1010,0.00262977498993,-89.9411351875,-0.0499170163464,1.44417145022e+14,14607.3266698
0.00953026536563,0.0,2430.48016267,0.999020177927,5,32.6127382419,13900.5940258,0.00867166826121,-950.022675544,-0.00300733720867,-696.513984351,-296.875690313,-3.91553324286e-16,126.885016876,1009,0.00300733720867,-428.803562177,-0.051038109816,1.45724394082e+14,11470.1138631
0.00996021639272,0.0,1578.60689737,0.998479962588,6,32.6002316841,10994.0634379,0.00570939088647,-937.447906242,-0.0032163967375,-683.873254661,-292.313028874,-1.66157712984e-16,128.538777137,1010,0.0032163967375,-74.1996998718,-0.0544966220476,1.43913232834e+14,9415.45654053
0.00942148791761,0.0,1116.01564162,0.99850182648,7,32.6005799827,9132.53172115,0.00406984662798,-938.613480538,-0.00279265375045,-676.537271824,-289.616995608,-8.98345377825e-17,122.334427725,1009,0.00279265375045,-438.941408371,-0.0543301820908,1.43963366333e+14,8016.51607953
0.00643230184209,0.0,895.114172101,0.997466438198,8,32.5767257036,8122.77639044,0.0032805165981,-1454.56118916,-0.00235203301519,-678.095813557,-289.434082853,-1.55641741762e-16,126.390665863,1010,0.00235203301519,-424.766267455,-0.0553641517733,1.40569859762e+14,7227.66221834
0.00957864413432,0.0,1282.97062989,0.996090783731,9,32.5448670016,7159.24044092,0.00914291104265,-891.643306206,-0.00282111210544,-675.834585558,-288.588257629,-1.88480439273e-16,122.921401817,1009,0.00282111210544,-434.354577536,-0.0561579068302,1.36162072485e+14,5876.26981103
0.00695332717819,0.0,797.346018401,0.996426572734,10,32.5525650822,5529.66851809,0.00576262279483,-890.453415659,-0.00264830935624,-660.043605858,-283.090006749,5.21747388278e-16,121.778054304,1010,0.00264830935624,-90.9515016362,-0.0561056759774,1.37214303979e+14,4732.32249969
0.00949937096328,0.0,606.361402299,0.99569101037,11,32.5354417781,4772.83584642,0.00441654582028,-839.824422048,-0.00331014108656,-661.769800036,-283.705912646,3.36275847971e-16,122.367167585,1010,0.00331014108657,-66.8860362114,-0.0569832012114,1.34884743526e+14,4166.47444412
0.00896221356107,0.0,443.668895405,0.995506913538,12,32.5310873994,4043.03138494,0.00325377187466,-885.252413789,-0.00298218634359,-653.1611274,-280.247923232,2.13010976548e-16,121.581764524,1009,0.00298218634359,-435.562490443,-0.0599600982383,1.34298681178e+14,3599.36248954
0.00983729008863,0.0,637.085055677,0.995800759855,13,32.537686986,3568.18980772,0.00907747366238,-872.085866083,-0.002701579977,-651.570907861,-279.982643901,-2.60705453481e-16,119.337983023,1009,0.002701579977,-431.345200194,-0.057584360081,1.35187928051e+14,2931.10475205
0.00978189756879,0.0,424.390629569,0.995081665039,14,32.5210159479,2861.01297435,0.00612271953897,-815.392583078,-0.00315855780464,-645.204202685,-277.845836653,5.0335245277e-16,118.553120985,1009,0.00315855780464,-430.900191467,-0.0587916109265,1.32952886945e+14,2436.62234478
0.00896708059203,0.0,304.026138408,0.995082752766,15,32.5211899874,2390.82733237,0.00442987924539,-825.315157849,-0.00292522599097,-640.039471595,-276.165255171,-4.56800108146e-16,117.265499229,1009,0.00292522599097,-415.647320318,-0.0588502734522,1.32976028013e+14,2086.80119396
0.00681654997867,0.0,218.88600725,0.994740656819,16,32.5132327777,2008.70185322,0.0032106746409,-820.796075482,-0.00260112925413,-631.573759992,-273.205128478,4.23506621249e-16,113.576453813,1009,0.00260112925413,-426.830827438,-0.0586299707009,1.31922108562e+14,1789.81584597
0.00989871907484,0.0,340.088866009,0.994924687944,17,32.5174522788,1849.79296487,0.00967887820111,-833.747405692,-0.0031201839532,-639.801597312,-276.141045078,3.55436415902e-16,112.949200909,1009,0.0031201839532,-435.753224,-0.0569827359284,1.32479930084e+14,1509.70409886
0.00687816768443,0.0,233.355748512,0.994580210365,18,32.5091195729,1505.62566159,0.00673045365813,-833.383086158,-0.0021624570968,-638.081706689,-275.622800178,-1.80203831155e-16,116.743343597,1009,0.0021624570968,-424.154563556,-0.060372336989,1.31380600345e+14,1272.26991308
