Entropy,Perplexity,MaxReturn,LossAfter,MeanKL,vf_LossBefore,StdReturn,AverageDiscountedReturn,ExplainedVariance,vf_MeanKL,vf_dLoss,dLoss,MinReturn,NumTrajs,AveragePolicyStd,MeanKLBefore,LossBefore,Iteration,AverageReturn,vf_LossAfter
32.5647760871,1.38900100199e+14,-446.115568231,-0.00405578533506,0.00642982656675,13023561.5312,9255.49242403,-1830.02494751,-0.00349963162926,0.0,0.0,0.00405578533506,-63124.8449386,267,0.9969501095,0.0,3.46892818614e-16,16,-7008.37817315,13023561.5312
32.5619663264,1.38510371944e+14,-321.973005001,-0.00535938483338,0.0098414255801,31348371.3444,14938.3476443,-2415.47749387,-0.00197494146084,0.0,0.0,0.00535938483338,-102813.466088,267,0.996829115104,0.0,-1.81996732476e-16,17,-9926.46534539,31348371.3444
32.5629813997,1.38651041501e+14,75.5702690753,-0.00417136750589,0.00992798479466,28358898.216,14104.2735966,-2338.56664536,-0.00218683519515,0.0,0.0,0.00417136750589,-90859.0793395,267,0.996876030021,0.0,-4.71886028626e-17,18,-9546.84542813,28358898.216
32.5343043734,1.34731412202e+14,-501.246595755,-0.00480602008539,0.00995272275149,27640845.5991,14069.4597467,-2314.89008908,-0.00260894689968,0.0,0.0,0.00480602008539,-77395.5862846,266,0.995645153255,0.0,4.70817830237e-17,19,-9463.07341614,27640845.5991
32.5295315782,1.34089898896e+14,-250.960292864,-0.00402049905107,0.00658982280474,30899443.0823,15100.6447181,-2395.37684898,-0.0020555288614,0.0,0.0,0.00402049905107,-87510.4128794,267,0.995439246256,0.0,1.46012819704e-16,20,-9659.02266722,30899443.0823
32.526292441,1.33656265988e+14,-374.980018331,-0.00353186608709,0.00646074674686,27808824.4762,14611.8594959,-2141.32718919,-0.00203851178582,0.0,0.0,0.00353186608709,-131050.71324,265,0.995301339569,0.0,3.41155461099e-16,21,-8547.50272875,27808824.4762
32.5266012161,1.33697542087e+14,-369.233306629,-0.00515943640138,0.00995523862351,24288840.8767,13599.1195137,-2043.46508199,-0.00227501265428,0.0,0.0,0.00515943640138,-88685.4563737,264,0.995318630168,0.0,2.89043443331e-16,22,-8212.90299537,24288840.8767
32.5207146797,1.32912838502e+14,-374.464411365,-0.00382898013312,0.0064644491397,28002952.8775,14917.645619,-2066.96290479,-0.00202012234558,0.0,0.0,0.00382898013312,-99782.8865113,265,0.995064331857,0.0,1.45858949287e-16,23,-8502.21235211,28002952.8775
32.5196825368,1.32775724235e+14,-431.717140478,-0.00430496263992,0.00994460293868,19104963.5016,11327.3184642,-1963.11541712,-0.00339366838131,0.0,0.0,0.00430496263992,-63445.9745657,264,0.995027090185,0.0,-1.02485090918e-17,24,-8080.49295148,19104963.5016
32.5151268211,1.32172211536e+14,-440.820499154,-0.00450209412465,0.00969584966225,25250791.8195,13540.7725107,-2013.87382182,-0.00232212341481,0.0,0.0,0.00450209412465,-74370.6164828,263,0.994833790497,0.0,-8.4632088837e-17,25,-8555.60234244,25250791.8195
32.5039312835,1.30700724989e+14,-356.756696675,-0.0040919614495,0.0099038352769,19319460.8112,11777.2488384,-1844.78604592,-0.00268073832015,0.0,0.0,0.0040919614495,-75884.5928532,264,0.994350775303,0.0,8.00468336687e-16,26,-7509.9589577,19319460.8112
32.5014660345,1.30378911991e+14,-349.361307603,-0.00497521825343,0.009955708452,21020819.0625,12264.6390885,-1908.70564638,-0.00260401201338,0.0,0.0,0.00497521825343,-87104.5345131,266,0.994244941376,0.0,1.6744101628e-16,27,-7827.24373793,21020819.0625
32.5070022786,1.3110272322e+14,-402.847881121,-0.00475668054726,0.00997092216853,25169086.2716,13757.379451,-1937.04974418,-0.00225120904181,0.0,0.0,0.00475668054726,-87520.3614192,267,0.994478604862,0.0,-1.7048273696e-16,28,-7867.92573661,25169086.2716
32.4982060968,1.29954576897e+14,-345.471526997,-0.00342077289653,0.00640881700543,21969069.7831,12931.7265949,-1768.83514807,-0.00210036549845,0.0,0.0,0.00342077289653,-83971.2703124,264,0.994106134623,0.0,-9.96616615613e-17,29,-7424.57067825,21969069.7831
32.4996228844,1.30138825418e+14,-80.7975779892,-0.00407230900947,0.00997808551438,25843854.6627,14487.137901,-1832.07903858,-0.00195681730861,0.0,0.0,0.00407230900947,-106028.205486,263,0.994168758516,0.0,-6.40272708111e-16,30,-7657.77321324,25843854.6627
32.5039596874,1.30704437449e+14,130.76849933,-0.00508680206503,0.00999173616408,14310381.8445,10311.4336109,-1511.99613899,-0.00271914567227,0.0,0.0,0.00508680206503,-62338.3493056,263,0.994366325798,0.0,-1.15703268282e-16,31,-6199.6612328,14310381.8445
32.5020488487,1.30454920826e+14,125.043053692,-0.00377087263883,0.00641068525882,19826612.5385,12100.7459729,-1707.55484884,-0.00243534184123,0.0,0.0,0.00377087263883,-73407.784042,264,0.994283838509,0.0,2.56632692791e-17,32,-7165.75691848,19826612.5385
32.5028637287,1.30561269257e+14,92.0435140402,-0.00556882403028,0.00980213364072,11573796.0441,9700.0753432,-1297.13629201,-0.00240025438,0.0,0.0,0.00556882403028,-115629.191672,262,0.994312129638,0.0,2.37070099309e-16,33,-5288.57849366,11573796.0441
32.5067546175,1.31070258198e+14,205.94396978,-0.00434284611308,0.00985634673272,8356350.15773,7524.04661205,-1221.30224724,-0.00286835102901,0.0,0.0,0.00434284611308,-52294.0513448,262,0.994483387328,0.0,1.05964538867e-16,34,-5065.76932363,8356350.15773
32.509196668,1.31390729535e+14,2.35223947454,-0.00359089750869,0.00641517676895,12165929.3532,9425.51348382,-1351.67868019,-0.00260568189426,0.0,0.0,0.00359089750869,-66532.0976574,264,0.994584695039,0.0,-3.65700430643e-16,35,-5560.94892474,12165929.3532
32.5136063895,1.31971405429e+14,666.346643627,-0.0039490649852,0.00999131771593,12599454.3714,9681.07890612,-1351.83034122,-0.00262421323498,0.0,0.0,0.0039490649852,-81124.4894553,263,0.994772688823,0.0,1.07879172074e-17,36,-5612.91240548,12599454.3714
32.4988173579,1.30034037357e+14,312.608261156,-0.00422191512228,0.00994010649018,8711232.53858,7547.37151306,-1206.58451198,-0.00344718692995,0.0,0.0,0.00422191512228,-54535.8073344,265,0.994138499144,0.0,2.99425017042e-16,37,-4984.82561672,8711232.53858
32.4942922853,1.29446953196e+14,542.400977062,-0.00437650148308,0.00958332177035,8695803.12571,7815.08030549,-1108.67223247,-0.00249874427754,0.0,0.0,0.00437650148308,-60879.9638697,264,0.99394003603,0.0,-1.99727935926e-16,38,-4607.72468589,8695803.12571
32.500633083,1.30270357901e+14,8178.36810622,-0.00446769929339,0.0098486121247,9455615.56526,8284.62646188,-1133.79775342,-0.00287398684121,0.0,0.0,0.00446769929339,-57865.4047557,266,0.99421887611,0.0,9.22950294567e-17,39,-4514.51936622,9455615.56526
32.4991086369,1.30071919049e+14,476.696266359,-0.00335261489407,0.00643918518077,14488363.3597,10516.4272214,-1306.21451191,-0.00244756896563,0.0,0.0,0.00335261489407,-80009.1746045,263,0.994157857768,0.0,2.26160505672e-17,40,-5564.80637225,14488363.3597
32.5048706626,1.30823560204e+14,288.176545398,-0.00441756103066,0.00972556987005,5022157.23374,5722.57029746,-1017.50969087,-0.00343181702483,0.0,0.0,0.00441756103066,-53420.7188798,264,0.994417070741,0.0,2.33747262127e-16,41,-3982.19375421,5022157.23374
32.4977255844,1.29892147112e+14,321.471207095,-0.00408171011525,0.00979127903116,11405235.5746,9317.41946705,-1189.96878215,-0.00214524723554,0.0,0.0,0.00408171011525,-84053.3911165,266,0.994112209406,0.0,2.00670978821e-16,42,-4840.81757993,11405235.5746
32.4981718085,1.29950121047e+14,535.757862854,-0.00450124050072,0.00992679644517,6591162.84165,6889.91874886,-974.555547905,-0.00284616370454,0.0,0.0,0.00450124050072,-58605.3825462,262,0.994129801254,0.0,5.0503113757e-16,43,-3920.38942207,6591162.84165
32.4930088139,1.29280918303e+14,727.781488772,-0.00387509616086,0.00987633487226,16248390.7276,11101.6612857,-1316.84552527,-0.00231030271401,0.0,0.0,0.00387509616086,-65362.158474,264,0.993912694793,0.0,-1.67516530667e-16,44,-5526.40424468,16248390.7276
32.5042723672,1.30745312479e+14,510.865856994,-0.00361082974826,0.00652960916012,9652290.14454,8512.56182015,-1057.60686431,-0.00252809629513,0.0,0.0,0.00361082974826,-55192.1966028,262,0.994393076208,0.0,-1.46888447136e-16,45,-4462.03994517,9652290.14454
32.4989528973,1.30051663288e+14,250.19665899,-0.00517546661022,0.00997380503007,9215537.28268,8050.43895322,-1148.79318911,-0.00313582206374,0.0,0.0,0.00517546661022,-51751.2160229,265,0.994167508707,0.0,1.88988593135e-16,46,-4623.20230705,9215537.28268
32.4951515928,1.29558235741e+14,346.931946807,-0.00475897377851,0.00995054868307,7846259.27175,7723.91565388,-986.093962562,-0.00248818980326,0.0,0.0,0.00475897377851,-60871.2802115,262,0.994001054999,0.0,3.9673797451e-16,47,-3980.61643783,7846259.27175
32.5209769283,1.32947699285e+14,199.121920435,-0.00412050518242,0.00993258056938,18891371.523,12286.0875821,-1336.90878077,-0.00195602868685,0.0,0.0,0.00412050518242,-81333.1154397,262,0.995119390478,0.0,2.0974925443e-17,48,-5829.64947702,18891371.523
32.519404782,1.32738850264e+14,676.94487723,-0.00419732413031,0.00644168582931,9370884.73691,8591.35045226,-995.037669347,-0.00207931557496,0.0,0.0,0.00419732413031,-88312.5071998,262,0.995055496344,0.0,-2.29817000803e-16,49,-4068.97884724,9370884.73691
32.50420339,1.30736294339e+14,567.295563655,-0.00411895707715,0.00988999548719,6542473.8492,7123.41765696,-880.378084468,-0.0026917622807,0.0,0.0,0.00411895707715,-80245.4417425,262,0.994402187678,0.0,4.48145361658e-16,50,-3498.51176063,6542473.8492
32.5219226089,1.33073484812e+14,882.289157281,-0.00389868911106,0.0064350689709,11336557.4786,9531.69463326,-1016.32596005,-0.00195411929573,0.0,0.0,0.00389868911106,-68409.5844454,263,0.995188728974,0.0,1.73130511717e-16,51,-4159.81290538,11336557.4786
32.5252235491,1.33513478213e+14,737.350521568,-0.0043023731375,0.00986690233403,4457922.80936,5733.36474645,-779.136095361,-0.00286861436782,0.0,0.0,0.0043023731375,-43216.4780672,262,0.995335831508,0.0,2.84964732205e-16,52,-3049.26096785,4457922.80936
32.518946298,1.3267800557e+14,580.366973323,-0.00409759065776,0.00999983357336,5992177.017,6768.20996815,-843.02572616,-0.00290802884054,0.0,0.0,0.00409759065776,-57009.7563491,262,0.995059128146,0.0,-1.70468630113e-16,53,-3355.26889438,5992177.017
32.5020701719,1.30457702565e+14,767.611361078,-0.00488698658969,0.00982217918344,5670138.88334,6547.73564375,-826.02614291,-0.00311165518264,0.0,0.0,0.00488698658969,-52040.6677294,263,0.994336025283,0.0,-4.16259864552e-16,54,-3123.14381301,5670138.88334
32.5006906084,1.30277851972e+14,1106.01560836,-0.00376889583871,0.00986432958747,7355180.72522,7540.8106868,-869.617335734,-0.00272590243565,0.0,0.0,0.00376889583871,-63152.4055965,265,0.994279337686,0.0,9.04710837845e-17,55,-3436.30097296,7355180.72522
32.495792451,1.29641290809e+14,1273.79570296,-0.0032898433715,0.00645393187917,4129869.6507,5500.55384637,-751.480683484,-0.00304157898802,0.0,0.0,0.0032898433715,-45438.6941088,261,0.994071047359,0.0,1.12920247617e-16,56,-2869.77900121,4129869.6507
32.4883426807,1.28679081531e+14,9166.25674448,-0.00435695209727,0.00997519718591,4674323.90069,5972.93554965,-741.075934992,-0.00226214712218,0.0,0.0,0.00435695209727,-56929.5665362,262,0.993741238081,0.0,7.94649077715e-18,57,-2810.9475877,4674323.90069
32.4804872737,1.2767221483e+14,884.875680598,-0.00399666177411,0.00974536909778,6591655.42836,7095.63975046,-861.455509713,-0.00289624247786,0.0,0.0,0.00399666177411,-50032.566847,261,0.993401411717,0.0,-1.27001341384e-17,58,-3476.17015663,6591655.42836
32.4726856099,1.26680034493e+14,1016.86478318,-0.00456653462115,0.0098755922197,2929283.55004,4801.98854463,-649.927125744,-0.00292691701571,0.0,0.0,0.00456653462115,-47961.4211,261,0.993063630782,0.0,-2.09079790824e-16,59,-2324.80830183,2929283.55004
32.4486672991,1.23673642802e+14,741.342912282,-0.00328052096118,0.00643496128055,5368090.21032,6476.28596574,-814.934287169,-0.002568409638,0.0,0.0,0.00328052096118,-54693.3286721,264,0.992044805736,0.0,1.34729677481e-17,60,-3008.2840349,5368090.21032
32.4310395925,1.2151266264e+14,657.828410352,-0.00432307681793,0.0099650620749,5273807.08644,6368.72788444,-796.396660906,-0.0030526224243,0.0,0.0,0.00432307681793,-46187.9812528,262,0.991275658705,0.0,2.11726116974e-17,61,-3056.82152414,5273807.08644
32.4406192952,1.22682311312e+14,1199.51754631,-0.00413243972573,0.00999513681613,5951809.39301,6667.22437501,-843.523536689,-0.00329922337193,0.0,0.0,0.00413243972573,-58889.7108919,263,0.991696062567,0.0,3.04626716008e-16,62,-3230.50011738,5951809.39301
32.4438467332,1.23078900504e+14,1270.83536666,-0.00410770044062,0.00995248901525,5530196.74893,6610.84388693,-733.229455616,-0.00256028077329,0.0,0.0,0.00410770044062,-63641.3161825,262,0.991836066528,0.0,-1.29487503563e-16,63,-2853.94370693,5530196.74893
32.4513377236,1.2400434529e+14,783.321417069,-0.00370855565659,0.00999138846208,9129005.749,8504.57666407,-851.937932225,-0.00217721494217,0.0,0.0,0.00370855565659,-62842.48469,262,0.992159756371,0.0,1.69501414794e-17,64,-3532.40315301,9129005.749
32.4442197837,1.23124823724e+14,1281.173243,-0.0044292133711,0.00987999476204,6527989.07907,6922.35018729,-857.664729617,-0.00326540138375,0.0,0.0,0.0044292133711,-46199.2094142,261,0.991854060912,0.0,-3.38405916117e-16,65,-3601.17794372,6527989.07907
32.4397759638,1.22578893091e+14,491.063630358,-0.00441427921309,0.00995207082311,7098029.96678,7284.80526236,-868.950514355,-0.0031308089778,0.0,0.0,0.00441427921309,-54718.7589552,262,0.99166253323,0.0,-3.73995916344e-16,66,-3526.74762282,7098029.96678
32.449474557,1.2377351964e+14,674.181893297,-0.00454983562255,0.00997033504984,11641051.9979,9672.30470213,-955.669466089,-0.00240539506898,0.0,0.0,0.00454983562255,-61190.0664232,262,0.992086826077,0.0,2.63966262805e-17,67,-4019.28252427,11641051.9979
32.4554023654,1.24509404279e+14,872.788947103,-0.00406204369659,0.00640627138599,7371423.80134,7547.67215261,-870.536934367,-0.00296039505003,0.0,0.0,0.00406204369659,-63460.5619541,262,0.992350641922,0.0,-1.61698525092e-16,68,-3444.48812534,7371423.80134
32.4652772532,1.2574501138e+14,832.233388116,-0.00519459890394,0.00993597513643,6101913.71337,6742.87042918,-860.022872553,-0.00301099821569,0.0,0.0,0.00519459890394,-56712.206598,262,0.992780560704,0.0,9.65241840991e-17,69,-3299.79766947,6101913.71337
32.4746842298,1.26933472912e+14,943.338367817,-0.00393091164492,0.00999310780402,7835493.58077,7879.58020203,-867.724182639,-0.00246094999895,0.0,0.0,0.00393091164492,-64064.3847391,262,0.993178261176,0.0,-3.16416347647e-16,70,-3461.18780104,7835493.58077
32.4731965545,1.26744777518e+14,787.992450182,-0.00476715309243,0.00973073481816,7352768.07362,7581.25494403,-865.968380406,-0.00270166863246,0.0,0.0,0.00476715309243,-53355.1621647,263,0.993114198863,0.0,1.88963399852e-16,71,-3403.27435872,7352768.07362
32.46467416,1.25669198289e+14,1000.34686322,-0.0035436523308,0.00641597534731,10595036.2991,9524.61839216,-838.27115175,-0.00188391896133,0.0,0.0,0.0035436523308,-110265.407367,263,0.992747118456,0.0,-3.32694299024e-16,72,-3288.6077085,10595036.2991
32.4581258171,1.24848961805e+14,1034.60925004,-0.00395253777451,0.00979384162753,7475345.58785,7870.4928563,-768.294154189,-0.00171276028442,0.0,0.0,0.00395253777451,-76776.1691693,261,0.992463689555,0.0,-1.2696191621e-16,73,-3087.47567799,7475345.58785
32.4451603106,1.23240680408e+14,1154.144593,-0.0037868915569,0.00996419372083,7879916.39001,7974.20626522,-805.220285107,-0.00241124907966,0.0,0.0,0.0037868915569,-75263.9663392,262,0.991911874027,0.0,-2.20609967749e-16,74,-3200.87963019,7879916.39001
32.4530199792,1.24213127855e+14,806.152459647,-0.00455406480572,0.00984905933115,4699199.86446,6262.89600734,-750.405440413,-0.00294361981312,0.0,0.0,0.00455406480572,-71643.085685,263,0.992248635853,0.0,4.06709637092e-17,75,-2756.52978925,4699199.86446
32.4425740366,1.22922358043e+14,1077.47314074,-0.00381792432382,0.00645420960303,7836413.05473,7968.84030077,-868.967581896,-0.00267048308148,0.0,0.0,0.00381792432382,-72497.8379212,262,0.991803579033,0.0,-7.94699584356e-17,76,-3449.94707604,7836413.05473
32.4253180344,1.20819406026e+14,1298.94829837,-0.00463005758111,0.00994955609754,7306272.78326,7411.39509775,-934.601589665,-0.00286525340124,0.0,0.0,0.00463005758111,-47906.3513266,264,0.991064350431,0.0,-1.4734014824e-16,77,-3667.42938678,7306272.78326
32.4176607347,1.19897788677e+14,1571.82340292,-0.00303870610176,0.00935857084816,5303192.31211,6541.30712872,-708.495467427,-0.0025323046581,0.0,0.0,0.00303870610176,-52301.9979986,261,0.990731571535,0.0,-4.37024757174e-17,78,-2648.39326166,5303192.31211
32.4278368248,1.21124108367e+14,743.592991197,-0.00427484896317,0.00985537488114,7133559.81207,7671.11990956,-789.124528111,-0.00219440973178,0.0,0.0,0.00427484896317,-63679.5804464,262,0.991166275955,0.0,5.1816545864e-19,79,-2989.84005635,7133559.81207
32.454305391,1.2437289554e+14,1192.14404199,-0.00405283491664,0.00994202988614,6101804.43979,6804.66517225,-890.938854803,-0.00275793481398,0.0,0.0,0.00405283491664,-53552.2884213,265,0.99229844819,0.0,7.46880808388e-18,80,-3266.88881648,6101804.43979
32.4548124859,1.24435980402e+14,1367.28695472,-0.00383506004611,0.00972469974462,6275928.35594,7021.32542083,-810.963208454,-0.00299708840458,0.0,0.0,0.00383506004611,-55501.692506,263,0.992314299432,0.0,1.56654676896e-16,81,-3137.73518711,6275928.35594
32.4494945212,1.23775990698e+14,1202.33199032,-0.00466536046471,0.00976044504575,4593301.98101,6028.22804075,-722.273676065,-0.00308166424114,0.0,0.0,0.00466536046471,-56609.2369855,262,0.992084752174,0.0,8.99890183318e-17,82,-2597.13862271,4593301.98101
32.4368041359,1.22215150473e+14,10626.8966369,-0.00413679549538,0.00994299963407,5895684.72317,6863.11956897,-747.004133405,-0.00262162970437,0.0,0.0,0.00413679549538,-68522.0097084,262,0.99152961242,0.0,2.10934238353e-16,83,-2881.36621489,5895684.72317
32.4420942437,1.2286339492e+14,1259.79789347,-0.0047846353511,0.00978834542593,6380172.54742,6988.3329504,-800.846123838,-0.0028677119812,0.0,0.0,0.0047846353511,-51610.4009152,263,0.991758985281,0.0,-2.47656135787e-16,84,-3092.8936492,6380172.54742
32.4435858489,1.23046795344e+14,1175.23581381,-0.00335216702089,0.00645535218374,7801087.9215,7657.8449284,-878.947064667,-0.00280330324225,0.0,0.0,0.00335216702089,-56174.5991324,263,0.991822248765,0.0,1.25292069769e-16,85,-3620.35793009,7801087.9215
32.4347134452,1.21959903308e+14,1392.8900484,-0.00465966814675,0.009890321238,7619880.6819,8029.43549148,-763.527666714,-0.00188274725534,0.0,0.0,0.00465966814675,-72247.3932149,261,0.991438201078,0.0,-2.80788614922e-16,86,-2886.86944614,7619880.6819
32.4217774601,1.20392392325e+14,1080.97344049,-0.00404420675993,0.00961591846423,3650430.67708,5280.34032215,-702.827374927,-0.00318751691583,0.0,0.0,0.00404420675993,-36715.0086855,261,0.990870536479,0.0,-6.92840070735e-17,87,-2529.27888257,3650430.67708
32.429779216,1.21359607408e+14,1010.28021088,-0.00394065865398,0.00988173257553,11659136.1199,9538.75849498,-1011.06637645,-0.00219644127031,0.0,0.0,0.00394065865398,-79040.7906346,264,0.991212635545,0.0,2.43372483403e-17,88,-4155.47978223,11659136.1199
32.432072047,1.21638183718e+14,1338.61228482,-0.00578142424054,0.00924538739168,6141959.67168,6948.73894267,-762.425004971,-0.00282811447554,0.0,0.0,0.00578142424054,-50839.9152042,262,0.991312031413,0.0,-1.53526638845e-16,89,-2938.00840086,6141959.67168
32.4322556363,1.21660517234e+14,1349.18100789,-0.00390436354195,0.0099344033714,10925574.1603,9244.01377837,-997.547603548,-0.00265018448875,0.0,0.0,0.00390436354195,-64291.5167136,264,0.991320596097,0.0,-1.91068420843e-16,90,-4033.6754398,10925574.1603
32.4333575644,1.21794652273e+14,1183.76501036,-0.00368022695613,0.00998848060614,11973602.7379,9912.52529588,-965.612590545,-0.00225138818062,0.0,0.0,0.00368022695613,-68163.6468469,262,0.991371640626,0.0,-3.00416304124e-16,91,-4104.72097561,11973602.7379
32.437289616,1.22274497902e+14,1167.50937777,-0.00433469951793,0.00999136305297,10217652.8429,9055.26269594,-924.097335345,-0.00227044975459,0.0,0.0,0.00433469951793,-82254.3108755,265,0.991539823685,0.0,8.16858720769e-17,92,-3619.11803594,10217652.8429
32.4248955861,1.20768376848e+14,1294.2457972,-0.00346695573748,0.00978051218084,8663643.34697,8373.09171887,-826.576057954,-0.00221893391175,0.0,0.0,0.00346695573748,-73301.4282442,263,0.991010147939,0.0,2.5510202353e-16,93,-3293.97139709,8663643.34697
32.4369418694,1.22231984744e+14,13600.835636,-0.00309141043139,0.00645598820917,9234361.70135,8452.08838929,-894.786485319,-0.00253900437886,0.0,0.0,0.00309141043139,-80852.613944,265,0.991528734107,0.0,2.33539758881e-16,94,-3579.46520693,9234361.70135
32.4348203761,1.21972945279e+14,1325.18741948,-0.00497351469595,0.00981792408225,3795359.1561,5333.13963857,-704.481372518,-0.00314028636588,0.0,0.0,0.00497351469595,-42002.5667028,262,0.991432406149,0.0,-1.71567081101e-16,95,-2622.82104179,3795359.1561
32.4278707285,1.21128214989e+14,1375.43191255,-0.00345862930898,0.00645262512387,5825012.57188,6836.40626266,-767.001056157,-0.00243930614601,0.0,0.0,0.00345862930898,-62582.5454419,263,0.991136591465,0.0,-7.96834515096e-16,96,-2781.99507275,5825012.57188
32.4194384317,1.20111120172e+14,13655.8697753,-0.00510617501398,0.0095680303205,7821410.8717,7819.68338989,-858.236800579,-0.00260862443535,0.0,0.0,0.00510617501398,-46614.2500204,264,0.990768299863,0.0,1.1862668703e-16,97,-3394.59194627,7821410.8717
32.4172684522,1.19850764096e+14,1227.67434386,-0.00360958038275,0.00989533582062,7294197.70484,7766.01407266,-722.548113164,-0.0021890128101,0.0,0.0,0.00360958038275,-70698.5178793,261,0.990674387926,0.0,2.62535682278e-16,98,-2933.93721125,7294197.70484
32.4186787802,1.20019912227e+14,1195.90323238,-0.00401274153553,0.00645253684037,4063846.16287,5558.96225939,-733.806389521,-0.00368817334626,0.0,0.0,0.00401274153553,-55384.0810342,263,0.990717517962,0.0,-2.31571306415e-16,99,-2679.77367994,4063846.16287
32.4110579061,1.19108731993e+14,1220.70413811,-0.00469877950067,0.00987932333416,4367376.44846,5893.2980927,-673.868630792,-0.00248539557139,0.0,0.0,0.00469877950067,-51148.4614857,262,0.990383458779,0.0,1.17373308572e-16,100,-2392.36827033,4367376.44846
32.4132395791,1.19368871965e+14,1222.35662734,-0.00332159433077,0.00646783602498,4721410.40934,6070.53632331,-752.799600611,-0.00281077823886,0.0,0.0,0.00332159433077,-55031.2780202,263,0.9904779301,0.0,5.30944529874e-17,101,-2629.45800665,4721410.40934
