LossAfter,LossBefore,MeanKLBefore,vf_LossAfter,MaxReturn,vf_MeanKL,ExplainedVariance,vf_dLoss,AverageReturn,MinReturn,Entropy,Iteration,MeanKL,vf_LossBefore,dLoss,AveragePolicyStd,Perplexity,AverageDiscountedReturn,StdReturn,NumTrajs
-0.0269223533525,1.42198735616e-16,0.0,1918910102.84,-54351.0802606,0.0,1.02156738671e-05,0.0,-346051.260852,-646478.338442,32.5871712055,34,0.00997280808328,1918910102.84,0.0269223533525,0.99790919504,1.42045877948e+14,-59647.6312861,52703.0078096,417
-0.0266728132787,-4.6977767684e-16,0.0,1887495317.57,-107963.708946,0.0,9.61180813219e-06,0.0,-344165.236315,-683607.732817,32.583766534,35,0.00996881413329,1887495317.57,0.0266728132787,0.997763186293,1.41563080746e+14,-59952.5724385,49723.409112,416
-0.0267856184301,-4.05540824643e-16,0.0,1903744513.91,-62031.0972187,0.0,8.11121309197e-06,0.0,-343890.746734,-642152.437487,32.579694169,36,0.00997630786893,1903744513.91,0.0267856184301,0.997587077452,1.4098775647e+14,-60594.4617417,49886.3759639,420
-0.0270788109131,-4.39400318332e-16,0.0,1845943403.51,-122913.202716,0.0,9.11101624679e-06,0.0,-342552.661031,-630915.048342,32.5766260753,37,0.00998617905377,1845943403.51,0.0270788109131,0.997455418474,1.40555855714e+14,-59489.9564382,46124.5757752,416
-0.019490391727,-4.87678898169e-16,0.0,2214418875.12,-102348.156189,0.0,3.95244436913e-06,0.0,-345140.65586,-2015220.97982,32.5766716362,38,0.00991538039293,2214418875.12,0.019490391727,0.997457906552,1.4056225971e+14,-60113.0078789,93853.8696442,417
-0.026747336397,2.21006395488e-16,0.0,1801091802.03,-108026.311327,0.0,9.06277484247e-06,0.0,-338656.261195,-696718.291386,32.5735236662,39,0.00993882921856,1801091802.03,0.026747336397,0.997321161171,1.40120469674e+14,-61129.2556182,45138.3748406,418
-0.0218872480804,-1.32263727029e-15,0.0,1826240495.91,-91210.2228501,0.0,9.54172418521e-06,0.0,-339641.228518,-532822.521864,32.5713840621,40,0.00640351157176,1826240495.91,0.0218872480804,0.997229738175,1.39820987838e+14,-58813.582254,43836.1634768,417
-0.0268744553807,-1.08381172611e-16,0.0,1803469854.54,-74233.1096674,0.0,1.11689634383e-05,0.0,-335188.112924,-540877.729204,32.5751743499,41,0.0099988136053,1803469854.54,0.0268744553807,0.997394080785,1.40351955246e+14,-58692.5601719,47742.7804073,420
-0.0275908453971,-3.36506796607e-16,0.0,1866484486.77,-47476.0965452,0.0,8.91268338366e-06,0.0,-338338.664707,-569581.162979,32.5719438277,42,0.00997442148399,1866484486.77,0.0275908453971,0.997255217312,1.39899276737e+14,-58501.0445301,53465.3312748,421
-0.0268956251241,-7.47449405488e-17,0.0,1786964199.87,-124004.718742,0.0,7.63665165127e-06,0.0,-337258.352498,-630761.081566,32.5717343003,43,0.00996821413131,1786964199.87,0.0268956251241,0.997247149577,1.39869967075e+14,-59052.0415025,46153.6872491,416
-0.0268568468189,1.23250023152e-15,0.0,1803803406.34,-80537.3257182,0.0,9.5357956289e-06,0.0,-337002.917183,-538649.773096,32.5772057094,44,0.00997645504942,1803803406.34,0.0268568468189,0.997484666521,1.40637350299e+14,-57719.6044452,44479.4005059,416
-0.0270492981729,-1.1585993232e-16,0.0,1756859162.65,-46962.0632458,0.0,9.64962551875e-06,0.0,-333757.064466,-508227.158779,32.5724805223,45,0.00996378644677,1756859162.65,0.0270492981729,0.997280186739,1.39974380075e+14,-58004.0420721,44964.6490048,417
-0.0269323053798,-4.77888389599e-16,0.0,1732708832.11,-106434.710113,0.0,7.88333281931e-06,0.0,-332876.596012,-547151.108939,32.5754066784,46,0.00997152089317,1732708832.11,0.0269323053798,0.997408066765,1.40384566794e+14,-59002.8437495,46421.3330184,417
-0.0241665080122,6.7155175777e-17,0.0,1910982459.82,-69927.8347886,0.0,7.07925685828e-06,0.0,-337342.032652,-1087188.34461,32.5725190128,47,0.00998269077669,1910982459.82,0.0241665080122,0.997283402478,1.39979767862e+14,-57292.2736924,63014.2064288,416
-0.0260151540051,3.13368834288e-16,0.0,1808508251.29,-103728.383612,0.0,8.96453602262e-06,0.0,-334234.014245,-760050.880541,32.5711429684,48,0.0099737977162,1808508251.29,0.0260151540051,0.997223129075,1.39787281945e+14,-57084.4836612,48594.3036752,416
-0.0267679704466,-2.45569232062e-16,0.0,1732774144.54,-102173.637014,0.0,8.01437452269e-06,0.0,-329473.844192,-559623.40031,32.5706735688,49,0.00999000348269,1732774144.54,0.0267679704466,0.997203812888,1.39721681253e+14,-56867.2042129,46267.8282509,417
-0.0269229993041,-1.70876038448e-16,0.0,1725884778.35,-102561.962649,0.0,8.84235381249e-06,0.0,-331057.939224,-607466.131514,32.5661517801,50,0.00997247629306,1725884778.35,0.0269229993041,0.997008148432,1.39091315592e+14,-57219.4848174,44168.3106389,415
-0.0246748657469,-2.14590795445e-16,0.0,1884568371.36,-145299.595584,0.0,8.42516630872e-06,0.0,-334952.868742,-1001707.63952,32.5669727967,51,0.00998831673843,1884568371.36,0.0246748657468,0.997043621509,1.39205558763e+14,-57588.7602365,54378.5977926,418
-0.0264054911889,-2.01981033853e-16,0.0,1801561104.78,-64727.1184112,0.0,7.36838941062e-06,0.0,-333784.637624,-685597.179427,32.5621201522,52,0.00995121915649,1801561104.78,0.0264054911889,0.99683471166,1.38531680045e+14,-56834.3903748,44027.4237341,415
-0.0176184638935,1.12893016672e-16,0.0,3209936987.81,-71842.1558276,0.0,1.57683016155e-06,0.0,-340949.786575,-3455945.24595,32.5635272627,53,0.00995042446574,3209936987.81,0.0176184638935,0.996895257277,1.38726746633e+14,-57985.1088529,162667.970127,418
-0.0215586589157,6.658661201e-16,0.0,1633893537.93,-113919.662892,0.0,9.71178957798e-06,0.0,-324609.578927,-444778.500713,32.5616675472,54,0.00640638708685,1633893537.93,0.0215586589157,0.996815108845,1.38468994099e+14,-56630.0573163,40595.5836739,414
-0.0261792432777,-2.63488903591e-16,0.0,1765621102.11,-171393.714786,0.0,7.35519332629e-06,0.0,-330263.848209,-727590.518686,32.5635155233,55,0.00997911837992,1765621102.11,0.0261792432777,0.996895634271,1.38725118073e+14,-56177.7668961,46975.8440975,414
-0.0264878251865,-1.26495007502e-16,0.0,1669250783.8,-141310.50266,0.0,5.7346091985e-06,0.0,-325889.990686,-558905.964884,32.5640587867,56,0.00995986223944,1669250783.8,0.0264878251865,0.996920169297,1.38800502832e+14,-56800.2097252,41763.2432225,415
-0.026883065447,-1.07564785463e-16,0.0,1668367045.17,-116170.246622,0.0,1.00685382962e-05,0.0,-325642.420065,-672610.479407,32.568050459,57,0.00999170278167,1668367045.17,0.026883065447,0.997093341833,1.39355656212e+14,-56176.202084,45081.5404511,414
-0.0259752613474,2.85622091399e-16,0.0,1739137099.77,-113861.120476,0.0,8.38829032079e-06,0.0,-328652.300789,-947300.683855,32.5697969525,58,0.00997027678401,1739137099.77,0.0259752613474,0.997169429367,1.39599252622e+14,-55915.680005,50114.3169281,414
-0.0272076983232,1.78585574941e-16,0.0,1679136291.14,-40723.5426245,0.0,9.66529727064e-06,0.0,-326613.99897,-600787.569567,32.5697828048,59,0.00999856757484,1679136291.14,0.0272076983232,0.997169403969,1.39597277624e+14,-56148.0762729,46587.9458629,415
-0.0262024120009,3.29564259095e-16,0.0,1682601835.22,-62625.3859568,0.0,9.87630462335e-06,0.0,-323724.252126,-823233.25238,32.5680223792,60,0.00996553723917,1682601835.22,0.0262024120009,0.997095209344,1.39351743185e+14,-55738.6866177,50208.8748923,416
-0.0270092217089,5.23651512956e-17,0.0,1649112678.95,-198300.541697,0.0,9.28052066784e-06,0.0,-324542.630723,-548616.43531,32.5654148114,61,0.00997717092095,1649112678.95,0.0270092217089,0.996982374397,1.38988847419e+14,-54990.0050354,38866.9226925,412
-0.0266143981557,-3.53063729174e-16,0.0,1659833032.91,-51446.1568627,0.0,1.06309522105e-05,0.0,-322331.071519,-662680.306936,32.5645196056,62,0.00998816928419,1659833032.91,0.0266143981557,0.996943933313,1.3886447947e+14,-56238.4245743,47846.3959195,417
-0.0262940072784,5.85163286133e-16,0.0,1708271162.15,-162634.74756,0.0,9.50104008379e-06,0.0,-324006.236633,-810138.218289,32.5587843804,63,0.00998665462691,1708271162.15,0.0262940072784,0.99669660754,1.38070339869e+14,-55236.0883261,51010.4608008,415
-0.0263779371183,-4.2318292707e-16,0.0,1722811764.96,-142433.901214,0.0,7.45021650006e-06,0.0,-325993.516935,-808059.135738,32.5583067951,64,0.00999046658925,1722811764.96,0.0263779371183,0.996677087869,1.38004415246e+14,-55692.9006752,49223.8220447,416
-0.026328280971,-4.35946316244e-16,0.0,1650620103.82,-113689.861198,0.0,1.15542141504e-05,0.0,-319594.298836,-853825.602077,32.5572875471,65,0.0099774017998,1650620103.82,0.026328280971,0.996633868421,1.37863826181e+14,-55113.001621,48865.8747992,418
-0.027084438471,8.86408414946e-16,0.0,1624430564.82,-121463.323602,0.0,1.1110153012e-05,0.0,-320093.911066,-460617.785233,32.5515626318,66,0.00998003131853,1624430564.82,0.027084438471,0.996386008499,1.37076822366e+14,-54591.9899594,39653.7654973,417
-0.0263454631355,-3.88161448329e-16,0.0,1662163141.58,-132011.384458,0.0,9.3203861885e-06,0.0,-320555.372792,-861968.407822,32.5522907608,67,0.00998683804938,1662163141.58,0.0263454631355,0.996420363107,1.37176668326e+14,-54282.9963993,51749.0975815,415
-0.0271611867604,5.16191495117e-16,0.0,1578354446.31,-117556.226378,0.0,8.24101280994e-06,0.0,-314942.860108,-421646.809857,32.5539701796,68,0.00999360177535,1578354446.31,0.0271611867604,0.996494116455,1.37407238951e+14,-54688.5958713,42777.3935301,418
-0.0250898116586,-5.23298408783e-17,0.0,1653187895.09,-175443.408881,0.0,8.18536948133e-06,0.0,-318872.446996,-916322.663356,32.5502279364,69,0.00998066398661,1653187895.09,0.0250898116586,0.996332587541,1.36893988606e+14,-54660.0330493,51023.6989116,415
-0.0270393871185,7.7314922806e-16,0.0,1559755876.31,-98872.3668011,0.0,1.14197777283e-05,0.0,-312782.492419,-515502.303103,32.5502651029,70,0.00997339131859,1559755876.31,0.0270393871185,0.996334773241,1.3689907657e+14,-53401.5482652,43744.4742412,417
-0.0257237616597,1.82494205673e-16,0.0,1626672532.62,-113566.975731,0.0,8.5874574699e-06,0.0,-317161.252387,-693971.582874,32.5504714902,71,0.00998609302237,1626672532.62,0.0257237616597,0.996344867746,1.36927333718e+14,-54531.9904832,45775.8341614,416
-0.0270172975476,3.21906634836e-16,0.0,1604146278.65,-87371.1059421,0.0,1.18894215506e-05,0.0,-317681.585398,-602022.996502,32.5515370122,72,0.00998498627353,1604146278.65,0.0270172975476,0.99639247616,1.37073310563e+14,-55005.4111436,47803.5298988,415
-0.0246653937071,3.54138281488e-16,0.0,1613241548.0,-95636.3663154,0.0,8.03530119475e-06,0.0,-312668.241643,-989668.510921,32.5473015454,73,0.00997179948884,1613241548.0,0.0246653937071,0.996207728356,1.36493968863e+14,-53453.1228053,52963.7531381,418
-0.0255369598545,1.81601068349e-16,0.0,1585338811.34,-99985.0161453,0.0,9.57468580054e-06,0.0,-313091.321796,-675250.034279,32.547485784,74,0.00996072269357,1585338811.34,0.0255369598545,0.996217162286,1.36519118637e+14,-53693.4029433,46527.3920791,416
-0.0262040874012,-6.57320220026e-16,0.0,1574021844.74,-166301.102996,0.0,9.35646547129e-06,0.0,-315899.731386,-648186.821139,32.5400892777,75,0.00999836274123,1574021844.74,0.0262040874012,0.995899251257,1.35513079293e+14,-53589.015293,41577.9994798,412
-0.0268660379617,6.43419055141e-16,0.0,1521523358.42,-100647.459387,0.0,8.10987146749e-06,0.0,-310005.311798,-592690.209422,32.5399150267,76,0.00997953589459,1521523358.42,0.0268660379617,0.995894072128,1.35489468057e+14,-53162.7533641,42674.8198632,417
-0.0214453639709,-8.89492877083e-16,0.0,1519031697.09,-120340.478555,0.0,8.57177130953e-06,0.0,-311024.781011,-438649.646663,32.534954409,77,0.00640265553745,1519031697.09,0.0214453639709,0.995681444471,1.34819020893e+14,-53684.9053158,39562.2853831,415
-0.0214618390778,-7.25538293692e-16,0.0,1485292553.47,-136763.875188,0.0,1.21638570822e-05,0.0,-306487.204988,-519541.94782,32.5349824318,78,0.00640919279841,1485292553.47,0.0214618390778,0.995684204527,1.34822798947e+14,-52847.2298701,38400.3099916,417
-0.0216745179479,-4.32634102015e-16,0.0,1504859660.42,-143244.056545,0.0,7.69219050434e-06,0.0,-310955.592621,-437547.955312,32.536213203,79,0.00640278243888,1504859660.42,0.0216745179479,0.995738178046,1.34988837122e+14,-52860.0931235,36865.4513653,413
-0.0264536792389,4.78489340283e-16,0.0,1567431652.3,-91341.8425081,0.0,1.18379715821e-05,0.0,-310446.396955,-661558.467859,32.5340613794,80,0.00997884600502,1567431652.3,0.0264536792389,0.995647009783,1.34698677258e+14,-53408.9457708,48548.1063122,417
-0.0268393589875,7.08748107604e-16,0.0,1501852263.62,-218630.842641,0.0,1.19768837988e-05,0.0,-309844.985388,-524853.520851,32.5334883766,81,0.00999589880176,1501852263.62,0.0268393589875,0.995623230082,1.34621516653e+14,-52661.7521194,38376.0016476,413
-0.025627999329,-3.62169862084e-16,0.0,1557664429.74,-81806.9522177,0.0,7.63264322823e-06,0.0,-309443.197933,-822232.537272,32.5288706643,82,0.00999895664718,1557664429.74,0.025627999329,0.995423760007,1.34001306292e+14,-53029.6641669,48453.4613682,418
-0.0265648087233,4.57706130608e-16,0.0,1526457267.89,-149710.999686,0.0,1.23422425927e-05,0.0,-310040.014547,-584754.764666,32.5250938645,83,0.00997073839123,1526457267.89,0.0265648087233,0.995261657721,1.33496164693e+14,-53008.583797,43369.9606477,414
-0.0267553012112,-7.51390944585e-16,0.0,1469681254.53,-97594.0954629,0.0,1.15831854758e-05,0.0,-305064.248637,-416914.873207,32.5203497757,84,0.00998513575584,1469681254.53,0.0267553012112,0.995058594389,1.32864346922e+14,-52755.7519119,41091.3799173,417
-0.0262894726889,9.87718384324e-16,0.0,1514102402.04,-89388.6126515,0.0,8.94696170151e-06,0.0,-307920.005308,-1018365.65284,32.517909853,85,0.00997855145252,1514102402.04,0.0262894726889,0.994955571324,1.32540563347e+14,-54073.6400877,53749.0696597,419
-0.0270970257745,1.44476617694e-17,0.0,1451969806.39,-162439.257763,0.0,1.04252039977e-05,0.0,-305679.035152,-578090.59582,32.5165123032,86,0.00997071881483,1451969806.39,0.0270970257745,0.994896695576,1.32355460694e+14,-52245.7494469,35378.3164399,412
-0.0274708749371,-7.10564043137e-16,0.0,1475264539.31,-97901.8199038,0.0,9.18146747142e-06,0.0,-305437.270461,-455074.198964,32.5199756768,87,0.0099996489253,1475264539.31,0.0274708749371,0.995047817574,1.32814651807e+14,-52341.0950881,38573.1162439,416
-0.0263962566082,3.62017175039e-16,0.0,1452464489.27,-84033.8411508,0.0,1.13233975912e-05,0.0,-303355.410619,-443344.164509,32.5175188761,88,0.00998564335429,1452464489.27,0.0263962566082,0.994944405376,1.32488753179e+14,-52292.8987135,40016.8671,417
-0.026074437252,-5.4323973795e-16,0.0,1504949725.59,-96875.6351549,0.0,9.3842178347e-06,0.0,-304653.361608,-599028.19742,32.5143171452,89,0.00998179682823,1504949725.59,0.026074437252,0.994808956287,1.32065238204e+14,-52685.8853862,46643.7586952,418
-0.0257841393052,-5.82265281906e-16,0.0,1526822249.35,-82653.4486148,0.0,8.99765256668e-06,0.0,-306680.487184,-823792.068099,32.5153732849,90,0.00997299333878,1526822249.35,0.0257841393052,0.994856151799,1.32204791216e+14,-53105.9884534,50547.1517701,417
-0.0265554684473,-2.46246615917e-16,0.0,1500179224.45,-107422.342491,0.0,9.69948562191e-06,0.0,-305139.567458,-554655.176408,32.510279972,91,0.0099649712084,1500179224.45,0.0265554684473,0.994638058478,1.31533142758e+14,-52089.0877141,42496.014189,416
-0.027324314992,7.87704805668e-16,0.0,1401644933.41,-48475.6189064,0.0,8.20482174491e-06,0.0,-300097.947093,-465180.392689,32.5106958189,92,0.00999644221757,1401644933.41,0.027324314992,0.994659407351,1.31587851791e+14,-51672.0781509,39429.8454199,414
-0.0271367004757,-5.26622631473e-16,0.0,1422583199.95,-105315.122825,0.0,1.19918554616e-05,0.0,-300203.650044,-498973.436629,32.5068575261,93,0.00998847851432,1422583199.95,0.0271367004757,0.994494126511,1.31083747157e+14,-51555.4393466,41291.6557605,416
-0.0265056765862,-1.45377847495e-16,0.0,1432676948.46,-72107.584122,0.0,9.00382903291e-06,0.0,-300829.2532,-452695.200945,32.5042541211,94,0.00997767604066,1432676948.46,0.0265056765862,0.994383336749,1.30742926905e+14,-51943.748283,36728.6301694,416
-0.0231680750473,2.06064265795e-17,0.0,1592543007.12,-94689.5917386,0.0,6.59954725679e-06,0.0,-302556.905691,-1145924.20313,32.4999194225,95,0.00996230214783,1592543007.12,0.0231680750473,0.994198517713,1.30177422262e+14,-52563.2679683,59370.7818994,419
-0.0267136173709,-1.50096196662e-16,0.0,1367046699.1,-132431.99961,0.0,9.31830766382e-06,0.0,-294413.787842,-547340.124999,32.4996456691,96,0.00997917258227,1367046699.1,0.0267136173709,0.994189632483,1.30141790627e+14,-51157.9973039,37337.2103863,416
-0.0260946183862,2.99959104346e-16,0.0,1453245167.17,-99992.9271374,0.0,7.84605995341e-06,0.0,-300420.098821,-653105.409977,32.4983025963,97,0.00996191718673,1453245167.17,0.0260946183862,0.994133106624,1.29967118048e+14,-51737.1669756,40578.403705,417
-0.0265880490122,-2.12249125878e-16,0.0,1451650899.83,-52529.6905053,0.0,7.37447232202e-06,0.0,-301575.26701,-954641.716734,32.4923354445,98,0.00997745476005,1451650899.83,0.0265880490122,0.993878600113,1.29193893793e+14,-52646.0214344,53960.9647999,416
-0.0269482319204,-2.63004183819e-16,0.0,1385912531.14,-93467.8271841,0.0,9.4846704195e-06,0.0,-296963.90486,-433291.159692,32.4934886462,99,0.00997158212994,1385912531.14,0.0269482319204,0.993933657297,1.2934296635e+14,-51067.9946391,36185.6540789,415
-0.0266417523737,5.44608772346e-16,0.0,1409630855.43,-129561.751043,0.0,9.17505617526e-06,0.0,-299782.125847,-495012.855686,32.4924961791,100,0.00997026777452,1409630855.43,0.0266417523737,0.993897042646,1.29214661388e+14,-51955.4763095,35670.0254302,415
