LossAfter,LossBefore,MeanKLBefore,vf_LossAfter,MaxReturn,vf_MeanKL,ExplainedVariance,vf_dLoss,AverageReturn,MinReturn,Entropy,Iteration,MeanKL,vf_LossBefore,dLoss,AveragePolicyStd,Perplexity,AverageDiscountedReturn,StdReturn,NumTrajs
-0.026775486263,-2.51438491421e-16,0.0,2267788667.77,-65028.6852734,0.0,2.62248723759e-06,0.0,-376680.634025,-681180.391157,32.6355862637,1,0.00998822094701,2267788667.77,0.026775486263,1.0,1.4909223597e+14,-68090.386599,56808.8428237,422
-0.027026869211,-2.29029024019e-17,0.0,2229380525.2,-93136.4022929,0.0,8.1769922734e-06,0.0,-378165.191288,-537565.421336,32.6354406143,2,0.00996627744844,2229380525.2,0.027026869211,0.999993809257,1.49070522354e+14,-67436.3236505,47919.595763,417
-0.0271245694848,4.41360100876e-16,0.0,2144680631.99,-49776.9312169,0.0,5.99271487911e-06,0.0,-368780.279028,-542964.628595,32.6286578465,3,0.00997456989623,2144680631.99,0.0271245694848,0.999699038268,1.48062832938e+14,-65721.4228235,55335.2898729,419
-0.0270796751623,-8.01016566133e-17,0.0,2202428208.42,-59036.4233205,0.0,6.11587264443e-06,0.0,-373468.396475,-750107.227855,32.6330389811,4,0.00996063883216,2202428208.42,0.0270796751623,0.999889764578,1.48712939204e+14,-65857.0174982,55433.6058298,416
-0.0102638740017,-6.67924747036e-17,0.0,1.82714706256e+15,-83052.761621,0.0,-9.28233490072e-10,0.0,-18621891.5954,-7611152684.95,32.632402572,5,0.0098090898146,1.82714706256e+15,0.0102638740017,0.999862318319,1.48618327044e+14,-14698041.5379,372254452.575,417
-0.0274955132021,6.56958579176e-16,0.0,2184082330.54,-65397.2209379,0.0,7.98781527256e-06,0.0,-373305.971567,-600854.997527,32.6318199378,6,0.00998495581738,2184082330.54,0.0274955132021,0.99983700142,1.48531762151e+14,-65655.2964882,52019.4911157,416
-0.0251015111712,-5.21136279292e-16,0.0,2233954518.75,-56452.102743,0.0,3.83565477624e-06,0.0,-373445.972264,-1234542.13988,32.6294794244,7,0.0099725297388,2233954518.75,0.0251015111712,0.999735352629,1.48184528075e+14,-65173.5658565,63112.4840607,414
-0.0152962532903,-9.84150437747e-17,0.0,2.09431744692e+14,-55206.662286,0.0,-5.48932788114e-09,0.0,-4640512.25714,-1794567979.0,32.6303801285,8,0.00998802967253,2.09431744692e+14,0.0152962532903,0.999774962285,1.48318058615e+14,-2346796.97518,87443694.1084,420
-0.026444454321,3.43441037075e-16,0.0,2152997471.25,-103027.699444,0.0,5.98428939635e-06,0.0,-368941.055632,-717464.890995,32.6309896037,9,0.00997492187068,2152997471.25,0.026444454321,0.999801592254,1.48408482351e+14,-65141.4618539,52711.6446864,415
-0.0271979099033,6.35752484609e-16,0.0,2152873226.23,-84004.9093774,0.0,8.61296876098e-06,0.0,-371049.432859,-732457.671291,32.6303930874,10,0.00999325556526,2152873226.23,0.0271979099033,0.9997759598,1.48319980662e+14,-65127.2928994,52273.0601032,415
-0.0273463577344,-1.76017719165e-16,0.0,2137649932.03,-60722.1401967,0.0,9.11717299257e-06,0.0,-367376.547474,-617900.911084,32.6284774592,11,0.0099826701823,2137649932.03,0.0273463577344,0.999692914112,1.48036126697e+14,-64469.2863246,51259.8810776,418
-0.027282804207,-1.85741303887e-16,0.0,2059714121.84,-46760.4722654,0.0,6.61670564561e-06,0.0,-363470.129654,-524526.889328,32.6208190681,12,0.00994307784433,2059714121.84,0.027282804207,0.99936047585,1.46906738314e+14,-65887.0528153,50192.1181059,418
-0.0270041213669,1.4358463999e-16,0.0,2111379078.05,-55004.7623767,0.0,5.85047389601e-06,0.0,-365421.60622,-635093.420481,32.6238207007,13,0.00998087347844,2111379078.05,0.0270041213669,0.999490951848,1.47348360825e+14,-64839.336684,53301.9986322,418
-0.0270360375911,-1.72794310241e-17,0.0,2134875753.5,-87671.0121837,0.0,5.42450269203e-06,0.0,-366764.886422,-580107.328612,32.6195768574,14,0.00997416500646,2134875753.5,0.0270360375911,0.999306496051,1.46724362489e+14,-65339.1764823,51246.5960516,419
-0.0274152912347,-2.66198329663e-17,0.0,2084692363.87,-51647.6570271,0.0,7.11504223116e-06,0.0,-362053.543023,-672736.22671,32.6168280265,15,0.00996291604893,2084692363.87,0.0274152912347,0.999187480546,1.46321595841e+14,-63977.737386,57084.5578605,420
-0.0268455810737,1.04612774175e-16,0.0,2031158668.6,-59579.4306425,0.0,7.40944188471e-06,0.0,-360090.973053,-647169.005347,32.6151610786,16,0.00999983621996,2031158668.6,0.0268455810737,0.999115166024,1.46077888553e+14,-64042.4173956,48330.2642299,418
-0.0268037221932,2.94920760692e-16,0.0,2078130775.91,-122598.01001,0.0,7.51042673408e-06,0.0,-358682.881499,-778841.250001,32.6113966056,17,0.00999820758666,2078130775.91,0.0268037221932,0.998952769268,1.45529016039e+14,-64452.4418934,58312.0710583,421
-0.0267393420337,1.5785553044e-16,0.0,2021550812.23,-93832.9952858,0.0,5.37371208775e-06,0.0,-361846.692209,-740586.280304,32.6057811946,18,0.00996672921497,2021550812.23,0.0267393420337,0.998709514696,1.44714100984e+14,-65266.0636278,49997.9977484,415
-0.0203228888212,-1.57467246347e-16,0.0,3258499788.75,-130502.794859,0.0,3.2390215754e-07,0.0,-372595.494501,-4127690.70402,32.6014028377,19,0.00996418430345,3258499788.75,0.0203228888212,0.998520014115,1.44081876058e+14,-65500.4228122,193253.190039,417
-0.0270714103629,-1.94900341443e-16,0.0,2047801454.25,-102403.412912,0.0,7.36776237453e-06,0.0,-357134.765585,-777578.922255,32.6040138833,20,0.00997271219582,2047801454.25,0.0270714103629,0.998633978564,1.44458571985e+14,-62681.4009887,52862.2823107,419
-0.0272502284785,-1.12145713354e-16,0.0,1930774108.37,-57415.8034317,0.0,8.80797335012e-06,0.0,-350605.720367,-676455.131581,32.6030290851,21,0.00999049533046,1930774108.37,0.0272502284785,0.998592205541,1.44316379476e+14,-61374.1263303,48658.5333071,416
-0.0271269514099,9.63324031532e-16,0.0,1960521929.65,-116192.416985,0.0,7.42825403044e-06,0.0,-352254.359004,-484467.445933,32.6033142974,22,0.00998285507644,1960521929.65,0.0271269514099,0.998606234845,1.4435754614e+14,-62154.1370866,44186.5774022,418
-0.0268619639436,4.86948954704e-17,0.0,1959187989.86,-53369.7778657,0.0,6.24210735811e-06,0.0,-352539.394777,-512058.43546,32.6029272632,23,0.0099691769904,1959187989.86,0.0268619639436,0.998589262484,1.44301685655e+14,-62013.8491937,48269.623548,418
-0.0219525153059,-1.23977833078e-16,0.0,1951772618.34,-87388.710473,0.0,6.47706362156e-06,0.0,-351521.709223,-505783.273524,32.6013229339,24,0.00640391606699,1951772618.34,0.0219525153059,0.998519089002,1.44070363827e+14,-62655.7579641,49784.0961441,420
-0.0274148358819,2.20521302618e-16,0.0,1952618266.66,-206552.436747,0.0,7.88062754165e-06,0.0,-353461.151815,-651276.104513,32.6036094376,25,0.00998397322735,1952618266.66,0.0274148358819,0.998619302665,1.44400158151e+14,-61694.2436566,46889.946558,416
-0.0270640486685,-2.89966302617e-16,0.0,1932888632.7,-95784.2608539,0.0,7.74362624356e-06,0.0,-351453.43781,-590922.843995,32.6051709037,26,0.0099836014509,1932888632.7,0.0270640486685,0.998687407763,1.44625810225e+14,-61072.2957785,48031.085877,415
-0.0267392410719,3.54815435278e-16,0.0,1974001417.94,-47017.2356901,0.0,8.63586084687e-06,0.0,-349780.418421,-714686.109251,32.6044573232,27,0.00997628070802,1974001417.94,0.0267392410719,0.998656150545,1.4452264489e+14,-62109.7220271,51882.9467257,421
-0.0261120894641,-1.07499323699e-15,0.0,1968991552.48,-99426.7092135,0.0,6.2111972331e-06,0.0,-348102.440916,-692788.418129,32.6035718507,28,0.00996588857635,1968991552.48,0.0261120894641,0.998617936794,1.44394730698e+14,-61413.3657135,54411.7165405,422
-0.0269754432587,4.85988919448e-16,0.0,1944703248.37,-64762.2325332,0.0,6.23886912421e-06,0.0,-349077.393277,-649885.527935,32.5930786827,29,0.00998063398781,1944703248.37,0.0269754432587,0.998162354814,1.42887494207e+14,-62421.9567032,55383.7637766,420
-0.027381095125,8.9383566231e-16,0.0,1854021542.31,-49301.6752743,0.0,9.75172817796e-06,0.0,-343830.728732,-518674.506702,32.5922280475,30,0.00997127971534,1854021542.31,0.027381095125,0.998126861813,1.42766000751e+14,-59866.3706583,45211.3940479,416
-0.0246933132655,5.10138688156e-16,0.0,2021569373.97,-95685.5251584,0.0,5.59057312277e-06,0.0,-347773.826922,-1031640.82381,32.5916582342,31,0.00998915819532,2021569373.97,0.0246933132655,0.998102952951,1.42684673957e+14,-60440.1722695,63017.5721284,417
-0.0269990490999,-2.75639707633e-16,0.0,1867726319.02,-80916.0923269,0.0,8.61266147389e-06,0.0,-342533.31518,-592002.532646,32.5917295957,32,0.00998368179548,1867726319.02,0.0269990490999,0.998106668626,1.42694856513e+14,-60297.6019567,46612.638063,418
-0.0250894088683,9.74281222429e-17,0.0,1992519070.31,-57737.5755114,0.0,7.48619530544e-06,0.0,-347719.487285,-909861.879727,32.5900203071,33,0.0099544436689,1992519070.31,0.0250894088683,0.998033223645,1.42451158161e+14,-60209.8353171,61046.3918606,418
