NumTrajs,vf_LossBefore,AveragePolicyStd,Entropy,LossBefore,Perplexity,AverageReturn,AverageDiscountedReturn,MeanKL,MaxReturn,ExplainedVariance,MeanKLBefore,vf_LossAfter,Iteration,vf_MeanKL,StdReturn,dLoss,vf_dLoss,LossAfter,MinReturn
259,119507027.977,0.997527058761,32.5779611322,3.7020579652e-16,1.40743631103e+14,-40264.0533546,-12489.9199361,0.00999002996543,-23963.7056085,-2.25047917679e-05,0.0,119507027.977,20,0.0,11483.293855,0.00477193157884,0.0,-0.00477193157884,-105124.242987
259,105335087.18,0.997296970021,32.5725675501,-6.80365245052e-17,1.39986562263e+14,-37225.5879031,-11604.0136807,0.0099014602229,-23259.4839342,-2.14391636071e-05,0.0,105335087.18,21,0.0,12487.6139423,0.00431347465704,0.0,-0.00431347465704,-123347.509708
259,101781370.799,0.997086430308,32.5676641997,-2.64618871645e-16,1.39301839184e+14,-36089.6737635,-11206.1368775,0.00656114533072,-21897.8326192,-2.10894329864e-05,0.0,101781370.799,22,0.0,13293.3419606,0.00311564840073,0.0,-0.00311564840073,-152230.796502
259,86812505.346,0.99713465716,32.5686727528,-1.30646244573e-16,1.39442403363e+14,-34420.7339834,-10894.0278633,0.00657778907805,-21897.13241,-2.87534662764e-05,0.0,86812505.346,23,0.0,10455.0163378,0.00407123939006,0.0,-0.00407123939006,-140098.46769
259,70804806.9024,0.996983626624,32.5651723483,-2.51536243571e-17,1.38955151836e+14,-32041.9271529,-10321.7436977,0.00994289157667,-20848.7852184,-4.9546397368e-05,0.0,70804806.9024,24,0.0,7071.69773088,0.00435962325378,0.0,-0.00435962325378,-66615.9915011
259,58090478.9379,0.996929705073,32.5639900964,2.84885800064e-17,1.38790968911e+14,-29345.3376406,-9649.57730162,0.00996369178948,-21274.1000662,-6.39249141012e-05,0.0,58090478.9379,25,0.0,6415.27145153,0.00456118752284,0.0,-0.00456118752284,-57845.7146355
259,46890365.1941,0.997130771039,32.5686075186,1.59743518284e-16,1.39433307247e+14,-26869.0967521,-9040.23866955,0.0099130272597,-19550.0464226,-9.1313227726e-05,0.0,46890365.1941,26,0.0,4710.36717075,0.00463388686637,0.0,-0.00463388686637,-44962.1012844
259,48729308.5318,0.996827265143,32.5616842681,2.97359734433e-16,1.38471309447e+14,-26592.3622981,-8869.89747058,0.00990273050998,-19043.8437887,-6.71073331282e-05,0.0,48729308.5318,27,0.0,7054.78267167,0.00339692804507,0.0,-0.00339692804507,-113540.533872
259,42970112.1459,0.996220865169,32.5477536869,2.66839317695e-16,1.36555697396e+14,-25700.1935259,-8551.52602084,0.00995340708598,-19057.212938,-9.25044532645e-05,0.0,42970112.1459,28,0.0,4095.63978233,0.00474610870162,0.0,-0.00474610870162,-52257.2259887
259,45467371.8432,0.996314437228,32.5499180531,2.80419188513e-16,1.36851574011e+14,-25504.9562661,-8559.79258104,0.00644922924681,-18997.8519212,-6.70006753367e-05,0.0,45467371.8432,29,0.0,7224.15908555,0.00383697332128,0.0,-0.00383697332128,-112951.00945
259,44456209.799,0.996077888129,32.5444199936,-1.49520035992e-16,1.36101220551e+14,-24107.6175117,-8099.76062514,0.006402950327,-17522.6624946,-4.83028662031e-05,0.0,44456209.799,30,0.0,9488.13763446,0.00317657612932,0.0,-0.00317657612932,-164688.885546
259,35618777.8278,0.996041642562,32.5434123541,4.67296728983e-16,1.35964148659e+14,-23370.2519076,-7916.68329644,0.00643994520575,-17032.6107428,-0.0001069219126,0.0,35618777.8278,31,0.0,4465.02633731,0.00386883139555,0.0,-0.00386883139555,-66402.1660442
259,33168317.2196,0.995581736849,32.5327580623,-3.38245090452e-16,1.34523236526e+14,-22691.5101597,-7712.93331063,0.00904197027156,-16305.0986181,-0.000119586229317,0.0,33168317.2196,32,0.0,3810.3137542,0.00420217760345,0.0,-0.00420217760345,-43971.7402963
259,29688430.1564,0.995072751971,32.5210181919,-3.22453346735e-16,1.32953185289e+14,-21695.8096567,-7537.55885018,0.00643711077484,-16212.8861767,-0.000155364340101,0.0,29688430.1564,33,0.0,3527.88674551,0.00351875978441,0.0,-0.00351875978441,-46423.5179472
259,30246710.0782,0.995267342277,32.5254401637,2.34792880119e-16,1.33542402313e+14,-21815.9884201,-7578.49901917,0.0095490287478,-16472.8190722,-0.00014461960989,0.0,30246710.0782,34,0.0,3804.246845,0.00464165553688,0.0,-0.00464165553688,-39731.2877804
259,28107117.7583,0.995255430516,32.5251985215,-1.97096736186e-16,1.33510136732e+14,-21194.7360056,-7401.77752296,0.00646487876434,-16172.7075768,-0.000174837394909,0.0,28107117.7583,35,0.0,3208.55570187,0.00329575419431,0.0,-0.00329575419431,-35453.3906542
259,26522147.6555,0.994662068955,32.5116319935,4.83611434897e-17,1.31711098666e+14,-20570.9304276,-7201.12215993,0.00647469068789,-15970.4356103,-0.000173972502452,0.0,26522147.6555,36,0.0,3224.59560589,0.00365785190667,0.0,-0.00365785190667,-36854.7827109
259,25166175.8994,0.994331790975,32.503915192,-1.4687521898e-16,1.30698621839e+14,-20152.0084304,-7095.25111801,0.00996071036973,-15487.8814589,-0.000192197471457,0.0,25166175.8994,37,0.0,2670.95381225,0.00407278428536,0.0,-0.00407278428536,-37536.9533262
259,24299738.2782,0.994279612437,32.5027728004,2.00748898414e-16,1.30549398075e+14,-19940.0911672,-7100.57727381,0.00985176967906,-15779.1589356,-0.000219078575917,0.0,24299738.2782,38,0.0,2371.3389454,0.0034165898315,0.0,-0.0034165898315,-28438.1439276
259,24077078.5687,0.993699997266,32.4892600554,3.95488018139e-16,1.28797182637e+14,-19751.3703972,-7034.59184098,0.00656424317501,-16024.8363812,-0.000206445618538,0.0,24077078.5687,39,0.0,2969.34700809,0.00390925881398,0.0,-0.00390925881398,-45809.2799381
259,26358254.5006,0.994112156999,32.4985232064,1.53888056309e-17,1.29995793272e+14,-20315.3289641,-7187.67693189,0.00989512405872,-15696.2816695,-0.000156330260275,0.0,26358254.5006,40,0.0,4149.38439523,0.00446357796818,0.0,-0.00446357796818,-60041.5233906
259,22895871.2661,0.993767250794,32.4904891799,-1.13071285496e-16,1.28955587738e+14,-19425.7590609,-6968.38675404,0.00997038385169,-15636.8175015,-0.000233770368686,0.0,22895871.2661,41,0.0,2330.4878257,0.0049441585986,0.0,-0.0049441585986,-29108.0468195
259,23703012.9698,0.993938771489,32.4943903469,2.03663769676e-16,1.29459647588e+14,-19655.0187548,-6957.35405255,0.00996393659653,-15911.7527408,-0.000215851972519,0.0,23703012.9698,42,0.0,2284.04878051,0.00442253451959,0.0,-0.00442253451959,-31577.8548387
259,22727715.1689,0.994191398436,32.5001761406,2.99408717467e-16,1.30210845442e+14,-19217.5143592,-6838.21151444,0.00643958836672,-15412.314303,-0.000214619971108,0.0,22727715.1689,43,0.0,2442.78378233,0.00332424307448,0.0,-0.00332424307448,-30895.2511679
259,21708778.5129,0.992502233569,32.4607343773,-2.27402824156e-16,1.25175062984e+14,-18902.1014647,-6800.95372678,0.00756327703049,-14498.3191836,-0.000236195733266,0.0,21708778.5129,44,0.0,2333.98043699,0.00309640643312,0.0,-0.00309640643312,-30019.9615674
259,22099556.5412,0.992537464994,32.4613294612,-1.09822061355e-17,1.2524957481e+14,-18939.5787048,-6761.62137374,0.00664142089429,-14918.3045962,-0.000230067898924,0.0,22099556.5412,45,0.0,2754.73217155,0.00364841450843,0.0,-0.00364841450843,-39473.4429097
259,20666744.8636,0.992517758705,32.4607527153,4.68668433106e-16,1.25177358468e+14,-18392.6294941,-6569.89771909,0.00644973068428,-15314.2304244,-0.000237426168456,0.0,20666744.8636,46,0.0,2105.3315107,0.00296177886432,0.0,-0.00296177886432,-28396.972782
259,20674519.4533,0.991959496896,32.447755621,-4.0553575084e-16,1.23560943635e+14,-18353.5085828,-6521.8448888,0.00653180080423,-14842.0361129,-0.000245433969824,0.0,20674519.4533,47,0.0,2052.87108735,0.00294487870114,0.0,-0.00294487870114,-27481.1774088
259,20371323.5572,0.991930539351,32.447047274,-4.69842954761e-16,1.23473450606e+14,-18279.2551051,-6560.01178886,0.0095372801235,-14823.7612592,-0.00025378049286,0.0,20371323.5572,48,0.0,2103.66275496,0.00415648673257,0.0,-0.00415648673257,-28045.8828555
259,20901988.8491,0.991777984934,32.4433811324,-2.63118570261e-16,1.23021608211e+14,-18321.7129013,-6511.58239031,0.00996211281654,-15099.0347571,-0.000219517185689,0.0,20901988.8491,49,0.0,2773.84395035,0.00422193983868,0.0,-0.00422193983868,-40481.75145
259,21787642.2507,0.991903379505,32.4460226575,-4.01935027517e-16,1.23347002464e+14,-18307.3597599,-6463.00982702,0.00990958596125,-14456.0116237,-0.000151812808977,0.0,21787642.2507,50,0.0,4015.81784132,0.00369672545785,0.0,-0.00369672545785,-71177.1869312
259,21858644.7931,0.990258341382,32.4077628371,1.11279496986e-17,1.18716906405e+14,-18582.8555209,-6582.23819527,0.00993751049438,-14604.40253,-0.000194126110452,0.0,21858644.7931,51,0.0,3363.70178243,0.00363560839565,0.0,-0.00363560839565,-45718.4486466
259,19358476.4829,0.990290909026,32.4081283334,-7.23565351779e-16,1.18760304925e+14,-17789.4016999,-6348.96820592,0.00999118074812,-14468.0848816,-0.000256899957828,0.0,19358476.4829,52,0.0,1991.36947917,0.00348733352439,0.0,-0.00348733352439,-28278.1397918
259,19843466.508,0.98984346366,32.3976698538,-3.04106804089e-16,1.17524725099e+14,-17833.1779882,-6282.75789321,0.00661224001551,-14400.4433115,-0.000215386632786,0.0,19843466.508,53,0.0,2300.91191782,0.00332444301444,0.0,-0.00332444301444,-27383.3458816
259,18244392.6326,0.989558314935,32.3909000982,2.38162128371e-16,1.16731798432e+14,-17237.9714989,-6132.59266256,0.00658862549177,-14057.4488582,-0.000261077029744,0.0,18244392.6326,54,0.0,1759.18400325,0.00380569737402,0.0,-0.00380569737402,-25895.3319655
259,18005994.4329,0.989795925842,32.3961949873,-3.23207784003e-18,1.17351519581e+14,-17121.1521999,-6108.53552435,0.00996257229016,-13905.7323379,-0.000280736091431,0.0,18005994.4329,55,0.0,1849.94946592,0.00378726415197,0.0,-0.00378726415197,-27154.8679584
259,19233601.6861,0.990239861433,32.4066840904,1.69474044408e-16,1.18588909985e+14,-17478.956126,-6149.2095307,0.0098981173364,-13568.4273223,-0.000221426210316,0.0,19233601.6861,56,0.0,2635.1478457,0.00486029856226,0.0,-0.00486029856226,-35193.3042973
259,17643808.1112,0.990355436287,32.4093074135,-1.57514499084e-16,1.18900415425e+14,-16910.3380244,-6021.05553836,0.00667595727218,-12156.1564845,-0.000266368770721,0.0,17643808.1112,57,0.0,2149.34337532,0.00342905105526,0.0,-0.00342905105526,-27614.6276154
259,18005938.7945,0.990458896137,32.4117634361,2.8317116991e-16,1.19192796431e+14,-16972.0959693,-5970.95585281,0.00641538091918,-12084.0651597,-0.000259650794837,0.0,18005938.7945,58,0.0,2226.7622517,0.0028481420738,0.0,-0.0028481420738,-28232.3914067
259,17238349.4476,0.98923210764,32.3830843183,-1.15986156758e-16,1.15823004476e+14,-16629.5870484,-5868.44354572,0.00656020308735,-13292.3266334,-0.000256600828811,0.0,17238349.4476,59,0.0,2163.04741079,0.00389966448079,0.0,-0.00389966448079,-27616.3712152
259,17187441.4844,0.989170677972,32.3818003045,2.67199390027e-16,1.15674381575e+14,-16598.8242316,-5875.73072036,0.00955122454102,-12132.209962,-0.000242163601576,0.0,17187441.4844,60,0.0,2342.00924107,0.00385138060919,0.0,-0.00385138060919,-32669.349073
259,16980784.5956,0.988830684485,32.3740683707,-5.26048531205e-16,1.1478344369e+14,-16383.1272728,-5749.49791035,0.00994082900113,-11865.4442601,-0.000227831809415,0.0,16980784.5956,61,0.0,2497.99817942,0.00419926535196,0.0,-0.00419926535196,-36507.3364111
259,15027267.1917,0.988719905731,32.3714112802,1.48418386118e-16,1.14478858527e+14,-15614.5769373,-5575.97810333,0.00995415620638,-11569.3445293,-0.000282695096396,0.0,15027267.1917,62,0.0,1932.36190961,0.00538225187549,0.0,-0.00538225187549,-25739.5297687
259,13706728.225,0.988981688523,32.3774531374,-1.58440399368e-16,1.15172617124e+14,-14879.1111341,-5298.38608571,0.00674899478765,-11134.2628547,-0.000307839276196,0.0,13706728.225,63,0.0,1880.16746165,0.00368930434313,0.0,-0.00368930434313,-22702.3287746
259,13763785.6608,0.988804747308,32.3733475592,3.05615678624e-16,1.14700736273e+14,-14958.2450469,-5360.58158187,0.0065702114853,-11170.5185452,-0.000340119672314,0.0,13763785.6608,64,0.0,1771.69084731,0.00335008155489,0.0,-0.00335008155489,-20749.29695
259,12368918.5803,0.988850886754,32.3745624801,-1.48907055712e-16,1.14840173288e+14,-14207.8843206,-5103.07900165,0.00974524445669,-11248.1940366,-0.000362083189635,0.0,12368918.5803,65,0.0,1577.12752401,0.00444911329869,0.0,-0.00444911329869,-21429.447583
259,12266043.1406,0.988422941339,32.3643962722,-4.2347078225e-16,1.13678598619e+14,-14143.6426772,-5094.34295118,0.0064257801635,-10577.0704428,-0.00034759278287,0.0,12266043.1406,66,0.0,1669.99838188,0.00320521704781,0.0,-0.00320521704781,-19731.6428784
259,11482255.6839,0.988127842145,32.3575265508,-2.03578038168e-16,1.12900334599e+14,-13726.8149691,-4988.70848552,0.00651476611578,-10738.9905651,-0.000382148737932,0.0,11482255.6839,67,0.0,1654.18708458,0.00458106913376,0.0,-0.00458106913376,-22720.2698628
259,11132812.4624,0.987267752968,32.3376420781,1.57583084291e-16,1.10677543736e+14,-13511.5947725,-4940.39061944,0.00664018079541,-10499.0159892,-0.000416385807321,0.0,11132812.4624,68,0.0,1801.10232956,0.00359224944861,0.0,-0.00359224944861,-23782.7502528
259,11015816.9882,0.987171153049,32.3351390517,2.50370295067e-16,1.10400861342e+14,-13429.6519351,-4858.7893857,0.00641121199291,-10734.6853879,-0.00039112323616,0.0,11015816.9882,69,0.0,1457.19365739,0.00368095395821,0.0,-0.00368095395821,-21028.079241
259,10360556.4166,0.986472495139,32.3188775182,2.40168245651e-16,1.08620092295e+14,-13066.9198584,-4769.9990046,0.00641053757347,-9999.18998783,-0.00042031135906,0.0,10360556.4166,70,0.0,1475.75444244,0.00329985328476,0.0,-0.00329985328476,-22480.3997539
259,10567159.1765,0.987076881979,32.3329274497,1.62838425712e-16,1.10156968365e+14,-13145.6824464,-4780.81777842,0.00923088846175,-10696.8801264,-0.000398175280884,0.0,10567159.1765,71,0.0,1635.31871018,0.00439323174984,0.0,-0.00439323174984,-23999.5504681
259,10212582.9783,0.987902039961,32.3520885533,5.46384044829e-16,1.1228804918e+14,-12916.6255037,-4659.64259951,0.00643816434202,-10685.1487918,-0.000403867709908,0.0,10212582.9783,72,0.0,1417.79225082,0.00381325933358,0.0,-0.00381325933358,-19764.4398319
259,10185298.4164,0.986723218873,32.3249534486,1.70202762223e-16,1.09282069443e+14,-12908.0188944,-4696.56972915,0.00640464737946,-10384.1086659,-0.000423744156228,0.0,10185298.4164,73,0.0,1600.6043466,0.00342192702775,0.0,-0.00342192702775,-23630.411397
259,9762155.65509,0.985973321194,32.3073634009,4.41988787912e-16,1.07376600395e+14,-12705.5019654,-4641.33132619,0.00973205869384,-10112.623916,-0.000461162413935,0.0,9762155.65509,74,0.0,1235.34357785,0.00406517272514,0.0,-0.00406517272514,-17653.2075924
259,10220273.3329,0.984200880575,32.2650654942,7.3127261432e-16,1.02929509309e+14,-12925.6638517,-4688.98869766,0.00645455427153,-10323.5067634,-0.00044695053589,0.0,10220273.3329,75,0.0,1563.93654952,0.00318678179818,0.0,-0.00318678179818,-22605.9352918
259,9662652.9608,0.983703405964,32.2533218572,1.57034402641e-16,1.0172781247e+14,-12586.6513316,-4574.04962562,0.00989655760147,-10216.4515471,-0.000431881866567,0.0,9662652.9608,76,0.0,1441.69963652,0.0044245594572,0.0,-0.0044245594572,-21918.5672063
259,9974910.09114,0.982422474736,32.223380335,-4.4408920985e-17,9.87270744202e+13,-12782.9184615,-4661.3578796,0.00641831735742,-10272.3334646,-0.000422550900552,0.0,9974910.09114,77,0.0,1613.45195166,0.0039269576433,0.0,-0.0039269576433,-25186.3773262
259,9859148.77797,0.982248302172,32.2193421694,4.08433475801e-16,9.83292020237e+13,-12711.1058338,-4588.92556011,0.00654394101527,-9844.02206633,-0.000434337053181,0.0,9859148.77797,78,0.0,1203.04599568,0.00340966874865,0.0,-0.00340966874865,-19424.4050696
259,9657773.33737,0.981724941202,32.2069558212,2.95396482907e-16,9.7118774159e+13,-12599.6242447,-4567.92440869,0.00641945758546,-9686.20281212,-0.000459860719943,0.0,9657773.33737,79,0.0,1289.12063484,0.00376450228071,0.0,-0.00376450228071,-19436.5601101
259,9398130.99905,0.980501065729,32.1774379603,-4.98957374774e-17,9.42939324398e+13,-12404.9298484,-4493.44275761,0.00992076058264,-10166.4826722,-0.000443741056302,0.0,9398130.99905,80,0.0,1343.61581459,0.00481193854004,0.0,-0.00481193854004,-19595.4889241
259,9531633.58373,0.981002050865,32.1887199772,1.2336763957e-16,9.53637818586e+13,-12531.5828802,-4574.33602713,0.00998376262585,-9978.83311497,-0.000461299456429,0.0,9531633.58373,81,0.0,1426.65858634,0.00438792826405,0.0,-0.00438792826405,-19706.1686347
259,9573149.97703,0.981487280528,32.2000702734,-3.84788725979e-16,9.64523551593e+13,-12494.239606,-4484.91946565,0.00978616426763,-10079.2118711,-0.000433446600179,0.0,9573149.97703,82,0.0,1212.19165287,0.00430120912779,0.0,-0.00430120912779,-18156.3516858
259,9249022.68136,0.980060984655,32.1664451737,6.19753069113e-17,9.32630558405e+13,-12318.2703132,-4489.46422906,0.00994579170817,-9807.85152641,-0.000453860652579,0.0,9249022.68136,83,0.0,1563.61999672,0.00484212440524,0.0,-0.00484212440524,-29185.2996989
259,9267841.02941,0.979858072562,32.1609848811,4.44946524927e-17,9.27552000502e+13,-12331.7989394,-4462.8182109,0.00939988613769,-10118.1888764,-0.000437895597261,0.0,9267841.02941,84,0.0,1226.29913103,0.00448159797857,0.0,-0.00448159797857,-19005.2658057
259,9233261.47559,0.980953814356,32.1863551405,1.05792680493e-17,9.51385285373e+13,-12286.5609364,-4431.51191315,0.00641012171283,-10178.1262443,-0.000447678392847,0.0,9233261.47559,85,0.0,1267.85662568,0.0033275530787,0.0,-0.0033275530787,-18736.0294325
259,9275639.02999,0.981322442423,32.1947889623,-2.37544861516e-16,9.59443030325e+13,-12272.1107159,-4421.44176704,0.00647410096742,-10006.4169718,-0.000431222203861,0.0,9275639.02999,86,0.0,1459.38156697,0.00351514033604,0.0,-0.00351514033604,-21779.6381933
259,8983650.5799,0.98092346407,32.1856257098,-7.66019594388e-16,9.50691568796e+13,-12131.2426991,-4395.38325689,0.00996609467338,-9451.95044553,-0.000463852860378,0.0,8983650.5799,87,0.0,1255.7168328,0.00468800883695,0.0,-0.00468800883695,-18074.5853971
259,8632229.45711,0.979987729121,32.1639064587,5.81431085174e-17,9.30265878139e+13,-11867.4631105,-4268.80568798,0.00640537978379,-9477.62082869,-0.000433811852717,0.0,8632229.45711,88,0.0,1113.69145765,0.00334665868912,0.0,-0.00334665868912,-17197.476436
259,8602346.57995,0.979910171315,32.1619561539,-4.1098827473e-16,9.28453344177e+13,-11876.8215133,-4296.78273159,0.00653556595764,-9867.77819981,-0.00049402720766,0.0,8602346.57995,89,0.0,1069.94060848,0.00357010062234,0.0,-0.00357010062234,-18236.3108106
259,8849369.25722,0.97938161288,32.1498615711,1.99574376759e-16,9.17291722028e+13,-12005.4087654,-4307.40883372,0.00999059737494,-9864.17261523,-0.000482555098143,0.0,8849369.25722,90,0.0,1048.9369501,0.00449803652194,0.0,-0.00449803652194,-15871.4557183
259,8497152.86671,0.978422649537,32.1272904634,-1.10585071773e-16,8.96819343014e+13,-11817.5626856,-4290.25004699,0.00970034660472,-9133.05156827,-0.000532061090075,0.0,8497152.86671,91,0.0,1052.1183633,0.00467276323269,0.0,-0.00467276323269,-16504.6003135
259,8371125.35746,0.978248853693,32.1232631718,-3.86932013671e-16,8.9321485308e+13,-11740.2279878,-4268.09309583,0.00972142342203,-9685.82657983,-0.000542394908274,0.0,8371125.35746,92,0.0,1010.57929976,0.00462381144947,0.0,-0.00462381144947,-16810.7629273
259,8379609.3683,0.978046087663,32.1185379353,7.73641125422e-17,8.8900415771e+13,-11736.7983272,-4279.33429388,0.00647757751583,-9538.77623263,-0.000531664522468,0.0,8379609.3683,93,0.0,1249.99907238,0.00405974021027,0.0,-0.00405974021027,-20252.0487581
259,8310222.04275,0.975820023358,32.0659492764,9.94656952255e-17,8.43460652886e+13,-11696.1843121,-4257.02832123,0.00999367170805,-10022.882203,-0.000541191475867,0.0,8310222.04275,94,0.0,1072.11037854,0.00523341175487,0.0,-0.00523341175487,-17009.1753116
259,8321127.2461,0.975221976176,32.0518383974,2.68485362642e-16,8.31642261751e+13,-11665.8447242,-4231.11216636,0.00995753771601,-9537.18151912,-0.000532980793307,0.0,8321127.2461,95,0.0,1193.02722355,0.00505315358179,0.0,-0.00505315358179,-18435.8383628
259,8418246.3259,0.97560831847,32.0606312214,-2.05909935177e-16,8.38986988883e+13,-11750.5523861,-4259.78349562,0.00997659513802,-9582.08214094,-0.000510970876368,0.0,8418246.3259,96,0.0,1162.16457905,0.00516689406155,0.0,-0.00516689406155,-17279.0667509
259,8328894.15924,0.976548803729,32.0831602967,2.58677678162e-16,8.58103115697e+13,-11692.9782169,-4249.78007672,0.00640305942734,-9820.80552623,-0.000493693916275,0.0,8328894.15924,97,0.0,1113.17289644,0.00395075266073,0.0,-0.00395075266073,-18698.5937632
259,8320981.25775,0.974942390765,32.0456766248,-3.64787565234e-17,8.26533626497e+13,-11666.5701936,-4223.10724638,0.00650317831821,-9780.38651186,-0.000492341452737,0.0,8320981.25775,98,0.0,1116.77265864,0.00388385714129,0.0,-0.00388385714129,-17467.4369478
259,8031905.45019,0.974675098309,32.0394748565,-9.19899077547e-18,8.21423518675e+13,-11472.8039073,-4152.23490697,0.00974060682275,-9657.25928007,-0.000472418435334,0.0,8031905.45019,99,0.0,963.470570829,0.00582870150791,0.0,-0.00582870150791,-15512.6188174
259,8191031.52246,0.973263129837,32.0031840931,4.57917702041e-16,7.92147863058e+13,-11577.8193052,-4188.62671691,0.00552899364742,-9544.4729514,-0.000515644402853,0.0,8191031.52246,100,0.0,1045.67012811,0.00319549460306,0.0,-0.00319549460306,-17211.4846634
