ExplainedVariance,AverageDiscountedReturn,vf_dLoss,NumTrajs,vf_LossAfter,Iteration,StdReturn,MaxReturn,MinReturn,Entropy,vf_MeanKL,vf_LossBefore,AveragePolicyStd,dLoss,LossBefore,LossAfter,MeanKLBefore,AverageReturn,MeanKL,Perplexity
-0.00555158111247,164.601503397,1.37100075183,409,13.1293656975,48,22.6127294987,899.960929288,771.617389645,32.3110134395,0.0050763759049,14.5003664493,0.985999208801,0.0240193962545,-5.42381678825e-16,-0.0240193962545,0.0,842.085406472,0.0099787653744,1.07769245281e+14
-0.00574851107814,165.03724078,1.02243862952,409,12.0821160116,49,24.1373569881,924.603715525,719.132038972,32.3022897136,0.00380748817792,13.1045546411,0.98562417911,0.0245230305734,-9.27473257119e-16,-0.0245230305734,0.0,841.791363795,0.00996449824267,1.06833184834e+14
-0.00571291049106,165.560904176,0.809684524103,409,11.3459859136,50,21.8994988744,897.162056719,777.029622306,32.2930531794,0.00302965119896,12.1556704377,0.985227645817,0.0240983540973,1.07766227346e-15,-0.0240983540973,0.0,845.396059392,0.00997347672307,1.05850959628e+14
-0.0062472246909,165.516125256,1.16450962565,409,10.1925130447,51,23.3916743598,911.871571458,736.395078227,32.2868744992,0.00838991735665,11.3570226704,0.984963928432,0.0244353762922,1.10922409535e-16,-0.0244353762922,0.0,845.712251123,0.00999440542275,1.05198956732e+14
-0.00622751948359,165.873820767,0.80515992605,409,9.38505326008,52,22.2515375505,908.316355085,745.287969435,32.2828352524,0.00589951821922,10.1902131861,0.98479104238,0.0241422889617,8.11923199143e-16,-0.0241422889617,0.0,845.897065843,0.00997654125206,1.04774889213e+14
-0.00632853264337,165.925660179,0.595823680451,409,8.83134107674,53,23.3349001853,911.969536988,748.730226325,32.2768484046,0.00440488723746,9.42716475719,0.984534235441,0.0241230792743,-7.98648297726e-16,-0.0241230792743,0.0,848.872045516,0.00996053211554,1.04149491853e+14
-0.00705356652359,166.254439341,0.451521786724,409,8.38481185569,54,21.6878564545,924.615233613,776.43333822,32.2703035395,0.00336030277418,8.83633364242,0.984254842174,0.0247492043445,4.36875203224e-16,-0.0247492043445,0.0,849.589637477,0.00998079245349,1.0347007325e+14
-0.00851281949006,166.416384443,0.641667505727,409,7.77704942646,55,22.6058781937,912.55417754,778.266968899,32.2638186351,0.00922967290966,8.41871693219,0.983976525618,0.0242637618808,-1.17322071645e-16,-0.0242637618808,0.0,852.437530806,0.00994645510488,1.02801250684e+14
-0.00923785359136,166.658495183,0.426821438167,409,7.35145337062,56,22.2242794009,912.118914867,763.73014147,32.2591646091,0.00621995188196,7.77827480879,0.983777579228,0.0243262507675,-5.48201527639e-16,-0.0243262507675,0.0,852.839501892,0.00994907070931,1.02323922605e+14
-0.0102814764173,167.527144217,0.30478334137,409,7.05659241337,57,22.6560703231,915.305873753,786.132601323,32.2539196199,0.00447620529986,7.36137575474,0.983553177861,0.0241413884961,4.26955401216e-16,-0.0241413884961,0.0,854.834868684,0.00998054780154,1.0178863974e+14
-0.0125668691309,167.012603872,0.228300601021,409,6.83414431433,58,24.2288843941,915.496623199,740.312314275,32.2497509277,0.00338471765548,7.06244491536,0.983375289742,0.0247380445372,-7.58035307982e-16,-0.0247380445372,0.0,855.212997142,0.00999422251558,1.0136519744e+14
-0.0134944616782,167.248185871,0.313274102637,409,6.53162805389,59,23.0758046589,916.443496194,782.023696034,32.2437317203,0.00889670945858,6.84490215653,0.983117872308,0.0242638906164,3.31318781158e-16,-0.0242638906164,0.0,856.950963447,0.00997263015265,1.00756891892e+14
-0.019510470769,167.748585281,0.206526951046,409,6.32716091048,60,23.5608025088,912.953320512,748.564136176,32.2367501267,0.00594592647664,6.53368786153,0.982819814239,0.0241128180283,1.68495481083e-16,-0.0241128180283,0.0,857.335779095,0.00998158386478,1.00055898097e+14
-0.0218155581546,168.501487679,0.151620440444,409,6.19387799692,61,22.6998929552,919.31872921,778.093269561,32.2279584682,0.00443347443071,6.34549843737,0.982443975971,0.0243493408692,-1.90395919623e-16,-0.0243493408692,0.0,861.901420396,0.00996472512572,9.9180096322e+13
-0.0272296021913,168.54301702,0.114328567712,409,6.08292446212,62,22.5851118472,940.215106357,775.299217202,32.2234418745,0.00339708162284,6.19725302984,0.982251164124,0.0243701141918,1.75592222099e-16,-0.0243701141918,0.0,862.651511486,0.00994361842182,9.87331502271e+13
-0.0307979997221,168.378070768,0.157513664683,409,5.92622653605,63,23.6696276624,916.079770005,767.150828824,32.2169131694,0.00896932456632,6.08374020073,0.981971678642,0.0243778663323,8.66527713479e-17,-0.0243778663323,0.0,862.636140654,0.00997202787245,9.80906502296e+13
-0.0353073085469,168.842718135,0.111471662781,409,5.82362658353,64,23.2855096583,962.634986758,785.383090219,32.2119541993,0.00645072853344,5.93509824632,0.981760583928,0.0241636584234,-2.71508976671e-16,-0.0241636584234,0.0,866.239758357,0.00997685924638,9.76054257282e+13
-0.031450252404,169.024251979,0.0847102622423,409,5.74174629595,65,21.8586960453,922.052490669,784.707957327,32.2091048399,0.0049665017472,5.82645655819,0.981638722838,0.024124341457,5.16294423677e-17,-0.024124341457,0.0,867.130714057,0.00997437963682,9.73277086432e+13
-0.0362807329718,169.00347851,0.0681089591748,409,5.67485267925,66,23.2638253962,920.153652549,704.9891378,32.2021772643,0.00405276518407,5.74296163842,0.981343780472,0.0245408281904,-1.27016028773e-16,-0.0245408281904,0.0,866.840014061,0.00998747926107,9.66557936326e+13
-0.0314029693252,169.30625499,0.0584729169788,409,5.62132887852,67,21.4955349643,941.73211955,780.288161938,32.1980978061,0.00352474118959,5.6798017955,0.981170019224,0.0243664887287,4.13602322725e-16,-0.0243664887287,0.0,869.701422823,0.00999189183296,9.62622935431e+13
-0.0306955464771,169.992507302,0.0497451587022,409,5.57623284548,68,21.3328616053,930.947215261,808.062733448,32.1943365977,0.00293835848026,5.62597800418,0.981010472947,0.0248879044972,7.53496694542e-17,-0.0248879044972,0.0,871.710526899,0.00997926151803,9.59009110386e+13
-0.0237742711432,170.053355898,0.0807471663156,409,5.49816035625,69,21.8020214351,940.428597308,803.456212945,32.1897081682,0.00933486347178,5.57890752257,0.980813077236,0.02405146823,1.08579268912e-18,-0.02405146823,0.0,873.491851094,0.00995499619946,9.5458066068e+13
-0.00479760721092,170.364125328,0.0669003970944,409,5.43132351031,70,21.6954310678,935.334545666,770.325410812,32.1805600561,0.00773156675438,5.4982239074,0.980423148426,0.0243764322734,8.74323704987e-17,-0.0243764322734,0.0,875.262294005,0.009985063458,9.45887871738e+13
-0.00326519414553,170.526031183,0.0560774680425,409,5.38024989589,71,20.9252405993,948.955558076,810.737524594,32.1750656877,0.00651898883881,5.43632736393,0.980190339743,0.0244203613683,-1.62582254098e-16,-0.0244203613683,0.0,875.953574393,0.00998575764592,9.407050664e+13
0.0138009816387,171.014056092,0.0477163838345,409,5.33193909636,72,20.7288786374,938.637030436,803.97334611,32.1659649091,0.00552543074236,5.37965548019,0.97980260353,0.024239657649,-1.09513050625e-17,-0.024239657649,0.0,878.54548846,0.00996797964263,9.32182756514e+13
0.0229761514085,170.922275708,0.0414939430193,409,5.29211638161,73,22.3126561317,954.076675524,775.29700226,32.1600523931,0.00479453696943,5.33361032463,0.979550522017,0.0242203874797,5.67999871532e-17,-0.0242203874797,0.0,878.95951444,0.00995375639687,9.26687472514e+13
0.0214224549314,171.028767539,0.0329721512328,409,5.26425139387,74,22.2896413498,939.81202204,816.384432079,32.1551992187,0.00373517152193,5.29722354511,0.979343802687,0.0241083240091,-2.9642140413e-17,-0.0241083240091,0.0,879.806527136,0.00996571418953,9.22200992235e+13
0.0524103177301,171.12547442,0.0460690275089,409,5.21569022678,75,23.2461037406,941.049767464,727.018958329,32.1498383222,0.009708432299,5.26175925429,0.979115712236,0.02444698318,6.40682834142e-17,-0.02444698318,0.0,879.751871264,0.00997298053079,9.17270396211e+13
0.0293264087677,171.77572072,0.0322845762894,409,5.20153283906,76,21.3996833391,949.261895876,819.090523325,32.1418071544,0.00693554060085,5.23381741535,0.978774470113,0.0245922576258,-5.37793118921e-17,-0.0245922576258,0.0,885.935095991,0.00999169856133,9.09933146517e+13
0.0628246814303,172.20133792,0.0234679163851,409,5.17341955768,77,21.6123253722,946.038118352,779.035035046,32.1282937126,0.00493642967699,5.19688747406,0.978201602356,0.0243914937181,-8.39057158444e-17,-0.0243914937181,0.0,885.433899242,0.00997302519083,8.97719527826e+13
0.0864931623066,172.674843745,0.0215069831345,409,5.15498403205,78,20.5304051536,941.781157321,808.103985959,32.1184226876,0.00760473464836,5.17649101518,0.977782277873,0.0244437329778,3.43588238545e-17,-0.0244437329778,0.0,887.986633948,0.00997041202512,8.88901707976e+13
0.0894377327125,173.084923135,0.0147265768814,409,5.14914131216,79,20.4562149502,960.527293409,829.550911258,32.1116435899,0.00779217507368,5.16386788904,0.977493792725,0.0245018364117,6.34537247522e-18,-0.0245018364117,0.0,891.929349853,0.00997998720004,8.82896135598e+13
0.0985201536036,173.203380573,0.0124900174587,409,5.14489441942,80,21.3371988921,956.161738112,816.389583358,32.1064302127,0.00857962620208,5.15738443688,0.977271262204,0.0245844103654,-3.24652014047e-18,-0.0245844103654,0.0,892.187719422,0.00994653092206,8.7830524247e+13
0.103331999945,173.354130574,0.00784441189073,409,5.14088407004,81,21.2952144141,944.908416103,820.318350431,32.0967853433,0.00729032988665,5.14872848193,0.976862451471,0.0245716688135,-6.90651013695e-17,-0.0245716688135,0.0,891.879899276,0.00997016503,8.69874823597e+13
0.110991402897,173.913568293,0.0100354371414,409,5.14045503562,82,22.8837069362,952.864139979,804.836971668,32.087029632,0.00991622838732,5.15049047276,0.976448745827,0.0241077655073,-7.1777411507e-17,-0.0241077655073,0.0,895.507722113,0.00996911080948,8.61429836353e+13
0.137021682542,173.90513838,0.00884039542843,409,5.12635832909,83,22.3900755867,959.304735305,783.771492019,32.0746369218,0.00804851898529,5.13519872452,0.975923590212,0.0243110639235,-1.79438099804e-17,-0.0243110639235,0.0,895.42333472,0.00994854957128,8.50820262496e+13
0.122794570005,174.007936763,0.00837752959907,409,5.13583322804,84,22.0944848172,965.678385225,814.10424143,32.0697097489,0.0087415465864,5.14421075764,0.975715469828,0.0197992113092,-7.48328321341e-17,-0.0197992113092,0.0,896.239164662,0.00640879311182,8.46638434716e+13
0.137623715928,174.186287645,0.00716240672286,409,5.12985952219,85,20.2391502264,952.33016394,832.261291258,32.0612130707,0.00683519732686,5.13702192891,0.975355912719,0.0242135027663,-4.11689156007e-17,-0.0242135027663,0.0,895.99494428,0.00996093582426,8.39475294895e+13
0.155301865143,174.156481177,0.00588100514699,409,5.12236668269,86,22.7818367687,968.828523883,788.537545353,32.0617427782,0.00572686960957,5.12824768784,0.975378976147,0.0242088364197,1.3018437184e-16,-0.0242088364197,0.0,898.997724396,0.009984374371,8.39920089093e+13
0.151572080451,175.241761625,0.00548383202822,409,5.13141485242,87,22.7426119553,967.389863137,825.031013288,32.0514956808,0.00463778806586,5.13689868444,0.974944684828,0.0247968579946,4.51646326966e-17,-0.0247968579946,0.0,902.08489909,0.00999513648388,8.31357292959e+13
0.16570600478,175.208542809,0.00556570642878,409,5.12373634211,88,21.0167974597,956.369481811,840.633739959,32.0447675582,0.00526631658006,5.12930204854,0.974660328862,0.0246734590146,3.18506427426e-17,-0.0246734590146,0.0,903.962350465,0.00997633151713,8.25782593854e+13
0.168015749231,175.404712599,0.00530762549298,409,5.11970025992,89,22.4927647047,984.660892426,826.026203889,32.033592904,0.0059304733093,5.12500788542,0.974188197417,0.0248642307341,5.12320422434e-17,-0.0248642307341,0.0,903.336670999,0.00997665193065,8.16606126304e+13
0.163511237657,176.14928859,0.00731613919702,409,5.12651217013,90,22.1295425777,964.445305087,805.689544456,32.0232039847,0.00709831739412,5.13382830933,0.973749227252,0.0196468630675,1.76919060765e-17,-0.0196468630675,0.0,907.425503375,0.0064034436913,8.08166386964e+13
0.162422333321,175.829460437,0.00520598928815,409,5.12695823424,91,20.2543251078,959.990308364,844.498522819,32.0155574376,0.00475804307591,5.13216422353,0.973425734225,0.0197037105934,-3.82177310716e-17,-0.0197037105934,0.0,907.768381779,0.00640266591486,8.02010271128e+13
0.178611511893,175.947441331,0.00600900799366,409,5.11966649688,92,23.0849426621,982.730222933,771.481528823,32.0113797162,0.00621694051621,5.12567550488,0.973249125465,0.0242107893242,-3.07713648097e-18,-0.0242107893242,0.0,909.30693655,0.00996354033283,7.9866668478e+13
0.175964795659,176.704730318,0.00711972992046,409,5.12592567881,93,23.4134052319,990.278572466,771.771609343,32.0083248342,0.00712970631747,5.13304540873,0.973119650434,0.0244812602741,3.11948239584e-17,-0.0244812602741,0.0,910.580435521,0.00994146053486,7.96230575214e+13
0.200309998632,176.4775096,0.0080013342588,409,5.10253439942,94,21.6214736733,968.493579858,846.685803849,31.9989047647,0.00789350513666,5.11053573368,0.972720461293,0.0244826698418,-3.39549089742e-17,-0.0244826698418,0.0,912.237163837,0.0099809831697,7.88765245064e+13
0.195724744822,177.085149303,0.00498406905299,409,5.11618225591,95,22.878913831,983.972891028,818.962082594,31.9933956319,0.00472968177319,5.12116632497,0.972488033727,0.0245840432615,5.75166103281e-17,-0.0245840432615,0.0,912.964089441,0.00997266447797,7.8443178033e+13
0.20475524955,177.248109215,0.00481553408684,409,5.10951436554,96,20.6300087451,971.194210635,843.807559485,31.9886093829,0.00450966274159,5.11432989963,0.972285598897,0.0248735783266,1.85981086549e-16,-0.0248735783266,0.0,915.683569955,0.00995533744903,7.80686265162e+13
0.208188565905,177.660665179,0.00558718426813,409,5.11259891401,97,21.4717026091,978.918054367,831.77378297,31.9844935572,0.00537366414899,5.11818609828,0.972111969742,0.0244875981265,-4.39528880556e-17,-0.0244875981265,0.0,916.987610221,0.00997508400735,7.77479699917e+13
0.202014735034,177.760077434,0.00461166762744,409,5.1159248686,98,21.6677515099,976.871085932,836.788594576,31.97548608,0.00416391266996,5.12053653623,0.971731871208,0.0246909970026,9.55779872525e-17,-0.0246909970026,0.0,918.213921926,0.00998326371734,7.70508014999e+13
0.213981353507,178.13194015,0.00526738670452,409,5.10985026807,99,21.2410022968,1002.66595915,854.313574542,31.9707631726,0.00513920145112,5.11511765477,0.97153305695,0.0245117503437,-1.08201413056e-16,-0.0245117503437,0.0,920.266364744,0.00996162528823,7.66877556922e+13
0.220991343676,178.800992886,0.00617731048934,409,5.11246062073,100,20.7672008422,990.42446024,831.214264949,31.9624635988,0.00595302048593,5.11863793122,0.971183090031,0.024273096531,-1.05890846214e-16,-0.024273096531,0.0,924.141722138,0.0099715552394,7.60539139529e+13
0.218577812839,178.678200326,0.00455016652476,409,5.11183223082,101,20.6478544583,996.092079843,867.260105361,31.9558527986,0.00475304807948,5.11638239735,0.97090427421,0.024219587614,-1.1281820357e-16,-0.024219587614,0.0,923.764579652,0.00995378649868,7.55527949453e+13
