ExplainedVariance,AverageDiscountedReturn,vf_dLoss,NumTrajs,vf_LossAfter,Iteration,StdReturn,MaxReturn,MinReturn,Entropy,vf_MeanKL,vf_LossBefore,AveragePolicyStd,dLoss,LossBefore,LossAfter,MeanKLBefore,AverageReturn,MeanKL,Perplexity
-0.00751228866277,151.206069195,0.0,409,8016.15640253,1,29.5693723341,824.358216529,642.061196347,32.6355862637,0.0,8016.15640253,1.0,0.0239425069112,-1.20088671417e-16,-0.0239425069112,0.0,756.728935705,0.00993707978623,1.4909223597e+14
-0.00768317706523,151.38239599,876.108760657,409,7152.84433665,2,30.0919398856,822.454020625,622.908902314,32.6287018751,0.00321352537577,8028.95309731,0.999700866836,0.0240961318233,7.29281345989e-16,-0.0240961318233,0.0,757.479697455,0.00997187836416,1.48069352088e+14
-0.00730558709973,151.973108683,1308.94886431,409,5928.10197347,3,26.5870637264,825.705692943,655.491759434,32.6246139684,0.00932397941419,7237.05083778,0.999523363519,0.0242025553236,-5.11736265968e-16,-0.0242025553236,0.0,761.60996957,0.00997367933709,1.47465293895e+14
-0.00768149757828,152.49147931,915.001155066,409,5038.57447758,4,32.810843572,827.588329715,595.945022659,32.6187088445,0.00659247586307,5953.57563264,0.999266830862,0.0241457151278,-1.86124411184e-16,-0.0241457151278,0.0,763.105972873,0.00996268836649,1.46597059104e+14
-0.00713403839167,152.372577955,668.065366477,409,4357.96295699,5,30.4890709973,834.276488586,613.706738093,32.6139633384,0.00485463882617,5026.02832347,0.999060979868,0.0237595310592,4.17409111893e-16,-0.0237595310592,0.0,762.721611357,0.00998720650799,1.45903029925e+14
-0.00744424254133,152.871159638,528.78607202,409,3907.50575835,6,28.1315257642,844.766500441,611.374173311,32.6078486926,0.00386443898932,4436.29183037,0.998795662845,0.024387265194,9.23310327949e-16,-0.024387265194,0.0,768.660123799,0.00997981936468,1.45013606605e+14
-0.00703300103833,153.313666711,415.712082539,409,3490.50523181,7,29.4322472104,853.56607609,644.355385983,32.6008392342,0.00305213488871,3906.21731435,0.998491707358,0.0241618747237,1.51763415744e-16,-0.0241618747237,0.0,769.016180973,0.00999249295117,1.4400069389e+14
-0.0071792127932,153.469137409,619.743749821,409,2893.36135719,8,27.4192435012,840.718048923,621.811838916,32.596732318,0.00884396113464,3513.10510701,0.99831366301,0.0244918740238,3.02241252943e-16,-0.0244918740238,0.0,770.981155294,0.00998624105003,1.43410507866e+14
-0.00711269859179,153.937508522,445.106571345,409,2488.71847078,9,27.9822025007,843.762336287,673.898421153,32.5883989967,0.00641899507572,2933.82504212,0.99795215951,0.0240199380411,4.88897702545e-16,-0.0240199380411,0.0,775.788307173,0.00994707001944,1.42220387737e+14
-0.00723767895859,154.133534133,323.474875079,409,2147.72024273,10,27.065304748,831.625419279,616.271317605,32.581746467,0.00470487321405,2471.19511781,0.997663870485,0.0238514632694,3.96509774213e-17,-0.0238514632694,0.0,773.890090508,0.00998182468287,1.41277402485e+14
-0.00682967636585,154.69671048,254.492865397,409,1920.46893868,11,25.5861717569,837.798269214,686.869359753,32.5700694238,0.00372173472354,2174.96180407,0.997157820622,0.0243341519308,7.07068199155e-17,-0.0243341519308,0.0,778.868576795,0.00997703466778,1.39637294586e+14
-0.00673713300659,154.579896111,201.50337667,409,1720.81130055,12,27.0679531982,843.625958462,621.095150239,32.5600317086,0.00296100345525,1922.31467722,0.996722670253,0.024085337056,-7.81051941406e-16,-0.024085337056,0.0,778.784080084,0.00994508537633,1.38242666344e+14
-0.00720684166165,154.926849801,301.195999839,409,1429.15515965,13,25.8926662141,837.221443536,667.179198343,32.5556819083,0.00860658405452,1730.35115949,0.996534046326,0.0239798247161,-5.67281076772e-16,-0.0239798247161,0.0,780.797813412,0.00997380076216,1.37642644292e+14
-0.00713018118165,154.963800193,213.893767072,409,1223.05840899,14,25.3135529761,850.909112042,669.293634242,32.5545997682,0.00617597772019,1436.95217606,0.996487326517,0.0241782484865,-3.51866322007e-16,-0.0241782484865,0.0,782.819622489,0.00995752493592,1.37493776223e+14
-0.00705043382019,155.426034664,158.467878697,409,1064.88634453,15,26.1192233188,859.007361614,699.795154839,32.54823692,0.00461207083508,1223.35422323,0.996212209481,0.0241393526022,-7.0813227599e-17,-0.0241393526022,0.0,783.293614977,0.00997122617693,1.36621701582e+14
-0.00700073899992,155.733438389,124.170295265,409,950.490731927,16,25.1757356211,857.57628984,698.612455947,32.5386640366,0.00363366696402,1074.66102719,0.995797858914,0.0239041503049,-9.30350607746e-16,-0.0239041503049,0.0,786.240998396,0.00996725107265,1.35320078047e+14
-0.00700941561699,155.651812106,98.3936060616,409,852.085895387,17,22.5289892629,842.318258719,699.406500512,32.5351150152,0.00289293325469,950.479501448,0.995645172535,0.0239829148403,-3.44137649646e-16,-0.0239829148403,0.0,786.407649213,0.00995123396914,1.34840675406e+14
-0.00688934626436,156.279277557,147.528735932,409,709.118767225,18,25.9916739078,854.070013903,674.299471188,32.5284557603,0.0084393682842,856.647503157,0.995358233652,0.0241561659059,8.21643215296e-16,-0.0241561659059,0.0,788.734948751,0.00997853047504,1.33945720153e+14
-0.00663310648999,156.125971281,103.946242024,409,605.019669653,19,26.1040518421,846.335224452,625.513322982,32.523819737,0.00600539266623,708.965911678,0.99515788931,0.023853519326,8.90697458739e-17,-0.023853519326,0.0,788.363873305,0.00995458766176,1.33326181879e+14
-0.0070713474835,156.731978351,78.8692653088,409,532.714178346,20,27.9133389091,858.194431852,684.134928551,32.5160434684,0.00459042460657,611.583443655,0.994821391321,0.0240271573408,5.92189161061e-16,-0.0240271573408,0.0,792.113869465,0.00995877809656,1.32293422382e+14
-0.00701952272302,157.25056211,61.4529413711,409,474.317100576,21,27.2496748683,875.361182721,650.592352403,32.5086440142,0.00359799930146,535.770041947,0.994501512984,0.024517802599,8.39306890763e-16,-0.024517802599,0.0,794.663717406,0.00997500249479,1.31318136015e+14
-0.00653673506276,157.373380311,48.9082816555,409,426.299208625,22,26.6718306824,868.193118898,687.19065454,32.5013787335,0.00287598478865,475.20749028,0.994186875679,0.0241171829189,1.84951755079e-16,-0.0241171829189,0.0,795.443442199,0.00995378431349,1.30367530283e+14
-0.00676816666671,157.798913875,73.3494828741,409,355.22953624,23,26.7236151699,871.343502259,686.123579587,32.4975543716,0.00838836227949,428.579019114,0.994021184943,0.0239695389975,3.86781071718e-17,-0.0239695389975,0.0,797.263611197,0.00997256058628,1.29869909818e+14
-0.00661983956556,158.233744196,52.1661574139,409,304.461109426,24,26.813553034,857.956967858,677.885181898,32.4846722448,0.00602911548387,356.62726684,0.993465369944,0.023929270635,-6.85606420862e-16,-0.023929270635,0.0,799.095884926,0.00996444527978,1.28207638942e+14
-0.00678278365105,158.503050527,38.7338678774,409,265.693290083,25,22.7587223277,867.2597896,706.983994913,32.4762116299,0.00451044477514,304.42715796,0.993100519698,0.0238830774039,1.30885793917e-16,-0.0238830774039,0.0,799.375064095,0.00997831421829,1.27127499246e+14
-0.00719453263308,158.964603413,30.6464621907,409,238.462747214,26,25.9549908092,877.956540763,675.174059894,32.4657668377,0.0035879538182,269.109209404,0.99265037677,0.0242680040868,1.14355686018e-17,-0.0242680040868,0.0,804.13667367,0.00995892038827,1.25806589261e+14
-0.00633842612809,159.046418154,24.3414375725,409,214.291151002,27,25.5145554819,874.14968879,684.230035879,32.4617598507,0.00286263957536,238.632588574,0.992477980105,0.0243889253448,1.2419166483e-15,-0.0243889253448,0.0,804.27542292,0.00997130503541,1.25303492523e+14
-0.00629943744273,159.140092637,36.2178649421,409,178.287800133,28,26.6852939459,893.308685658,698.442016588,32.4547142645,0.00828365921886,214.505665075,0.992174133555,0.0244580557248,-4.02425172783e-16,-0.0244580557248,0.0,804.517976325,0.00994891831623,1.24423758716e+14
-0.00684144731967,159.285159243,26.0434406598,409,153.642932881,29,24.4721751378,896.394381411,691.370467026,32.4473039505,0.00603116883232,179.686373541,0.991854160777,0.0243508583887,-4.13769534799e-16,-0.0243508583887,0.0,807.745230923,0.00997628429774,1.23505147406e+14
-0.00676976845197,159.54903076,19.408825031,409,134.708975944,30,24.7415559609,880.597119536,669.547148025,32.4434127525,0.00451855409094,154.117800975,0.991687214451,0.0241498035806,-3.04097958442e-16,-0.0241498035806,0.0,808.852914614,0.00997202158336,1.23025498228e+14
-0.00684043773783,159.993438698,15.0647939316,409,120.034568631,31,24.4515724039,864.39050716,720.731503452,32.4357973343,0.0035286214475,135.099362562,0.991358997109,0.0242298677494,-1.07884795908e-15,-0.0242298677494,0.0,810.195250724,0.00997399482647,1.22092165979e+14
-0.0064111265584,159.840810577,21.64983766,409,98.267263347,32,25.3115359255,871.081199509,690.450981682,32.4301489183,0.00984010923376,119.917101007,0.991115282912,0.0242285370576,1.49991402075e-17,-0.0242285370576,0.0,809.957388799,0.00997246637927,1.21404482627e+14
-0.00598839778626,160.501225192,15.1393548269,409,84.1876624371,33,25.2450705149,877.674747409,686.167884203,32.4249360403,0.00695516510211,99.327017264,0.990890760016,0.0236406238846,5.48329651176e-16,-0.0236406238846,0.0,814.085334806,0.00995393039092,1.20773262532e+14
-0.00631852303038,160.359395465,10.9933563706,409,73.1921294861,34,24.3809125596,887.410943488,683.082915955,32.4155693868,0.00509454677168,84.1854858568,0.990488021901,0.0247043374849,4.3714013664e-18,-0.0247043374849,0.0,813.987406203,0.00999442035296,1.19647302705e+14
-0.00577629730683,161.3316302,8.52389290422,409,65.3947498592,35,24.6559340358,894.758229473,742.955174816,32.4076223305,0.0039818556034,73.9186427635,0.990146910481,0.0241999840877,-5.15265092207e-16,-0.0241999840877,0.0,818.131884472,0.00997697632029,1.18700227074e+14
-0.0061019673666,161.217371795,6.71713181797,409,58.8467648054,36,24.9690478147,876.943480361,710.365233243,32.3943322407,0.00315902493653,65.5638966234,0.989574744835,0.024337860427,3.27236200647e-16,-0.024337860427,0.0,818.90745682,0.00995427495786,1.17133126906e+14
-0.00637129174677,161.25223161,9.82709050702,409,49.0577625466,37,25.0018019466,890.682023694,737.077617515,32.391255497,0.00897479258226,58.8848530536,0.98944269653,0.0242203419111,2.88760050915e-16,-0.0242203419111,0.0,819.092931994,0.00999569793005,1.16773292144e+14
-0.00611245746234,162.137014997,6.96198844456,409,42.5759946121,38,23.2779942653,887.458648252,742.501088489,32.3827347173,0.00641856556423,49.5379830567,0.98907706673,0.0241453723131,-9.74846392146e-16,-0.0241453723131,0.0,823.683704628,0.00995919241842,1.15782519718e+14
-0.00646315690493,162.192363735,5.08174010526,409,37.3968147151,39,23.9992387236,891.405169711,720.921522775,32.3750204184,0.00472138944082,42.4785548204,0.988745795218,0.024218630468,-3.36960559971e-16,-0.024218630468,0.0,822.723689972,0.00997275760137,1.14892775036e+14
-0.00653987420172,162.306545868,3.97148274242,409,33.7737957976,40,24.4881560077,884.693416298,730.353678027,32.3686997766,0.00371752436737,37.74527854,0.988473157197,0.0242504427671,-3.85595386102e-16,-0.0242504427671,0.0,826.167815796,0.0099986788457,1.14168869151e+14
-0.00603689016442,163.047168958,3.17363910479,409,30.8605351066,41,22.0243428906,890.873752368,695.693836924,32.3615924994,0.00297800813877,34.0341742114,0.988167455982,0.0244271863506,1.20905187519e-15,-0.0244271863506,0.0,829.999555299,0.00998334886446,1.13360316063e+14
-0.00636116594219,162.720353198,4.66524071752,409,26.1972258055,42,23.2968528837,898.863701623,737.311450876,32.3539900124,0.00850785655688,30.862466523,0.987841765545,0.0195027965054,-1.0133486009e-16,-0.0195027965054,0.0,829.768369602,0.00640314482566,1.12501763436e+14
-0.00572001840755,163.384232532,3.28902068181,409,22.9937804973,43,23.8820887642,891.068580284,745.71479209,32.352595685,0.00606707761936,26.2828011791,0.987781720443,0.0241795423325,-4.65066724604e-17,-0.0241795423325,0.0,831.083628754,0.00995496735655,1.12345008447e+14
-0.00574194430433,163.595141318,2.426194687,409,20.5744638496,44,23.4002539212,902.571476935,723.292328321,32.3446896106,0.00451046380494,23.0006585366,0.987442411724,0.0242029419277,-4.79690180541e-16,-0.0242029419277,0.0,831.679604011,0.00997537461747,1.1146030234e+14
-0.00556457792737,163.977379874,1.90555570748,409,18.8675325598,45,21.6018666219,889.313708768,735.570555028,32.3341704719,0.00356613338913,20.7730882673,0.986991433524,0.0243828094617,3.07457401022e-16,-0.0243828094617,0.0,835.949283923,0.00996261505474,1.10293981056e+14
-0.00619310080565,163.780259123,2.69585447164,410,16.1332348477,46,32.4632339435,890.746542824,381.914716155,32.3283361974,0.00976388706636,18.8290893193,0.986741871229,0.0243172240527,1.12056003429e-16,-0.0243172240527,0.0,834.35012271,0.00998609270335,1.09652369191e+14
-0.00568657256852,164.356396053,1.84161209294,409,14.3366193928,47,22.4811992762,891.66771967,726.052228351,32.3194337574,0.00675129230134,16.1782314858,0.986359551771,0.0240957076312,3.28734594558e-16,-0.0240957076312,0.0,836.730833918,0.00999843304749,1.08680527845e+14
